ServerId,Timestamp,CpuUsagePct,MemoryUsagePct,DiskIoMbps,NetworkInMbps,NetworkOutMbps,ActiveConnections,ErrorRate,ResponseTimeMs
SRV-WEB-14,2025-07-30 11:40:10,20.1,70,6.8,197.3,98.7,1146,0.0198,159
SRV-DB-5,2025-07-01 07:09:14,27.1,54.1,98.2,104,68.7,1767,0.0015,211
SRV-WEB-5,2024-10-22 20:48:42,10.3,56.8,84.2,184,147.1,518,0.009,84
SRV-DB-18,2024-10-03 20:46:58,50.8,55.3,72.6,184.8,33.4,1586,0.0108,213
SRV-WEB-10,2025-05-09 00:58:25,30.2,60.4,36,15,31.1,267,0.0099,90
SRV-CACHE-2,2024-01-18 22:43:10,37.9,72.2,26.2,64.9,130.6,1643,0.0177,153
SRV-WEB-19,2025-07-29 22:07:30,36.9,57.1,3.2,175.3,146,777,0.0094,210
SRV-API-2,2024-08-29 06:49:06,63.7,47,82.6,104.4,78.7,1286,0.0197,123
SRV-CACHE-1,2025-11-05 14:57:21,44.3,62.9,1.5,167.2,41.1,1076,0.011,196
SRV-CACHE-7,2024-10-12 01:47:45,53.4,78.5,10.3,135.7,17.5,1853,0.0188,287
SRV-API-5,2024-02-17 20:11:04,20.9,48.3,91.1,190.9,34,966,0.0007,146
SRV-CACHE-2,2025-09-01 16:43:18,47.5,60.7,12.2,8.6,67,956,0.0028,106
SRV-CACHE-18,2024-09-06 14:10:35,58.8,47.9,71.1,167.1,71.1,143,0.0014,150
SRV-WEB-10,2025-12-07 15:28:27,44.9,77.4,41.5,90.9,29.6,483,0.0117,51
SRV-WEB-13,2024-04-30 15:28:29,43.8,48.8,80.2,125,104.8,1373,0.0037,282
SRV-WEB-4,2024-06-12 10:39:33,16.3,57.3,33.8,68,2.5,1239,0.0143,53
SRV-API-13,2024-10-16 02:58:21,63.7,53.9,61,19.9,36.7,342,0.0061,46
SRV-WEB-5,2025-08-30 22:04:49,34.4,41.3,61.7,52.6,127.4,1125,0.002,56
SRV-DB-2,2025-12-01 06:37:05,53.5,61.2,78,2.4,43.6,213,0.019,91
SRV-CACHE-20,2024-10-27 19:55:14,13.5,38.1,83.4,143.7,57.2,1494,0.0051,273
SRV-DB-11,2024-02-23 22:46:22,10,42.7,38.2,98,9.8,907,0.009,148
SRV-CACHE-3,2024-07-16 09:48:37,22.5,62.1,35.1,160.9,130.4,714,0.0058,235
SRV-WEB-7,2024-07-25 14:51:04,11.3,69.4,71.5,27.9,111.1,1591,0.0179,237
SRV-CACHE-18,2024-01-06 11:15:00,53.5,35.2,83.8,25.3,44.9,1579,0.0036,60
SRV-WEB-14,2025-01-15 12:53:02,69,78.5,37.8,64.2,133,235,0.0153,120
SRV-DB-16,2024-06-28 09:54:24,43.2,60.1,2.6,18.6,64.9,717,0.0097,182
SRV-WEB-2,2024-08-24 06:00:07,12.6,61.4,18.7,190.6,90.4,1145,0.013,221
SRV-API-18,2024-09-15 05:11:53,12.2,71.5,16.9,143.7,19.8,1401,0.0072,21
SRV-CACHE-12,2024-11-05 06:14:44,56.8,55,53.6,120.3,83.4,837,0.0061,264
SRV-CACHE-12,2024-05-15 17:12:47,66.2,37.8,92.5,172.2,114.6,1394,0.0003,269
SRV-API-5,2024-11-28 13:09:47,57.6,52.3,44.3,196.3,119.6,524,0.0104,140
SRV-CACHE-11,2024-03-12 15:36:34,30.7,64.3,99.8,139.6,38.3,437,0.0157,148
SRV-API-12,2025-05-01 04:27:17,54.5,63.5,66.2,14.4,143.9,464,0.019,234
SRV-CACHE-19,2025-10-03 18:26:02,71.7,46.6,37.1,169.1,75.1,366,0.0013,83
SRV-API-1,2024-06-11 17:07:52,32.2,72.4,15.3,144.2,148.2,1971,0.0142,20
SRV-WEB-18,2025-06-05 07:31:55,59.2,34.6,54.9,197.9,26.4,408,0.008,266
SRV-WEB-5,2025-07-01 17:37:57,39.8,44.5,53.8,98.6,51.1,1302,0.0186,167
SRV-API-3,2025-04-28 06:17:05,61.5,78.5,9.3,166.3,95,882,0.0057,22
SRV-CACHE-13,2024-11-09 05:28:48,63.3,33.9,12.4,109.4,74.3,1040,0.0164,203
SRV-CACHE-12,2024-04-13 07:11:14,68.1,67.1,57.3,31.4,74.6,1683,0.0173,278
SRV-CACHE-19,2024-07-21 05:36:55,18,33.8,54.9,47.1,36,354,0.0141,258
SRV-DB-4,2025-12-25 18:00:41,59.8,44.1,3.6,48.3,15.1,846,0.015,178
SRV-WEB-3,2025-04-15 18:29:00,71.7,39.5,74,167.3,124.7,1433,0.006,275
SRV-WEB-10,2024-09-29 18:56:14,90.4,88.2,131.6,186.1,591.5,6117,0.2341,4725
SRV-API-19,2024-03-11 06:11:09,70.6,74,17.6,120.1,130.8,883,0.0184,153
SRV-CACHE-9,2025-11-14 11:48:23,44.8,61.3,74.7,45.7,37.5,730,0,114
SRV-API-5,2024-09-06 19:13:19,27.6,73.4,9.6,192.6,51.9,223,0.0156,287
SRV-CACHE-6,2024-04-01 07:19:27,62.4,46.3,45.4,116.5,131.4,999,0.0052,84
SRV-DB-8,2025-07-19 14:49:39,31.7,64.5,86.9,197.3,74.1,1230,0.0065,138
SRV-DB-6,2024-01-29 06:59:35,53.9,75.2,94.6,72.2,26.5,1245,0.0052,253
SRV-CACHE-19,2025-05-25 14:20:43,65.4,50,31.8,38.6,144.7,573,0.0042,132
SRV-WEB-3,2024-11-18 07:17:02,30.4,77.4,95.7,111.4,109,290,0.0015,199
SRV-API-7,2024-08-16 11:55:58,58.4,41.4,29.4,152.1,137.2,1188,0.0165,184
SRV-DB-6,2024-10-21 23:55:05,60.6,67.1,8.6,8.7,141.1,1688,0.0094,133
SRV-API-19,2024-02-23 18:48:54,29.7,62,35.9,59.3,80.5,1697,0.0192,249
SRV-CACHE-8,2024-09-26 13:36:30,30.4,74.1,9.7,17.8,116.8,289,0.018,229
SRV-CACHE-16,2025-01-07 05:05:46,20.5,78.1,14.5,157.5,37,619,0.014,121
SRV-WEB-13,2025-05-08 02:50:44,31,43.8,88.6,153.2,68.2,986,0.001,54
SRV-CACHE-10,2025-04-12 13:45:59,40.1,55,34.3,124.4,101.4,1596,0.007,27
SRV-CACHE-16,2025-06-04 12:58:40,30.6,66.2,14.6,168.8,31,1718,0.016,208
SRV-CACHE-3,2024-05-03 04:12:40,62.6,35.6,42.9,112.3,34.4,780,0.0174,58
SRV-CACHE-17,2025-02-19 11:03:34,71.8,62.5,33.8,149.7,147.7,195,0.0182,222
SRV-WEB-20,2025-09-01 13:26:18,20.8,78.9,38,158.7,15.2,1315,0.0106,277
SRV-API-20,2025-03-14 10:09:40,58.4,76.5,63.4,126.1,90.1,1368,0.005,255
SRV-DB-10,2025-11-02 06:15:13,51.1,34.8,88.1,83.6,36.8,1279,0.0026,153
SRV-WEB-4,2025-05-21 19:06:22,26.7,44.6,74.4,191.9,145.8,878,0.0001,125
SRV-API-7,2025-08-08 03:47:10,32,69,21,156.8,37.9,1317,0.0117,107
SRV-WEB-15,2025-11-09 22:10:45,11.1,46,59.9,60.4,92.5,1605,0.0064,286
SRV-WEB-9,2025-08-26 20:50:46,58,47.6,41.5,196.9,139,1526,0.0037,56
SRV-API-8,2024-11-24 01:17:54,36.3,38.7,99,59.6,113.7,1982,0.0079,215
SRV-DB-11,2024-01-18 07:58:04,69.5,57.1,5.7,60.4,100,1388,0.0122,251
SRV-API-7,2025-02-05 16:10:28,46.3,40.4,46.2,56,85.4,395,0.0115,140
SRV-DB-14,2025-09-20 10:55:14,29.2,37.4,84.7,187.8,139.5,1551,0.0132,63
SRV-CACHE-5,2025-09-25 21:51:20,93.7,88.8,205.2,77.3,455.2,16501,0.0688,4169
SRV-CACHE-12,2025-10-29 10:59:19,24.7,63.5,97.3,177.9,30.6,1111,0.0168,38
SRV-CACHE-2,2025-02-02 04:43:41,21.4,57.8,45.5,40,105.1,197,0.0183,239
SRV-DB-17,2024-10-20 04:13:39,24.1,39,92.9,88.6,14.8,121,0.0033,257
SRV-DB-6,2024-09-07 17:05:35,91.3,93.6,300.6,743.4,750.5,15755,0.2936,1596
SRV-WEB-9,2024-12-23 10:54:17,73.9,63,88.1,91.9,99,285,0.0032,94
SRV-WEB-11,2024-03-24 20:48:02,21.6,52,27.1,171.3,128.6,1369,0.0043,205
SRV-API-1,2025-07-10 13:20:26,13.7,71.8,65.9,111.5,72.7,1919,0.0179,163
SRV-DB-16,2025-11-02 04:58:02,70.9,46.4,8.5,83.3,5.9,359,0.0135,106
SRV-CACHE-6,2025-04-05 01:40:35,30.5,66.2,62.6,151,103.2,1618,0.02,73
SRV-WEB-6,2025-12-14 03:43:04,62.5,64.8,76.8,18.7,133.5,194,0.0056,241
SRV-CACHE-3,2025-09-22 16:07:03,87.8,97.7,77,224.6,769.6,17241,0.2111,4379
SRV-WEB-4,2024-07-16 08:01:01,34.1,77.2,13.1,182.1,111.3,135,0.0093,123
SRV-API-14,2025-07-06 06:43:08,73.2,68.8,78.8,59.7,74.8,1144,0.0095,140
SRV-API-20,2024-11-07 14:02:24,40.7,33,27.3,177.4,102.8,208,0.0006,278
SRV-API-8,2025-04-24 13:50:23,36.5,69.7,98.6,141.9,13.1,935,0.0018,262
SRV-DB-6,2025-10-31 02:59:04,59.8,58.8,4.3,1.8,39.9,65,0.0157,169
SRV-CACHE-2,2024-07-02 09:44:17,57.1,58.5,9.8,4.7,115.8,1065,0.0161,283
SRV-CACHE-13,2025-09-26 12:12:22,59.6,68.9,19.4,190,116,1570,0.0189,125
SRV-DB-1,2025-11-04 13:49:47,48.6,36.6,17.9,144.7,112.1,83,0.0019,128
SRV-CACHE-2,2024-11-06 00:26:20,52.7,35.9,88.3,99,45.6,1266,0.0144,298
SRV-CACHE-17,2024-11-11 12:08:35,91.4,93.8,448.4,331.5,14.7,15829,0.2148,1902
SRV-DB-9,2025-01-12 10:02:45,71.7,34.1,67.2,160.2,115.7,1858,0.015,124
SRV-API-18,2025-02-14 11:47:50,64.7,39.4,11.3,1.1,51.7,827,0.0079,140
SRV-CACHE-18,2025-04-08 10:24:17,61.3,41.8,15.8,35,114.6,668,0.0081,21
SRV-API-3,2025-07-24 06:39:07,65.1,53.6,6.2,8.5,15,1561,0.0027,159
SRV-WEB-16,2024-01-21 04:09:59,30.1,58,82.8,1.9,75.8,1970,0.0028,156
SRV-CACHE-10,2024-10-07 08:45:31,48.1,40.8,54.2,68.8,82.1,1386,0.0127,142
SRV-WEB-18,2024-02-10 17:11:07,62.3,67.2,32.6,5.1,103.1,971,0.0014,262
SRV-WEB-5,2024-10-12 21:54:19,10.5,63.5,47.7,38,24.4,292,0.0051,126
SRV-CACHE-7,2025-11-27 20:00:59,55.9,36.2,68.9,52.7,100.1,1933,0.0189,146
SRV-WEB-16,2024-03-25 04:12:25,17.1,64.8,90.5,2.9,144,436,0.0084,39
SRV-CACHE-1,2025-01-01 08:21:17,43.6,48.9,2.5,95.1,100,550,0.0053,237
SRV-CACHE-10,2024-09-23 07:26:26,13.1,59.5,54.1,17.9,102.5,291,0.0028,68
SRV-WEB-14,2024-02-16 06:42:26,44.5,41.3,39.7,152.9,121.8,1416,0.0159,172
SRV-CACHE-16,2025-10-28 12:33:59,13.2,75.5,15.3,51.1,149.1,327,0.01,133
SRV-CACHE-11,2025-07-14 02:30:48,42.4,34.5,36.7,106.9,111.6,843,0.0122,174
SRV-CACHE-1,2024-07-16 12:44:13,34.3,43.7,77.7,194.7,6.6,1611,0.0084,233
SRV-WEB-13,2025-06-18 19:30:22,59.8,67.6,5.4,23.7,47.9,131,0.0165,133
SRV-WEB-2,2025-05-18 23:01:20,74.9,56.7,87.3,72.3,36.7,1431,0.0177,257
SRV-WEB-7,2024-11-20 23:18:18,95.2,96.9,133.9,482.9,311.4,12599,0.1754,1827
SRV-CACHE-9,2025-07-03 14:30:18,49,34.1,54.5,111.5,70.4,1225,0.0005,112
SRV-DB-1,2025-05-20 06:36:35,57.8,43,94.7,99.7,131.1,738,0.0188,286
SRV-CACHE-16,2025-09-03 03:47:01,22.1,50,85.2,22.8,94.4,1876,0.0058,72
SRV-API-1,2025-08-26 05:19:07,52,79.6,29.7,51.6,61.5,513,0.0186,108
SRV-API-2,2024-09-17 09:44:47,64.1,57.1,63.1,68,130.2,234,0.01,288
SRV-DB-19,2024-06-06 16:08:34,50.5,32.9,22.4,25,40.1,715,0.0055,174
SRV-API-4,2025-11-28 09:15:18,32.8,60.6,24,186.3,114.9,136,0.0184,155
SRV-DB-9,2025-06-16 06:14:10,62.5,49.7,66.1,25.1,139.1,932,0.0181,120
SRV-CACHE-19,2025-09-19 18:47:43,14.5,57.7,51.3,118,93.1,987,0.0191,269
SRV-API-12,2025-10-15 02:24:03,26,44.6,4.2,6.6,115.6,1604,0.0107,155
SRV-DB-5,2025-11-04 03:55:41,37.3,61.1,85.1,138.2,141.5,1170,0.0096,143
SRV-WEB-11,2025-01-19 08:59:35,70,52.7,79.8,94.2,129.1,1511,0.0136,34
SRV-CACHE-20,2024-09-09 22:35:53,11.3,62.5,70.8,86.2,92,1380,0.0168,116
SRV-DB-4,2025-02-13 22:30:54,56.5,32.6,53.4,57.1,60.4,236,0.0036,195
SRV-WEB-18,2024-05-22 17:39:45,30.3,33.4,79.5,133.9,6.6,626,0.0161,34
SRV-CACHE-9,2025-04-07 15:04:04,89,95.6,257,400,354.9,7550,0.1653,875
SRV-CACHE-6,2024-11-16 05:57:56,95.3,90.9,183,472.5,666.6,17458,0.2454,3449
SRV-API-9,2024-02-10 02:56:34,49.9,53.9,52.1,128.5,33.3,1981,0.0051,109
SRV-DB-6,2024-10-31 13:41:47,27,51.6,92.2,150.9,66.3,1206,0.0013,177
SRV-API-20,2025-04-20 11:11:06,23.5,47.9,39.4,161.8,22.5,1462,0.009,54
SRV-DB-2,2024-03-24 19:56:22,43,78.6,78.6,117,147.1,1547,0.0041,242
SRV-WEB-8,2025-08-06 13:12:32,67.9,55.9,73.7,36.9,113,1853,0.0068,78
SRV-CACHE-18,2024-03-26 21:21:40,26.9,39.1,84.7,21.9,48,835,0.0154,222
SRV-DB-19,2024-06-25 11:00:31,50,36.4,55.6,104.6,40.6,866,0.0192,158
SRV-API-20,2024-12-22 05:46:24,65.9,33.1,33.6,162.7,17.6,1285,0.0019,169
SRV-WEB-6,2024-06-22 11:29:20,61.4,52.7,21.4,61.7,94.6,311,0.0154,235
SRV-DB-9,2025-05-16 11:00:55,70.6,78.5,34.8,165.8,36.1,331,0.006,168
SRV-API-17,2025-09-05 05:03:00,66.4,74.7,88.8,91.2,37.4,101,0.0056,199
SRV-DB-17,2024-09-29 07:53:13,51.9,43.2,22.3,45.6,13.4,1213,0.0076,98
SRV-CACHE-1,2025-12-04 22:24:29,60,63.8,20.8,168.4,45,747,0.0141,109
SRV-WEB-2,2024-07-09 19:03:04,68.5,45.8,32.2,102.5,130.1,1766,0.0023,104
SRV-DB-7,2025-04-15 13:29:07,43.8,53.2,81.7,56.7,79,1785,0.0181,42
SRV-DB-8,2024-05-06 09:02:49,51,44.6,53,152.5,47.6,1877,0.006,191
SRV-API-16,2024-06-10 07:33:50,34.9,66.3,30.6,24.1,136.1,1586,0.0191,274
SRV-DB-6,2025-08-17 00:59:04,10.5,45.7,71.9,66.9,48.2,63,0.0031,148
SRV-CACHE-1,2025-01-21 22:50:29,60.3,65.9,12.2,122.5,90.7,876,0.0013,107
SRV-WEB-7,2024-09-26 05:26:59,31.6,64.7,77.8,94.2,128.4,872,0.0126,26
SRV-API-4,2024-01-15 21:53:51,74.9,45.5,37.7,74.2,72.5,79,0.0021,142
SRV-API-17,2024-08-05 13:37:30,54,41.2,82.5,139.5,102.1,218,0.0042,114
SRV-DB-2,2025-04-04 00:21:58,41.6,70.6,79.9,88.7,122.9,994,0.0026,289
SRV-DB-17,2024-04-02 01:31:42,69.7,35.7,47.9,180.5,121.4,774,0.0052,185
SRV-DB-5,2024-03-02 01:08:28,64,56.9,35.7,189.2,97.4,891,0.0084,83
SRV-API-16,2024-01-05 13:59:54,57.9,57.9,100,69.3,109.1,1650,0.0146,21
SRV-API-3,2025-07-01 17:32:08,45.5,48,73.2,77.8,84.5,1829,0.0005,154
SRV-DB-10,2025-11-07 17:35:24,62.1,37.5,89.4,163.6,57.2,1337,0.0187,43
SRV-DB-20,2024-10-09 12:37:23,22.8,35.8,98.9,88.1,105.9,908,0.0127,139
SRV-API-8,2025-01-06 00:20:47,74.5,48.5,21.1,81.5,81.9,990,0.0054,182
SRV-DB-10,2024-12-27 15:36:22,50.3,54.5,87.5,162.6,11.3,873,0.0137,22
SRV-CACHE-10,2024-07-09 17:08:34,54.3,52.3,77.6,2.8,20.4,1010,0.0098,121
SRV-DB-8,2025-09-10 02:38:48,22.8,74.8,86.6,198.9,48.7,1660,0.0026,228
SRV-DB-7,2025-04-09 16:43:05,44.1,72.1,6.7,40.6,35.7,1459,0.0083,97
SRV-DB-7,2025-06-08 20:19:33,36.8,54.3,77.4,2.7,76.6,55,0.0002,209
SRV-DB-7,2024-03-05 04:07:02,90.6,95.2,438.3,509.2,571.6,8810,0.1661,629
SRV-API-17,2024-12-29 16:28:58,51,50.8,17.7,149.6,33.9,1131,0.0104,184
SRV-CACHE-7,2025-10-24 06:48:01,12,68,52.4,163.8,120.6,1020,0.008,243
SRV-DB-1,2024-01-01 15:34:56,33.6,76.2,34.2,36,23,938,0.0066,148
SRV-WEB-14,2025-05-24 18:28:05,73.3,36.2,50.9,67.6,27.4,1998,0.0021,59
SRV-API-10,2025-11-19 00:20:06,72.4,56.3,22.2,96.2,10.4,1714,0.0053,176
SRV-DB-8,2024-03-19 17:31:31,72.5,37.5,95.9,13.5,95.1,189,0.0175,77
SRV-DB-20,2024-08-15 04:40:29,86,97.8,423.8,580,448.8,7683,0.12,4565
SRV-API-8,2024-05-28 21:11:33,42.9,39.9,42,152.5,89.3,1751,0.0134,111
SRV-CACHE-8,2024-06-02 02:24:24,25.8,42.8,79.2,199.2,107.2,185,0.0076,76
SRV-DB-13,2024-09-23 18:46:19,49.5,35.1,48.3,197.9,121.6,1974,0.0113,287
SRV-DB-14,2024-04-07 18:45:04,65.9,34.4,77.2,105.2,36.7,1150,0.0119,170
SRV-API-5,2025-04-26 14:12:01,57,77,46.2,25,67.3,1501,0.0156,177
SRV-CACHE-14,2025-05-02 10:06:32,53.9,61.7,27.1,163.6,82.8,162,0.0073,120
SRV-DB-19,2024-02-07 06:05:19,93.2,93.2,77.2,797.4,336.6,18687,0.2237,2471
SRV-DB-2,2024-12-05 18:07:19,34,30.5,36.1,139.6,69.1,1225,0.0106,253
SRV-DB-5,2025-06-01 19:19:27,44.2,38.8,81.1,196.1,79.7,942,0.0039,254
SRV-CACHE-17,2025-07-26 00:13:40,27.9,63.5,61,44.3,14.6,861,0.0046,276
SRV-API-9,2025-06-07 03:51:12,53.4,41.7,87.1,18.4,110.1,1588,0.014,147
SRV-WEB-4,2025-09-03 20:09:47,45,60.7,55.4,53.6,94.6,454,0.0068,138
SRV-CACHE-12,2025-04-28 03:37:24,23.5,38.9,33.8,137.7,101.7,1679,0.0032,230
SRV-WEB-17,2024-04-14 01:10:38,62.8,60.1,44.4,10.4,45.1,1278,0.0109,248
SRV-CACHE-10,2025-06-08 13:31:24,64.8,42,75.6,86.1,38.4,400,0.0069,293
SRV-DB-20,2025-02-18 17:04:59,96.3,95.8,438.8,351.5,645.3,19250,0.1257,1515
SRV-CACHE-11,2024-02-11 19:59:36,37,69.9,61.6,89.6,126.5,934,0.011,265
SRV-WEB-10,2025-10-15 11:50:40,47.1,41.4,3.9,66,44,1995,0.0084,110
SRV-WEB-10,2025-05-03 01:05:05,43.9,48.8,25.1,138.2,81.1,393,0.0075,89
SRV-DB-18,2024-03-01 13:49:05,68.4,57.7,68.1,88.9,89.6,569,0.0155,295
SRV-CACHE-7,2025-12-04 08:40:00,69.1,46.5,71.1,32.4,134.5,455,0.0122,29
SRV-CACHE-11,2025-08-10 00:26:48,55.7,42.2,87.4,3.5,132,704,0.0135,179
SRV-API-7,2025-06-19 06:42:41,63,52.3,79.7,182.7,142.6,1554,0.0152,31
SRV-CACHE-17,2025-12-10 17:52:39,50.4,76.7,9.5,85.6,30.3,1243,0.012,131
SRV-API-9,2025-05-07 19:06:44,18.6,75.8,22,73.5,109.7,1633,0.0178,38
SRV-DB-19,2025-01-11 15:49:03,46.5,35.7,23.8,127.9,120.8,873,0.0006,294
SRV-API-14,2024-02-10 10:41:53,17.3,64.3,11.2,130.8,86.3,724,0.0134,93
SRV-CACHE-15,2024-07-05 19:53:47,67.5,79.7,33,110.3,86.2,289,0.0119,255
SRV-WEB-9,2024-04-25 05:01:37,49,42.6,21.3,164.7,9.1,1044,0.0165,65
SRV-DB-7,2025-12-08 12:24:15,63.7,59.4,77.3,183,89.6,865,0.0056,227
SRV-CACHE-16,2025-06-15 05:15:36,24.5,71.2,16,98,9.1,1600,0.0087,135
SRV-API-18,2025-05-15 03:08:57,16.7,30.8,26.2,178.1,88.1,719,0.0029,69
SRV-WEB-16,2025-11-10 19:26:36,59.2,41.7,28,73.7,91.4,810,0.0089,212
SRV-CACHE-3,2025-04-28 02:04:15,41.9,76.8,52.9,146.3,32.7,1521,0.0031,291
SRV-API-19,2024-04-24 13:21:51,34.5,62.8,83.9,161.2,15.3,445,0.0063,86
SRV-CACHE-8,2024-06-05 00:56:09,51.7,71,79.6,86.3,141.7,1897,0.0051,195
SRV-WEB-13,2024-07-04 16:43:53,23.6,45.6,6.4,33.5,46.1,910,0.006,130
SRV-CACHE-19,2025-06-19 19:03:21,93.2,98.2,255.3,120.9,72,16538,0.0762,3909
SRV-DB-15,2025-01-20 00:03:39,67.3,46.2,65,42.1,33.3,431,0.018,298
SRV-WEB-12,2024-03-09 14:37:59,67.3,45.3,63.5,123.3,97.2,1501,0.0037,56
SRV-WEB-12,2025-10-26 13:25:51,35.6,63.4,7.1,86.7,53,1403,0.0105,134
SRV-CACHE-20,2024-07-30 18:06:42,27.9,78.1,13.9,109.2,144.4,1599,0.0087,236
SRV-WEB-17,2024-03-30 14:48:30,58.8,42,64.6,162.3,91.3,168,0.0012,69
SRV-API-13,2025-01-04 14:23:02,62.7,43.5,80.3,61.7,87.3,763,0.0085,142
SRV-DB-5,2024-05-17 10:32:41,10.1,56.6,16.6,28.3,124.9,1609,0.011,256
SRV-WEB-10,2025-06-27 02:18:33,69.3,56.3,13.2,114.4,87.7,1588,0.0126,40
SRV-CACHE-18,2024-03-06 01:59:58,44.9,43.1,49.4,97.8,136.7,1162,0.0149,118
SRV-WEB-20,2024-03-27 18:25:56,66.2,33.6,5.5,53.7,6.5,1691,0.0128,195
SRV-WEB-15,2024-09-09 03:20:09,35.8,42.9,42.2,23.2,132.6,1650,0.0104,294
SRV-DB-7,2024-05-11 03:29:09,66.8,71.4,8.3,166.6,81.7,1399,0.002,166
SRV-CACHE-5,2025-12-01 00:48:51,87.7,98.3,34.8,103.4,60.8,6127,0.118,2167
SRV-DB-12,2024-07-22 22:53:32,54.1,69.7,67.1,110.6,115.4,82,0.0143,188
SRV-DB-8,2025-03-08 17:59:29,12.5,50.7,81.2,176.5,92.4,1726,0.0188,168
SRV-API-8,2024-08-21 21:02:41,59.7,33.4,37.9,185.5,77.1,749,0.0056,39
SRV-API-17,2025-09-09 03:00:45,35.2,31.1,64.3,34.2,57.5,988,0.0132,248
SRV-API-12,2025-06-27 02:27:04,28,51,5.4,169.4,143.7,874,0.0181,128
SRV-API-8,2025-11-09 15:38:06,22.9,36.9,20.5,184.5,128.9,1202,0.0001,252
SRV-DB-2,2025-05-06 21:34:37,19,47,13.6,126.9,4,1442,0.0043,177
SRV-API-8,2024-04-12 09:01:53,92.6,94.9,303.4,661.5,8.2,11621,0.1884,4411
SRV-DB-9,2025-08-28 01:47:07,63.3,50.6,43.5,113,75.7,324,0.0129,258
SRV-API-11,2024-02-01 02:50:50,60,47.1,85.9,49.3,105.7,732,0.0102,48
SRV-API-8,2025-03-29 01:11:07,67.5,39,45.2,66.5,14.2,1560,0.0192,270
SRV-CACHE-4,2025-06-12 03:02:51,52.1,61.2,13.4,85,100.2,517,0.0044,52
SRV-WEB-9,2024-10-20 15:33:03,31,32.3,7.3,9,109.1,1100,0.0043,81
SRV-WEB-14,2024-09-20 21:33:25,14.8,44.8,40.2,39.2,84.3,107,0.02,238
SRV-WEB-1,2025-09-08 09:27:18,72,78.6,28.9,174.1,63.7,216,0.0042,160
SRV-API-14,2025-05-30 01:35:35,24,54.4,55.8,169.6,93.5,559,0.0103,41
SRV-DB-8,2024-08-30 15:02:42,24.2,54.7,82.7,141.9,26.8,755,0.0195,188
SRV-WEB-7,2024-11-17 01:37:28,97.6,96.2,238.2,45.6,661.5,6425,0.1692,1550
SRV-DB-19,2024-01-21 01:41:42,51.9,52.9,24.8,158.9,15.2,107,0.0101,156
SRV-DB-10,2024-11-29 16:20:20,68.2,68.6,90.9,70.1,45.3,1364,0.0131,206
SRV-WEB-6,2025-02-13 03:48:30,70.9,66.1,17.2,62.9,129.6,1024,0.0195,51
SRV-CACHE-7,2024-09-01 08:19:31,72.3,67.8,98.6,19.3,123.5,1976,0.0148,247
SRV-API-14,2025-07-26 03:53:22,17.3,56.3,61.3,155.9,43.3,1856,0.0015,257
SRV-API-9,2025-07-24 12:27:58,72.6,57.7,1.9,132.3,21.9,1294,0.0196,180
