CustomerId,RecencyDays,Frequency,MonetaryTotal,AvgOrderValue,NumReturns,EmailOpenRate,LoyaltyPoints,PreferredChannel,AgeGroup,Region
CUST-00359,212,57,28938.6,282.82,1,0.53,46153,Phone,46-55,West
CUST-00360,218,47,3287.57,323.36,7,0.26,47729,MobileApp,36-45,North
CUST-00361,347,54,23175.44,563.59,3,0.56,13025,Online,56+,North
CUST-00362,342,8,11790.97,261.6,4,0.27,30371,Phone,18-25,East
CUST-00363,284,21,22173.38,377.34,3,0.05,25583,InStore,46-55,South
CUST-00364,303,55,13584.49,73.17,10,0.08,47400,Online,18-25,East
CUST-00365,277,75,13297.45,209.87,9,0.45,39431,InStore,56+,North
CUST-00366,271,80,9663.47,376.25,10,0.19,42362,Phone,46-55,North
CUST-00367,222,64,29087.6,168.68,10,0.47,44013,Phone,18-25,North
CUST-00368,289,40,20581.83,10.21,3,0.38,6936,MobileApp,56+,South
CUST-00369,21,52,7826.82,424.11,8,0,1051,Phone,46-55,West
CUST-00370,369,49,22289.19,250.23,3,0.52,15883,Phone,36-45,East
CUST-00371,328,8,1302.6,198.96,6,0.03,45957,MobileApp,36-45,South
CUST-00372,281,69,11124.94,119.04,9,0.26,50839,Online,56+,East
CUST-00373,64,69,3591.62,194.85,1,0.08,5982,InStore,36-45,South
CUST-00374,50,36,24105,92.86,7,0.63,10122,Phone,18-25,West
CUST-00375,117,20,3546.21,48.56,9,0.15,55277,Phone,18-25,East
CUST-00376,264,23,10668.53,548.07,2,0.59,11477,Phone,46-55,North
CUST-00377,189,20,6109.57,508.04,2,0.04,46451,Online,46-55,East
CUST-00378,248,19,9824.48,523.6,0,0.68,10658,MobileApp,46-55,South
CUST-00379,124,66,15330.61,160.43,2,0.03,33872,Phone,18-25,North
CUST-00380,280,74,8344.62,285.38,2,0.37,31575,MobileApp,36-45,South
CUST-00381,333,16,27366.83,184.18,2,0.6,38305,InStore,46-55,South
CUST-00382,347,80,16378.17,549.85,7,0.02,44437,Phone,56+,North
CUST-00383,112,1,2130.45,489.2,7,0.47,19124,InStore,18-25,South
CUST-00384,134,19,25375.54,376.62,1,0.38,31315,MobileApp,18-25,West
CUST-00385,43,46,11272.92,571.55,2,0.47,44700,InStore,26-35,North
CUST-00386,11,11,24545.09,320.6,6,0.31,13370,InStore,56+,East
CUST-00387,239,64,12691.36,557.37,1,0.05,19909,Online,46-55,South
CUST-00388,22,78,18880.25,112,9,0.23,7473,MobileApp,56+,West
CUST-00389,286,38,11916.13,213.53,4,0.09,9067,InStore,26-35,South
CUST-00390,331,49,17429.27,137.12,6,0.64,47078,InStore,18-25,East
CUST-00391,111,71,19238.1,328.69,0,0.11,25710,MobileApp,26-35,South
CUST-00392,201,67,9818.1,138.19,4,0.21,48405,Phone,26-35,South
CUST-00393,344,27,5875.75,572.93,9,0.47,34482,MobileApp,26-35,South
CUST-00394,386,41,26022.46,475.58,5,0.49,51667,Phone,18-25,South
CUST-00395,305,21,15479.31,500.84,9,0.63,33422,MobileApp,56+,South
CUST-00396,150,34,19715.95,386.54,5,0.42,40718,Online,36-45,North
CUST-00397,335,18,1175.13,485.54,10,0.33,7160,Phone,26-35,North
CUST-00398,145,64,12182.98,469.03,9,0.68,37956,MobileApp,36-45,East
CUST-00399,300,46,13612.23,290.64,2,0.14,15792,InStore,56+,South
CUST-00400,37,35,12413.39,197.08,7,0.32,19510,Phone,26-35,West
CUST-00401,86,28,8965.88,109.7,5,0.53,48591,MobileApp,26-35,North
CUST-00402,246,61,9025.6,354.75,0,0.16,5467,Phone,56+,North
CUST-00403,283,51,27263.56,326.31,9,0.68,40829,InStore,26-35,South
CUST-00404,361,73,1461.54,151.68,4,0.44,58339,Phone,46-55,South
CUST-00405,34,5,14228.78,339.56,4,0.51,18203,MobileApp,36-45,West
CUST-00406,174,28,27311.66,35.05,9,,19820,MobileApp,36-45,East
CUST-00407,106,45,9607.64,334.04,0,0.67,38623,Phone,56+,East
CUST-00408,148,34,6969.08,106.43,2,0.43,11870,Online,26-35,North
CUST-00409,36,17,13786.48,506.67,4,0.02,6832,Phone,46-55,North
CUST-00410,254,36,13033.53,332.43,6,0.44,18556,MobileApp,36-45,West
CUST-00411,306,7,8403.77,578.59,2,0,30656,Phone,36-45,North
CUST-00412,385,72,14701.24,333.77,6,0.57,50157,InStore,18-25,East
CUST-00413,167,16,3299.49,285.44,8,0.04,7585,InStore,46-55,South
CUST-00414,256,39,21328.1,200.45,10,0.48,22902,Phone,46-55,East
CUST-00415,239,40,23039.08,129.68,1,0.15,56691,InStore,26-35,West
CUST-00416,52,22,593.29,229.97,5,0.45,28740,Online,56+,East
CUST-00417,328,18,20265.83,563.96,10,0.19,29064,MobileApp,18-25,West
CUST-00418,154,27,9061.87,238.73,3,0.65,24640,Phone,46-55,North
CUST-00419,146,40,28868.16,227.69,4,,10023,InStore,36-45,South
CUST-00420,173,60,9545.89,315.67,0,0.6,16014,InStore,18-25,East
CUST-00421,271,68,20548.89,349.74,3,0.13,25540,InStore,36-45,West
CUST-00422,371,20,13504.62,30.97,4,0.45,57682,Online,46-55,West
CUST-00423,193,54,29892.81,563.99,6,0.13,58887,MobileApp,18-25,West
CUST-00424,292,16,3081.9,493,1,0.69,27132,InStore,56+,South
CUST-00425,71,73,2736.66,585.97,0,0.16,16724,Online,56+,East
CUST-00426,274,67,20194.01,378.27,4,0.34,59985,Online,26-35,East
CUST-00427,25,60,13496.74,50.74,6,0.29,15297,Online,46-55,South
CUST-00428,11,79,29444.91,502.36,3,0.03,38930,InStore,18-25,North
CUST-00429,96,73,4226.68,575.35,10,0.59,6914,InStore,56+,North
CUST-00430,292,47,28082.99,570.09,2,0.4,16356,InStore,46-55,South
CUST-00431,296,50,18061.72,502.75,7,0.57,45721,InStore,36-45,West
CUST-00432,220,37,13577.61,258.6,8,0.26,2344,Phone,26-35,West
CUST-00433,244,26,12569.01,253.17,8,0.58,38556,Phone,46-55,West
CUST-00434,292,35,14036.02,419.75,4,0.52,13068,InStore,46-55,East
CUST-00435,24,31,4165.85,115.96,5,0.38,26399,Phone,18-25,South
CUST-00436,95,13,24380.45,74.62,8,0.33,3947,Phone,26-35,East
CUST-00437,219,37,15941.98,349.92,7,0.4,45163,InStore,56+,South
CUST-00438,360,12,3959.46,273.5,10,0.36,59729,Phone,26-35,East
CUST-00439,145,54,886.86,54.85,6,0.37,58395,MobileApp,56+,West
CUST-00440,30,63,12639.75,270.46,10,0.27,50886,Online,26-35,West
CUST-00441,244,6,23926.35,209.54,1,0.26,11801,MobileApp,56+,South
CUST-00442,74,30,11761.65,513.08,9,0.49,10854,MobileApp,46-55,South
CUST-00443,365,4,15091.97,30.73,10,0.02,27081,InStore,36-45,East
CUST-00444,354,38,23853.9,357.98,3,0.14,43302,InStore,26-35,South
CUST-00445,244,22,14719.78,294.86,1,0.54,32551,Phone,56+,South
CUST-00446,181,41,18570,107.71,7,0.32,53442,MobileApp,26-35,East
CUST-00447,249,72,7180.38,269.36,1,0.48,42596,InStore,56+,East
CUST-00448,93,76,15541.73,64.23,9,0.38,18975,Online,26-35,South
CUST-00449,120,46,19302.52,504.93,5,0.25,3451,MobileApp,56+,West
CUST-00450,108,7,4687.31,253.55,9,,46234,Phone,26-35,South
CUST-00451,203,49,4155.85,49.67,6,0.17,6510,InStore,26-35,East
CUST-00452,290,44,23539.31,174.21,8,0.05,1777,Online,36-45,South
CUST-00453,252,73,28318.97,221.7,2,0.15,54326,InStore,56+,South
CUST-00454,141,60,13369.54,486.75,2,0.6,53358,MobileApp,26-35,West
CUST-00455,258,45,13259.63,401.47,1,0.47,6975,Online,36-45,East
CUST-00456,215,59,12558.77,575.14,7,,30754,Online,56+,South
CUST-00457,75,27,7041.14,229.11,0,0.49,51194,InStore,36-45,West
CUST-00458,387,56,21738.8,456.37,2,0.34,16566,MobileApp,36-45,South
CUST-00459,177,51,4546.33,543.54,2,0.05,32203,InStore,18-25,East
CUST-00460,171,76,27643.8,475.69,2,0.38,8093,MobileApp,26-35,South
CUST-00461,142,48,7177.26,210.66,9,0.02,44687,MobileApp,56+,South
CUST-00462,85,64,14303,501.13,7,0.67,49686,Online,56+,West
CUST-00463,301,1,25253.31,367.04,5,0.34,52025,InStore,56+,East
CUST-00464,257,28,2831.64,369.26,1,0.62,2228,InStore,56+,East
CUST-00465,53,27,23558.98,107.35,8,0.67,50751,MobileApp,36-45,East
CUST-00466,21,67,4257.26,36.27,8,0.33,53069,Online,46-55,North
CUST-00467,361,58,24778.19,523.98,10,0.38,16360,MobileApp,46-55,North
CUST-00468,300,30,26236.15,485.62,5,0.24,8601,Phone,56+,West
CUST-00469,39,30,14696.66,397.28,3,0.27,21782,InStore,36-45,West
CUST-00470,180,37,29918.3,76.44,8,0.1,6101,InStore,18-25,East
CUST-00471,106,68,28848.33,131.65,4,0.04,17383,Online,26-35,North
CUST-00472,200,20,3525.67,542.85,1,0.05,178,Online,26-35,South
CUST-00473,206,76,28655.16,267.19,2,0.23,11508,Online,56+,North
CUST-00474,382,68,29208.03,450.39,6,0.13,1155,InStore,36-45,North
CUST-00475,268,8,15552.75,132.03,6,0.33,27750,Phone,56+,West
CUST-00476,313,77,17408.9,65,7,0.25,44645,Online,56+,West
CUST-00477,82,68,2628.96,558.47,5,0.68,51249,Phone,56+,South
CUST-00478,155,25,13780.22,306.94,7,0.58,42072,Online,36-45,West
CUST-00479,301,48,16270.14,170.26,8,0.63,48172,Phone,18-25,North
CUST-00480,214,44,25569.32,266.98,10,0.37,32077,Online,26-35,West
CUST-00481,281,9,13899.84,451.66,0,0.24,42986,Phone,26-35,East
CUST-00482,140,6,15873.63,209.56,2,0.44,1042,MobileApp,36-45,North
CUST-00483,195,66,11498.87,158.66,1,0.3,10696,InStore,46-55,East
CUST-00484,188,41,14063.28,155.2,9,0.54,11727,Online,26-35,East
CUST-00485,217,23,28316.24,78.36,1,0.6,6857,Phone,18-25,East
CUST-00486,330,40,23480.66,194.97,5,0.02,35786,Online,18-25,South
CUST-00487,164,2,14683.21,229.35,2,,49616,InStore,56+,North
CUST-00488,237,67,7019.66,571.33,1,0.18,33879,MobileApp,56+,South
CUST-00489,340,2,9642.24,431.43,9,0.69,28890,Phone,46-55,South
CUST-00490,143,25,8197.24,136.41,2,0.17,49727,Online,18-25,South
CUST-00491,192,46,10879.56,447.45,7,0.55,27813,Phone,26-35,East
CUST-00492,143,58,15087.48,527.81,7,0.5,57423,Phone,36-45,South
CUST-00493,388,32,23160.2,492.5,8,0.46,7836,Phone,56+,East
CUST-00494,138,13,3423.72,328.35,3,0.03,19454,Online,26-35,East
CUST-00495,352,2,16618.19,523.23,4,0.44,1552,MobileApp,26-35,East
CUST-00496,81,66,7097.95,477.55,0,0.33,23584,Online,46-55,South
CUST-00497,205,44,4915.35,395.45,2,0.41,55919,MobileApp,18-25,North
CUST-00498,214,12,29680.61,87.77,9,0.44,19472,Online,46-55,North
CUST-00499,27,40,20138.72,414.02,2,0.5,22572,Phone,36-45,East
CUST-00500,293,67,10242.94,65.74,5,0.15,57410,Phone,46-55,North
CUST-00501,163,52,23170.26,143.75,6,0.18,22544,MobileApp,26-35,North
CUST-00502,65,52,25346.31,55.63,5,0.21,45519,MobileApp,56+,East
CUST-00503,65,51,25923.48,93.83,1,0.21,7361,Online,56+,East
CUST-00504,208,25,11103.68,178.44,9,0.49,9263,Phone,36-45,West
CUST-00505,64,7,8112.36,557.21,3,0.15,2174,InStore,56+,South
CUST-00506,387,46,19784.2,183.63,9,0.09,26571,MobileApp,56+,South
CUST-00507,40,74,27158.91,528,10,0.04,660,Online,26-35,West
CUST-00508,187,51,6596.53,561.71,2,,7803,Online,46-55,East
CUST-00509,16,1,209.42,273.74,10,0.19,55261,Online,26-35,West
CUST-00510,330,73,14556.46,597.19,10,0.12,52389,Online,18-25,East
CUST-00511,304,14,24165.35,264.73,8,0.51,29629,InStore,46-55,North
CUST-00512,318,6,16873.78,487.55,3,0.55,4956,Phone,36-45,South
CUST-00513,138,77,14454.3,157.47,9,0.56,30184,Phone,56+,West
CUST-00514,379,69,1644.84,349.95,4,0.11,6160,Phone,26-35,North
CUST-00515,247,10,10240.01,219.16,4,0.2,24911,Online,46-55,East
CUST-00516,214,22,29407.41,291.01,4,0.19,55759,MobileApp,56+,South
CUST-00517,176,6,28732.37,345.51,3,0.04,24856,InStore,26-35,West
CUST-00518,85,74,5216.85,438.37,0,0.07,49442,Phone,36-45,North
CUST-00519,253,1,2748.38,16.94,8,0.54,9921,Phone,26-35,South
CUST-00520,36,39,16938.6,325.5,0,,35968,InStore,26-35,East
CUST-00521,110,10,5833.23,266.71,7,0.7,32689,MobileApp,18-25,South
CUST-00522,94,47,6612.91,494.43,2,0,20524,Online,56+,West
CUST-00523,24,30,509.31,510.27,7,0.09,29183,Online,36-45,North
CUST-00524,17,63,1434.92,521.02,6,0.03,59014,InStore,36-45,West
CUST-00525,32,65,19368.59,347.66,9,0.34,12067,Phone,26-35,West
CUST-00526,361,78,1781.38,500.2,8,0.53,5360,Online,46-55,South
CUST-00527,264,13,22255.17,540.98,3,0.46,55049,Online,18-25,East
CUST-00528,261,76,11532.38,107.83,3,0.62,18154,InStore,56+,South
CUST-00529,30,14,22380.81,296.63,10,0.29,1619,Phone,26-35,North
CUST-00530,221,50,8099.21,372.53,9,0.11,34793,InStore,56+,North
CUST-00531,231,40,4355.13,527,2,0.41,22506,InStore,26-35,North
CUST-00532,19,80,27750.28,312.44,2,0.17,10269,Online,56+,West
CUST-00533,351,42,25770.79,593.68,7,0.52,21760,InStore,46-55,North
CUST-00534,68,19,15031.11,200.87,6,0.69,33772,Online,46-55,East
CUST-00535,190,3,26801.55,419.56,8,0.69,57222,MobileApp,46-55,South
CUST-00536,5,48,11598.45,571.95,5,0.12,46255,InStore,46-55,East
CUST-00537,309,1,5017.06,413.49,7,0.36,15626,MobileApp,18-25,South
CUST-00538,165,1,8022.78,226.47,5,0.09,37331,MobileApp,46-55,North
CUST-00539,319,57,6164.83,236.39,8,0.23,22827,Online,56+,West
CUST-00540,80,14,517.43,281.33,10,0.27,32908,InStore,26-35,South
CUST-00541,135,32,16144.23,110.8,10,0.59,39316,Online,26-35,East
CUST-00542,76,68,23822.57,579.2,7,0.18,58371,MobileApp,46-55,South
CUST-00543,54,80,12963.27,20.05,8,0.42,56397,InStore,36-45,West
CUST-00544,36,55,19106.8,208.1,4,0.59,41711,Phone,46-55,North
CUST-00545,313,76,21588.12,197.08,2,0.18,32665,Online,46-55,North
CUST-00546,269,67,12475.3,159.61,8,0.28,47217,Phone,36-45,West
CUST-00547,43,24,13940.33,539.17,6,0.13,12856,Online,36-45,North
CUST-00548,284,63,11835.83,382.38,7,0.67,51291,Phone,26-35,South
CUST-00549,125,65,20118.15,438.36,10,0.47,43496,Online,56+,West
CUST-00550,207,53,28239.45,577.46,7,0.28,14557,InStore,36-45,West
CUST-00551,281,60,8856.41,247.76,2,0.62,35083,MobileApp,36-45,East
CUST-00552,97,33,10461.91,599.24,5,0.15,52884,Online,46-55,South
CUST-00553,239,8,3510.63,62.45,3,0.54,27386,InStore,56+,East
CUST-00554,349,35,6780.6,505.74,6,,11973,Phone,18-25,West
CUST-00555,2,48,21599.95,237.15,4,0.23,55701,InStore,46-55,South
CUST-00556,188,45,7346.45,291.9,7,0.06,10342,Phone,18-25,North
CUST-00557,330,50,5399.91,398.75,4,0.49,14671,Phone,36-45,West
CUST-00558,329,47,13872.73,170.13,3,0.38,46626,InStore,18-25,West
CUST-00559,358,41,14816.04,19.44,4,,7274,Online,56+,West
CUST-00560,37,6,12694.74,231.29,6,0.68,43263,Phone,18-25,South
CUST-00561,30,41,901.9,277.8,5,0.32,32473,Phone,18-25,North
CUST-00562,357,7,23302.97,231.16,3,0.29,40377,Phone,56+,West
CUST-00563,321,51,11471.01,367.71,4,0.28,50184,MobileApp,26-35,West
CUST-00564,348,16,20196.53,462.47,2,,16718,Phone,46-55,East
CUST-00565,23,14,7801.63,431.36,8,0.21,8883,MobileApp,26-35,North
CUST-00566,344,22,26359.34,414.88,8,0.04,35163,MobileApp,46-55,South
CUST-00567,273,68,4438.39,73.69,8,0.64,16625,InStore,36-45,East
CUST-00568,395,55,9175.5,334.76,6,0.62,55614,MobileApp,36-45,South
CUST-00569,40,12,26803.05,170.37,5,0.44,37406,Online,56+,South
CUST-00570,237,62,15678.21,544.12,7,0.15,53618,Phone,56+,East
CUST-00571,47,4,20695.04,202.84,7,0.01,54258,Online,26-35,North
CUST-00572,272,30,17554.01,88.39,1,0.03,6801,Online,36-45,West
CUST-00573,339,46,1556.63,576.77,9,0.38,43666,Online,46-55,South
CUST-00574,33,78,1667.87,530.21,0,0.22,15202,InStore,56+,North
CUST-00575,92,69,20110.09,228.12,3,0.3,26877,InStore,26-35,North
CUST-00576,56,2,25501.81,265.57,8,0.11,3018,Phone,18-25,East
CUST-00577,147,24,27135.49,546.33,8,0.43,30613,Phone,36-45,South
CUST-00578,21,76,21148.73,516,4,0.54,52490,MobileApp,56+,North
CUST-00579,182,72,3928.5,51.34,6,0.3,49750,Online,26-35,East
CUST-00580,217,7,8986.57,375.88,1,0.04,2733,MobileApp,56+,South
CUST-00581,170,37,24099.94,64.63,8,0.12,17971,MobileApp,26-35,North
CUST-00582,97,14,12814.54,253.18,5,0.42,42777,MobileApp,26-35,West
CUST-00583,198,77,9540.83,519.83,9,0.12,19840,Online,46-55,South
CUST-00584,34,32,16286.82,492.95,10,0.57,41608,Online,56+,South
CUST-00585,326,6,29707.99,400.71,0,0.16,23850,MobileApp,18-25,North
CUST-00586,247,23,18656.5,452.48,4,0.22,43682,InStore,36-45,North
CUST-00587,275,67,16851.41,39.29,8,0.69,24528,InStore,18-25,West
CUST-00588,393,31,22867.41,599.64,10,0.61,33831,Phone,36-45,East
CUST-00589,296,19,22474.64,13.96,7,0.53,7530,InStore,18-25,East
CUST-00590,371,29,7576.79,308.69,7,0.24,52001,MobileApp,26-35,South
CUST-00591,292,53,13928.5,208.38,9,0.65,53144,InStore,26-35,North
CUST-00592,127,30,11893.94,324.91,6,0.12,47514,Phone,46-55,North
CUST-00593,271,59,6385.98,113.93,5,0.48,47823,Online,18-25,South
CUST-00594,201,37,23017.97,389.8,9,0.12,12803,Phone,56+,West
CUST-00595,373,70,5922.54,109.78,3,0.44,29198,Phone,26-35,East
CUST-00596,96,54,21294.64,117.94,6,0.31,58902,Online,46-55,South
CUST-00597,336,2,5684.61,524.43,2,0.6,37886,Phone,26-35,North
CUST-00598,296,57,25751.08,487.52,9,0.08,29143,Phone,26-35,North
CUST-00599,185,5,26150.05,90.09,3,0.57,7404,InStore,36-45,South
CUST-00600,115,64,28982.36,409.5,3,0.3,26385,MobileApp,56+,South
CUST-00601,259,8,12058.15,442.99,2,0.6,25391,Phone,18-25,North
CUST-00602,352,47,10522.86,249.59,2,0.33,43394,MobileApp,26-35,North
CUST-00603,333,67,29613.79,403.01,1,0.48,46048,InStore,26-35,North
CUST-00604,51,23,9690.01,87.7,9,0.55,48586,Online,18-25,East
CUST-00605,49,36,16296.32,575.08,9,0.47,14157,Phone,46-55,South
CUST-00606,213,42,28677.86,410.62,8,0.57,52376,Online,36-45,North
CUST-00607,115,28,3232.1,248.5,2,0.11,57466,Phone,36-45,North
CUST-00608,114,58,25396.15,331.5,10,0.45,44235,InStore,46-55,South
CUST-00609,159,68,6919.21,490.4,0,0.09,53315,Online,46-55,South
CUST-00610,376,21,21110.51,543.84,2,0.65,30174,Online,46-55,North
CUST-00611,331,11,3697.94,556.49,6,0.45,28795,InStore,46-55,North
CUST-00612,223,24,8129.19,134.27,8,0.04,43021,MobileApp,26-35,South
CUST-00613,215,65,19860.1,322.1,1,0.1,56673,InStore,18-25,East
CUST-00614,326,54,12113.44,70.11,3,0.52,23947,Phone,56+,West
CUST-00615,347,67,5953.77,508.07,10,0.08,28495,MobileApp,18-25,West
CUST-00616,139,47,6307.93,449.31,4,0.61,27227,Online,46-55,North
CUST-00617,393,66,1207.06,347.07,3,0.48,54594,MobileApp,26-35,North
CUST-00618,84,48,17807.71,469.74,1,0.13,28880,Phone,36-45,South
CUST-00619,42,35,12123.86,144.3,10,0.68,6762,Phone,46-55,South
CUST-00620,63,32,9669.07,483.33,10,0.67,28962,Online,56+,East
CUST-00621,5,67,24847.04,448.36,3,0.52,43791,Online,46-55,South
CUST-00622,334,23,24315.07,587.94,3,0.56,3545,MobileApp,36-45,West
CUST-00623,263,22,1687.1,245.83,2,0.01,21917,MobileApp,18-25,North
CUST-00624,45,52,381.55,123.14,9,0.44,2687,MobileApp,18-25,South
CUST-00625,59,30,3264.17,362.06,1,0.41,46903,MobileApp,26-35,West
CUST-00626,158,80,22197.76,287.34,4,0.18,44962,Phone,46-55,North
CUST-00627,44,71,18968.58,85.68,8,0.3,18133,InStore,46-55,South
CUST-00628,248,48,22523.7,350.79,0,0.08,54109,Online,56+,East
CUST-00629,227,60,13865.61,363.39,9,0.56,56367,MobileApp,56+,North
CUST-00630,167,25,6051.65,442.71,0,0.25,53030,MobileApp,36-45,East
CUST-00631,142,15,8884.38,319.91,5,0.25,52735,Phone,26-35,South
CUST-00632,249,47,7652.6,270.88,10,0.35,13526,MobileApp,46-55,North
CUST-00633,394,23,14602.76,310.18,9,0.58,51605,InStore,36-45,East
CUST-00634,45,44,9923.95,478.83,4,0.3,4879,Online,56+,West
CUST-00635,250,56,7061.83,217.93,5,0.65,36250,InStore,18-25,East
CUST-00636,204,43,18130.81,129.39,7,0.16,49341,Phone,26-35,South
CUST-00637,348,57,18773.12,519.79,5,0.29,23705,MobileApp,46-55,North
CUST-00638,225,65,7838.98,522.34,9,0.62,6967,InStore,56+,South
CUST-00639,39,5,27837.4,285.65,2,0.12,43165,Online,56+,East
CUST-00640,388,18,18082.54,261.64,6,0.6,2276,MobileApp,36-45,North
CUST-00641,341,74,5402.15,308.28,9,0.31,19238,InStore,18-25,North
CUST-00642,198,21,26864.29,537.54,1,0.14,17926,MobileApp,46-55,South
CUST-00643,300,70,21022.58,365.64,6,0.04,31739,Online,36-45,North
CUST-00644,272,69,3779.67,375.56,10,0.51,12614,MobileApp,36-45,South
CUST-00645,100,16,25611.88,110.46,2,0.04,40662,Phone,46-55,East
CUST-00646,326,43,27145.08,209.7,1,0.27,2638,Phone,26-35,East
CUST-00647,117,78,29522.69,509.02,5,0.24,27228,Online,36-45,North
CUST-00648,75,80,8041.8,102.43,5,0.16,31925,Online,46-55,North
CUST-00649,13,80,13494.61,50.44,7,0.62,49122,MobileApp,56+,West
CUST-00650,26,73,1679.16,238.33,1,0.37,16159,Phone,46-55,East
CUST-00651,45,62,21542.27,46.65,9,0.08,19466,Phone,56+,West
CUST-00652,366,76,23538.02,301.1,4,0.24,25693,Online,36-45,East
CUST-00653,387,34,11965.82,222.03,5,0.68,15301,MobileApp,26-35,East
CUST-00654,287,62,27335.41,421.55,1,0.61,54146,MobileApp,18-25,West
CUST-00655,180,13,13782.52,352.89,4,,17440,Online,46-55,South
CUST-00656,6,18,13097.54,396.27,10,0.16,15013,InStore,36-45,East
CUST-00657,5,57,16882.2,238.77,0,,24474,InStore,46-55,South
CUST-00658,89,66,22631.22,202.95,5,0.64,34942,Online,56+,West
CUST-00659,71,75,13375.83,19.21,2,0.2,21939,MobileApp,18-25,South
CUST-00660,319,51,3923.64,517.55,8,0.52,6856,Online,26-35,East
CUST-00661,1,76,24429.87,480.43,9,0.02,36234,InStore,56+,West
CUST-00662,131,7,25808.74,432.58,8,0.13,32666,Phone,56+,North
CUST-00663,164,66,19677.1,289.65,8,0.63,18798,Phone,46-55,East
CUST-00664,43,17,15495.93,202.99,1,0.22,29000,Online,18-25,North
CUST-00665,215,53,18966.18,520.28,5,,15802,MobileApp,36-45,North
CUST-00666,219,51,485.38,256.94,3,0.67,42034,InStore,26-35,West
CUST-00667,23,31,24934.65,401.92,4,0.57,33212,InStore,46-55,East
CUST-00668,193,73,28472.1,544.97,0,0.45,13369,MobileApp,46-55,East
CUST-00669,119,72,21330.97,514.01,0,0.13,22503,Online,26-35,South
CUST-00670,82,13,23707.24,28.44,6,0.46,18115,Online,18-25,East
CUST-00671,283,53,24793.13,344.03,6,0.27,26383,Phone,18-25,West
CUST-00672,241,79,21883.04,492.5,2,0.65,34716,Phone,18-25,North
CUST-00673,134,36,29823.56,583.24,4,0.06,27939,MobileApp,36-45,North
CUST-00674,97,59,29688.97,161.2,8,0.44,41151,MobileApp,56+,West
CUST-00675,336,23,16779.29,354.81,7,0.63,36051,MobileApp,26-35,East
CUST-00676,263,16,24958.46,367,4,0.45,35656,MobileApp,36-45,North
CUST-00677,306,6,18550.35,306.2,8,0.53,21434,MobileApp,46-55,North
CUST-00678,212,29,10405.06,349.96,7,0.54,3956,Phone,56+,East
CUST-00679,136,74,23072.95,22.8,9,0.47,44699,Phone,56+,North
CUST-00680,78,6,6756.76,420.7,4,0.05,3348,Online,56+,East
CUST-00681,283,29,5910.35,115.63,2,0.43,57755,Phone,56+,East
CUST-00682,341,54,5504.34,14.66,5,0.53,49075,Phone,56+,East
CUST-00683,302,38,21744.22,417.58,1,0.14,35736,InStore,26-35,West
CUST-00684,304,6,21986.16,477.24,9,0.01,59093,MobileApp,56+,North
CUST-00685,279,30,6374.42,417.38,1,0,32155,MobileApp,36-45,West
CUST-00686,335,58,3750.2,210.89,0,0.65,30639,Online,26-35,South
CUST-00687,91,1,27216.75,42.5,2,0.6,48807,Online,36-45,North
CUST-00688,35,68,24679.65,244.75,1,0.69,20851,MobileApp,46-55,West
CUST-00689,314,80,25747.82,498.99,0,0.39,3086,Online,36-45,East
CUST-00690,242,54,5325.69,457.94,6,0.01,3400,Online,36-45,West
CUST-00691,325,39,3495.69,170.19,5,,40417,Online,36-45,South
CUST-00692,386,66,20429.51,256.12,10,,14839,MobileApp,36-45,South
CUST-00693,109,50,7952.64,48.18,3,,29986,InStore,18-25,South
CUST-00694,36,40,5770.87,141.61,3,0.67,12861,MobileApp,56+,North
CUST-00695,21,4,16150.88,311.42,5,0.4,57020,InStore,18-25,East
CUST-00696,369,11,17059.02,175.41,3,0.55,50136,InStore,56+,East
CUST-00697,211,6,14523.46,272.87,5,0.7,42032,MobileApp,56+,West
CUST-00698,359,78,3165.85,108.31,2,0.43,22455,Online,46-55,West
CUST-00699,316,13,19628.94,55.42,1,0.05,39200,InStore,46-55,East
CUST-00700,268,52,6547.05,277.57,3,0.23,38066,Online,46-55,South
CUST-00701,231,26,23475.21,397.61,7,0.18,18432,Phone,18-25,North
CUST-00702,366,76,7850.99,287.17,3,0.41,4981,MobileApp,26-35,West
CUST-00703,76,38,28569.92,147.42,1,0.25,25145,Online,46-55,East
CUST-00704,183,76,18011.43,94.49,9,0.43,2208,Phone,46-55,East
CUST-00705,91,31,2144.13,18.82,4,0.47,34216,InStore,36-45,East
CUST-00706,90,72,27103.66,309.58,3,0.1,17858,InStore,56+,North
CUST-00707,178,25,7556.16,30.27,7,0.2,27080,Online,46-55,West
CUST-00708,239,61,8717.95,380.91,4,0.45,11600,Phone,56+,West
CUST-00709,384,60,3151.29,353.23,2,0.46,55128,MobileApp,46-55,East
CUST-00710,269,48,9092.71,550.79,6,,47980,InStore,46-55,South
CUST-00711,233,53,22197.25,12.9,4,0.55,43603,Online,56+,North
CUST-00712,112,53,16727.21,577.37,2,0.24,41770,Online,56+,East
CUST-00713,160,2,6267.02,324.74,8,,3521,MobileApp,26-35,East
CUST-00714,204,11,3133.44,350.01,6,,29304,Phone,26-35,West
CUST-00715,79,22,636.03,331.74,9,0.1,725,MobileApp,46-55,East
CUST-00716,372,6,29240.05,407.64,1,0.27,41314,Online,46-55,South
CUST-00717,186,48,4687.64,559.06,5,0.51,32072,Online,46-55,North
