ContactId,Age,IncomeBracket,EmailEngagementRate,WebsiteVisits30d,PurchasesLastYear,CartAbandonmentRate,PreferredCategory,SubscribedToNewsletter,Region
CON-000399,34,30-60k,0.034,56,16,0,Food,1,UK
CON-000400,66,30-60k,0.455,25,14,0.04,Beauty,0,US-East
CON-000401,38,60-100k,0.073,60,3,0.43,Sports,0,US-East
CON-000402,23,150k+,0.342,1,15,0.6,Electronics,0,UK
CON-000403,19,100-150k,0.086,10,14,0.69,Home,0,US-West
CON-000404,69,<30k,0.287,48,1,0.62,Home,0,US-East
CON-000405,32,<30k,0.079,30,24,0.71,Electronics,1,US-Central
CON-000406,38,150k+,0.289,6,9,0.31,Beauty,1,UK
CON-000407,31,<30k,0.021,43,16,0.65,Home,1,US-Central
CON-000408,53,60-100k,0.28,30,7,0.58,Sports,1,US-Central
CON-000409,70,60-100k,0.174,8,2,0.74,Fashion,0,Canada
CON-000410,36,60-100k,0.365,56,7,0.8,Fashion,0,US-East
CON-000411,27,60-100k,0.133,59,20,0.08,Beauty,0,US-Central
CON-000412,36,60-100k,0.396,21,7,0.02,Home,0,Canada
CON-000413,67,<30k,0.102,36,16,0.21,Electronics,0,US-West
CON-000414,70,150k+,0.005,36,6,0.65,Electronics,0,UK
CON-000415,29,100-150k,0.437,1,3,0.27,Food,1,US-Central
CON-000416,68,30-60k,0.275,16,0,0.51,Fashion,0,Canada
CON-000417,57,100-150k,0.416,45,8,0.11,Sports,0,US-Central
CON-000418,42,60-100k,0.15,27,13,0.14,Electronics,1,US-West
CON-000419,32,150k+,0.42,7,17,0.13,Home,0,US-Central
CON-000420,35,60-100k,0.451,49,21,0.45,Sports,0,Canada
CON-000421,50,150k+,0.143,12,0,0.14,Fashion,0,US-West
CON-000422,35,30-60k,0.221,36,22,0.31,Sports,1,Canada
CON-000423,23,<30k,0.107,12,8,0.55,Home,1,Canada
CON-000424,49,100-150k,0.081,17,9,0.57,Sports,1,Canada
CON-000425,42,30-60k,0.288,26,1,0.08,Sports,1,US-Central
CON-000426,33,30-60k,0.158,59,17,0.61,Beauty,0,US-West
CON-000427,36,150k+,0.132,41,20,0.77,Electronics,1,US-East
CON-000428,41,30-60k,0.293,23,14,0.35,Beauty,0,US-East
CON-000429,63,60-100k,0.196,23,10,0.22,Food,1,US-West
CON-000430,31,60-100k,0.411,45,2,0.2,Food,0,Canada
CON-000431,70,30-60k,0.429,42,4,0.6,Sports,0,Canada
CON-000432,31,150k+,0.245,20,22,0.6,Home,0,Canada
CON-000433,49,30-60k,0.199,15,7,0.19,Food,0,US-East
CON-000434,50,100-150k,0.378,41,21,0.66,Food,1,Canada
CON-000435,37,100-150k,0.369,52,5,0.11,Fashion,1,US-Central
CON-000436,68,<30k,0.284,58,20,0.75,Beauty,1,US-Central
CON-000437,31,<30k,0.499,20,23,0.5,Home,0,US-West
CON-000438,38,60-100k,0.177,52,13,0.39,Electronics,1,UK
CON-000439,58,30-60k,0.09,39,15,0.26,Sports,1,US-Central
CON-000440,27,100-150k,0.435,10,21,0.1,Fashion,0,US-East
CON-000441,52,30-60k,0.081,18,0,0.52,Home,0,US-East
CON-000442,48,<30k,0.138,1,21,0.05,Home,1,US-East
CON-000443,60,60-100k,0.416,43,18,0.06,Food,0,US-Central
CON-000444,58,30-60k,0.407,54,10,0.26,Fashion,0,Canada
CON-000445,57,<30k,0.029,56,5,0.64,Beauty,1,UK
CON-000446,33,30-60k,0.378,43,4,0.51,Food,1,US-East
CON-000447,24,150k+,0.018,60,19,0.43,Home,1,Canada
CON-000448,67,150k+,0.184,58,21,0.15,Home,1,US-East
CON-000449,38,150k+,0.207,0,3,0.29,Beauty,0,US-East
CON-000450,26,150k+,0.175,40,7,0.71,Beauty,0,US-East
CON-000451,19,60-100k,0.426,41,5,0.32,Food,1,US-East
CON-000452,50,100-150k,0.32,35,13,0.25,Beauty,1,US-West
CON-000453,31,150k+,0.103,49,21,0.44,Fashion,0,US-East
CON-000454,30,<30k,0.157,20,23,0.6,Sports,1,US-West
CON-000455,53,100-150k,0.3,50,6,0.26,Electronics,1,Canada
CON-000456,49,<30k,0.393,60,7,0.47,Food,1,US-Central
CON-000457,43,150k+,0.347,10,21,0.72,Electronics,1,Canada
CON-000458,18,150k+,0.33,22,17,0.77,Food,1,US-West
CON-000459,44,60-100k,0.276,52,20,0.56,Beauty,1,US-East
CON-000460,61,30-60k,0.07,9,2,0.24,Sports,0,Canada
CON-000461,29,<30k,0.18,54,5,0.31,Beauty,0,US-West
CON-000462,28,<30k,0.39,37,3,0.4,Food,0,US-East
CON-000463,63,60-100k,0.036,14,1,0.16,Fashion,1,US-Central
CON-000464,35,60-100k,0.136,9,4,0.56,Home,0,US-West
CON-000465,68,<30k,0.083,4,9,0.05,Food,0,Canada
CON-000466,18,150k+,0.242,46,9,0.15,Home,1,US-West
CON-000467,63,60-100k,0.06,60,12,0.09,Food,1,US-West
CON-000468,35,150k+,0.214,34,1,0.25,Food,1,US-Central
CON-000469,30,100-150k,0.493,35,8,0.35,Sports,0,US-Central
CON-000470,22,30-60k,0.493,7,6,0.41,Food,1,US-East
CON-000471,30,<30k,0.384,16,24,0.25,Sports,1,US-West
CON-000472,40,30-60k,0.364,55,8,0.22,Electronics,1,UK
CON-000473,18,<30k,0.288,30,20,0.21,Fashion,0,US-West
CON-000474,40,30-60k,0.042,25,10,0.1,Home,1,Canada
CON-000475,63,60-100k,0.481,60,7,0.77,Home,1,US-West
CON-000476,21,150k+,0.212,13,11,0.17,Beauty,0,US-Central
CON-000477,52,30-60k,0.138,5,1,0.16,Home,1,UK
CON-000478,22,30-60k,0.175,44,22,0.6,Food,1,UK
CON-000479,26,100-150k,0.083,3,18,0.54,Fashion,1,UK
CON-000480,56,100-150k,0.122,0,21,0.32,Beauty,0,US-West
CON-000481,47,100-150k,0.412,49,11,0.55,Food,0,US-Central
CON-000482,43,150k+,0.492,58,7,0.34,Beauty,1,US-West
CON-000483,61,30-60k,0.176,35,24,0.18,Sports,0,UK
CON-000484,44,100-150k,0.184,34,15,0.39,Home,1,US-Central
CON-000485,43,<30k,0.087,45,23,0.07,Fashion,0,US-West
CON-000486,36,30-60k,0.439,35,17,0.11,Fashion,1,UK
CON-000487,40,150k+,0.404,7,17,0.58,Beauty,1,US-West
CON-000488,68,<30k,0.419,10,14,0.09,Home,1,US-East
CON-000489,61,60-100k,0.48,45,14,0.19,Food,0,US-East
CON-000490,60,30-60k,0.057,51,12,0.53,Fashion,0,US-West
CON-000491,45,30-60k,0.307,48,19,0.04,Electronics,1,US-Central
CON-000492,38,60-100k,0.023,23,2,0.63,Home,0,US-East
CON-000493,33,100-150k,0.298,39,23,0.43,Fashion,0,US-West
CON-000494,47,150k+,0.025,48,18,0.75,Fashion,0,US-Central
CON-000495,65,150k+,0.483,26,18,0.36,Fashion,1,US-West
CON-000496,69,30-60k,0.081,23,19,0.46,Sports,1,US-West
CON-000497,69,150k+,0.41,59,2,0.61,Home,0,UK
CON-000498,41,60-100k,0.39,24,5,0.66,Sports,1,US-East
CON-000499,37,<30k,0.164,55,23,0.68,Fashion,1,US-West
CON-000500,39,60-100k,0.169,60,13,0.3,Beauty,1,US-Central
CON-000501,45,<30k,0.497,13,6,0.49,Food,0,US-Central
CON-000502,36,150k+,0.138,46,19,0.26,Sports,1,UK
CON-000503,59,150k+,0.355,3,9,0.79,Fashion,0,US-Central
CON-000504,40,150k+,0.232,13,4,0.5,Beauty,0,US-East
CON-000505,63,100-150k,0.39,3,0,0.22,Beauty,0,US-West
CON-000506,28,60-100k,0.475,30,13,0.4,Sports,0,US-Central
CON-000507,57,150k+,0.46,12,5,0.2,Electronics,0,US-Central
CON-000508,33,100-150k,0.029,26,13,0.12,Electronics,1,US-East
CON-000509,53,150k+,0.076,55,4,0.79,Food,1,UK
CON-000510,46,100-150k,0.103,32,8,0.4,Food,1,US-Central
CON-000511,69,60-100k,0.405,60,11,0.35,Food,0,US-East
CON-000512,67,150k+,0.029,48,20,0.28,Sports,0,US-East
CON-000513,30,100-150k,0.469,45,8,0.12,Food,1,UK
CON-000514,69,100-150k,0.43,28,20,0.8,Electronics,0,Canada
CON-000515,20,<30k,0.035,37,15,0.26,Food,0,UK
CON-000516,68,30-60k,0.301,38,4,0.39,Sports,0,US-East
CON-000517,40,30-60k,0.463,32,20,0.35,Home,1,US-Central
CON-000518,54,30-60k,0.187,59,5,0.53,Electronics,1,US-East
CON-000519,59,30-60k,0.32,44,23,0.42,Home,0,US-West
CON-000520,18,30-60k,0.033,57,22,0.17,Food,1,US-Central
CON-000521,45,<30k,0.296,24,13,0,Food,0,UK
CON-000522,61,100-150k,0.238,40,5,0.41,Beauty,1,Canada
CON-000523,18,100-150k,0.146,15,8,0.65,Home,1,US-East
CON-000524,40,60-100k,0.128,8,12,0.62,Electronics,1,US-West
CON-000525,70,100-150k,0.373,21,12,0.08,Beauty,1,US-Central
CON-000526,44,60-100k,0.301,34,24,0.22,Fashion,1,US-East
CON-000527,63,30-60k,0.179,9,23,0.39,Electronics,1,US-East
CON-000528,24,100-150k,0.2,40,19,0.51,Electronics,1,US-West
CON-000529,43,60-100k,0.138,40,11,0.04,Food,0,US-West
CON-000530,22,150k+,0.27,18,14,0.7,Beauty,0,US-East
CON-000531,42,<30k,0.341,46,0,0.51,Fashion,0,UK
CON-000532,28,30-60k,0.198,30,22,0.34,Food,0,US-East
CON-000533,63,<30k,0.097,36,5,0.48,Sports,0,US-West
CON-000534,44,30-60k,0.119,55,13,0.25,Beauty,0,US-East
CON-000535,45,150k+,0.249,10,15,0.29,Fashion,0,Canada
CON-000536,20,150k+,0.309,57,16,0.29,Food,0,US-East
CON-000537,31,30-60k,0.401,5,0,0.66,Electronics,1,US-East
CON-000538,61,60-100k,0.326,49,17,0.67,Sports,1,US-West
CON-000539,18,60-100k,0.426,24,6,0.71,Sports,0,US-West
CON-000540,57,<30k,0.039,42,6,0.44,Home,1,Canada
CON-000541,49,60-100k,0.422,52,0,0.33,Beauty,0,Canada
CON-000542,26,30-60k,0.003,22,15,0.02,Sports,0,Canada
CON-000543,65,150k+,0.481,3,8,0.35,Home,0,Canada
CON-000544,30,60-100k,0.471,13,13,0.26,Electronics,1,Canada
CON-000545,33,<30k,0.354,45,1,0.52,Sports,1,UK
CON-000546,57,60-100k,0.27,9,10,0.03,Food,0,Canada
CON-000547,51,<30k,0.405,18,21,0.22,Sports,1,US-Central
CON-000548,54,30-60k,0.321,30,10,0.72,Fashion,0,US-East
CON-000549,42,<30k,0.334,34,5,0.19,Food,0,US-West
CON-000550,45,150k+,0.481,4,14,0.07,Food,0,US-Central
CON-000551,66,30-60k,0.18,26,18,0.68,Home,1,US-West
CON-000552,59,60-100k,0.287,17,11,0.22,Fashion,0,Canada
CON-000553,55,150k+,0.426,42,13,0.03,Beauty,0,US-Central
CON-000554,64,30-60k,0.09,34,15,0.31,Home,0,Canada
CON-000555,67,<30k,0.218,55,23,0.27,Electronics,0,UK
CON-000556,63,<30k,0.203,2,15,0.2,Fashion,0,US-West
CON-000557,19,<30k,0.116,14,19,0.16,Home,1,US-East
CON-000558,21,150k+,0.494,4,11,0.13,Food,1,Canada
CON-000559,18,150k+,0.094,9,12,0.17,Electronics,0,US-West
CON-000560,18,150k+,0.09,52,5,0.23,Beauty,1,UK
CON-000561,66,150k+,0.302,59,21,0.46,Fashion,1,US-East
CON-000562,28,30-60k,0.363,57,3,0.03,Sports,1,UK
CON-000563,23,150k+,0.037,34,16,0.05,Home,1,US-East
CON-000564,34,100-150k,0.459,4,21,0.06,Electronics,1,US-Central
CON-000565,39,<30k,0.415,38,18,0.06,Food,0,UK
CON-000566,40,60-100k,0.174,30,6,0.68,Sports,0,UK
CON-000567,55,150k+,0.038,36,10,0.67,Food,0,UK
CON-000568,27,150k+,0.212,52,13,0.13,Home,0,Canada
CON-000569,59,100-150k,0.494,27,12,0.03,Food,0,US-East
CON-000570,48,100-150k,0.438,27,17,0.55,Sports,1,Canada
CON-000571,46,150k+,0.087,51,0,0.19,Fashion,1,Canada
CON-000572,42,60-100k,0.415,12,11,0.8,Sports,1,US-West
CON-000573,54,150k+,0.2,37,15,0.34,Electronics,0,US-Central
CON-000574,36,150k+,0.072,22,22,0.13,Sports,1,US-East
CON-000575,39,100-150k,0.392,57,3,0.47,Beauty,0,US-Central
CON-000576,62,<30k,0.062,33,16,0.07,Fashion,1,UK
CON-000577,24,100-150k,0.474,7,3,0.19,Sports,0,UK
CON-000578,26,<30k,0.335,53,4,0.18,Sports,0,UK
CON-000579,35,30-60k,0.275,1,4,0.79,Sports,0,Canada
CON-000580,24,30-60k,0.278,58,19,0.44,Home,0,US-West
CON-000581,54,30-60k,0.1,43,23,0.37,Electronics,1,UK
CON-000582,18,30-60k,0.016,41,2,0.38,Beauty,0,US-Central
CON-000583,37,150k+,0.038,42,12,0.57,Food,0,Canada
CON-000584,43,150k+,0.156,42,24,0.37,Sports,0,US-East
CON-000585,42,<30k,0.274,17,5,0.16,Sports,1,US-West
CON-000586,39,<30k,0.317,14,8,0.35,Beauty,1,US-East
CON-000587,59,60-100k,0.154,16,5,0.55,Fashion,1,Canada
CON-000588,70,150k+,0.435,57,3,0.62,Beauty,1,Canada
CON-000589,61,30-60k,0.449,17,9,0.09,Beauty,0,US-Central
CON-000590,56,100-150k,0.351,13,22,0.57,Electronics,1,US-Central
CON-000591,52,150k+,0.077,13,7,0.33,Home,0,US-West
CON-000592,32,<30k,0.128,6,15,0.16,Fashion,0,US-West
CON-000593,18,<30k,0.49,26,17,0.55,Electronics,0,UK
CON-000594,24,30-60k,0.101,16,19,0.8,Beauty,0,US-West
CON-000595,20,<30k,0.138,50,14,0.59,Beauty,0,US-West
CON-000596,19,<30k,0.096,30,22,0.78,Sports,1,US-East
CON-000597,29,150k+,0.449,55,18,0.28,Beauty,1,Canada
CON-000598,70,60-100k,0.164,40,4,0.05,Fashion,0,US-Central
CON-000599,37,60-100k,0.006,41,21,0.23,Fashion,0,US-West
CON-000600,46,<30k,0.356,34,2,0.21,Food,1,US-West
CON-000601,23,100-150k,0.139,47,22,0.49,Food,0,US-Central
CON-000602,53,150k+,0.349,60,20,0.35,Home,1,US-East
CON-000603,28,30-60k,0.11,51,13,0.04,Electronics,0,US-West
CON-000604,30,150k+,0.242,52,22,0.48,Food,1,US-West
CON-000605,56,150k+,0.085,47,7,0.71,Fashion,1,US-West
CON-000606,34,100-150k,0.197,22,15,0.17,Food,0,US-Central
CON-000607,56,60-100k,0.33,47,24,0.32,Home,0,US-Central
CON-000608,51,150k+,0.482,53,6,0.76,Electronics,0,Canada
CON-000609,39,150k+,0.19,53,19,0.24,Sports,0,US-Central
CON-000610,22,<30k,0.14,25,15,0.15,Home,0,US-East
CON-000611,47,<30k,0.112,56,16,0.41,Sports,1,UK
CON-000612,56,<30k,0.052,46,21,0.25,Fashion,1,US-Central
CON-000613,21,150k+,0.5,23,6,0.37,Beauty,0,US-Central
CON-000614,53,100-150k,0.11,51,24,0.47,Food,0,US-Central
CON-000615,57,60-100k,0.347,5,23,0.5,Sports,1,US-East
CON-000616,32,150k+,0.103,14,24,0.06,Beauty,0,US-Central
CON-000617,32,60-100k,0.41,0,15,0.31,Food,1,US-Central
CON-000618,59,<30k,0.12,12,16,0.03,Sports,1,US-Central
CON-000619,38,150k+,0.172,59,14,0.24,Sports,1,US-West
CON-000620,43,30-60k,0.337,5,10,0.25,Sports,1,US-Central
CON-000621,31,<30k,0.388,52,24,0.21,Fashion,1,UK
CON-000622,22,60-100k,0.053,2,8,0.1,Beauty,1,US-West
CON-000623,63,30-60k,0.192,41,4,0.42,Sports,1,US-West
CON-000624,25,30-60k,0.326,30,22,0.3,Beauty,0,US-East
CON-000625,62,100-150k,0.464,58,12,0.51,Food,0,US-West
CON-000626,43,<30k,0.499,34,17,0.03,Fashion,0,US-East
CON-000627,26,30-60k,0.26,24,20,0.62,Food,1,UK
CON-000628,19,150k+,0.477,49,18,0.65,Fashion,1,Canada
CON-000629,45,150k+,0.037,17,23,0.64,Home,1,US-West
CON-000630,38,150k+,0.324,39,17,0.22,Beauty,1,UK
CON-000631,20,100-150k,0.235,46,10,0.03,Food,0,US-West
CON-000632,63,150k+,0.191,44,18,0.03,Beauty,0,US-East
CON-000633,23,60-100k,0.177,40,7,0.2,Electronics,1,US-West
CON-000634,48,60-100k,0.257,39,21,0.42,Electronics,0,US-West
CON-000635,53,30-60k,0.049,46,5,0.36,Food,0,US-West
CON-000636,68,100-150k,0.281,22,1,0.44,Electronics,1,UK
CON-000637,46,<30k,0.163,19,8,0.6,Beauty,0,UK
CON-000638,49,30-60k,0.429,23,20,0.51,Sports,1,US-West
CON-000639,39,30-60k,0.434,10,20,0.16,Electronics,0,UK
CON-000640,64,30-60k,0.417,53,5,0.19,Electronics,1,US-West
CON-000641,51,<30k,0.489,46,2,0.3,Fashion,0,UK
CON-000642,44,<30k,0.248,48,2,0.67,Beauty,0,UK
CON-000643,21,150k+,0.273,42,19,0.31,Beauty,1,UK
CON-000644,22,100-150k,0.164,42,19,0.58,Electronics,0,US-West
CON-000645,35,150k+,0.14,12,17,0.47,Sports,1,US-East
CON-000646,52,150k+,0.112,41,7,0.35,Electronics,1,UK
CON-000647,52,<30k,0.434,10,6,0.36,Food,1,US-East
CON-000648,24,150k+,0.138,37,17,0.32,Fashion,1,US-Central
CON-000649,53,60-100k,0.022,43,19,0.75,Home,0,US-Central
CON-000650,49,30-60k,0.466,16,15,0.26,Fashion,1,UK
CON-000651,29,<30k,0.285,15,12,0,Electronics,1,US-West
CON-000652,46,150k+,0.129,34,6,0.07,Home,1,UK
CON-000653,42,60-100k,0.104,48,23,0.11,Food,1,US-Central
CON-000654,35,100-150k,0.223,43,18,0.75,Beauty,0,Canada
CON-000655,26,100-150k,0.305,35,10,0.31,Home,0,UK
CON-000656,28,<30k,0.378,17,8,0.04,Sports,1,US-Central
CON-000657,54,100-150k,0.099,4,5,0.35,Electronics,1,UK
CON-000658,67,150k+,0.012,36,13,0.76,Electronics,0,Canada
CON-000659,67,60-100k,0.19,36,10,0.78,Electronics,0,US-East
CON-000660,28,150k+,0.089,14,18,0.31,Fashion,0,US-West
CON-000661,67,<30k,0.002,9,9,0.59,Electronics,0,US-Central
CON-000662,25,30-60k,0.174,54,17,0.21,Home,0,US-West
CON-000663,54,60-100k,0.156,0,19,0.51,Sports,1,US-Central
CON-000664,40,30-60k,0.168,44,6,0.65,Home,0,US-West
CON-000665,31,150k+,0.338,31,2,0.43,Home,1,US-West
CON-000666,67,30-60k,0.278,12,2,0.68,Food,1,US-East
CON-000667,30,100-150k,0.195,40,13,0.36,Fashion,1,US-West
CON-000668,53,60-100k,0.027,53,4,0.57,Sports,1,US-East
CON-000669,34,150k+,0.301,10,15,0.23,Sports,1,UK
CON-000670,18,100-150k,0.361,17,7,0.32,Fashion,1,US-West
CON-000671,37,60-100k,0.229,53,0,0.58,Fashion,1,US-East
CON-000672,69,<30k,0.468,14,9,0.77,Fashion,0,UK
CON-000673,35,30-60k,0.022,58,8,0.64,Beauty,1,US-Central
CON-000674,31,<30k,0.015,25,18,0.33,Food,0,UK
CON-000675,30,<30k,0.069,48,4,0.61,Sports,0,Canada
CON-000676,62,30-60k,0.285,44,21,0.58,Sports,0,US-Central
CON-000677,57,<30k,0.337,17,5,0.34,Beauty,1,US-Central
CON-000678,20,30-60k,0.239,46,0,0.23,Sports,0,UK
CON-000679,59,150k+,0.084,3,14,0.23,Home,0,UK
CON-000680,28,150k+,0.401,2,3,0.02,Electronics,1,US-Central
CON-000681,20,30-60k,0.47,54,16,0.42,Home,1,US-East
CON-000682,42,150k+,0.35,6,7,0.07,Electronics,0,US-East
CON-000683,20,150k+,0.094,37,4,0.21,Food,0,UK
CON-000684,25,<30k,0.188,28,9,0.4,Food,0,US-East
CON-000685,39,60-100k,0.242,2,4,0.71,Home,1,Canada
CON-000686,28,30-60k,0.36,25,6,0.34,Food,1,UK
CON-000687,28,60-100k,0.463,25,11,0.02,Beauty,1,Canada
CON-000688,38,60-100k,0.393,36,23,0.37,Home,0,US-Central
CON-000689,48,<30k,0.072,29,10,0.33,Sports,1,US-West
CON-000690,42,150k+,0.045,59,11,0.1,Home,0,Canada
CON-000691,22,<30k,0.171,43,14,0.29,Fashion,1,UK
CON-000692,19,150k+,0.322,43,19,0.8,Home,0,Canada
CON-000693,30,150k+,0.256,27,5,0.62,Beauty,1,US-West
CON-000694,24,<30k,0.339,33,19,0.3,Beauty,0,US-East
CON-000695,65,30-60k,0.426,1,23,0.57,Food,1,Canada
CON-000696,48,30-60k,0.273,27,8,0.23,Beauty,1,Canada
CON-000697,47,60-100k,0.459,55,19,0.49,Sports,0,UK
CON-000698,29,100-150k,0.188,47,10,0.76,Sports,1,US-West
CON-000699,63,100-150k,0.284,19,17,0.52,Beauty,1,US-Central
CON-000700,52,60-100k,0.264,21,11,0.62,Fashion,0,UK
CON-000701,23,30-60k,0.367,20,15,0.24,Sports,0,UK
CON-000702,41,150k+,0.188,24,14,0.09,Food,0,US-East
CON-000703,62,60-100k,0.08,30,15,0.64,Sports,1,US-West
CON-000704,69,<30k,0.379,48,2,0.33,Fashion,0,US-Central
CON-000705,22,100-150k,0.295,60,1,0.7,Electronics,1,US-West
CON-000706,42,<30k,0.23,54,6,0.67,Electronics,0,US-East
CON-000707,50,100-150k,0.106,16,0,0.57,Electronics,0,UK
CON-000708,65,150k+,0.22,59,12,0.14,Food,1,UK
CON-000709,63,100-150k,0.201,32,4,0.29,Electronics,0,US-East
CON-000710,42,150k+,0.058,16,1,0.52,Food,0,US-East
CON-000711,20,150k+,0.129,42,22,0.24,Food,1,US-West
CON-000712,40,150k+,0.443,59,21,0.52,Sports,1,UK
CON-000713,44,60-100k,0.087,2,1,0.52,Fashion,1,Canada
CON-000714,48,100-150k,0.364,42,9,0.18,Food,1,US-Central
CON-000715,40,30-60k,0.342,50,9,0.09,Beauty,0,US-West
CON-000716,58,100-150k,0.365,33,3,0.54,Sports,1,US-East
CON-000717,64,150k+,0.022,18,3,0.49,Food,0,US-East
CON-000718,43,150k+,0.139,10,4,0.48,Home,1,Canada
CON-000719,33,<30k,0.087,33,16,0.01,Beauty,0,UK
CON-000720,23,<30k,0.273,5,2,0.43,Electronics,1,US-Central
CON-000721,45,150k+,0.103,6,16,0,Sports,0,UK
CON-000722,57,150k+,0.293,59,22,0.22,Fashion,1,US-Central
CON-000723,33,150k+,0.334,20,8,0.75,Sports,1,US-West
CON-000724,67,100-150k,0.433,19,15,0.14,Food,1,US-West
CON-000725,51,150k+,0.456,25,20,0.5,Home,1,UK
CON-000726,20,30-60k,0.295,42,4,0.38,Food,1,US-West
CON-000727,50,30-60k,0.163,60,24,0.46,Food,0,US-East
CON-000728,33,<30k,0.056,33,18,0.17,Sports,0,US-Central
CON-000729,70,<30k,0.202,44,8,0.04,Sports,1,Canada
CON-000730,42,30-60k,0.322,19,16,0.51,Sports,0,Canada
CON-000731,49,100-150k,0.212,8,4,0.24,Electronics,1,Canada
CON-000732,22,100-150k,0.339,13,23,0.5,Beauty,0,Canada
CON-000733,23,60-100k,0.347,28,16,0.41,Sports,1,US-West
CON-000734,45,150k+,0.12,26,7,0.4,Beauty,1,US-West
CON-000735,42,<30k,0.218,15,11,0.52,Sports,1,Canada
CON-000736,26,<30k,0.312,12,19,0.4,Food,1,US-Central
CON-000737,34,30-60k,0.097,29,13,0.05,Sports,1,UK
CON-000738,57,<30k,0.286,60,14,0.61,Fashion,0,Canada
CON-000739,58,60-100k,0.063,8,21,0.21,Electronics,1,US-East
CON-000740,18,150k+,0.413,20,18,0.51,Electronics,1,US-East
CON-000741,47,100-150k,0.356,32,10,0.08,Sports,1,Canada
CON-000742,37,30-60k,0.401,24,13,0.27,Electronics,0,US-East
CON-000743,32,<30k,0.274,41,9,0.09,Food,0,US-East
CON-000744,55,30-60k,0.224,18,20,0.58,Fashion,0,UK
CON-000745,53,60-100k,0.004,36,7,0.37,Sports,1,UK
CON-000746,41,100-150k,0.005,56,7,0.78,Sports,1,US-East
CON-000747,22,60-100k,0.482,50,10,0.53,Sports,1,US-Central
CON-000748,40,150k+,0.473,58,1,0.15,Food,0,US-West
CON-000749,37,60-100k,0.233,15,18,0.5,Fashion,0,UK
CON-000750,50,100-150k,0.354,34,20,0.6,Beauty,1,US-Central
CON-000751,58,30-60k,0.113,3,17,0.43,Electronics,0,US-West
CON-000752,21,100-150k,0.44,4,5,0.76,Electronics,0,Canada
CON-000753,59,100-150k,0.427,38,21,0.77,Electronics,0,UK
CON-000754,59,60-100k,0.423,41,20,0.5,Fashion,1,US-East
CON-000755,36,150k+,0.139,56,14,0.11,Sports,1,US-Central
CON-000756,54,30-60k,0.411,36,1,0.02,Fashion,1,US-West
CON-000757,50,60-100k,0.472,38,11,0.31,Electronics,1,US-Central
CON-000758,46,<30k,0.252,16,15,0.8,Fashion,0,US-East
CON-000759,70,100-150k,0.284,47,17,0.04,Beauty,0,US-West
CON-000760,19,<30k,0.433,18,15,0.05,Sports,1,Canada
CON-000761,46,100-150k,0.28,26,16,0.02,Home,0,US-Central
CON-000762,58,30-60k,0.279,46,24,0.36,Electronics,0,US-Central
CON-000763,70,60-100k,0.359,54,7,0.37,Sports,1,US-Central
CON-000764,54,100-150k,0.116,32,13,0.79,Electronics,0,US-West
CON-000765,33,<30k,0.101,10,22,0.01,Beauty,0,US-East
CON-000766,47,30-60k,0.276,47,7,0.23,Fashion,0,UK
CON-000767,19,100-150k,0.446,49,19,0.67,Food,1,Canada
CON-000768,39,<30k,0.124,2,14,0.62,Electronics,0,US-Central
CON-000769,63,30-60k,0.378,42,24,0.45,Electronics,0,US-Central
CON-000770,25,<30k,0.4,55,10,0.17,Home,1,US-East
CON-000771,58,60-100k,0.216,19,9,0.39,Food,1,Canada
CON-000772,18,30-60k,0.42,34,17,0.38,Electronics,1,UK
CON-000773,37,100-150k,0.491,19,7,0.47,Beauty,1,US-East
CON-000774,55,150k+,0.086,18,6,0.76,Fashion,0,Canada
CON-000775,40,100-150k,0.463,10,24,0.33,Food,1,Canada
CON-000776,58,<30k,0.251,45,9,0.14,Fashion,1,Canada
CON-000777,62,60-100k,0.018,49,19,0.44,Home,1,UK
CON-000778,51,150k+,0.124,19,2,0.73,Sports,1,US-West
CON-000779,69,30-60k,0.114,43,6,0.37,Home,1,UK
CON-000780,32,<30k,0.382,25,24,0.8,Electronics,0,UK
CON-000781,29,150k+,0.333,29,8,0.32,Fashion,1,US-West
CON-000782,64,<30k,0.026,10,13,0.3,Sports,0,US-West
CON-000783,25,<30k,0.481,59,5,0.05,Sports,0,UK
CON-000784,43,150k+,0.16,2,15,0.62,Home,0,UK
CON-000785,35,100-150k,0.384,18,9,0.45,Home,1,UK
CON-000786,22,60-100k,0.124,23,9,0.39,Food,0,US-Central
CON-000787,31,100-150k,0.306,37,15,0.29,Beauty,1,Canada
CON-000788,44,100-150k,0.385,38,23,0.08,Electronics,0,US-East
CON-000789,34,60-100k,0.053,36,10,0.61,Fashion,0,US-Central
CON-000790,23,60-100k,0.09,39,13,0.58,Food,0,US-West
CON-000791,23,60-100k,0.344,23,22,0.66,Beauty,0,US-East
CON-000792,70,<30k,0.179,5,11,0.22,Electronics,1,US-East
CON-000793,43,<30k,0.426,10,10,0.79,Sports,1,US-West
CON-000794,25,<30k,0.216,35,14,0.44,Fashion,1,US-West
CON-000795,53,60-100k,0.327,5,9,0.1,Fashion,0,US-East
CON-000796,37,60-100k,0.21,1,5,0.38,Beauty,1,US-East
CON-000797,25,<30k,0.091,2,22,0.67,Home,1,US-East
CON-000798,54,150k+,0.242,24,4,0.26,Home,1,UK
CON-000799,24,60-100k,0.402,11,12,0.16,Food,0,UK
