TransactionId,CardId,TransactionAmount,MerchantCategory,TransactionHour,DistanceFromHome,IsOnline,IsInternational,PreviousFraudFlag,AvgTransactionAmount30d,TransactionCount24h,DeviceType,IsFraud
TXN-0000285,CARD-8982,2372.16,Electronics,8,439.6,0,0,0,181.21,10,ATM,0
TXN-0000286,CARD-8465,1263.74,Grocery,5,376,0,0,0,35.24,2,Desktop,0
TXN-0000287,CARD-4920,463.04,Restaurant,14,243,0,0,0,227.74,7,Mobile,0
TXN-0000288,CARD-7499,501.65,Travel,18,85.2,1,0,0,336.08,4,ATM,0
TXN-0000289,CARD-9332,259.65,Healthcare,16,241.7,1,1,0,323.53,5,,0
TXN-0000290,CARD-3178,1610.48,Gas,10,157,0,0,0,163.51,13,ATM,0
TXN-0000291,CARD-4742,1985.77,Gas,0,448.9,0,0,0,61.01,10,Mobile,0
TXN-0000292,CARD-9850,641.21,Travel,23,229.4,1,1,0,75.31,10,Mobile,0
TXN-0000293,CARD-8426,298.05,Gas,18,47.4,1,1,0,229.98,6,,0
TXN-0000294,CARD-1281,947.44,Grocery,15,469.9,0,0,0,266.83,13,,0
TXN-0000295,CARD-5419,1676.02,Restaurant,11,98.3,0,0,0,373.5,3,ATM,0
TXN-0000296,CARD-8410,1237.15,Travel,11,165,0,0,0,43.91,6,ATM,0
TXN-0000297,CARD-2057,2240.77,Gas,16,219.8,0,0,0,204.92,10,Mobile,0
TXN-0000298,CARD-2286,86.54,Gas,0,17.3,1,0,0,262.1,9,Desktop,0
TXN-0000299,CARD-9593,2432.97,Electronics,13,426.7,1,0,0,378.1,2,Mobile,0
TXN-0000300,CARD-9489,2118.05,Gas,7,481.4,1,0,0,35.91,7,ATM,0
TXN-0000301,CARD-8327,732.25,Entertainment,4,100.2,1,0,0,238.18,11,,1
TXN-0000302,CARD-7525,582.07,Restaurant,20,54.5,1,0,0,249.29,3,Desktop,0
TXN-0000303,CARD-2262,1196.65,Gas,14,312,1,0,0,126.03,14,ATM,0
TXN-0000304,CARD-5034,1079.03,Healthcare,16,82.6,1,0,0,328.47,8,Mobile,0
TXN-0000305,CARD-1169,2249.59,OnlineRetail,14,205.1,1,0,0,269.84,12,POS,0
TXN-0000306,CARD-7520,1264.4,Grocery,20,107.6,0,0,0,282.71,13,,0
TXN-0000307,CARD-8589,1013.31,OnlineRetail,20,133.9,1,0,0,102.18,15,POS,0
TXN-0000308,CARD-5958,314.96,Entertainment,17,,1,0,0,322.78,14,POS,1
TXN-0000309,CARD-4050,1378.59,Restaurant,10,112.5,1,0,0,375.1,3,Mobile,0
TXN-0000310,CARD-9891,167.24,Entertainment,3,59.5,0,0,0,340.64,6,,0
TXN-0000311,CARD-2811,2101.44,Travel,17,81.1,0,0,0,99.24,4,Desktop,0
TXN-0000312,CARD-4296,2012.75,Healthcare,14,184.4,0,1,0,89.05,7,POS,0
TXN-0000313,CARD-7877,603.12,OnlineRetail,21,,1,0,0,393.99,12,ATM,1
TXN-0000314,CARD-3438,168.14,Restaurant,3,83.9,1,0,0,70.33,7,ATM,0
TXN-0000315,CARD-1265,1935.27,OnlineRetail,18,247,0,0,0,235.04,2,ATM,0
TXN-0000316,CARD-8000,2267.57,Travel,21,,1,0,0,87.52,9,,0
TXN-0000317,CARD-2447,793.51,Restaurant,7,84.6,1,0,0,221.59,7,Mobile,0
TXN-0000318,CARD-4860,1542.41,Gas,16,310,0,0,0,299.08,2,Mobile,0
TXN-0000319,CARD-4675,2464.69,Restaurant,22,,0,0,0,253.44,13,Mobile,0
TXN-0000320,CARD-4589,331.91,Electronics,23,133.8,1,0,0,145.51,13,,0
TXN-0000321,CARD-6477,1386.58,Restaurant,12,126.6,1,0,0,309.36,14,ATM,0
TXN-0000322,CARD-4092,2076.09,Healthcare,17,27.4,1,1,0,58.65,5,,0
TXN-0000323,CARD-8751,2472.36,OnlineRetail,18,196.6,1,0,0,30.67,1,POS,1
TXN-0000324,CARD-3312,2409.77,Restaurant,17,443.3,0,0,0,222.55,4,,0
TXN-0000325,CARD-9678,81.87,Grocery,21,460.2,1,0,0,225.66,10,POS,0
TXN-0000326,CARD-8346,1343.46,Entertainment,15,407.3,0,0,0,357.96,15,Desktop,0
TXN-0000327,CARD-4323,705.67,Grocery,2,112.8,1,0,0,250,13,ATM,0
TXN-0000328,CARD-9080,808.49,Entertainment,21,341.6,0,1,0,261.92,2,Desktop,0
TXN-0000329,CARD-8573,137.9,Healthcare,8,445.8,1,1,0,32.98,4,ATM,0
TXN-0000330,CARD-9264,1496.06,Grocery,7,408.6,1,1,0,112.27,11,ATM,0
TXN-0000331,CARD-5166,1002.59,Healthcare,2,339.8,0,0,0,234.28,11,POS,0
TXN-0000332,CARD-4844,384.01,Entertainment,14,212.7,0,0,0,25.32,3,Desktop,0
TXN-0000333,CARD-1877,629.3,Electronics,9,199.7,0,0,0,176.21,7,ATM,0
TXN-0000334,CARD-3341,1392.52,Restaurant,11,336,0,0,0,172.03,1,ATM,0
TXN-0000335,CARD-1940,66.37,Travel,17,359.7,1,0,0,265.94,4,POS,0
TXN-0000336,CARD-2994,431.28,Entertainment,7,19.8,1,0,0,187.69,15,Desktop,0
TXN-0000337,CARD-1406,1745.16,Gas,21,9.8,1,0,0,362.39,4,Mobile,0
TXN-0000338,CARD-1549,1665.44,Entertainment,11,459.1,1,0,0,229.26,10,POS,0
TXN-0000339,CARD-5889,2192.68,Healthcare,19,355.7,0,0,0,396,7,Mobile,0
TXN-0000340,CARD-8624,2262.87,Healthcare,13,155.9,1,0,0,193.26,14,,0
TXN-0000341,CARD-3886,1256.78,OnlineRetail,4,438.2,1,0,0,33.72,11,Mobile,0
TXN-0000342,CARD-3715,1459.79,Grocery,8,442.3,1,0,0,369.27,11,Desktop,0
TXN-0000343,CARD-7979,1056,OnlineRetail,11,172.8,1,1,0,53.46,2,Mobile,0
TXN-0000344,CARD-1189,1597.33,Travel,5,76.5,1,0,0,318.02,9,ATM,0
TXN-0000345,CARD-5088,1537.9,Healthcare,2,34.7,1,0,0,267.84,14,,0
TXN-0000346,CARD-7900,2237.45,Entertainment,1,390.8,0,0,0,108.82,1,Desktop,0
TXN-0000347,CARD-6338,1131.07,Grocery,21,241.2,0,0,0,59.01,7,POS,0
TXN-0000348,CARD-1311,2172.16,Travel,10,418.3,1,1,0,40.11,1,POS,0
TXN-0000349,CARD-9859,1378.09,Travel,11,,0,0,0,175.89,4,Mobile,0
TXN-0000350,CARD-3588,287.28,Grocery,5,,1,0,0,115.74,15,Mobile,0
TXN-0000351,CARD-7985,364.75,Grocery,0,303.3,1,0,0,35.65,4,Desktop,0
TXN-0000352,CARD-3929,1819.48,Travel,1,275.2,0,0,0,295.59,7,Mobile,0
TXN-0000353,CARD-2733,927.25,OnlineRetail,0,18.2,1,0,0,253.32,13,ATM,0
TXN-0000354,CARD-8116,806.96,Entertainment,14,35.4,1,0,0,358.07,9,Desktop,0
TXN-0000355,CARD-4412,2218.96,OnlineRetail,4,456.7,1,0,0,395.84,6,POS,0
TXN-0000356,CARD-8148,1556.63,Electronics,8,186.3,0,0,0,285.59,9,,0
TXN-0000357,CARD-7348,548.08,Healthcare,3,131.4,1,0,0,330.03,6,Desktop,0
TXN-0000358,CARD-3462,125.55,OnlineRetail,18,,0,0,0,29.79,1,POS,0
TXN-0000359,CARD-7963,651.33,Healthcare,19,244.6,1,0,0,265.09,11,Desktop,0
TXN-0000360,CARD-8861,496.51,Travel,14,417.6,1,0,0,71.23,14,ATM,0
TXN-0000361,CARD-5714,1205.9,Entertainment,19,311,0,0,0,148.36,11,POS,0
TXN-0000362,CARD-9852,1820.1,Gas,23,104.4,1,0,0,192.19,13,POS,0
TXN-0000363,CARD-9416,1621.01,Electronics,3,111.3,0,0,0,42.91,11,Desktop,0
TXN-0000364,CARD-3965,2337.99,Entertainment,19,435.2,1,0,0,32.48,9,POS,0
TXN-0000365,CARD-8806,2295.33,Restaurant,17,233,1,0,0,376.8,14,Desktop,1
TXN-0000366,CARD-9415,1661.84,Restaurant,23,407.7,1,0,0,99.45,6,,0
TXN-0000367,CARD-7165,1244.26,Gas,2,,1,0,0,82.48,2,,0
TXN-0000368,CARD-3731,102.09,Travel,21,285.4,1,0,0,270.62,3,Desktop,0
TXN-0000369,CARD-2216,2119.83,Grocery,12,,1,0,0,52.55,10,POS,0
TXN-0000370,CARD-4539,1881.32,Gas,8,98.8,0,0,0,381.84,7,POS,0
TXN-0000371,CARD-8428,1241.71,Grocery,13,348.2,0,0,0,77.13,11,Desktop,0
TXN-0000372,CARD-4713,2234.75,Healthcare,7,432.4,0,0,0,310.93,3,ATM,0
TXN-0000373,CARD-8675,860.78,Electronics,8,444.4,1,0,0,244.76,15,Mobile,0
TXN-0000374,CARD-6725,847.4,Entertainment,6,64.6,0,0,0,200.75,8,Desktop,0
TXN-0000375,CARD-4290,2034.26,Gas,4,411.4,1,0,0,316.78,2,Mobile,0
TXN-0000376,CARD-5431,1296.68,Grocery,11,79.2,1,0,0,111.5,4,Mobile,0
TXN-0000377,CARD-5070,598.08,Grocery,10,,0,0,0,333.64,4,ATM,0
TXN-0000378,CARD-1205,2242.41,Electronics,22,111.1,1,0,0,35.83,11,POS,0
TXN-0000379,CARD-1809,781.29,Entertainment,11,304.3,1,0,0,215.93,15,POS,0
TXN-0000380,CARD-9126,1915.09,Travel,17,178.6,0,0,0,45.72,9,POS,0
TXN-0000381,CARD-2560,693.36,Healthcare,7,422.4,1,0,0,192.93,5,POS,0
TXN-0000382,CARD-5649,665.5,Entertainment,16,201.8,0,0,0,306.66,3,Desktop,0
TXN-0000383,CARD-1018,1249.6,Travel,1,7.4,0,0,0,258.84,3,Mobile,0
TXN-0000384,CARD-7804,1562.98,Grocery,4,,1,1,0,280.65,8,ATM,0
TXN-0000385,CARD-8880,1740.96,Grocery,2,498.2,1,0,0,287.95,15,ATM,0
TXN-0000386,CARD-5616,951.64,Entertainment,1,285.3,0,0,0,211.77,10,Desktop,0
TXN-0000387,CARD-2354,65.17,Electronics,11,174.9,1,0,0,379.44,14,,0
TXN-0000388,CARD-1402,1475.93,Grocery,1,317.1,1,0,0,241.11,10,POS,0
TXN-0000389,CARD-4238,2216.92,Travel,17,83.2,0,0,0,322.3,11,POS,0
TXN-0000390,CARD-8628,2048.87,Restaurant,19,213.9,1,0,0,224.07,12,ATM,0
TXN-0000391,CARD-1119,577.64,Entertainment,18,483.6,1,0,0,225.77,4,Mobile,0
TXN-0000392,CARD-3258,2228.6,Grocery,6,103.6,1,0,0,186.56,9,,0
TXN-0000393,CARD-3689,1730.8,Grocery,9,326.6,1,1,0,233.31,9,Mobile,0
TXN-0000394,CARD-2687,2297.56,Entertainment,16,146.6,1,0,0,384.09,15,ATM,0
TXN-0000395,CARD-4008,1580.32,Restaurant,6,221,1,1,0,172.1,4,Desktop,1
TXN-0000396,CARD-2205,2426.4,Restaurant,6,174.6,0,0,0,88.82,8,,0
TXN-0000397,CARD-3484,300.54,Restaurant,3,,1,0,0,305.48,4,ATM,0
TXN-0000398,CARD-4372,2402.28,Gas,12,185.4,0,1,0,182.23,10,POS,0
TXN-0000399,CARD-1941,82.08,OnlineRetail,9,376,1,1,0,82.33,2,ATM,0
TXN-0000400,CARD-2792,749.09,Electronics,18,63.2,1,0,0,311.33,7,POS,0
TXN-0000401,CARD-5455,1480.58,Healthcare,8,256.4,1,0,0,39.4,7,Desktop,0
TXN-0000402,CARD-3854,2282.28,Entertainment,14,135.5,1,0,0,54,4,ATM,0
TXN-0000403,CARD-6273,970.47,Grocery,20,251.3,1,1,0,258.77,5,Desktop,0
TXN-0000404,CARD-5864,2438.19,Gas,6,302.6,1,0,0,107.3,5,ATM,0
TXN-0000405,CARD-9006,2231.84,Healthcare,7,444.8,1,0,0,328.17,8,Mobile,0
TXN-0000406,CARD-7652,239.69,Healthcare,2,459.6,0,0,0,366.82,10,,0
TXN-0000407,CARD-3240,426.46,Electronics,15,221.8,1,0,0,301.78,4,Mobile,0
TXN-0000408,CARD-5500,1544.05,OnlineRetail,22,446.1,1,0,0,226.78,5,Desktop,0
TXN-0000409,CARD-6404,21.76,Entertainment,12,275.5,0,0,0,229.71,10,Desktop,0
TXN-0000410,CARD-6052,10.26,Electronics,10,201.3,1,0,0,273.99,9,Desktop,0
TXN-0000411,CARD-8190,2285.51,Entertainment,15,101.4,1,0,0,175.69,8,Desktop,0
TXN-0000412,CARD-2165,1814.25,Gas,23,398.9,1,0,0,42.52,8,ATM,0
TXN-0000413,CARD-1099,560.74,Electronics,10,457.3,0,0,0,289.37,1,Mobile,0
TXN-0000414,CARD-5650,2273.56,Travel,17,384.9,1,0,0,321.83,5,POS,0
TXN-0000415,CARD-2618,267,Entertainment,3,179.3,1,0,0,373.57,12,Desktop,0
TXN-0000416,CARD-4842,807.03,Entertainment,13,448.4,1,0,0,341.58,3,Mobile,0
TXN-0000417,CARD-9271,2185.11,OnlineRetail,16,94.4,1,0,0,389.88,2,Desktop,0
TXN-0000418,CARD-4756,2365.75,Gas,7,128.2,0,0,0,199.51,8,Desktop,0
TXN-0000419,CARD-8920,2367.66,Grocery,0,407.4,0,0,0,273.3,9,ATM,0
TXN-0000420,CARD-1613,297.32,Grocery,9,265.6,1,0,0,199.66,14,Mobile,0
TXN-0000421,CARD-1896,967.26,Grocery,7,245.6,1,1,0,204.37,8,ATM,0
TXN-0000422,CARD-9214,1997.42,OnlineRetail,3,79.7,1,0,0,154.1,5,POS,0
TXN-0000423,CARD-3980,1239.59,OnlineRetail,12,434.9,0,0,0,272.95,2,,0
TXN-0000424,CARD-3063,2042.57,Gas,7,107.2,1,0,0,241.68,2,POS,0
TXN-0000425,CARD-5678,1337.97,Travel,21,145.2,1,0,0,73.89,11,Mobile,0
TXN-0000426,CARD-2660,38.05,Entertainment,14,144.4,0,0,0,143.99,2,Desktop,0
TXN-0000427,CARD-2766,754.36,Gas,1,351.9,0,0,0,77.06,13,POS,1
TXN-0000428,CARD-8266,1570.15,Grocery,23,297.9,1,0,0,236.27,8,Mobile,0
TXN-0000429,CARD-2203,2228.73,Electronics,7,380.9,1,0,0,313.94,3,Mobile,0
TXN-0000430,CARD-2406,130.61,Restaurant,0,371.7,1,1,0,221.47,6,,0
TXN-0000431,CARD-1095,664.1,Electronics,12,415.8,1,0,0,356.5,4,Desktop,0
TXN-0000432,CARD-2418,526.97,Travel,9,12.8,0,0,0,248.2,13,,1
TXN-0000433,CARD-5357,1590.3,Travel,9,400.1,1,0,1,276.66,6,Desktop,0
TXN-0000434,CARD-2963,1256.36,Electronics,7,8.4,0,0,0,88.75,6,Desktop,0
TXN-0000435,CARD-6451,1481.62,Electronics,10,9.9,1,0,0,30.7,4,POS,0
TXN-0000436,CARD-6183,611.68,Healthcare,18,,1,0,0,399.12,2,,0
TXN-0000437,CARD-2854,1449.19,Healthcare,14,412.3,0,0,0,313.98,11,Desktop,0
TXN-0000438,CARD-5268,408.76,Healthcare,15,247.8,0,0,0,393.39,10,Desktop,0
TXN-0000439,CARD-9942,638.86,Entertainment,19,446.4,1,0,0,321.27,13,,1
TXN-0000440,CARD-8692,356.04,Entertainment,2,400.9,1,0,0,127.95,12,POS,0
TXN-0000441,CARD-4818,1996.79,OnlineRetail,14,391.2,1,0,0,20.17,8,POS,0
TXN-0000442,CARD-3336,55.78,Restaurant,2,147.8,1,0,0,214.87,8,Mobile,0
TXN-0000443,CARD-4184,1316.72,Travel,16,263.8,0,0,0,288.12,6,Mobile,0
TXN-0000444,CARD-1700,877.75,Grocery,0,471.8,1,0,0,22.68,12,,1
TXN-0000445,CARD-6392,1779.12,Restaurant,8,368.2,0,0,0,326.17,2,Desktop,0
TXN-0000446,CARD-3103,2341.2,Entertainment,7,90,1,0,0,154.37,15,POS,0
TXN-0000447,CARD-4509,139.28,Healthcare,22,329.3,0,0,0,70.32,15,POS,0
TXN-0000448,CARD-1678,1525.89,OnlineRetail,23,193.5,1,0,0,217.76,4,Mobile,0
TXN-0000449,CARD-6875,1728.03,OnlineRetail,23,295.8,0,0,0,24.45,15,POS,0
TXN-0000450,CARD-3996,1292.68,Gas,8,463.9,1,0,0,357.29,10,ATM,0
TXN-0000451,CARD-3496,1723.16,OnlineRetail,21,292.8,1,0,0,94.55,15,ATM,0
TXN-0000452,CARD-6682,1048.14,Grocery,6,166.3,1,0,0,394.49,7,,0
TXN-0000453,CARD-6241,978.64,Gas,6,31.6,0,0,0,229.31,8,Desktop,0
TXN-0000454,CARD-8799,1348.42,OnlineRetail,16,436.3,0,0,0,236.78,14,ATM,0
TXN-0000455,CARD-4896,1618.21,Healthcare,1,,0,1,0,342.44,2,ATM,0
TXN-0000456,CARD-8786,1249.52,Healthcare,23,270.2,0,0,0,23.77,13,POS,1
TXN-0000457,CARD-5361,2152.74,OnlineRetail,2,237.2,1,0,0,131.14,3,Mobile,0
TXN-0000458,CARD-4807,1294.11,Restaurant,14,55.1,1,0,0,353.17,4,Desktop,0
TXN-0000459,CARD-9671,602.28,OnlineRetail,12,312.5,1,0,0,378.67,11,ATM,0
TXN-0000460,CARD-6165,1942.65,Electronics,14,,1,0,0,178.18,6,,0
TXN-0000461,CARD-8332,2420.59,Electronics,16,487.6,1,0,0,331.38,2,Mobile,0
TXN-0000462,CARD-2036,1260.3,Restaurant,2,259.6,0,0,0,153.35,14,POS,0
TXN-0000463,CARD-9143,2119.99,Healthcare,23,41.5,1,0,0,366.49,13,ATM,0
TXN-0000464,CARD-8511,480.79,Gas,8,67.7,1,0,0,386.11,5,Mobile,0
TXN-0000465,CARD-2846,1392.38,Healthcare,22,411,0,1,0,173.14,10,Mobile,0
TXN-0000466,CARD-8874,985.61,Travel,9,187.7,0,0,0,65.66,14,Mobile,0
TXN-0000467,CARD-4478,502.24,Restaurant,12,233.5,1,0,0,154.33,12,ATM,0
TXN-0000468,CARD-9416,2453.68,Healthcare,20,333.5,1,0,0,100.55,5,POS,0
TXN-0000469,CARD-1047,928.5,Gas,4,31.1,1,1,0,35.62,13,POS,0
TXN-0000470,CARD-2994,1979.55,OnlineRetail,8,108,1,1,0,201.3,3,Mobile,0
TXN-0000471,CARD-6292,1310.52,Entertainment,3,429.3,0,0,0,26.92,12,Mobile,0
TXN-0000472,CARD-6636,978.81,Electronics,15,294.9,1,0,0,383.75,7,POS,0
TXN-0000473,CARD-1226,971.33,Grocery,15,253.6,1,0,0,126.28,11,Mobile,0
TXN-0000474,CARD-9982,1719.2,Grocery,2,226.3,1,0,0,255.1,12,Desktop,1
TXN-0000475,CARD-9228,1768.7,Restaurant,8,368.6,1,0,0,388.06,9,Desktop,0
TXN-0000476,CARD-3179,839.35,Travel,12,375.5,0,0,0,90.37,3,ATM,0
TXN-0000477,CARD-2256,238.16,Travel,11,151.4,0,0,0,43.85,5,Desktop,0
TXN-0000478,CARD-8687,2132.16,Travel,4,440.2,1,0,0,40.35,12,Mobile,0
TXN-0000479,CARD-4192,860.33,Grocery,19,366.1,1,0,0,282.09,14,,0
TXN-0000480,CARD-9108,597.04,Restaurant,2,165,1,0,0,137.76,9,POS,0
TXN-0000481,CARD-3592,884.04,Gas,19,324.3,1,0,0,57.87,14,Desktop,0
TXN-0000482,CARD-2122,1100.98,Electronics,15,162.1,0,0,0,362.48,14,Desktop,0
TXN-0000483,CARD-8134,117.45,Grocery,17,337.2,1,0,0,262.55,1,ATM,0
TXN-0000484,CARD-5063,1496.82,Restaurant,1,237,1,0,0,346.25,12,Mobile,0
TXN-0000485,CARD-8831,910.75,Electronics,3,266.5,1,1,0,225.03,10,Desktop,0
TXN-0000486,CARD-2426,1273.08,Entertainment,10,471.5,0,0,0,93.93,12,Desktop,0
TXN-0000487,CARD-1060,1355.83,Entertainment,3,202.4,0,0,0,271.84,11,,0
TXN-0000488,CARD-1286,1387.1,Healthcare,18,56.2,0,1,0,365.78,1,Desktop,0
TXN-0000489,CARD-5246,829.24,Gas,16,166.2,0,0,0,377.96,6,,0
TXN-0000490,CARD-9461,1910.61,Gas,4,475.2,1,0,0,179.06,5,POS,0
TXN-0000491,CARD-4937,399.74,Entertainment,9,357.9,1,0,0,29.59,3,,0
TXN-0000492,CARD-8796,1725.81,Travel,23,440.7,1,0,0,333.92,5,Desktop,0
TXN-0000493,CARD-9194,911.37,Restaurant,0,384.9,1,0,0,221.9,13,ATM,0
TXN-0000494,CARD-8458,1250.87,Grocery,5,316.1,1,0,0,288.8,14,ATM,0
TXN-0000495,CARD-5999,918.64,Gas,5,279.2,1,0,0,67.96,15,Mobile,1
TXN-0000496,CARD-7168,240.73,Electronics,15,126.7,1,0,0,344.8,2,ATM,0
TXN-0000497,CARD-2023,1209.44,Electronics,5,118.3,0,0,0,306.21,14,Mobile,0
TXN-0000498,CARD-5420,2264.49,Healthcare,17,,1,0,0,128.28,13,Mobile,1
TXN-0000499,CARD-2254,1793.09,OnlineRetail,11,51,1,0,0,77.81,11,Desktop,0
TXN-0000500,CARD-4322,832.75,Electronics,23,271.6,1,0,0,134.37,8,Desktop,0
TXN-0000501,CARD-7880,1915.79,Restaurant,12,458.6,1,0,0,148.61,7,Desktop,0
TXN-0000502,CARD-6050,748.82,Entertainment,15,122.1,1,0,0,323.73,6,Mobile,0
TXN-0000503,CARD-2845,1286.05,Grocery,13,71.8,0,0,0,232.93,14,Desktop,0
TXN-0000504,CARD-7981,1767.27,Restaurant,4,267.2,0,0,0,334.25,12,POS,0
TXN-0000505,CARD-6465,563.93,OnlineRetail,13,,1,0,0,147.63,14,ATM,0
TXN-0000506,CARD-9787,2185.95,Grocery,2,133.3,1,1,0,170.78,15,POS,0
TXN-0000507,CARD-4392,1197.74,Restaurant,10,496.6,0,0,0,284.33,7,Mobile,0
TXN-0000508,CARD-6513,1168.29,OnlineRetail,4,216.2,1,0,0,229.18,4,Desktop,0
TXN-0000509,CARD-3522,1573.26,Restaurant,14,147.7,0,0,0,385.43,7,Desktop,0
TXN-0000510,CARD-7755,585.21,Travel,15,391.3,1,0,0,103.37,7,Mobile,0
TXN-0000511,CARD-7222,2254.96,Travel,0,475.1,1,0,0,120.33,14,,0
TXN-0000512,CARD-3239,505.77,Entertainment,9,375.1,0,0,0,186.6,13,ATM,0
TXN-0000513,CARD-8332,2417.19,Grocery,5,474.5,1,0,0,75.54,14,,0
TXN-0000514,CARD-1083,2385.89,Electronics,2,293.3,0,0,0,308.51,10,ATM,0
TXN-0000515,CARD-6580,915.09,OnlineRetail,21,352.8,0,0,0,226.84,1,,0
TXN-0000516,CARD-1921,506.99,Electronics,3,223.1,0,0,0,347.83,7,ATM,0
TXN-0000517,CARD-3625,2211.44,Healthcare,23,272.4,1,0,0,95.16,10,POS,0
TXN-0000518,CARD-7998,318.75,Gas,5,120.8,1,0,0,158.91,7,Mobile,0
TXN-0000519,CARD-6130,688.18,Travel,21,8.7,1,0,0,221.6,10,POS,0
TXN-0000520,CARD-7411,602.77,Gas,5,,0,1,0,260.36,8,POS,0
TXN-0000521,CARD-8028,1787.09,Electronics,7,95.3,1,0,0,312.32,13,Desktop,0
TXN-0000522,CARD-2090,2334.3,Grocery,11,,0,1,0,218.98,12,,0
TXN-0000523,CARD-6146,911.74,OnlineRetail,20,387,1,0,0,277.95,6,,0
TXN-0000524,CARD-1335,1335.45,Restaurant,1,25.3,1,0,0,73.57,7,POS,0
TXN-0000525,CARD-5947,1008.42,Grocery,8,464.3,0,0,0,393.98,13,Desktop,0
TXN-0000526,CARD-9347,2447.15,Restaurant,13,176.8,1,0,0,49.12,2,POS,0
TXN-0000527,CARD-5685,997,OnlineRetail,10,221,1,1,0,360.52,1,ATM,1
TXN-0000528,CARD-5075,481.49,OnlineRetail,22,292.3,1,1,0,91.67,1,,0
TXN-0000529,CARD-6775,1227.4,Gas,22,27.1,1,0,0,88.05,10,,0
TXN-0000530,CARD-9335,300.67,Electronics,11,40.8,0,0,0,23.56,6,Desktop,0
TXN-0000531,CARD-8095,302.76,Healthcare,22,57.8,0,0,0,303.84,15,POS,0
TXN-0000532,CARD-7969,2148.72,Restaurant,5,71.1,1,0,0,234.14,15,ATM,0
TXN-0000533,CARD-3109,2258.31,Grocery,3,136.1,1,0,0,308.48,4,Desktop,0
TXN-0000534,CARD-1194,1440.19,Restaurant,12,56.6,0,0,0,25.55,3,,0
TXN-0000535,CARD-1624,574.24,OnlineRetail,20,374.2,1,0,0,371.26,1,ATM,0
TXN-0000536,CARD-5560,1717.75,Electronics,23,318.7,1,0,0,141.3,5,Desktop,0
TXN-0000537,CARD-2421,371.69,OnlineRetail,16,116.2,0,0,0,249.59,2,,0
TXN-0000538,CARD-5969,1068.5,Electronics,11,306.3,0,0,0,159.2,3,,0
TXN-0000539,CARD-4631,1749.28,Grocery,18,494.3,0,0,0,203.59,5,POS,0
TXN-0000540,CARD-4067,1937.3,Restaurant,2,,0,0,0,112.39,3,POS,0
TXN-0000541,CARD-4427,1889.76,Travel,22,311.6,0,0,0,24.32,10,,0
TXN-0000542,CARD-1965,495.16,Restaurant,13,314.3,1,0,0,201.06,15,Mobile,0
TXN-0000543,CARD-5606,951.6,Electronics,12,388.1,1,0,0,166.34,15,Desktop,0
TXN-0000544,CARD-2691,1119.37,Travel,18,475.7,1,0,0,374.02,3,ATM,0
TXN-0000545,CARD-9385,1999.46,Travel,10,439.9,1,0,0,291.08,7,,0
TXN-0000546,CARD-3881,589.21,Healthcare,16,418.5,1,0,0,64.37,7,,0
TXN-0000547,CARD-9941,1831.78,OnlineRetail,2,458.4,0,0,0,92.02,3,Mobile,0
TXN-0000548,CARD-1455,503.55,Restaurant,8,49.4,1,0,0,26.66,14,POS,0
TXN-0000549,CARD-2224,2455.77,Travel,0,167.7,0,0,0,123.79,14,POS,0
TXN-0000550,CARD-4570,2176.37,Healthcare,5,281.7,1,0,0,92.1,14,Desktop,0
TXN-0000551,CARD-6004,2387.86,Electronics,19,86.9,1,0,0,174.88,5,Mobile,0
TXN-0000552,CARD-8325,1458.13,Healthcare,15,97.3,1,0,0,56.96,11,,0
TXN-0000553,CARD-1268,13.46,Electronics,15,93.5,1,0,0,203.53,11,POS,0
TXN-0000554,CARD-6091,1094.08,Healthcare,23,428.2,1,0,0,292.28,1,Desktop,0
TXN-0000555,CARD-7813,1974.73,Electronics,0,345.8,0,0,0,200.86,1,Mobile,0
TXN-0000556,CARD-8500,447.25,Restaurant,11,365.1,1,0,0,97.95,4,Mobile,0
TXN-0000557,CARD-5099,188.52,OnlineRetail,23,186.2,1,0,0,66.99,3,ATM,0
TXN-0000558,CARD-2265,1294.77,OnlineRetail,13,250.4,1,0,0,380.15,8,POS,0
TXN-0000559,CARD-9149,1392.22,OnlineRetail,11,426.7,0,0,0,299.61,11,Desktop,0
TXN-0000560,CARD-3436,1508.42,Entertainment,12,419.4,1,0,0,140.86,1,POS,0
TXN-0000561,CARD-6749,1955.77,Healthcare,20,123.5,1,0,0,234.57,15,,0
TXN-0000562,CARD-9932,710.15,Travel,15,87.1,0,0,0,26.19,12,,0
TXN-0000563,CARD-6493,2126.78,Gas,19,403.5,1,0,0,235.84,10,Mobile,0
TXN-0000564,CARD-7340,2304.82,Healthcare,20,383.3,0,0,0,123.13,15,Desktop,0
TXN-0000565,CARD-8312,1416.27,Grocery,5,481.2,0,0,0,140.32,14,Mobile,0
TXN-0000566,CARD-4730,2245.18,Travel,5,414.5,0,1,0,399.04,8,Desktop,0
TXN-0000567,CARD-4194,23.71,Travel,21,478.1,0,0,0,297.36,3,Mobile,0
TXN-0000568,CARD-1280,1691.35,Electronics,3,366.5,1,1,0,152.53,15,ATM,0
TXN-0000569,CARD-4834,2264.56,OnlineRetail,19,495.2,0,0,0,309.42,8,Mobile,0
TXN-0000570,CARD-6607,1011.58,Gas,23,409.5,0,1,0,227.35,3,POS,0
