UserId,ContentId,ContentType,WatchDurationPct,PreviousEngagements,ContentAgeDays,CreatorFollowers,HasSubtitles,DeviceType,EngagementScore
USR-4897,CNT-000349,Video,96.3,15,445,2874065,1,Tablet,0.7715
USR-5524,CNT-000350,Podcast,0.1,20,194,1473876,1,Mobile,0.3105
USR-8171,CNT-000351,Article,91.2,10,196,2039337,1,TV,0.606
USR-3407,CNT-000352,Podcast,44.4,6,196,228318,1,Desktop,0.43
USR-2208,CNT-000353,Video,4.2,27,112,4229195,0,TV,0.397
USR-2411,CNT-000354,LiveStream,41.5,32,168,3863805,1,Tablet,0.5535
USR-5344,CNT-000355,Article,27.4,21,423,1735456,1,Mobile,0.445
USR-9604,CNT-000356,Podcast,23,41,684,1524002,0,Mobile,0.673
USR-2655,CNT-000357,LiveStream,49.3,45,201,2665960,1,Desktop,0.8365
USR-1984,CNT-000358,Video,1.9,40,48,1135253,1,TV,0.5095
USR-6838,CNT-000359,Podcast,57,38,335,168404,1,Desktop,0.699
USR-4081,CNT-000360,Article,24.4,24,434,1185895,0,Tablet,0.364
USR-6882,CNT-000361,Article,15.8,22,329,2151740,1,TV,0.445
USR-3505,CNT-000362,Podcast,81.6,9,498,417856,1,TV,0.66
USR-1734,CNT-000363,Podcast,88.8,17,32,2545668,0,Tablet,0.8
USR-4782,CNT-000364,LiveStream,98.2,12,630,1422158,0,Mobile,0.667
USR-1564,CNT-000365,Podcast,80.8,14,143,2791748,0,Desktop,0.706
USR-2441,CNT-000366,LiveStream,6.1,45,454,1460213,1,Tablet,0.4905
USR-5752,CNT-000367,Podcast,73.8,40,220,3826191,1,Mobile,0.789
USR-5623,CNT-000368,Video,6.6,3,716,2087360,0,Mobile,0.237
USR-1879,CNT-000369,Podcast,84.7,17,115,1872807,1,Desktop,0.6795
USR-5773,CNT-000370,Podcast,16.1,18,432,392792,1,Tablet,0.4045
USR-6549,CNT-000371,Podcast,91.6,20,169,2426077,0,TV,0.848
USR-1263,CNT-000372,Podcast,83.7,8,532,992518,0,Desktop,0.6825
USR-9949,CNT-000373,LiveStream,27,7,611,4559223,0,Desktop,0.291
USR-2836,CNT-000374,LiveStream,23.3,23,309,4018621,0,Mobile,0.5005
USR-7547,CNT-000375,Video,36.8,41,646,1059092,1,Mobile,0.702
USR-4990,CNT-000376,LiveStream,97.4,39,60,2060772,0,TV,0.929
USR-7974,CNT-000377,LiveStream,42.1,21,137,2568657,0,Mobile,0.5485
USR-1025,CNT-000378,LiveStream,49.6,1,513,4763845,1,TV,0.516
USR-1086,CNT-000379,Podcast,46.2,32,274,3814867,1,TV,0.547
USR-3273,CNT-000380,Video,35,19,323,1781294,1,Desktop,0.617
USR-2839,CNT-000381,Podcast,74.9,20,247,2129251,1,TV,0.6845
USR-4567,CNT-000382,LiveStream,45.1,6,497,1944478,0,Desktop,0.4935
USR-2545,CNT-000383,Article,48.6,36,367,32344,1,TV,0.601
USR-6658,CNT-000384,Article,41.1,43,518,3243012,0,Tablet,0.8195
USR-1270,CNT-000385,Video,21.7,29,455,2356570,0,Desktop,0.4805
USR-7906,CNT-000386,LiveStream,8.1,45,152,4374997,0,Mobile,0.4605
USR-9185,CNT-000387,LiveStream,0.1,50,584,3738666,1,Mobile,0.4705
USR-4810,CNT-000388,Article,92.1,20,301,3137920,1,Mobile,0.6305
USR-7019,CNT-000389,Article,90,13,93,621108,0,TV,0.604
USR-8847,CNT-000390,Video,78.7,8,594,2006726,1,Tablet,0.5575
USR-4037,CNT-000391,Podcast,44.1,0,591,3182351,0,Tablet,0.5005
USR-1223,CNT-000392,LiveStream,4.6,6,384,192485,0,Mobile,0.191
USR-3521,CNT-000393,Article,59.9,5,364,4980396,0,TV,0.5395
USR-7789,CNT-000394,LiveStream,68.9,7,430,2975794,1,TV,0.5205
USR-5625,CNT-000395,LiveStream,43.9,30,498,3749177,0,Tablet,0.5695
USR-5731,CNT-000396,Podcast,3.9,5,142,1599898,1,Mobile,0.0595
USR-7010,CNT-000397,Podcast,43.1,29,465,4517732,1,TV,0.5675
USR-4263,CNT-000398,LiveStream,31.5,25,146,876582,1,Tablet,0.5275
USR-6585,CNT-000399,LiveStream,36.6,22,225,4949572,1,Desktop,0.379
USR-3079,CNT-000400,Podcast,62.2,21,423,739362,1,Tablet,0.749
USR-3870,CNT-000401,Article,6.1,23,658,2938290,0,Desktop,0.2645
USR-2470,CNT-000402,Article,70.2,29,563,2105828,0,TV,0.683
USR-6680,CNT-000403,Video,64.7,49,27,2189477,1,Desktop,0.9855
USR-6385,CNT-000404,Video,27.9,23,581,1932630,1,TV,0.4335
USR-7820,CNT-000405,LiveStream,64.7,20,104,389690,0,Mobile,0.7535
USR-7627,CNT-000406,LiveStream,32.3,0,175,1925897,0,TV,0.2015
USR-9980,CNT-000407,Podcast,8.5,43,418,4128980,1,TV,0.5865
USR-5889,CNT-000408,Video,44,37,65,3735871,0,Desktop,0.806
USR-2089,CNT-000409,LiveStream,2.7,11,513,759724,1,Desktop,0.2515
USR-9790,CNT-000410,Podcast,20.3,3,421,3722297,1,TV,0.1355
USR-4955,CNT-000411,Video,97.5,24,7,1001619,1,Desktop,0.9695
USR-7316,CNT-000412,LiveStream,12,0,479,2538550,1,Desktop,0.29
USR-5335,CNT-000413,LiveStream,71,32,681,4915833,0,Tablet,0.671
USR-4124,CNT-000414,LiveStream,35,39,177,4281760,0,Tablet,0.527
USR-4831,CNT-000415,Video,25.7,37,266,3449910,0,TV,0.6645
USR-3254,CNT-000416,Video,23.6,49,280,302521,0,Desktop,0.52
USR-2890,CNT-000417,Article,69.1,37,248,32672,1,TV,0.8415
USR-1952,CNT-000418,Article,13.3,18,637,2539404,0,Desktop,0.2905
USR-5318,CNT-000419,Video,41.6,46,136,1784088,1,Mobile,0.846
USR-1310,CNT-000420,LiveStream,71.4,1,436,2498239,1,Tablet,0.395
USR-6029,CNT-000421,Video,30.7,14,300,2744069,1,Desktop,0.3555
USR-4617,CNT-000422,Video,33.3,1,329,2558701,1,Mobile,0.2645
USR-8275,CNT-000423,Video,22.3,36,511,1528666,1,Mobile,0.4795
USR-1897,CNT-000424,Video,12.4,40,191,4117698,1,TV,0.502
USR-4630,CNT-000425,Article,27.2,22,640,2901724,1,Tablet,0.552
USR-1094,CNT-000426,LiveStream,19.6,11,336,2567953,0,Tablet,0.316
USR-9156,CNT-000427,Article,31.4,5,481,2019475,1,Desktop,0.277
USR-7318,CNT-000428,Video,16.5,49,660,3286866,0,Mobile,0.6745
USR-4744,CNT-000429,Video,49.6,20,474,3245366,1,Tablet,0.518
USR-7271,CNT-000430,Article,44.3,21,540,1638212,1,Desktop,0.4195
USR-7523,CNT-000431,LiveStream,91.4,39,336,1404698,0,Desktop,0.809
USR-3521,CNT-000432,Article,89.3,2,530,2491364,0,TV,0.7125
USR-1960,CNT-000433,Podcast,38,11,375,3479603,1,Desktop,0.558
USR-4613,CNT-000434,Video,43.1,36,329,2559000,1,Mobile,0.7735
USR-4253,CNT-000435,Podcast,64.8,30,39,4742323,0,Mobile,0.654
USR-3521,CNT-000436,LiveStream,4.7,41,330,1620765,1,Desktop,0.5115
USR-3056,CNT-000437,Podcast,69.9,2,162,2741092,0,Mobile,0.4755
USR-2887,CNT-000438,Video,29.2,15,216,511373,1,Desktop,0.426
USR-7538,CNT-000439,Video,4,26,170,4819237,0,Mobile,0.288
USR-6351,CNT-000440,Video,7.3,8,206,3961649,0,TV,0.3205
USR-4214,CNT-000441,Video,20.9,34,397,1306185,0,TV,0.6565
USR-3488,CNT-000442,Video,41.8,1,362,2366756,0,Tablet,0.517
USR-2976,CNT-000443,Podcast,46.9,27,366,2388395,0,Mobile,0.6705
USR-1567,CNT-000444,LiveStream,5.7,0,424,4661921,1,Mobile,0.1885
USR-4758,CNT-000445,LiveStream,56.2,37,231,1950297,0,TV,0.867
USR-9760,CNT-000446,Article,26.4,10,102,1914734,1,Mobile,0.362
USR-6044,CNT-000447,Article,32.9,0,164,4570381,1,Tablet,0.3345
USR-8331,CNT-000448,Podcast,55.2,47,502,4569880,0,Desktop,0.742
USR-7100,CNT-000449,Video,37.2,23,317,3721630,0,Mobile,0.53
USR-1922,CNT-000450,Podcast,23.9,30,215,3056139,0,Desktop,0.4295
USR-3307,CNT-000451,Article,36,27,271,1344684,1,TV,0.676
USR-5461,CNT-000452,Video,0.9,39,306,4369634,1,Tablet,0.5065
USR-6531,CNT-000453,Podcast,34.8,27,114,3955878,0,Tablet,0.64
USR-4514,CNT-000454,Video,63.6,19,408,4096857,0,Mobile,0.75
USR-2279,CNT-000455,LiveStream,38.4,11,330,3821474,1,Tablet,0.45
USR-1450,CNT-000456,LiveStream,2.9,40,553,4603415,0,TV,0.4545
USR-5044,CNT-000457,Video,63.2,11,720,2537095,1,TV,0.454
USR-4952,CNT-000458,Article,44,30,359,2860489,0,TV,0.64
USR-8095,CNT-000459,LiveStream,94.1,24,252,2181136,1,Tablet,0.8325
USR-6161,CNT-000460,Video,68.2,18,370,3363856,0,Desktop,0.495
USR-6603,CNT-000461,Podcast,83.4,34,227,1173625,1,Mobile,0.849
USR-4644,CNT-000462,LiveStream,45.2,27,373,404595,0,Desktop,0.442
USR-8642,CNT-000463,Podcast,56.8,6,180,1749746,0,Desktop,0.542
USR-9162,CNT-000464,Podcast,47.7,21,10,4891675,0,Tablet,0.6065
USR-8736,CNT-000465,LiveStream,49.7,26,157,3470297,1,Mobile,0.5365
USR-6708,CNT-000466,Podcast,84.6,25,192,2414066,1,TV,0.883
USR-1799,CNT-000467,Article,58.3,30,671,4137571,1,Tablet,0.7115
USR-7962,CNT-000468,Article,64.5,32,410,4757154,1,Tablet,0.6185
USR-3441,CNT-000469,Podcast,49,10,449,1004875,1,Desktop,0.615
USR-5759,CNT-000470,Article,53,21,568,3177037,0,Tablet,0.693
USR-8516,CNT-000471,Podcast,79.1,35,138,2222476,1,Tablet,0.7255
USR-2679,CNT-000472,Podcast,65.3,33,728,1389370,1,TV,0.6805
USR-7847,CNT-000473,Video,67.2,21,702,636022,1,Mobile,0.664
USR-1567,CNT-000474,Podcast,31.2,37,510,3281975,1,Desktop,0.652
USR-6178,CNT-000475,Article,42.4,23,507,2244234,0,Tablet,0.576
USR-7781,CNT-000476,Article,7.3,48,340,1019344,0,TV,0.7105
USR-9805,CNT-000477,Article,58.4,31,527,2354809,0,Tablet,0.72
USR-6597,CNT-000478,LiveStream,26.7,6,300,2618285,1,Desktop,0.3515
USR-9060,CNT-000479,LiveStream,46.3,7,275,2576951,0,TV,0.5075
USR-9036,CNT-000480,Video,25.9,29,294,1055509,1,Tablet,0.5715
USR-4001,CNT-000481,Podcast,74.8,8,44,1021716,0,TV,0.538
USR-7766,CNT-000482,Video,23.4,3,713,3598130,0,Desktop,0.391
USR-9121,CNT-000483,Article,80.7,30,454,2635236,0,Mobile,0.6635
USR-7160,CNT-000484,Video,34.1,2,691,621182,0,Tablet,0.4265
USR-8274,CNT-000485,LiveStream,10.5,44,285,225989,1,Desktop,0.4745
USR-6552,CNT-000486,Article,33.6,37,500,2997121,1,Tablet,0.694
USR-3728,CNT-000487,Article,58.5,19,66,2739980,0,Mobile,0.6245
USR-6467,CNT-000488,Article,40.1,41,298,2798987,1,Tablet,0.6485
USR-6000,CNT-000489,Article,81.8,35,507,1397110,0,Tablet,0.969
USR-3897,CNT-000490,Video,60.3,21,646,185126,1,Mobile,0.6695
USR-4116,CNT-000491,LiveStream,44.9,20,250,128483,1,Mobile,0.6245
USR-6678,CNT-000492,Video,7.1,6,543,2581444,0,Mobile,0.3535
USR-4605,CNT-000493,Article,83.5,42,42,4530527,1,Mobile,0.9335
USR-6855,CNT-000494,LiveStream,88.1,9,379,391197,1,Mobile,0.7325
USR-4836,CNT-000495,LiveStream,91.6,11,270,883308,1,Tablet,0.786
USR-9850,CNT-000496,Video,36.2,40,285,3348934,1,Tablet,0.771
USR-7865,CNT-000497,Article,99.7,20,561,218169,1,Mobile,0.8785
USR-7956,CNT-000498,Article,73,46,720,4731801,1,Desktop,0.743
USR-5341,CNT-000499,Video,74.5,45,472,3482872,0,Tablet,0.8425
USR-9549,CNT-000500,Article,30.8,0,608,4767110,0,TV,0.384
USR-2623,CNT-000501,LiveStream,44.1,46,329,3372132,1,TV,0.7585
USR-6615,CNT-000502,LiveStream,79.7,8,287,638750,1,Desktop,0.7225
USR-5683,CNT-000503,LiveStream,15.3,36,384,2392995,0,Mobile,0.6545
USR-2014,CNT-000504,Video,20.7,48,691,438105,1,Mobile,0.5375
USR-1928,CNT-000505,Podcast,14.3,24,530,3020308,1,Desktop,0.4435
USR-6875,CNT-000506,Article,54.1,43,156,3998737,0,TV,0.8245
USR-2344,CNT-000507,Video,62,16,648,1447287,1,TV,0.648
USR-7740,CNT-000508,LiveStream,34.3,4,335,492060,0,Desktop,0.4635
USR-6460,CNT-000509,Podcast,25.2,3,174,128008,1,Desktop,0.37
USR-6716,CNT-000510,Video,39.6,14,276,4421931,1,Desktop,0.5
USR-7623,CNT-000511,Article,41.4,1,394,2310619,1,TV,0.365
USR-7542,CNT-000512,Video,71.3,46,320,4853891,1,Desktop,0.8045
USR-1807,CNT-000513,Article,2.5,15,333,3988825,1,Tablet,0.2825
USR-4458,CNT-000514,Video,9.6,31,264,3755665,1,TV,0.446
USR-2168,CNT-000515,LiveStream,4,26,590,4191165,1,TV,0.268
USR-3824,CNT-000516,Article,75.5,10,152,1883290,1,Desktop,0.4675
USR-8681,CNT-000517,Podcast,86.9,8,352,856540,0,Mobile,0.6985
USR-1924,CNT-000518,Video,24.3,42,359,2187035,1,TV,0.6975
USR-2107,CNT-000519,Video,91.8,31,378,2456565,1,Mobile,0.827
USR-3605,CNT-000520,LiveStream,22.9,14,690,3975930,0,TV,0.4865
USR-6632,CNT-000521,LiveStream,32.4,31,421,2102967,1,Desktop,0.43
USR-5276,CNT-000522,Podcast,15.1,45,84,1759118,0,TV,0.7155
USR-2583,CNT-000523,LiveStream,58.5,13,723,2892728,1,TV,0.4465
USR-9031,CNT-000524,Video,98.5,40,394,2094753,1,Tablet,0.9725
USR-8327,CNT-000525,Podcast,4.5,16,14,4710997,0,Tablet,0.3805
USR-9473,CNT-000526,Article,74.8,43,167,256731,1,Tablet,0.888
USR-3185,CNT-000527,Article,62.6,26,145,2689668,0,Mobile,0.781
USR-7464,CNT-000528,Article,82.1,27,450,1311288,0,Desktop,0.7365
USR-1796,CNT-000529,Video,78.1,11,255,4893266,0,Desktop,0.6985
USR-6549,CNT-000530,LiveStream,79,8,453,3499574,0,Mobile,0.619
USR-7383,CNT-000531,Article,37.4,37,236,2554904,1,Tablet,0.533
USR-6199,CNT-000532,Article,0.7,7,329,2491539,1,TV,0.2695
USR-7009,CNT-000533,Video,33.4,34,415,4700382,1,Tablet,0.599
USR-2893,CNT-000534,Article,41.7,24,388,2027650,1,TV,0.4105
USR-4551,CNT-000535,Article,61,37,179,2889368,1,Tablet,0.901
USR-8076,CNT-000536,Article,68.3,22,345,1592127,1,Mobile,0.5375
USR-1360,CNT-000537,LiveStream,15.6,23,134,882911,0,Desktop,0.342
USR-2596,CNT-000538,LiveStream,97.2,33,217,450281,1,TV,0.86
USR-7340,CNT-000539,Article,17.2,36,359,364686,0,Desktop,0.564
USR-1891,CNT-000540,Podcast,48.8,36,448,546347,0,Desktop,0.742
USR-5460,CNT-000541,Video,33.9,17,40,1206456,0,Tablet,0.5455
USR-2329,CNT-000542,Video,52.3,39,190,551683,1,TV,0.7535
USR-7691,CNT-000543,Podcast,14.1,37,497,634086,0,Desktop,0.6065
USR-3798,CNT-000544,LiveStream,2.9,46,490,2916502,1,Tablet,0.5725
USR-2660,CNT-000545,Article,83.9,9,438,1095884,0,Desktop,0.6315
USR-3020,CNT-000546,Article,55.6,6,304,1524973,1,Mobile,0.626
USR-2984,CNT-000547,Video,52,22,578,613179,1,Mobile,0.606
USR-3844,CNT-000548,Video,79.9,9,190,2746814,1,Tablet,0.5215
USR-6008,CNT-000549,Podcast,75.7,23,9,4347538,0,Mobile,0.6025
USR-3725,CNT-000550,Podcast,7.1,49,59,885507,0,Tablet,0.6775
USR-8982,CNT-000551,Podcast,0.5,8,452,786831,0,Mobile,0.2665
USR-6309,CNT-000552,Podcast,18.7,49,378,4194931,1,Mobile,0.5455
USR-5429,CNT-000553,LiveStream,92.5,7,671,1425329,0,Tablet,0.6385
USR-3444,CNT-000554,Video,36,8,7,4026848,1,Desktop,0.394
USR-4467,CNT-000555,LiveStream,33.2,20,215,1034128,1,TV,0.456
USR-7820,CNT-000556,Video,53.8,19,71,80240,0,Desktop,0.681
USR-4903,CNT-000557,Podcast,38,41,61,2729875,0,TV,0.718
USR-9151,CNT-000558,Podcast,87,48,3,4421871,1,TV,1
USR-7901,CNT-000559,Video,19.5,20,19,2039245,1,Desktop,0.3175
USR-4323,CNT-000560,Podcast,31.3,25,665,3275868,0,Mobile,0.5765
USR-5304,CNT-000561,LiveStream,23.6,38,445,1146139,1,Mobile,0.612
USR-5870,CNT-000562,Video,33.1,17,375,1459109,1,TV,0.5015
USR-2952,CNT-000563,LiveStream,10.7,28,1,4136031,1,Mobile,0.3475
USR-3169,CNT-000564,LiveStream,33.4,8,712,181148,0,Tablet,0.411
USR-4563,CNT-000565,Podcast,59.9,40,636,1315589,0,Mobile,0.9095
USR-2687,CNT-000566,Video,43.8,44,518,3060543,0,Tablet,0.871
USR-9074,CNT-000567,LiveStream,31.2,41,10,571842,0,Mobile,0.594
USR-1298,CNT-000568,Podcast,88,40,674,901701,1,Tablet,0.84
USR-3602,CNT-000569,LiveStream,41.8,36,211,4724506,1,Tablet,0.697
USR-3522,CNT-000570,Article,85.7,29,535,2684591,1,Tablet,0.9505
USR-6798,CNT-000571,Podcast,81.8,42,484,3739980,1,Tablet,0.975
USR-8916,CNT-000572,LiveStream,49.2,26,320,288839,1,Mobile,0.654
USR-6403,CNT-000573,Article,16,24,130,3764723,1,Desktop,0.282
USR-4228,CNT-000574,Podcast,84.3,19,590,584853,1,Mobile,0.8235
USR-5089,CNT-000575,Podcast,16.1,28,547,2530125,0,Desktop,0.4845
USR-6917,CNT-000576,LiveStream,73.3,20,343,3755518,1,TV,0.5665
USR-9545,CNT-000577,Video,16,33,576,1976757,0,Desktop,0.614
USR-2054,CNT-000578,Article,15.9,19,123,201418,1,TV,0.4615
USR-4790,CNT-000579,Video,57.5,17,52,2839744,0,Mobile,0.5335
USR-5780,CNT-000580,Video,33.1,40,477,241304,1,Desktop,0.6055
USR-3102,CNT-000581,Article,52,24,727,3375104,1,Desktop,0.682
USR-2635,CNT-000582,Article,38.5,3,218,547316,0,Tablet,0.3765
USR-8684,CNT-000583,Video,31.8,6,24,2624086,1,TV,0.237
USR-1369,CNT-000584,LiveStream,73.2,4,518,403435,1,TV,0.448
USR-4036,CNT-000585,Podcast,7.2,31,592,65048,1,Mobile,0.334
USR-8342,CNT-000586,Article,82.2,41,631,1719481,0,TV,0.789
USR-3830,CNT-000587,Video,13.9,21,525,2305157,1,TV,0.2775
USR-2173,CNT-000588,LiveStream,56.7,4,216,3150095,0,TV,0.4255
USR-4961,CNT-000589,Article,80,26,496,231641,0,Mobile,0.828
USR-7808,CNT-000590,Article,63,50,388,3798697,0,Tablet,0.945
USR-6149,CNT-000591,LiveStream,35.9,43,623,2384271,0,Mobile,0.6935
USR-8499,CNT-000592,LiveStream,16.9,16,508,1712275,1,Desktop,0.5125
USR-7129,CNT-000593,Article,89.1,43,587,4307321,1,Desktop,0.9995
USR-3259,CNT-000594,Podcast,90.4,26,553,4225722,1,Mobile,0.73
USR-2272,CNT-000595,Video,17.5,20,300,3440427,0,Mobile,0.5275
USR-6305,CNT-000596,Podcast,64.3,23,305,4590517,0,Tablet,0.5155
USR-3037,CNT-000597,LiveStream,47.8,34,673,4724251,1,Mobile,0.721
USR-1868,CNT-000598,Podcast,39.4,15,139,2306068,0,TV,0.357
USR-3690,CNT-000599,LiveStream,11.2,17,518,3470324,1,Desktop,0.442
USR-8030,CNT-000600,LiveStream,30.2,24,206,2478890,1,TV,0.363
USR-1329,CNT-000601,Article,64.5,14,524,3726399,1,TV,0.6545
USR-4080,CNT-000602,LiveStream,24.5,5,71,1393740,0,Mobile,0.2625
USR-5474,CNT-000603,Article,88.8,35,300,3884298,0,Mobile,0.964
USR-3057,CNT-000604,Article,57.4,37,590,2870194,0,Mobile,0.653
USR-4661,CNT-000605,LiveStream,72.1,20,553,835755,0,Desktop,0.6205
USR-7632,CNT-000606,LiveStream,74.5,35,163,4393762,0,Mobile,0.8925
USR-1150,CNT-000607,Podcast,21.5,44,191,4123215,0,Mobile,0.6995
USR-9879,CNT-000608,Article,75.9,45,247,2798339,0,TV,0.9395
USR-7061,CNT-000609,Podcast,13.9,11,498,2178891,1,Desktop,0.2275
USR-7446,CNT-000610,Article,65.1,12,433,4153081,0,Desktop,0.5615
USR-8272,CNT-000611,Video,50.2,22,4,55787,1,Desktop,0.537
USR-7804,CNT-000612,Video,94.8,42,447,3733364,1,TV,0.98
USR-4532,CNT-000613,Article,35.7,43,673,2670344,1,Desktop,0.5625
USR-2615,CNT-000614,Article,26.3,12,17,1540752,1,Mobile,0.3575
USR-1063,CNT-000615,Podcast,14.6,5,227,1515054,1,Tablet,0.153
USR-9891,CNT-000616,Video,7.7,1,612,1917385,1,Desktop,0.0665
USR-5488,CNT-000617,LiveStream,53,30,104,781176,1,Desktop,0.585
USR-3483,CNT-000618,LiveStream,82.7,35,299,1120393,1,Mobile,0.7035
USR-2187,CNT-000619,LiveStream,11.2,4,462,4025290,1,Tablet,0.128
USR-8059,CNT-000620,Video,78.9,29,88,2099021,0,TV,0.9265
USR-1254,CNT-000621,Article,28.6,48,587,2628421,0,Desktop,0.727
USR-9165,CNT-000622,Podcast,19,27,52,846314,0,TV,0.501
USR-6580,CNT-000623,Podcast,68.9,1,254,148162,0,Mobile,0.4825
USR-3564,CNT-000624,Podcast,61.2,44,373,4276545,1,Tablet,0.878
USR-9407,CNT-000625,LiveStream,43.2,21,560,1640087,1,Tablet,0.624
USR-8319,CNT-000626,Article,49,22,282,497378,0,Desktop,0.641
USR-7968,CNT-000627,Video,6.2,50,66,2187399,1,Desktop,0.561
USR-3331,CNT-000628,Video,83.1,47,474,3819447,1,TV,1
USR-9900,CNT-000629,LiveStream,7.1,29,575,2440712,0,Desktop,0.4275
USR-7532,CNT-000630,Article,12.5,20,638,1329851,1,Mobile,0.4725
USR-8151,CNT-000631,Video,42.5,5,7,4614320,0,Desktop,0.4925
USR-7753,CNT-000632,Article,51,40,65,2987394,0,Desktop,0.835
USR-4005,CNT-000633,LiveStream,65.8,41,79,4524579,1,TV,0.737
USR-1837,CNT-000634,Podcast,71.3,34,350,1471118,0,Mobile,0.8085
USR-9397,CNT-000635,Podcast,77.1,20,420,890681,1,TV,0.8455
USR-2562,CNT-000636,Video,3.2,48,679,3025865,1,Tablet,0.65
USR-2888,CNT-000637,Article,16.3,10,320,358609,1,Mobile,0.3715
USR-5457,CNT-000638,Podcast,74,21,309,4567996,1,Tablet,0.828
USR-5390,CNT-000639,LiveStream,92.6,38,231,812738,1,Tablet,0.907
USR-7002,CNT-000640,LiveStream,57.8,13,503,1136840,1,Mobile,0.573
USR-8500,CNT-000641,LiveStream,7.4,37,577,497007,1,TV,0.353
USR-7444,CNT-000642,LiveStream,67.4,2,435,3045315,0,Mobile,0.553
USR-9632,CNT-000643,LiveStream,86.2,18,68,4786461,1,Mobile,0.765
USR-1962,CNT-000644,Podcast,51.5,22,546,3230714,1,TV,0.7335
USR-2467,CNT-000645,LiveStream,20.5,8,35,2718080,0,Tablet,0.2165
USR-3138,CNT-000646,Podcast,23.7,43,317,3812595,1,Tablet,0.6825
USR-2727,CNT-000647,LiveStream,3.9,38,218,879710,0,Mobile,0.4435
USR-3069,CNT-000648,Video,74.9,2,217,3711803,0,Desktop,0.6305
USR-4705,CNT-000649,LiveStream,76.3,3,589,317369,1,Desktop,0.6955
USR-4884,CNT-000650,Podcast,15.3,19,695,4476872,1,Tablet,0.2585
USR-2450,CNT-000651,Video,85.1,48,12,594767,0,Desktop,1
USR-4240,CNT-000652,LiveStream,92.8,48,497,3754976,1,Tablet,0.998
USR-8030,CNT-000653,Article,66.6,42,79,4240991,1,Desktop,0.889
USR-1191,CNT-000654,Podcast,3.4,26,203,573034,1,TV,0.255
USR-2212,CNT-000655,Article,23.7,22,634,1692329,1,TV,0.5345
USR-2910,CNT-000656,LiveStream,48.6,31,468,1569132,1,Tablet,0.711
USR-5908,CNT-000657,Article,21,14,455,1880740,0,Mobile,0.457
USR-6519,CNT-000658,Podcast,1.9,7,531,3211324,1,Desktop,0.2055
USR-9923,CNT-000659,Article,35.3,21,156,48729,0,Mobile,0.4445
USR-3430,CNT-000660,Article,89.4,22,548,4278734,0,Desktop,0.673
USR-1614,CNT-000661,Video,62,15,445,1040364,1,Mobile,0.55
USR-9524,CNT-000662,Article,25.8,11,612,4361398,1,TV,0.287
USR-3506,CNT-000663,Podcast,32.4,6,608,66108,1,Tablet,0.51
USR-6533,CNT-000664,Article,89.9,26,474,4648006,0,Mobile,0.8975
USR-4028,CNT-000665,Article,6.5,45,393,2931304,0,Desktop,0.6225
USR-7617,CNT-000666,Podcast,89.1,50,423,98114,1,Mobile,0.8455
USR-7739,CNT-000667,Podcast,45.7,25,709,4712099,1,TV,0.6385
USR-9601,CNT-000668,Podcast,7.6,2,105,412274,0,Mobile,0.074
USR-8934,CNT-000669,LiveStream,61.2,31,48,2600670,1,TV,0.844
USR-6142,CNT-000670,Article,25.3,32,343,4537438,0,Desktop,0.5325
USR-6712,CNT-000671,LiveStream,86.2,0,77,2833691,0,Mobile,0.461
USR-3617,CNT-000672,LiveStream,34,8,700,4246819,0,Tablet,0.304
USR-7615,CNT-000673,Article,15.4,29,393,3049075,1,TV,0.489
USR-4809,CNT-000674,Article,85.4,20,524,4993149,1,TV,0.787
USR-2129,CNT-000675,Video,11.6,33,488,2444251,0,Mobile,0.342
USR-9377,CNT-000676,LiveStream,57,17,115,588857,0,Mobile,0.511
USR-2645,CNT-000677,Video,53.2,50,490,468344,1,Desktop,0.896
USR-9311,CNT-000678,Video,67.6,44,377,12645,0,TV,0.92
USR-8035,CNT-000679,Podcast,64,32,195,2975359,0,Desktop,0.826
USR-2833,CNT-000680,Article,87.2,4,294,4676757,1,Mobile,0.688
USR-6842,CNT-000681,Article,4.6,17,305,3509572,1,TV,0.299
USR-6374,CNT-000682,LiveStream,87.3,14,138,2213974,1,Mobile,0.6985
USR-3402,CNT-000683,LiveStream,76.7,48,173,1030092,1,Mobile,0.9775
USR-8796,CNT-000684,LiveStream,16.2,42,178,1197673,0,Mobile,0.687
USR-2190,CNT-000685,Video,16.4,27,658,1511779,0,Tablet,0.378
USR-7292,CNT-000686,Video,49.7,3,149,3352217,1,Desktop,0.5425
USR-7424,CNT-000687,Video,10.8,20,500,1089752,0,Desktop,0.254
USR-4236,CNT-000688,Video,86.7,41,265,2056902,0,Desktop,0.8815
USR-7515,CNT-000689,LiveStream,57.1,44,481,2614994,0,TV,0.7175
USR-7311,CNT-000690,Video,38,44,543,4097069,1,Mobile,0.812
USR-6559,CNT-000691,Article,62.8,28,526,2587650,1,Mobile,0.828
USR-9189,CNT-000692,LiveStream,70.8,19,465,4026720,0,Tablet,0.796
USR-8124,CNT-000693,Article,6,42,443,1118816,1,Desktop,0.436
USR-5853,CNT-000694,Podcast,1.4,44,428,185120,0,TV,0.389
USR-5224,CNT-000695,Video,83.7,24,512,3561673,1,Tablet,0.8005
USR-5195,CNT-000696,Video,11.9,0,508,2349892,1,TV,0.2195
USR-2247,CNT-000697,LiveStream,83.7,10,425,4042253,0,Tablet,0.5285
