CustomerId,TenureMonths,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingTV,SeniorCitizen,Partner,Dependents,NumSupportTickets,LastContactDate,IsChurned
CUST-00230,32,103.97,3448.69,One year,Mailed check,Fiber optic,No internet service,No internet service,Yes,1,1,0,12,2024-12-10,0
CUST-00231,11,67.38,636.06,One year,Electronic check,Fiber optic,No internet service,No internet service,No,0,0,0,11,2025-10-22,0
CUST-00232,51,78.63,3532.82,One year,Credit card,None,No,No,Yes,0,1,0,8,2023-05-17,1
CUST-00233,19,74.35,1229.74,One year,Mailed check,DSL,No internet service,No internet service,Yes,0,0,1,6,2025-03-01,1
CUST-00234,58,48.23,3030.97,Two year,Bank transfer,None,No,Yes,No,1,1,1,9,2024-04-10,1
CUST-00235,72,111.22,6848.52,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,No,0,0,1,4,2024-11-28,0
CUST-00236,22,53.94,1165.85,Month-to-month,Mailed check,None,No,No internet service,No,0,0,0,9,2023-02-15,0
CUST-00237,14,85.04,1050.36,One year,Mailed check,None,No,No internet service,Yes,0,0,0,3,2024-07-17,0
CUST-00238,37,32.03,1096.89,Two year,Credit card,None,No,No internet service,Yes,0,0,0,11,2024-02-26,1
CUST-00239,45,115.26,4886.98,Two year,Mailed check,None,Yes,Yes,Yes,0,0,0,11,2025-02-25,0
CUST-00240,60,60.23,3878.25,Month-to-month,Credit card,None,Yes,No internet service,Yes,0,0,0,5,2024-09-19,0
CUST-00241,33,104.71,3486.42,Month-to-month,Electronic check,None,No internet service,No,Yes,0,1,1,1,2025-01-22,1
CUST-00242,68,83.51,5098.42,One year,Electronic check,Fiber optic,No internet service,No,Yes,0,1,0,7,2023-07-13,0
CUST-00243,43,29.07,1207.31,Two year,Bank transfer,DSL,Yes,Yes,Yes,0,0,0,2,2023-10-09,0
CUST-00244,40,26.19,1087.94,Two year,Credit card,DSL,No internet service,No internet service,No,0,0,0,0,2024-09-19,0
CUST-00245,59,75.06,4985.15,Two year,Credit card,DSL,No,Yes,Yes,1,1,0,8,2025-07-23,1
CUST-00246,3,102.94,309.7,One year,Electronic check,None,No internet service,No internet service,Yes,0,1,1,6,2024-03-20,0
CUST-00247,46,99.12,3985.17,Month-to-month,Mailed check,DSL,Yes,No internet service,No,0,0,0,9,2023-08-21,1
CUST-00248,1,65.31,62.23,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No,0,0,0,11,2023-08-04,0
CUST-00249,68,27.8,2077.94,One year,Mailed check,DSL,No internet service,No internet service,Yes,0,1,0,12,2024-01-22,0
CUST-00250,65,119.59,8870.56,Month-to-month,Credit card,None,No internet service,No,Yes,0,0,1,11,2025-07-16,0
CUST-00251,46,29.97,1563.07,One year,Electronic check,DSL,No,No,Yes,0,1,0,8,2023-10-27,0
CUST-00252,67,109.68,,Month-to-month,Electronic check,None,Yes,No internet service,No,0,0,0,0,2024-06-15,1
CUST-00253,15,116.15,1772.54,Two year,Credit card,None,Yes,Yes,No,0,0,1,11,2025-05-27,1
CUST-00254,51,78.98,4304.74,Two year,Credit card,None,Yes,No,Yes,0,0,1,10,2023-09-09,1
CUST-00255,65,117.76,8206.89,Two year,Electronic check,None,No internet service,No,Yes,0,0,1,1,2023-11-27,1
CUST-00256,48,47.53,2191.37,Month-to-month,Credit card,DSL,No,No,No,0,0,0,7,2025-10-29,1
CUST-00257,34,110.58,3731.05,One year,Credit card,Fiber optic,Yes,No internet service,Yes,1,1,0,11,2025-05-09,0
CUST-00258,31,72.68,2465.45,Two year,Credit card,None,Yes,No,No,0,1,1,4,2025-07-01,0
CUST-00259,18,106.8,2114.18,One year,Mailed check,Fiber optic,Yes,No,Yes,0,0,1,4,2023-01-14,0
CUST-00260,46,53.78,2584.44,Two year,Bank transfer,None,Yes,Yes,Yes,1,1,0,7,2025-03-10,0
CUST-00261,27,36.27,977.76,Month-to-month,Credit card,Fiber optic,No,No,Yes,0,0,1,1,2024-08-09,1
CUST-00262,24,46.33,1099.99,Two year,Bank transfer,DSL,Yes,No,Yes,0,1,1,5,2024-10-17,1
CUST-00263,25,92.67,2177.61,Month-to-month,Mailed check,DSL,No,Yes,No,0,0,0,0,2025-11-09,0
CUST-00264,48,99.11,5016.83,One year,Credit card,DSL,No internet service,Yes,No,0,1,0,3,2024-02-06,0
CUST-00265,42,56.27,2516.93,Month-to-month,Bank transfer,None,No,No internet service,No,0,1,1,1,2024-09-09,1
CUST-00266,50,77.33,3368.44,Month-to-month,Mailed check,DSL,No,Yes,No,0,1,0,3,2025-05-03,1
CUST-00267,7,43.32,344.7,Two year,Mailed check,None,Yes,Yes,No,0,0,0,7,2023-12-01,0
CUST-00268,43,112.68,4953.7,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,0,1,1,7,2023-03-08,1
CUST-00269,43,26.24,1228.91,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,0,0,0,4,2023-11-27,0
CUST-00270,9,37.38,323.95,Two year,Bank transfer,DSL,Yes,No internet service,Yes,1,0,0,5,2023-12-14,1
CUST-00271,27,95.28,2761.66,One year,Bank transfer,DSL,No internet service,No,No,0,0,0,12,2024-03-13,0
CUST-00272,13,92.48,1163.91,Two year,Electronic check,None,Yes,No,Yes,0,0,1,3,2024-01-23,0
CUST-00273,48,112.57,5056.34,Two year,Credit card,DSL,Yes,Yes,Yes,0,1,1,4,2023-09-16,1
CUST-00274,68,102.52,7361.21,Two year,Credit card,None,No,No internet service,No,0,0,0,3,2024-04-28,1
CUST-00275,48,26.09,1369.81,Month-to-month,Mailed check,DSL,No internet service,Yes,No,1,0,0,12,2025-07-10,1
CUST-00276,2,73.24,167.97,One year,Credit card,Fiber optic,No internet service,No,Yes,0,0,1,2,2025-09-16,0
CUST-00277,61,79.91,4707.33,Two year,Electronic check,Fiber optic,No internet service,Yes,Yes,1,0,0,6,2025-04-29,1
CUST-00278,37,57.32,2189.06,One year,Bank transfer,None,No,Yes,Yes,0,1,0,4,2024-05-06,1
CUST-00279,64,119.25,6515.4,One year,Electronic check,None,No internet service,No internet service,No,0,1,0,3,2025-02-14,0
CUST-00280,60,117.38,7047.29,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,0,1,0,10,2025-08-24,1
CUST-00281,62,41.79,2971.42,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,0,0,0,3,2023-09-13,0
CUST-00282,15,78.17,1044.99,Two year,Bank transfer,DSL,Yes,No internet service,Yes,0,1,0,4,2023-04-04,0
CUST-00283,47,95.34,4001.54,One year,Bank transfer,None,No internet service,No,Yes,0,0,1,8,2025-05-18,0
CUST-00284,38,70.15,2871.67,Month-to-month,Electronic check,None,No internet service,No,Yes,0,1,0,12,2024-11-29,1
CUST-00285,2,63.42,141.11,Month-to-month,Electronic check,None,Yes,No,No,1,1,1,11,2024-03-02,0
CUST-00286,69,32.2,2070.55,Two year,Bank transfer,None,No,No internet service,Yes,0,0,0,6,2025-03-05,0
CUST-00287,8,49.48,382.73,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,1,1,0,0,2024-04-28,1
CUST-00288,4,104.07,464.72,One year,Mailed check,Fiber optic,Yes,No,No,0,1,0,2,2023-07-09,0
CUST-00289,11,40.64,418.2,Month-to-month,Bank transfer,None,No,No internet service,No,0,1,0,8,2024-06-07,0
CUST-00290,54,95.69,4712.35,One year,Bank transfer,None,Yes,No internet service,No,0,0,0,1,2024-12-17,0
CUST-00291,18,101.51,1993.61,Month-to-month,Bank transfer,None,No internet service,No,Yes,0,0,1,3,2025-08-20,1
CUST-00292,40,74.72,3053.12,Month-to-month,Credit card,None,Yes,No,No,0,1,0,2,2025-01-05,0
CUST-00293,27,108.39,3193.57,Month-to-month,Credit card,DSL,No,No internet service,Yes,0,0,1,4,2025-08-02,1
CUST-00294,57,69.85,3509.95,One year,Mailed check,DSL,No internet service,No,Yes,1,0,1,12,2023-03-14,0
CUST-00295,23,30.35,773.06,One year,Credit card,None,Yes,Yes,Yes,0,0,0,1,2023-08-10,0
CUST-00296,71,91.28,7084.59,Two year,Electronic check,Fiber optic,Yes,No,Yes,0,0,0,2,2025-03-30,1
CUST-00297,30,42.39,1443.73,One year,Credit card,None,No,No internet service,Yes,0,0,0,3,2024-06-30,0
CUST-00298,45,60.12,2797.46,Two year,Credit card,None,No,Yes,No,0,1,1,12,2025-03-21,1
CUST-00299,32,80.85,2925.24,Month-to-month,Mailed check,None,Yes,No internet service,Yes,0,1,1,10,2023-02-16,0
CUST-00300,64,32.48,2299.71,Two year,Credit card,Fiber optic,No internet service,No,Yes,0,1,0,7,2024-02-05,0
CUST-00301,1,61.68,57.32,One year,Credit card,None,No internet service,No,No,0,0,0,10,2024-06-30,1
CUST-00302,43,114.01,4718.34,Month-to-month,Electronic check,None,No,No internet service,Yes,0,0,1,6,2023-12-04,1
CUST-00303,12,42.08,551.64,Two year,Bank transfer,None,No internet service,No,No,0,1,0,5,2023-04-16,0
CUST-00304,67,113.1,8518.71,Two year,Credit card,None,No,No internet service,Yes,0,0,0,7,2024-08-21,1
CUST-00305,5,96.53,426.56,Two year,Mailed check,None,No,No internet service,Yes,0,0,1,2,2023-04-19,0
CUST-00306,15,69.42,1118.24,Two year,Mailed check,DSL,No internet service,No internet service,Yes,0,1,1,4,2024-05-23,1
CUST-00307,53,111.49,5485.49,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,0,0,0,12,2025-11-23,1
CUST-00308,28,86.23,2290.42,Two year,Electronic check,Fiber optic,Yes,No,Yes,0,1,1,2,2024-03-14,0
CUST-00309,31,40.34,1343.41,Two year,Mailed check,None,No internet service,Yes,No,0,1,0,1,2024-01-05,0
CUST-00310,8,39.81,358.5,One year,Mailed check,Fiber optic,No,Yes,No,0,0,0,3,2023-10-10,0
CUST-00311,29,99.47,2488.87,Two year,Electronic check,DSL,No,No internet service,Yes,0,0,1,3,2025-01-24,1
CUST-00312,58,57.9,3365.7,Two year,Bank transfer,None,No internet service,No,Yes,0,0,0,3,2024-12-31,0
CUST-00313,13,101.7,1496.08,One year,Electronic check,DSL,No,Yes,Yes,0,1,1,0,2025-09-02,1
CUST-00314,26,116.49,2766.29,Two year,Bank transfer,None,No,Yes,No,0,0,0,2,2024-01-29,0
CUST-00315,65,54.99,3086.39,One year,Bank transfer,DSL,No,No internet service,Yes,0,1,0,10,2025-07-17,1
CUST-00316,70,39.51,2367.07,One year,Mailed check,DSL,Yes,No internet service,Yes,0,1,0,7,2025-06-28,0
CUST-00317,72,106.28,8469.02,Two year,Electronic check,DSL,Yes,No,No,0,0,1,3,2024-07-28,0
CUST-00318,48,27.56,1355.06,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,1,0,0,10,2024-12-14,1
CUST-00319,8,70.09,579.11,One year,Bank transfer,None,No,No,No,1,0,1,4,2023-02-04,1
CUST-00320,16,52.81,852.65,One year,Electronic check,None,Yes,Yes,No,0,1,1,10,2023-02-01,0
CUST-00321,36,90.14,3131.42,Month-to-month,Bank transfer,DSL,Yes,No,No,1,0,0,3,2023-09-02,0
CUST-00322,71,84.38,5671.06,Two year,Electronic check,None,Yes,No internet service,No,0,0,0,4,2024-03-09,0
CUST-00323,32,74.37,2178.43,One year,Bank transfer,DSL,No internet service,No,Yes,0,0,1,12,2024-09-27,1
CUST-00324,65,63.35,3928.09,Two year,Mailed check,Fiber optic,No,Yes,Yes,1,1,0,3,2025-07-08,0
CUST-00325,62,83.69,4782.01,One year,Credit card,None,No,No,Yes,0,0,0,8,2025-05-21,1
CUST-00326,18,44.17,799.1,One year,Bank transfer,DSL,No,Yes,No,0,1,1,11,2025-12-27,1
CUST-00327,62,112.56,6477.92,Two year,Credit card,Fiber optic,No,No internet service,Yes,0,1,1,8,2025-03-04,1
CUST-00328,10,56.42,581.53,Two year,Electronic check,Fiber optic,Yes,No internet service,Yes,0,0,1,11,2023-09-16,1
CUST-00329,28,100.41,2411.87,Two year,Electronic check,DSL,Yes,No internet service,Yes,0,0,0,0,2025-06-25,0
CUST-00330,24,59.38,1289.98,Two year,Bank transfer,Fiber optic,No,Yes,No,0,0,0,8,2025-08-22,0
CUST-00331,71,119.81,9417.26,Two year,Bank transfer,None,No internet service,No,Yes,0,1,0,1,2024-06-16,0
CUST-00332,32,35.27,1276.3,One year,Credit card,None,No internet service,No,No,0,0,0,7,2025-08-24,0
CUST-00333,36,57.08,2008.38,One year,Bank transfer,DSL,Yes,No,Yes,0,0,0,12,2024-12-21,0
CUST-00334,12,113.99,1254.67,Two year,Credit card,None,No,No internet service,No,0,1,0,7,2024-10-02,0
CUST-00335,7,92.71,703.92,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,0,0,1,1,2025-01-03,1
CUST-00336,5,65.45,362.33,Two year,Bank transfer,DSL,Yes,No internet service,No,0,1,0,4,2024-12-01,1
CUST-00337,48,53.21,2819.65,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,0,0,0,6,2023-07-14,1
CUST-00338,14,99.04,1214.74,Two year,Electronic check,Fiber optic,No internet service,Yes,No,0,1,0,10,2023-08-05,1
CUST-00339,17,27.46,486.99,Two year,Bank transfer,Fiber optic,Yes,No,No,0,0,1,0,2023-02-21,1
CUST-00340,55,77.79,3927.74,Two year,Credit card,None,No internet service,Yes,Yes,0,0,0,3,2025-10-15,0
CUST-00341,26,78.57,2136.37,One year,Electronic check,Fiber optic,No internet service,No,No,0,1,1,3,2024-02-26,0
CUST-00342,59,57.98,3361.88,Month-to-month,Bank transfer,None,No internet service,No internet service,Yes,0,1,1,7,2023-03-19,0
CUST-00343,27,77.49,2236.04,One year,Mailed check,None,No,No internet service,No,0,1,1,12,2023-07-14,0
CUST-00344,49,34.12,1666.1,Two year,Mailed check,None,No,Yes,Yes,0,1,0,6,2025-05-20,1
CUST-00345,41,88.68,3091.35,One year,Electronic check,DSL,No,No,No,0,0,1,11,2023-10-05,0
CUST-00346,61,78.7,4800.05,One year,Bank transfer,None,Yes,Yes,Yes,0,0,0,8,2024-09-20,1
CUST-00347,18,44.26,856.21,One year,Credit card,DSL,No,No internet service,No,0,1,0,5,2023-05-04,1
CUST-00348,9,104.05,1049.87,One year,Electronic check,DSL,Yes,No,Yes,0,1,0,7,2024-06-01,0
CUST-00349,14,118.17,1516.04,One year,Credit card,None,Yes,No internet service,Yes,1,0,0,9,2023-06-30,0
CUST-00350,58,48.46,2689.63,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,1,0,0,1,2023-08-26,1
CUST-00351,4,90.49,353.57,Two year,Bank transfer,None,Yes,Yes,No,0,0,0,6,2024-12-06,0
CUST-00352,68,114.14,8194.94,Month-to-month,Electronic check,None,Yes,Yes,Yes,0,1,1,7,2024-03-14,1
CUST-00353,66,48.33,3343.34,Two year,Credit card,Fiber optic,Yes,Yes,Yes,0,0,1,0,2024-05-05,1
CUST-00354,45,88.3,3691.78,One year,Electronic check,None,No,No internet service,No,0,0,0,11,2024-04-09,1
CUST-00355,22,117.71,2643.42,Two year,Electronic check,Fiber optic,Yes,No,No,0,1,0,0,2024-09-06,0
CUST-00356,63,79.52,4977.52,Two year,Credit card,DSL,No internet service,No internet service,Yes,0,0,0,12,2025-03-11,1
CUST-00357,33,69.97,2451.56,Month-to-month,Bank transfer,DSL,No,Yes,No,1,0,1,9,2024-11-21,0
CUST-00358,27,49.16,1313.52,One year,Mailed check,Fiber optic,No internet service,Yes,Yes,0,0,1,9,2025-01-27,1
CUST-00359,63,36.1,2126.2,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,0,0,0,6,2023-05-23,1
CUST-00360,44,38.75,1629.83,One year,Credit card,Fiber optic,Yes,No internet service,No,0,1,1,1,2023-04-28,0
CUST-00361,8,106.69,798.91,Month-to-month,Electronic check,DSL,Yes,No,No,0,1,0,11,2024-10-28,1
CUST-00362,5,116.66,639.66,Month-to-month,Credit card,DSL,No internet service,No,No,0,0,1,12,2023-02-26,1
CUST-00363,38,86.65,3041.25,One year,Mailed check,Fiber optic,Yes,No internet service,No,0,1,0,7,2024-03-20,0
CUST-00364,53,48.66,2419.37,Month-to-month,Electronic check,None,No internet service,Yes,No,0,0,0,12,2025-06-10,1
CUST-00365,54,46.98,2661.72,Month-to-month,Electronic check,None,No internet service,No,No,1,0,0,0,2024-01-17,1
CUST-00366,34,100.55,2980.02,One year,Electronic check,DSL,No,No internet service,Yes,0,1,1,8,2025-05-19,1
CUST-00367,25,67.21,1715.07,Two year,Electronic check,DSL,No,Yes,Yes,1,0,1,10,2024-09-28,0
CUST-00368,51,114.52,6113.1,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,0,0,0,0,2024-11-07,1
CUST-00369,28,55.1,1574.5,Two year,Bank transfer,None,No internet service,Yes,No,1,0,0,5,2025-06-25,0
CUST-00370,22,53.47,1063.6,One year,Electronic check,Fiber optic,No internet service,No internet service,No,1,0,0,5,2024-01-28,0
CUST-00371,59,90.76,5072.1,One year,Bank transfer,None,Yes,No,No,0,1,0,11,2023-12-04,1
CUST-00372,58,97.68,5619.65,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,0,1,1,11,2024-12-03,0
CUST-00373,20,59.31,1318.5,One year,Mailed check,None,No internet service,No,Yes,0,0,1,4,2025-06-12,0
CUST-00374,45,47.02,2006.39,Two year,Electronic check,DSL,Yes,No internet service,Yes,0,0,1,5,2025-03-24,1
CUST-00375,70,29.96,2224.49,One year,Bank transfer,None,No internet service,No internet service,Yes,0,1,0,4,2024-07-02,0
CUST-00376,57,114.61,5893.65,Month-to-month,Mailed check,None,Yes,Yes,No,0,1,0,12,2023-10-05,0
CUST-00377,67,77.08,5118.53,Month-to-month,Credit card,Fiber optic,No,No,No,1,1,0,8,2023-07-22,1
CUST-00378,70,95.51,7403.77,Two year,Credit card,Fiber optic,Yes,No internet service,Yes,0,1,0,9,2023-10-20,1
CUST-00379,4,53.67,184.61,One year,Bank transfer,DSL,Yes,Yes,Yes,0,1,0,11,2023-02-18,1
CUST-00380,24,29.16,720.21,One year,Electronic check,Fiber optic,No internet service,Yes,No,0,0,1,12,2023-04-18,0
CUST-00381,14,99.24,1356.26,Month-to-month,Electronic check,DSL,No internet service,Yes,Yes,1,0,0,9,2024-06-07,1
CUST-00382,20,33.39,614.38,One year,Mailed check,None,Yes,Yes,No,1,1,0,1,2025-09-17,0
CUST-00383,53,81.58,4663.9,Month-to-month,Bank transfer,DSL,No internet service,Yes,No,0,0,0,7,2025-12-20,1
CUST-00384,22,64.47,1593.3,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,Yes,0,0,0,6,2023-03-07,1
CUST-00385,58,75,3839.79,Month-to-month,Mailed check,DSL,No internet service,Yes,No,0,1,1,6,2024-07-13,1
CUST-00386,48,73.24,3387.19,One year,Electronic check,DSL,Yes,No,No,0,1,1,3,2024-04-17,1
CUST-00387,62,119.69,7416.31,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No,0,0,1,9,2024-04-05,1
CUST-00388,67,84.57,5827.26,Two year,Bank transfer,Fiber optic,No internet service,No internet service,No,0,1,1,2,2025-05-09,0
CUST-00389,33,105.76,3964.88,Two year,Credit card,None,No internet service,No,Yes,0,0,1,7,2023-11-09,1
CUST-00390,46,115.86,4971.64,One year,Electronic check,None,No,No internet service,No,0,0,0,0,2024-08-26,0
CUST-00391,58,82.54,4092.85,Two year,Electronic check,None,Yes,No,Yes,0,0,1,8,2023-08-16,0
CUST-00392,69,75.39,5381.21,Month-to-month,Credit card,DSL,No internet service,No internet service,Yes,1,0,1,11,2025-02-15,1
CUST-00393,10,62.52,,One year,Credit card,DSL,No,No internet service,Yes,0,1,0,2,2023-02-24,0
CUST-00394,29,75.37,2163.4,One year,Bank transfer,DSL,No,No,Yes,1,0,0,9,2025-02-02,0
CUST-00395,61,34.84,2111.59,Month-to-month,Bank transfer,DSL,No,No,No,0,0,0,0,2025-02-28,1
CUST-00396,39,47.09,2021.43,Two year,Credit card,Fiber optic,No,No internet service,Yes,0,1,0,8,2024-06-10,0
CUST-00397,56,111.85,7104.4,Month-to-month,Bank transfer,None,No internet service,No,Yes,0,1,0,12,2023-06-13,1
CUST-00398,47,91,3814.38,Two year,Credit card,None,No,No,Yes,1,1,1,8,2024-09-20,0
CUST-00399,7,109.8,819.64,One year,Mailed check,Fiber optic,No,Yes,Yes,0,1,0,7,2024-04-07,0
CUST-00400,49,118.66,5243.76,Month-to-month,Mailed check,None,No internet service,Yes,No,0,1,0,2,2024-10-06,1
CUST-00401,5,46.74,222.79,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,0,0,0,1,2025-04-20,1
CUST-00402,2,70.88,148.95,Month-to-month,Credit card,Fiber optic,No,No internet service,No,0,0,1,4,2024-09-27,0
CUST-00403,60,54.15,3335.38,Two year,Bank transfer,DSL,No,Yes,Yes,0,1,1,7,2023-07-09,0
CUST-00404,62,94.61,6069.32,One year,Bank transfer,Fiber optic,No,No,Yes,0,0,1,0,2024-09-07,0
CUST-00405,21,91.17,1628.5,One year,Mailed check,DSL,Yes,Yes,Yes,0,0,1,12,2025-02-20,0
CUST-00406,18,97.89,1950.38,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,0,1,0,8,2024-11-30,1
CUST-00407,52,69.59,3587.26,One year,Mailed check,Fiber optic,Yes,No,Yes,0,1,1,9,2024-03-02,0
CUST-00408,30,64.46,1792.39,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,1,1,0,11,2025-04-08,0
CUST-00409,31,107.42,3200.88,One year,Electronic check,None,Yes,No internet service,Yes,0,1,1,0,2025-04-01,1
CUST-00410,66,79.23,5707.55,Two year,Electronic check,DSL,No,Yes,No,1,0,1,8,2025-10-31,0
CUST-00411,13,60.21,767.36,One year,Credit card,Fiber optic,Yes,No internet service,No,0,0,0,6,2023-11-30,0
CUST-00412,30,67.49,2327.66,One year,Electronic check,None,No internet service,Yes,No,0,0,0,10,2025-10-01,0
CUST-00413,17,74.35,1080.7,Month-to-month,Electronic check,DSL,No internet service,No,No,1,1,1,6,2025-04-14,0
CUST-00414,44,58.08,2559.53,Month-to-month,Bank transfer,None,No internet service,No internet service,No,0,0,1,3,2023-09-13,0
CUST-00415,14,39.43,611.88,One year,Mailed check,DSL,No internet service,Yes,No,0,0,0,7,2024-10-24,0
CUST-00416,71,30.53,2343.25,Two year,Mailed check,None,No,Yes,Yes,0,0,0,2,2024-09-18,0
CUST-00417,16,81.82,1225.57,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,1,0,0,8,2024-08-29,1
CUST-00418,46,98.87,3935.2,Month-to-month,Mailed check,None,No internet service,No internet service,Yes,0,1,0,12,2023-02-17,0
CUST-00419,68,104.54,6211.34,Two year,Mailed check,None,Yes,No internet service,Yes,0,1,0,9,2024-09-23,1
CUST-00420,44,96.57,3760.21,Two year,Electronic check,DSL,Yes,No,No,0,1,0,1,2024-04-24,0
CUST-00421,72,113.87,8118.36,Two year,Bank transfer,None,Yes,No,No,0,1,0,1,2025-08-07,0
CUST-00422,4,82.25,371.92,Two year,Bank transfer,None,No,No,No,0,1,0,0,2024-09-27,1
CUST-00423,67,48.14,3585.02,Month-to-month,Credit card,None,No internet service,Yes,No,0,0,0,2,2024-09-06,0
CUST-00424,48,78.74,3631.03,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,0,1,0,10,2023-09-02,0
CUST-00425,21,57.76,1181.45,Two year,Credit card,None,No,Yes,Yes,0,1,1,9,2024-11-23,0
CUST-00426,1,29.59,27.46,One year,Mailed check,None,No internet service,Yes,No,0,1,0,8,2025-06-16,0
CUST-00427,3,58.34,180.19,Two year,Bank transfer,Fiber optic,No internet service,No,No,0,0,0,0,2025-08-24,1
CUST-00428,52,99.52,5348.86,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,0,1,1,10,2024-11-24,1
CUST-00429,53,81.29,4877.18,One year,Bank transfer,DSL,Yes,No,Yes,0,1,0,10,2023-04-02,1
CUST-00430,47,71.32,3834.01,Two year,Bank transfer,DSL,No internet service,No,No,1,1,0,9,2025-09-07,1
CUST-00431,43,72.14,3214.74,Two year,Mailed check,None,Yes,No,No,0,1,1,1,2023-12-04,0
CUST-00432,43,80.34,3883.05,Month-to-month,Mailed check,DSL,Yes,No internet service,No,0,1,0,12,2025-08-16,1
CUST-00433,72,74.39,4555.33,Two year,Electronic check,Fiber optic,Yes,Yes,No,0,1,1,6,2023-02-15,0
CUST-00434,64,74.98,4198.71,One year,Bank transfer,DSL,Yes,Yes,No,0,1,0,7,2024-05-20,0
CUST-00435,42,76.72,3270.88,Two year,Electronic check,None,No,No internet service,Yes,0,1,0,1,2024-10-30,0
CUST-00436,64,26.57,1701.05,Two year,Credit card,DSL,No internet service,No,No,0,1,1,9,2024-03-14,0
CUST-00437,39,98.48,3418.75,Two year,Electronic check,None,Yes,No internet service,Yes,0,0,1,4,2023-12-30,0
CUST-00438,22,82.46,1751.08,Month-to-month,Mailed check,None,Yes,Yes,No,0,1,0,12,2024-01-15,1
CUST-00439,13,35.6,403.97,One year,Mailed check,DSL,No,No internet service,Yes,0,1,0,4,2023-10-19,0
CUST-00440,27,73.16,1860.54,Month-to-month,Credit card,DSL,Yes,No internet service,Yes,0,1,0,10,2023-07-12,0
CUST-00441,8,25.62,211.61,Two year,Electronic check,Fiber optic,No,No internet service,Yes,0,0,0,0,2023-04-15,1
CUST-00442,58,118.9,,Two year,Mailed check,Fiber optic,No internet service,Yes,Yes,0,0,0,6,2025-08-22,1
CUST-00443,17,59.39,989.29,One year,Mailed check,None,No internet service,No,No,0,1,1,6,2024-08-17,0
CUST-00444,34,77.31,2976.48,One year,Credit card,DSL,No,No internet service,Yes,0,0,0,3,2023-12-22,0
CUST-00445,70,66.29,4973.96,Two year,Electronic check,DSL,No,No internet service,No,0,1,0,4,2025-10-09,0
CUST-00446,32,92.48,2692.48,Two year,Electronic check,DSL,Yes,No internet service,No,1,0,1,0,2025-12-09,1
CUST-00447,43,86.42,3488.02,Two year,Bank transfer,DSL,Yes,Yes,No,0,0,0,10,2023-08-30,0
CUST-00448,22,96.05,2418.52,One year,Credit card,Fiber optic,Yes,No,Yes,0,1,0,4,2024-09-01,0
CUST-00449,66,53.59,3744.7,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,Yes,0,0,0,8,2023-12-15,1
CUST-00450,49,53.71,2826.19,One year,Mailed check,Fiber optic,No,No internet service,No,0,0,1,0,2024-07-26,0
CUST-00451,59,90.31,5636.09,Two year,Electronic check,None,Yes,Yes,Yes,0,0,0,7,2025-02-20,0
CUST-00452,17,64.86,1145.39,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,Yes,0,1,1,11,2025-08-16,1
CUST-00453,33,73.34,2354.72,Month-to-month,Credit card,Fiber optic,No,No,Yes,0,0,1,8,2024-11-25,0
CUST-00454,50,104.23,4711.68,Month-to-month,Credit card,None,Yes,No,Yes,0,0,0,10,2024-12-08,0
CUST-00455,37,50.23,2076.34,Month-to-month,Mailed check,None,Yes,No internet service,No,0,0,1,6,2025-01-26,0
CUST-00456,40,54.71,2088.21,Month-to-month,Electronic check,DSL,No,Yes,Yes,0,0,0,2,2025-10-11,0
CUST-00457,41,61.08,,Two year,Credit card,None,No,No internet service,Yes,0,0,0,7,2024-02-07,1
CUST-00458,71,110.96,7868.81,Two year,Mailed check,DSL,No,No,Yes,0,1,0,6,2025-08-04,0
CUST-00459,50,84.53,4479.68,Month-to-month,Bank transfer,None,No,No,Yes,0,1,0,6,2024-02-19,1
CUST-00460,3,37.33,112.18,Two year,Credit card,None,Yes,Yes,Yes,0,0,0,2,2025-12-20,1
CUST-00461,16,83.1,1476.58,One year,Credit card,None,No,Yes,Yes,0,1,0,6,2023-11-19,1
