RecordId,Timestamp,Region,DayOfWeek,IsHoliday,InboundCallCount
TS-000576,2023-07-30,West,Sun,0,3918
TS-000577,2023-07-31,East,Mon,0,5565
TS-000578,2023-08-01,East,Tue,0,3976
TS-000579,2023-08-02,West,Wed,0,3283
TS-000580,2023-08-03,Central,Thu,0,1873
TS-000581,2023-08-04,Central,Fri,0,1651
TS-000582,2023-08-05,West,Sat,0,2244
TS-000583,2023-08-06,South,Sun,0,3218
TS-000584,2023-08-07,South,Mon,0,5462
TS-000585,2023-08-08,North,Tue,0,1713
TS-000586,2023-08-09,Central,Wed,0,3805
TS-000587,2023-08-10,North,Thu,0,1885
TS-000588,2023-08-11,West,Fri,0,3068
TS-000589,2023-08-12,West,Sat,0,2932
TS-000590,2023-08-13,North,Sun,0,3622
TS-000591,2023-08-14,Central,Mon,0,5336
TS-000592,2023-08-15,North,Tue,0,2719
TS-000593,2023-08-16,Central,Wed,0,3685
TS-000594,2023-08-17,Central,Thu,0,3530
TS-000595,2023-08-18,East,Fri,0,3033
TS-000596,2023-08-19,East,Sat,0,3289
TS-000597,2023-08-20,South,Sun,0,3563
TS-000598,2023-08-21,East,Mon,0,5939
TS-000599,2023-08-22,East,Tue,0,2968
TS-000600,2023-08-23,South,Wed,0,4747
TS-000601,2023-08-24,South,Thu,0,4834
TS-000602,2023-08-25,Central,Fri,0,5583
TS-000603,2023-08-26,South,Sat,1,3772
TS-000604,2023-08-27,East,Sun,0,4754
TS-000605,2023-08-28,Central,Mon,0,8148
TS-000606,2023-08-29,East,Tue,0,5345
TS-000607,2023-08-30,West,Wed,0,5673
TS-000608,2023-08-31,Central,Thu,0,6000
TS-000609,2023-09-01,North,Fri,0,7123
TS-000610,2023-09-02,Central,Sat,0,4920
TS-000611,2023-09-03,North,Sun,0,5448
TS-000612,2023-09-04,Central,Mon,0,8108
TS-000613,2023-09-05,East,Tue,0,5982
TS-000614,2023-09-06,West,Wed,0,6603
TS-000615,2023-09-07,Central,Thu,0,5893
TS-000616,2023-09-08,West,Fri,0,7258
TS-000617,2023-09-09,North,Sat,0,5320
TS-000618,2023-09-10,North,Sun,0,7532
TS-000619,2023-09-11,South,Mon,0,8209
TS-000620,2023-09-12,East,Tue,1,5430
