JobId,CandidateId,YearsExperience,EducationLevel,SkillMatchPct,InterviewScore,SalaryExpectation,ReferralSource,RemotePreference,CandidateFitScore
JOB-119,CND-00296,14.9,Bachelors,99.6,2.1,107135,JobBoard,Onsite,0.7279
JOB-109,CND-00297,15.8,PhD,44.6,7.5,67106,LinkedIn,Onsite,0.8354
JOB-109,CND-00298,15.3,Bootcamp,88.8,1.1,174777,Recruiter,Onsite,0.6207
JOB-112,CND-00299,18.3,PhD,90.5,6.1,60420,Recruiter,Onsite,0.9425
JOB-109,CND-00300,11,Bootcamp,49.9,2.2,151331,LinkedIn,Remote,0.4266
JOB-107,CND-00301,7.2,HighSchool,94.7,8.6,125157,Recruiter,Remote,1
JOB-104,CND-00302,7.6,Bachelors,48.2,3.9,51975,CompanySite,Remote,0.6208
JOB-116,CND-00303,16.6,Bootcamp,43.9,5.8,80197,JobBoard,Hybrid,0.7926
JOB-119,CND-00304,4.1,PhD,70.7,4.7,134051,JobBoard,Remote,0.5363
JOB-105,CND-00305,13.3,PhD,75.8,6.9,86303,CompanySite,Hybrid,0.8367
JOB-108,CND-00306,0.3,PhD,91.5,7,67761,Referral,Hybrid,0.7705
JOB-101,CND-00307,6.1,HighSchool,93.1,2.3,50700,Referral,Onsite,0.7419
JOB-107,CND-00308,15.9,Masters,96.6,7.8,115240,Recruiter,Hybrid,1
JOB-113,CND-00309,18.6,Bootcamp,98.4,2.5,133122,LinkedIn,Remote,0.8926
JOB-113,CND-00310,5.2,Masters,65.8,2.1,63452,Referral,Remote,0.4172
JOB-101,CND-00311,5,Bootcamp,56.6,5.1,174086,JobBoard,Hybrid,0.5474
JOB-115,CND-00312,4.4,Bootcamp,76.7,9.6,145792,CompanySite,Remote,0.8688
JOB-118,CND-00313,0.9,Bachelors,51.5,8.9,110444,Recruiter,Remote,0.6835
JOB-108,CND-00314,16.5,Bootcamp,95.5,2.9,80263,Referral,Onsite,0.9535
JOB-112,CND-00315,17.7,Masters,98.2,5,115711,JobBoard,Remote,1
JOB-113,CND-00316,4,HighSchool,64.5,9.7,127988,LinkedIn,Onsite,0.94
JOB-102,CND-00317,19.7,Masters,82.7,4.9,155032,Referral,Remote,1
JOB-114,CND-00318,15.9,Bootcamp,63,7.4,176741,Recruiter,Remote,0.8645
JOB-109,CND-00319,4.2,Bootcamp,66.2,8.7,86200,CompanySite,Hybrid,0.9598
JOB-118,CND-00320,0.6,HighSchool,58.9,2.7,87836,Recruiter,Hybrid,0.4766
JOB-100,CND-00321,5,Masters,46.6,4.7,128716,LinkedIn,Remote,0.6034
JOB-111,CND-00322,4.5,PhD,79.8,6.4,63720,CompanySite,Onsite,0.6707
JOB-110,CND-00323,10,Bachelors,54.3,4,139581,Referral,Onsite,0.5372
JOB-117,CND-00324,14,PhD,59.3,6.9,90050,Referral,Hybrid,0.8312
JOB-103,CND-00325,14.8,Bootcamp,98.1,4.3,56737,Recruiter,Remote,0.7924
JOB-100,CND-00326,18.3,HighSchool,98.6,1.2,106392,CompanySite,Onsite,0.6609
JOB-103,CND-00327,6.8,PhD,96.7,6.5,67863,LinkedIn,Remote,0.7988
JOB-118,CND-00328,7.5,Masters,88.6,9.4,94628,Referral,Hybrid,1
JOB-110,CND-00329,1.3,PhD,70,9.9,178542,Recruiter,Hybrid,0.8235
JOB-119,CND-00330,8,Bachelors,46.3,5.4,54435,Referral,Remote,0.5292
JOB-104,CND-00331,19.8,Bootcamp,59.3,3.8,134789,CompanySite,Onsite,0.7122
JOB-107,CND-00332,6.9,Bootcamp,57.1,8.3,136802,Recruiter,Onsite,0.8499
JOB-102,CND-00333,10.4,HighSchool,43.2,2.3,114481,LinkedIn,Hybrid,0.4768
JOB-112,CND-00334,6.2,Bachelors,80.3,1.7,79060,CompanySite,Onsite,0.5262
JOB-100,CND-00335,16.9,Bachelors,45.7,1,155184,Referral,Remote,0.5463
JOB-100,CND-00336,13.8,Bootcamp,93.4,8.9,55511,JobBoard,Hybrid,1
JOB-106,CND-00337,1.8,Bachelors,55.4,8.5,47792,Referral,Remote,0.7286
JOB-115,CND-00338,10.9,Bootcamp,79.2,4.3,145769,Referral,Remote,0.7483
JOB-108,CND-00339,16.5,HighSchool,74.8,8.4,90310,Recruiter,Remote,1
JOB-116,CND-00340,12.1,Bootcamp,80.1,7.8,108852,Referral,Hybrid,1
JOB-106,CND-00341,9.7,PhD,41.4,2.1,59128,LinkedIn,Onsite,0.5771
JOB-101,CND-00342,19.4,Bootcamp,56.7,9.1,137576,Recruiter,Remote,1
JOB-100,CND-00343,15,Bootcamp,61.9,2.8,166132,Recruiter,Hybrid,0.7506
JOB-117,CND-00344,14.1,Masters,55,5.7,64985,CompanySite,Onsite,0.7635
JOB-118,CND-00345,5.1,Bachelors,80.8,4.4,57659,LinkedIn,Remote,0.6537
JOB-111,CND-00346,15.8,Bootcamp,41.3,6.6,173836,Referral,Hybrid,0.8482
JOB-109,CND-00347,10.5,HighSchool,80.3,4.5,99035,JobBoard,Remote,0.7387
JOB-113,CND-00348,13.6,Bootcamp,95,3.5,44307,JobBoard,Hybrid,0.824
JOB-104,CND-00349,13.4,Bootcamp,71.5,6.6,156667,CompanySite,Onsite,0.893
JOB-100,CND-00350,2,Masters,58,8.6,75194,Recruiter,Onsite,0.768
JOB-116,CND-00351,9.6,Masters,73.2,8.8,108821,JobBoard,Remote,1
JOB-105,CND-00352,14.5,Bachelors,100,1.8,51861,JobBoard,Remote,0.7955
JOB-109,CND-00353,17.3,HighSchool,89.1,9.5,56906,Referral,Hybrid,1
JOB-109,CND-00354,4.1,Bootcamp,50.5,1.4,93687,Referral,Hybrid,0.2875
JOB-115,CND-00355,14.1,HighSchool,55.5,1.5,99176,CompanySite,Remote,0.6035
JOB-119,CND-00356,9.8,HighSchool,89.2,8.9,120339,JobBoard,Hybrid,1
JOB-107,CND-00357,19,PhD,86.2,4.9,111668,Recruiter,Hybrid,0.9938
JOB-120,CND-00358,9,Bachelors,44.9,2.8,74283,JobBoard,Hybrid,0.3926
JOB-100,CND-00359,17.1,PhD,94.8,2.3,64423,CompanySite,Onsite,0.8637
JOB-112,CND-00360,2.4,Bootcamp,73.6,9,152414,LinkedIn,Remote,0.8304
JOB-111,CND-00361,18.6,Bachelors,74.9,3.9,154716,Referral,Hybrid,0.7626
JOB-103,CND-00362,16,Masters,52.4,1.9,129162,Recruiter,Hybrid,0.4736
JOB-112,CND-00363,13.7,Masters,53.2,9.2,117521,JobBoard,Hybrid,0.9303
JOB-114,CND-00364,4.6,Masters,73.2,1.8,106794,JobBoard,Remote,0.4898
JOB-106,CND-00365,8.6,HighSchool,45.9,2.5,57941,LinkedIn,Remote,0.5526
JOB-101,CND-00366,17.1,HighSchool,76.5,7,149496,JobBoard,Onsite,1
JOB-119,CND-00367,13.4,PhD,92,9,141798,CompanySite,Hybrid,1
JOB-103,CND-00368,6.5,HighSchool,76.4,3.6,144516,Recruiter,Remote,0.5291
JOB-101,CND-00369,16.1,Bachelors,71.6,8.6,116195,CompanySite,Onsite,1
JOB-116,CND-00370,16,PhD,61.1,2.1,91270,Recruiter,Hybrid,0.7204
JOB-114,CND-00371,19.6,PhD,84.9,9.9,51010,Recruiter,Onsite,1
JOB-110,CND-00372,14.7,HighSchool,99.8,6.9,126859,CompanySite,Onsite,0.9537
JOB-100,CND-00373,19.2,Bootcamp,71.4,3.9,53932,Recruiter,Remote,0.7376
JOB-102,CND-00374,3.4,Bachelors,79.8,6.7,179690,JobBoard,Remote,0.7322
JOB-103,CND-00375,16.8,Bootcamp,91.7,7.1,69633,LinkedIn,Onsite,0.9948
JOB-113,CND-00376,6.9,PhD,77.4,2.7,163896,CompanySite,Hybrid,0.5851
JOB-114,CND-00377,6.4,HighSchool,97.5,6.4,82032,LinkedIn,Remote,0.92
JOB-100,CND-00378,19.5,Bachelors,72.7,3.7,88844,JobBoard,Remote,0.8453
JOB-103,CND-00379,14.5,Bachelors,52.9,9,162466,Referral,Onsite,0.9491
JOB-118,CND-00380,8.7,Bootcamp,88.7,4.1,71456,Recruiter,Remote,0.7213
JOB-111,CND-00381,0.9,Bachelors,67.8,5.5,99158,Referral,Hybrid,0.5847
JOB-101,CND-00382,6,Masters,84.8,9.7,63947,Referral,Remote,1
JOB-118,CND-00383,5.6,Bachelors,45.4,8.6,173924,LinkedIn,Remote,0.9016
JOB-109,CND-00384,4.9,Bachelors,44.6,2.2,137965,CompanySite,Onsite,0.4339
JOB-113,CND-00385,14.1,Bootcamp,67.3,1.6,79674,Referral,Onsite,0.6367
JOB-101,CND-00386,15.1,PhD,72.5,2.8,46697,JobBoard,Remote,0.7245
JOB-102,CND-00387,9.6,PhD,57.9,8.9,51552,CompanySite,Hybrid,0.8096
JOB-110,CND-00388,7.6,Bootcamp,94.6,6.4,83472,Recruiter,Hybrid,0.9664
JOB-112,CND-00389,4.9,Bachelors,85.9,6.8,84819,LinkedIn,Onsite,0.8651
JOB-112,CND-00390,3.2,Bachelors,58.8,9.5,126198,Referral,Remote,0.8632
JOB-118,CND-00391,10.2,Bachelors,60.9,6.6,150918,Recruiter,Hybrid,0.9226
JOB-109,CND-00392,4.3,HighSchool,97.3,7.6,126213,LinkedIn,Hybrid,0.9897
JOB-118,CND-00393,4.5,Bachelors,93.3,3.7,48436,LinkedIn,Onsite,0.7327
JOB-102,CND-00394,8,Bachelors,74.6,6.9,127472,Recruiter,Onsite,0.9224
JOB-103,CND-00395,2.7,Bootcamp,68.4,8.6,66994,JobBoard,Hybrid,0.8101
JOB-113,CND-00396,11.8,Bachelors,85,8.1,90851,JobBoard,Remote,1
JOB-120,CND-00397,13.2,HighSchool,55.8,7.4,110195,JobBoard,Hybrid,1
JOB-119,CND-00398,5.6,Masters,88.8,8.5,68183,LinkedIn,Remote,0.9792
JOB-112,CND-00399,4.4,PhD,54.2,1.8,62154,CompanySite,Remote,0.3708
JOB-112,CND-00400,17.6,HighSchool,48.9,3.6,115204,CompanySite,Onsite,0.5756
JOB-112,CND-00401,0.2,PhD,87.9,7.7,83289,LinkedIn,Hybrid,0.8166
JOB-103,CND-00402,16.3,Bootcamp,58.1,2,165343,CompanySite,Hybrid,0.6469
JOB-119,CND-00403,5.9,HighSchool,96.2,2,128088,Referral,Onsite,0.6333
JOB-107,CND-00404,11,PhD,44.4,6.3,128957,Referral,Hybrid,0.6606
JOB-116,CND-00405,6,Masters,44.6,2.8,61560,LinkedIn,Hybrid,0.5564
JOB-101,CND-00406,4.6,Bootcamp,90,3.8,100094,LinkedIn,Remote,0.757
JOB-107,CND-00407,17.8,Bachelors,91.7,3.3,153124,Recruiter,Onsite,0.9718
JOB-104,CND-00408,6.7,Masters,98.2,5.3,52019,LinkedIn,Hybrid,0.9313
JOB-105,CND-00409,7.6,PhD,70.5,5.7,67154,Recruiter,Hybrid,0.728
JOB-103,CND-00410,12.5,HighSchool,85.6,9.3,132000,CompanySite,Remote,1
JOB-110,CND-00411,17.9,HighSchool,94.7,5,176160,Recruiter,Onsite,0.8973
JOB-104,CND-00412,4.9,Bootcamp,98.3,3.6,178832,LinkedIn,Onsite,0.6427
JOB-114,CND-00413,16.1,Masters,55.4,1.8,126201,LinkedIn,Onsite,0.6811
JOB-112,CND-00414,6.7,HighSchool,89.2,9.5,139940,JobBoard,Onsite,1
JOB-109,CND-00415,1.3,Masters,56.7,5.2,165798,Recruiter,Onsite,0.4683
JOB-101,CND-00416,3.8,Bachelors,62.3,1.6,146522,LinkedIn,Hybrid,0.5222
JOB-111,CND-00417,6.1,HighSchool,81.8,1.5,108156,CompanySite,Onsite,0.5687
JOB-109,CND-00418,5.5,Masters,53.4,1.4,87721,LinkedIn,Hybrid,0.5101
JOB-111,CND-00419,15.1,Bachelors,62.6,8,121899,LinkedIn,Onsite,1
JOB-107,CND-00420,17.4,Masters,46.6,2.4,132527,CompanySite,Hybrid,0.7414
JOB-101,CND-00421,14.6,HighSchool,48.9,2.1,166056,LinkedIn,Onsite,0.5106
JOB-109,CND-00422,9.7,HighSchool,44.2,4.3,176159,Recruiter,Onsite,0.6503
JOB-113,CND-00423,13.3,Bootcamp,84.6,8.6,168061,JobBoard,Remote,1
JOB-111,CND-00424,7,Bachelors,53.8,4.4,58498,JobBoard,Hybrid,0.6142
JOB-114,CND-00425,0.1,PhD,49.3,4.3,43647,CompanySite,Remote,0.4067
JOB-100,CND-00426,15.9,Bootcamp,92.9,6.4,121392,JobBoard,Onsite,1
JOB-112,CND-00427,17.8,Bootcamp,87.9,1.4,65840,Referral,Hybrid,0.8526
JOB-100,CND-00428,5.5,Bootcamp,44,4.9,72118,Referral,Onsite,0.6625
JOB-117,CND-00429,4.3,Masters,75.5,8.6,71564,JobBoard,Remote,0.9125
JOB-100,CND-00430,7.7,Bachelors,85,9.3,79376,Referral,Onsite,1
JOB-104,CND-00431,4.6,HighSchool,53.2,7.9,61640,CompanySite,Onsite,0.8558
JOB-118,CND-00432,1.8,Bachelors,58.4,4.5,114553,JobBoard,Onsite,0.4806
JOB-101,CND-00433,15.5,PhD,47.5,1.5,40257,Recruiter,Onsite,0.6025
JOB-100,CND-00434,14.4,HighSchool,41.7,3.5,72720,Recruiter,Hybrid,0.6028
JOB-112,CND-00435,14.1,Bachelors,72.4,2.6,132034,CompanySite,Onsite,0.7571
JOB-118,CND-00436,0,Bootcamp,81.7,3.4,49321,CompanySite,Onsite,0.5308
JOB-107,CND-00437,15.4,Masters,87,8.9,81886,LinkedIn,Remote,1
JOB-113,CND-00438,17.4,PhD,73.4,7.7,92309,CompanySite,Remote,1
JOB-109,CND-00439,19,HighSchool,84.2,6.1,138742,CompanySite,Onsite,1
JOB-104,CND-00440,15.7,Bachelors,71.8,9.2,162697,CompanySite,Hybrid,1
JOB-114,CND-00441,9.1,PhD,58.6,8.9,122097,Recruiter,Remote,0.9149
JOB-120,CND-00442,17,Bachelors,51.6,2.6,79519,Referral,Onsite,0.5374
JOB-118,CND-00443,13.6,Masters,92.9,2.2,157048,Recruiter,Remote,0.7576
JOB-106,CND-00444,5.3,Bootcamp,88.6,1.2,142867,CompanySite,Hybrid,0.5559
JOB-113,CND-00445,6.9,Masters,98.9,3,97916,CompanySite,Hybrid,0.6591
JOB-112,CND-00446,14.9,Bachelors,61,1.6,119616,JobBoard,Onsite,0.5535
JOB-109,CND-00447,9.4,PhD,80.4,7.8,100759,CompanySite,Onsite,1
JOB-120,CND-00448,4.2,Bachelors,75.6,4.1,87517,JobBoard,Onsite,0.7214
JOB-101,CND-00449,2.8,PhD,40.6,5.1,101776,JobBoard,Hybrid,0.6504
JOB-115,CND-00450,8.8,Masters,47.3,8.3,101898,JobBoard,Onsite,0.8892
JOB-116,CND-00451,19.3,Masters,77.8,2.9,125750,Referral,Onsite,0.7747
JOB-112,CND-00452,12.3,PhD,70.6,4.3,172777,CompanySite,Onsite,0.7349
JOB-100,CND-00453,17.6,Masters,43.6,5.3,59476,Recruiter,Remote,0.8964
JOB-103,CND-00454,10.3,Masters,63.6,9.4,158271,CompanySite,Onsite,0.9229
JOB-120,CND-00455,5.3,HighSchool,66.1,3.9,160459,LinkedIn,Remote,0.6679
JOB-104,CND-00456,11.1,Masters,86.3,4.8,127018,CompanySite,Remote,0.8297
JOB-119,CND-00457,16.9,PhD,77.6,6.1,178724,LinkedIn,Onsite,0.9099
JOB-110,CND-00458,8.6,Bachelors,89,1.9,149145,JobBoard,Onsite,0.509
JOB-110,CND-00459,2.9,Bachelors,49.1,2,56370,Recruiter,Onsite,0.5099
JOB-118,CND-00460,8.4,Bootcamp,69.7,4.8,140053,JobBoard,Hybrid,0.7028
JOB-119,CND-00461,10.2,HighSchool,87.9,4.1,75709,LinkedIn,Hybrid,0.8306
JOB-116,CND-00462,0.3,Bachelors,62,8.8,157887,JobBoard,Hybrid,0.6905
JOB-120,CND-00463,9.8,HighSchool,44.9,3.8,127361,Recruiter,Onsite,0.4646
JOB-109,CND-00464,11.6,Masters,47.3,3.6,177360,CompanySite,Hybrid,0.6692
JOB-117,CND-00465,10.1,Bachelors,76,8,102989,JobBoard,Onsite,1
JOB-119,CND-00466,19.4,PhD,68.4,9,87294,Recruiter,Hybrid,1
JOB-103,CND-00467,12.6,PhD,80.3,4.4,146593,Referral,Remote,0.8242
JOB-116,CND-00468,1,Bootcamp,84.4,1,42482,CompanySite,Onsite,0.5626
JOB-118,CND-00469,17.8,HighSchool,62.5,5.4,172772,LinkedIn,Remote,0.891
JOB-119,CND-00470,6.3,Bootcamp,85.8,1.6,107928,JobBoard,Hybrid,0.4937
JOB-107,CND-00471,1.7,PhD,48.5,3.1,85384,Recruiter,Onsite,0.4055
JOB-105,CND-00472,8.5,PhD,50.2,6.1,137698,CompanySite,Hybrid,0.6943
JOB-110,CND-00473,13.5,PhD,92.8,6.7,86165,CompanySite,Hybrid,1
JOB-109,CND-00474,13.9,PhD,61,9.2,177452,Referral,Remote,0.9245
JOB-116,CND-00475,5.8,HighSchool,82.2,2.6,158190,JobBoard,Remote,0.5518
JOB-119,CND-00476,16.7,HighSchool,69.3,2.8,145955,Recruiter,Hybrid,0.6557
JOB-109,CND-00477,19.7,Bachelors,58.2,2.8,113287,Referral,Remote,0.6863
JOB-108,CND-00478,14.2,Masters,76.5,5.1,126989,Recruiter,Onsite,0.915
JOB-116,CND-00479,9,PhD,81.3,4.4,147216,CompanySite,Hybrid,0.8642
JOB-110,CND-00480,15.7,PhD,55,9.8,142531,CompanySite,Remote,1
JOB-111,CND-00481,18.1,Masters,84,2.2,98108,CompanySite,Remote,0.7995
JOB-106,CND-00482,2.4,Bachelors,65,1.5,61580,CompanySite,Hybrid,0.326
JOB-116,CND-00483,17.6,Bootcamp,90.6,5.7,66493,LinkedIn,Hybrid,1
JOB-119,CND-00484,10.2,HighSchool,45.4,8.2,102697,CompanySite,Hybrid,0.8066
JOB-116,CND-00485,5.6,Masters,61.1,2.7,109060,Referral,Onsite,0.5004
JOB-105,CND-00486,12.7,Bootcamp,82.9,7.5,135572,JobBoard,Remote,0.9021
JOB-110,CND-00487,4.5,Bachelors,44.1,4,142677,Referral,Remote,0.6139
JOB-103,CND-00488,16,Bachelors,61.8,3.1,118957,Recruiter,Remote,0.6832
JOB-103,CND-00489,9.9,PhD,69.6,2.5,50770,Recruiter,Onsite,0.5369
JOB-117,CND-00490,2.8,HighSchool,44.7,6.5,72721,JobBoard,Onsite,0.7408
JOB-120,CND-00491,9.8,HighSchool,70.3,7.4,55803,JobBoard,Remote,0.8722
JOB-118,CND-00492,3,PhD,57.6,5.5,45070,Recruiter,Hybrid,0.5954
JOB-106,CND-00493,8.9,Masters,44.2,9.3,75028,JobBoard,Onsite,1
JOB-113,CND-00494,0.6,Bootcamp,73.4,4,78442,Referral,Onsite,0.6526
JOB-116,CND-00495,14,Masters,98.7,6.1,68465,LinkedIn,Onsite,1
JOB-107,CND-00496,18,PhD,62,6,66738,CompanySite,Hybrid,0.938
JOB-106,CND-00497,2.6,Masters,95.2,5.1,129560,Referral,Onsite,0.8658
JOB-116,CND-00498,13.3,Masters,87.1,3.4,150216,CompanySite,Remote,0.8719
JOB-115,CND-00499,6.4,HighSchool,42,3.2,88275,LinkedIn,Onsite,0.426
JOB-101,CND-00500,5.2,HighSchool,84.9,1.8,78896,JobBoard,Onsite,0.6656
JOB-118,CND-00501,17.8,HighSchool,97.4,1.4,98011,Recruiter,Onsite,0.7206
JOB-118,CND-00502,14.6,Bachelors,75.6,4.2,52965,Recruiter,Hybrid,0.8334
JOB-100,CND-00503,0.4,HighSchool,63.5,4.6,61663,JobBoard,Hybrid,0.526
JOB-116,CND-00504,18.6,Bachelors,71.4,3,146528,Referral,Onsite,0.8246
JOB-114,CND-00505,3.8,HighSchool,64.4,5.7,55857,LinkedIn,Remote,0.5866
JOB-112,CND-00506,10.7,Bootcamp,81.5,3.5,108637,CompanySite,Remote,0.6965
JOB-101,CND-00507,17.6,HighSchool,89.4,3.7,141659,JobBoard,Remote,0.8136
JOB-100,CND-00508,7.2,Masters,69.3,2.9,58387,Recruiter,Hybrid,0.6292
JOB-107,CND-00509,19.6,Bootcamp,53.6,7.4,142242,CompanySite,Hybrid,0.8924
JOB-104,CND-00510,8.1,Bachelors,45.1,8.5,74334,Recruiter,Hybrid,0.9219
JOB-100,CND-00511,4.5,Masters,90.5,3.1,87148,JobBoard,Onsite,0.6155
JOB-118,CND-00512,9.2,HighSchool,94.8,1.7,77686,JobBoard,Hybrid,0.6692
JOB-112,CND-00513,18.6,PhD,71.1,9.6,160409,JobBoard,Hybrid,1
JOB-101,CND-00514,2.8,Bootcamp,44.6,6.9,167875,Referral,Remote,0.7844
JOB-106,CND-00515,4.5,Bootcamp,94.1,1.1,64515,CompanySite,Onsite,0.5599
JOB-100,CND-00516,1.3,Bootcamp,48.2,5.2,68977,Referral,Remote,0.4243
JOB-107,CND-00517,7.9,Masters,98.1,1.2,162688,CompanySite,Onsite,0.6529
JOB-100,CND-00518,9.2,Bootcamp,57.3,9.1,125549,LinkedIn,Onsite,0.9032
JOB-115,CND-00519,4.2,Bachelors,64.9,6.4,93452,Recruiter,Hybrid,0.6166
JOB-112,CND-00520,12.1,Bootcamp,52.4,8.4,63218,LinkedIn,Hybrid,0.9051
JOB-108,CND-00521,10.6,Masters,42.9,9,119007,CompanySite,Hybrid,0.8706
JOB-101,CND-00522,18.3,Bachelors,88.4,7,136079,Referral,Hybrid,1
JOB-106,CND-00523,13.4,PhD,82.1,5.5,172970,Referral,Onsite,0.7994
JOB-109,CND-00524,10.4,Bachelors,51.5,1.4,90735,CompanySite,Hybrid,0.416
JOB-114,CND-00525,4.1,HighSchool,83.8,5.5,140317,JobBoard,Hybrid,0.8267
JOB-104,CND-00526,15.7,Masters,51.1,2.4,82038,LinkedIn,Remote,0.5739
JOB-112,CND-00527,11.8,PhD,97.9,9.3,161528,JobBoard,Hybrid,1
JOB-100,CND-00528,13.1,PhD,52.8,4.2,179168,CompanySite,Remote,0.6597
JOB-102,CND-00529,13.9,PhD,59.4,3.9,167634,Referral,Remote,0.6601
JOB-101,CND-00530,1.3,Bootcamp,55.6,2.8,171408,Recruiter,Hybrid,0.4799
JOB-106,CND-00531,3.8,Bootcamp,60.2,7.5,104242,Recruiter,Remote,0.6678
JOB-120,CND-00532,19.3,Masters,72,6.1,48794,JobBoard,Remote,0.9935
JOB-105,CND-00533,15,Masters,64.3,1.2,95109,LinkedIn,Hybrid,0.4642
JOB-113,CND-00534,1.4,HighSchool,96.9,4.5,68995,LinkedIn,Remote,0.7486
JOB-115,CND-00535,2.1,HighSchool,99.3,1,156725,Recruiter,Onsite,0.6287
JOB-116,CND-00536,7.9,Bachelors,90.3,2.6,116252,JobBoard,Onsite,0.7757
JOB-101,CND-00537,10.9,Masters,50.6,7.7,168270,CompanySite,Onsite,0.9779
JOB-112,CND-00538,12.2,Masters,94.2,9.6,84384,LinkedIn,Hybrid,1
JOB-119,CND-00539,9.8,Bachelors,96,3.8,42086,CompanySite,Remote,0.699
JOB-113,CND-00540,11.4,Bootcamp,55.4,8.2,140291,Recruiter,Remote,0.9946
JOB-101,CND-00541,19,PhD,91.9,9.6,78112,LinkedIn,Onsite,1
JOB-109,CND-00542,8.3,PhD,81.2,7.8,44453,LinkedIn,Hybrid,0.8473
JOB-111,CND-00543,12.8,HighSchool,62.3,2.9,145954,JobBoard,Hybrid,0.5752
JOB-104,CND-00544,19.3,PhD,99.6,7.7,177707,Recruiter,Hybrid,1
JOB-118,CND-00545,4.4,PhD,45.5,6.7,53960,Referral,Onsite,0.77
JOB-118,CND-00546,1,Masters,62,9.2,153818,Referral,Hybrid,0.945
JOB-117,CND-00547,9.2,Masters,67,3.8,44874,Referral,Remote,0.574
JOB-111,CND-00548,2.1,Bootcamp,93.6,2,113920,CompanySite,Onsite,0.6559
JOB-116,CND-00549,12.2,Bachelors,80.9,7.4,142302,JobBoard,Onsite,1
JOB-117,CND-00550,14.7,PhD,59.3,1.7,120721,JobBoard,Hybrid,0.5597
JOB-103,CND-00551,4.1,PhD,46.6,5.9,110506,LinkedIn,Remote,0.7419
JOB-113,CND-00552,3.2,Bootcamp,47.8,4.8,76946,JobBoard,Hybrid,0.5572
JOB-108,CND-00553,8.4,Bootcamp,79.6,2.5,129861,JobBoard,Onsite,0.5244
JOB-117,CND-00554,12.2,Masters,66,7.1,165136,Recruiter,Onsite,0.783
JOB-108,CND-00555,9.1,HighSchool,69.2,4,155887,Recruiter,Hybrid,0.6333
JOB-118,CND-00556,9.3,Masters,51.3,3.7,45677,LinkedIn,Onsite,0.5867
JOB-113,CND-00557,19.3,Bootcamp,79.1,5.7,141587,Recruiter,Hybrid,1
JOB-103,CND-00558,11,PhD,90.3,1.3,147592,Referral,Hybrid,0.6042
JOB-101,CND-00559,16.9,PhD,54,2.8,57538,JobBoard,Hybrid,0.6775
JOB-109,CND-00560,4.3,Bachelors,67.4,8.1,63613,CompanySite,Hybrid,0.8301
JOB-108,CND-00561,11.8,Masters,59.2,9.2,130059,JobBoard,Hybrid,1
JOB-101,CND-00562,9.9,Bachelors,63.6,2.7,96364,LinkedIn,Remote,0.5349
JOB-118,CND-00563,7.9,Bachelors,61.7,4.7,103252,Recruiter,Remote,0.6273
JOB-104,CND-00564,19.7,PhD,84.2,9.8,40407,JobBoard,Remote,1
JOB-119,CND-00565,8.5,Bootcamp,92.4,5.8,169431,Recruiter,Onsite,0.8451
JOB-105,CND-00566,8.5,Bachelors,85.3,9.5,178332,Recruiter,Hybrid,0.9787
JOB-119,CND-00567,2.9,HighSchool,70,7.9,109057,CompanySite,Hybrid,0.8075
JOB-100,CND-00568,13.1,Bootcamp,49.1,7.8,56456,JobBoard,Remote,0.9809
JOB-113,CND-00569,4.2,Bachelors,85,3.8,56535,JobBoard,Remote,0.541
JOB-114,CND-00570,5.5,Masters,56.9,8.7,174296,LinkedIn,Hybrid,0.9421
JOB-101,CND-00571,5,Bachelors,64.7,2.5,88052,Referral,Onsite,0.4738
JOB-111,CND-00572,12,Bootcamp,72.2,2.3,81979,LinkedIn,Remote,0.5668
JOB-111,CND-00573,7.6,Bachelors,76.3,2.7,69984,Referral,Hybrid,0.5712
JOB-109,CND-00574,5.7,HighSchool,85.3,7.6,106709,Referral,Onsite,0.9927
JOB-115,CND-00575,17.9,Bootcamp,98.9,7.1,160728,LinkedIn,Hybrid,1
JOB-111,CND-00576,8,Masters,80.8,7.2,103862,CompanySite,Remote,0.8952
JOB-108,CND-00577,15.7,PhD,76.9,3.5,98264,Recruiter,Onsite,0.7331
JOB-108,CND-00578,6.5,PhD,56.6,2.2,119386,CompanySite,Hybrid,0.3859
JOB-111,CND-00579,3.5,Bachelors,40.9,2,66704,Recruiter,Onsite,0.4661
JOB-112,CND-00580,2.1,HighSchool,40.9,2.2,59413,LinkedIn,Hybrid,0.3771
JOB-113,CND-00581,17.4,Bachelors,56.2,1.5,108449,JobBoard,Hybrid,0.6558
JOB-120,CND-00582,1.6,PhD,86.5,4.4,163175,Referral,Hybrid,0.764
JOB-118,CND-00583,0.4,HighSchool,66.1,4.2,151204,CompanySite,Onsite,0.5224
JOB-111,CND-00584,8.7,Bootcamp,73.5,9.1,148457,LinkedIn,Hybrid,0.9605
JOB-114,CND-00585,4.9,Bootcamp,98.4,6.7,96895,Recruiter,Onsite,0.9591
JOB-113,CND-00586,12.7,Bachelors,78.1,9.8,130686,LinkedIn,Hybrid,1
JOB-111,CND-00587,13.3,HighSchool,96.4,7.2,49031,Recruiter,Hybrid,1
JOB-105,CND-00588,12.7,HighSchool,43.6,3.3,114369,CompanySite,Hybrid,0.5529
JOB-113,CND-00589,18.3,Masters,75.8,5.8,139325,CompanySite,Hybrid,1
JOB-119,CND-00590,0.2,Bootcamp,83.3,8.9,70150,Recruiter,Remote,1
