RecordId,Timestamp,Region,DayOfWeek,IsHoliday,EnergyDemandKwh
TS-000576,2023-07-30,East,Sun,0,16057
TS-000577,2023-07-31,Central,Mon,0,15689
TS-000578,2023-08-01,East,Tue,0,16464
TS-000579,2023-08-02,North,Wed,0,17426
TS-000580,2023-08-03,West,Thu,0,15770
TS-000581,2023-08-04,North,Fri,0,17029
TS-000582,2023-08-05,East,Sat,0,15791
TS-000583,2023-08-06,North,Sun,0,16062
TS-000584,2023-08-07,West,Mon,0,14850
TS-000585,2023-08-08,East,Tue,1,12038
TS-000586,2023-08-09,Central,Wed,0,15471
TS-000587,2023-08-10,Central,Thu,0,15866
TS-000588,2023-08-11,South,Fri,0,14632
TS-000589,2023-08-12,South,Sat,0,14141
TS-000590,2023-08-13,Central,Sun,0,16649
TS-000591,2023-08-14,North,Mon,0,16307
TS-000592,2023-08-15,East,Tue,0,16425
TS-000593,2023-08-16,North,Wed,0,17069
TS-000594,2023-08-17,Central,Thu,0,17319
TS-000595,2023-08-18,Central,Fri,0,16393
TS-000596,2023-08-19,West,Sat,0,16254
TS-000597,2023-08-20,South,Sun,0,18199
TS-000598,2023-08-21,Central,Mon,0,17082
TS-000599,2023-08-22,Central,Tue,0,17311
TS-000600,2023-08-23,South,Wed,0,17822
TS-000601,2023-08-24,North,Thu,0,17304
TS-000602,2023-08-25,West,Fri,0,18274
TS-000603,2023-08-26,West,Sat,0,16297
TS-000604,2023-08-27,West,Sun,0,17689
TS-000605,2023-08-28,East,Mon,0,16320
TS-000606,2023-08-29,North,Tue,0,18975
TS-000607,2023-08-30,South,Wed,0,18988
TS-000608,2023-08-31,West,Thu,0,20609
TS-000609,2023-09-01,East,Fri,0,18678
TS-000610,2023-09-02,North,Sat,0,20128
TS-000611,2023-09-03,North,Sun,0,18662
TS-000612,2023-09-04,East,Mon,0,19388
TS-000613,2023-09-05,North,Tue,0,17452
TS-000614,2023-09-06,West,Wed,0,18817
TS-000615,2023-09-07,East,Thu,0,19475
TS-000616,2023-09-08,Central,Fri,1,16302
TS-000617,2023-09-09,North,Sat,0,18817
TS-000618,2023-09-10,Central,Sun,0,19303
TS-000619,2023-09-11,North,Mon,0,20112
TS-000620,2023-09-12,South,Tue,0,18480
TS-000621,2023-09-13,East,Wed,0,19289
TS-000622,2023-09-14,East,Thu,0,20276
TS-000623,2023-09-15,West,Fri,0,19190
TS-000624,2023-09-16,North,Sat,0,17675
TS-000625,2023-09-17,Central,Sun,0,17929
TS-000626,2023-09-18,South,Mon,0,19354
TS-000627,2023-09-19,South,Tue,0,16682
TS-000628,2023-09-20,West,Wed,0,18707
TS-000629,2023-09-21,Central,Thu,0,18341
TS-000630,2023-09-22,South,Fri,0,16887
TS-000631,2023-09-23,North,Sat,0,17511
TS-000632,2023-09-24,North,Sun,0,17351
TS-000633,2023-09-25,East,Mon,0,19067
TS-000634,2023-09-26,East,Tue,0,17551
TS-000635,2023-09-27,Central,Wed,0,15649
TS-000636,2023-09-28,North,Thu,0,17867
TS-000637,2023-09-29,North,Fri,0,17280
TS-000638,2023-09-30,West,Sat,0,15343
TS-000639,2023-10-01,Central,Sun,0,16554
TS-000640,2023-10-02,Central,Mon,0,16294
TS-000641,2023-10-03,Central,Tue,0,15518
TS-000642,2023-10-04,West,Wed,0,15942
TS-000643,2023-10-05,South,Thu,0,15118
TS-000644,2023-10-06,South,Fri,0,16547
TS-000645,2023-10-07,Central,Sat,0,16856
TS-000646,2023-10-08,North,Sun,0,16084
TS-000647,2023-10-09,West,Mon,0,15553
TS-000648,2023-10-10,East,Tue,0,14959
TS-000649,2023-10-11,West,Wed,0,16791
TS-000650,2023-10-12,Central,Thu,1,12649
TS-000651,2023-10-13,South,Fri,0,17063
TS-000652,2023-10-14,East,Sat,0,16036
TS-000653,2023-10-15,North,Sun,0,16576
TS-000654,2023-10-16,Central,Mon,0,16344
TS-000655,2023-10-17,South,Tue,0,16419
TS-000656,2023-10-18,East,Wed,0,16289
TS-000657,2023-10-19,North,Thu,1,14121
TS-000658,2023-10-20,West,Fri,0,16821
TS-000659,2023-10-21,South,Sat,0,17386
TS-000660,2023-10-22,South,Sun,0,17525
TS-000661,2023-10-23,East,Mon,0,17522
TS-000662,2023-10-24,South,Tue,0,16887
TS-000663,2023-10-25,Central,Wed,0,17801
TS-000664,2023-10-26,West,Thu,0,18755
TS-000665,2023-10-27,North,Fri,0,18977
TS-000666,2023-10-28,East,Sat,0,17249
TS-000667,2023-10-29,West,Sun,0,18255
TS-000668,2023-10-30,Central,Mon,0,18211
TS-000669,2023-10-31,East,Tue,0,17992
TS-000670,2023-11-01,East,Wed,0,19484
TS-000671,2023-11-02,North,Thu,0,18444
TS-000672,2023-11-03,North,Fri,0,19196
TS-000673,2023-11-04,Central,Sat,0,19470
TS-000674,2023-11-05,East,Sun,0,20085
TS-000675,2023-11-06,South,Mon,0,18125
TS-000676,2023-11-07,West,Tue,0,17882
TS-000677,2023-11-08,West,Wed,0,17935
TS-000678,2023-11-09,South,Thu,0,19497
TS-000679,2023-11-10,South,Fri,0,18632
TS-000680,2023-11-11,South,Sat,0,19026
TS-000681,2023-11-12,North,Sun,0,19171
TS-000682,2023-11-13,North,Mon,0,19015
TS-000683,2023-11-14,West,Tue,0,18141
TS-000684,2023-11-15,South,Wed,0,17863
TS-000685,2023-11-16,East,Thu,0,17844
TS-000686,2023-11-17,East,Fri,0,17392
TS-000687,2023-11-18,West,Sat,0,16932
TS-000688,2023-11-19,North,Sun,0,17940
TS-000689,2023-11-20,South,Mon,0,18136
TS-000690,2023-11-21,North,Tue,0,17006
TS-000691,2023-11-22,West,Wed,0,16013
TS-000692,2023-11-23,West,Thu,0,18028
TS-000693,2023-11-24,South,Fri,0,17300
TS-000694,2023-11-25,North,Sat,0,18492
TS-000695,2023-11-26,South,Sun,0,16168
TS-000696,2023-11-27,West,Mon,0,16649
TS-000697,2023-11-28,West,Tue,0,16162
TS-000698,2023-11-29,East,Wed,0,17151
TS-000699,2023-11-30,North,Thu,0,16024
TS-000700,2023-12-01,West,Fri,0,17250
TS-000701,2023-12-02,Central,Sat,0,16445
TS-000702,2023-12-03,South,Sun,0,16129
TS-000703,2023-12-04,South,Mon,0,16215
TS-000704,2023-12-05,North,Tue,0,17317
TS-000705,2023-12-06,North,Wed,0,16040
TS-000706,2023-12-07,South,Thu,0,15825
TS-000707,2023-12-08,Central,Fri,0,16018
TS-000708,2023-12-09,Central,Sat,0,17259
TS-000709,2023-12-10,West,Sun,0,14973
TS-000710,2023-12-11,Central,Mon,0,15764
TS-000711,2023-12-12,North,Tue,0,15647
TS-000712,2023-12-13,Central,Wed,0,16418
TS-000713,2023-12-14,West,Thu,0,16632
TS-000714,2023-12-15,South,Fri,0,16925
TS-000715,2023-12-16,South,Sat,0,17179
TS-000716,2023-12-17,North,Sun,0,16451
TS-000717,2023-12-18,East,Mon,0,15555
TS-000718,2023-12-19,West,Tue,0,16645
TS-000719,2023-12-20,North,Wed,0,16665
TS-000720,2023-12-21,Central,Thu,0,18633
TS-000721,2023-12-22,West,Fri,0,17466
TS-000722,2023-12-23,Central,Sat,0,16331
TS-000723,2023-12-24,East,Sun,0,17509
TS-000724,2023-12-25,Central,Mon,0,18020
TS-000725,2023-12-26,North,Tue,0,18168
TS-000726,2023-12-27,East,Wed,0,19040
TS-000727,2023-12-28,East,Thu,0,17253
TS-000728,2023-12-29,South,Fri,0,17552
TS-000729,2023-12-30,South,Sat,0,18098
TS-000730,2023-12-31,North,Sun,0,17378
