TransactionId,AccountId,Timestamp,Amount,MerchantCategory,TransactionHour,DistanceFromHomeKm,IsOnline,IsInternational,BalanceAfterTransaction
TXN-0000271,ACC-9513,2024-06-23 07:34:40,40.36,Electronics,11,14.2,0,0,29175.31
TXN-0000272,ACC-3252,2024-11-21 02:12:18,202.1,Gas,7,41.2,0,0,29710.67
TXN-0000273,ACC-8105,2025-05-16 09:16:26,101.1,Restaurant,22,1.6,1,0,45409.1
TXN-0000274,ACC-5690,2024-12-28 12:39:05,18.56,Gas,19,12.3,0,0,19975.22
TXN-0000275,ACC-6217,2024-05-30 09:00:39,40.79,Grocery,18,35.3,1,0,28362.11
TXN-0000276,ACC-8472,2024-02-03 16:06:56,183.04,Grocery,12,6.9,1,0,2374.06
TXN-0000277,ACC-7398,2024-07-18 00:02:34,322.41,Electronics,15,37,1,0,45076.6
TXN-0000278,ACC-8385,2024-05-02 13:57:56,200.71,Gas,17,42.6,0,0,27630.62
TXN-0000279,ACC-6512,2024-04-21 22:48:42,411.12,Gas,16,30.5,1,0,15108.09
TXN-0000280,ACC-9396,2024-02-24 03:43:07,274.54,Travel,16,14,0,0,9516.78
TXN-0000281,ACC-3627,2025-11-29 07:20:57,181.62,Gas,11,40.5,0,0,33092.95
TXN-0000282,ACC-3315,2025-04-22 01:17:56,478.25,Restaurant,9,15.9,0,0,15358.41
TXN-0000283,ACC-5636,2024-01-02 11:59:27,180.4,Gas,7,12,1,0,9247.26
TXN-0000284,ACC-8000,2024-10-20 13:01:11,204.38,Restaurant,7,28.1,1,0,5318.36
TXN-0000285,ACC-5269,2024-11-11 20:05:43,15.84,Gas,19,39.6,0,0,22596.53
TXN-0000286,ACC-8951,2025-10-05 17:08:20,14.13,Restaurant,20,2.6,0,0,24737.93
TXN-0000287,ACC-2313,2024-10-28 12:56:51,352.28,Online,16,19.8,1,1,41184.47
TXN-0000288,ACC-2043,2025-09-24 15:53:04,367.53,Online,14,44.6,1,0,-398.34
TXN-0000289,ACC-1985,2024-08-28 01:21:19,314.32,ATM,17,25.3,1,0,23837.21
TXN-0000290,ACC-3495,2024-09-18 16:29:01,314.96,ATM,17,13.5,0,0,27674.51
TXN-0000291,ACC-4487,2024-06-08 00:28:14,166.7,Travel,19,5.2,1,0,27285.96
TXN-0000292,ACC-9848,2025-03-17 06:00:40,42.49,Gas,6,11.2,0,0,24472.65
TXN-0000293,ACC-4641,2025-01-20 07:26:12,343.69,ATM,22,25.2,0,0,22220.81
TXN-0000294,ACC-1356,2025-11-16 22:34:00,439.29,Restaurant,15,22.7,0,0,28016.24
TXN-0000295,ACC-6700,2025-11-23 00:13:44,476.03,Electronics,14,20,1,0,35994.18
TXN-0000296,ACC-4160,2025-10-30 00:17:49,429.83,Grocery,14,32.4,0,0,16673.03
TXN-0000297,ACC-6369,2025-07-31 18:33:29,282.11,ATM,20,10.2,0,0,43348.24
TXN-0000298,ACC-6436,2024-02-28 03:16:05,498.05,Gas,11,8.2,1,0,22366.25
TXN-0000299,ACC-4573,2024-06-30 01:01:38,220.55,ATM,15,37,0,1,2692.46
TXN-0000300,ACC-5795,2024-03-01 19:21:04,369.8,Gas,9,6,0,0,18071.12
TXN-0000301,ACC-2004,2025-09-03 12:57:39,234.64,ATM,13,38.6,0,0,39208
TXN-0000302,ACC-6993,2025-10-17 18:33:21,355.24,ATM,17,4.1,0,0,16423.11
TXN-0000303,ACC-4297,2025-09-27 19:07:42,386.91,Grocery,11,49.4,1,0,16081.37
TXN-0000304,ACC-9244,2025-07-11 20:58:27,457.86,Electronics,19,13.2,1,0,2701.5
TXN-0000305,ACC-7923,2025-08-28 16:11:55,289.51,Online,21,32.6,0,0,10786.3
TXN-0000306,ACC-2051,2024-06-18 10:30:37,19.28,Travel,19,31.8,1,0,21469.01
TXN-0000307,ACC-9247,2024-06-15 07:56:29,303.3,Restaurant,8,7.4,1,0,8905.63
TXN-0000308,ACC-6464,2024-04-13 15:08:02,437.62,Online,20,13,0,0,47128.32
TXN-0000309,ACC-9847,2025-10-20 00:21:49,73.41,ATM,8,5.7,0,0,26261.52
TXN-0000310,ACC-8573,2025-11-03 22:56:45,34.78,Grocery,10,40.1,0,0,44907.58
TXN-0000311,ACC-5541,2024-10-05 02:15:05,429.28,Online,8,48.3,0,0,29190.92
TXN-0000312,ACC-7631,2025-07-27 17:50:24,255.83,Electronics,15,20.5,0,0,40644.52
TXN-0000313,ACC-1526,2025-06-25 01:36:05,276.97,Electronics,8,2.7,1,0,40403.94
TXN-0000314,ACC-2965,2025-08-11 00:19:54,282.16,Online,14,17.5,1,0,47545.7
TXN-0000315,ACC-7180,2025-12-17 08:03:23,383.53,Online,7,45,0,0,10048.64
TXN-0000316,ACC-1254,2025-11-21 11:31:08,43.23,Restaurant,22,12.4,0,0,26387.01
TXN-0000317,ACC-1159,2024-10-08 08:43:15,240.72,Travel,17,34.5,1,0,11545.71
TXN-0000318,ACC-1696,2024-09-07 02:00:18,96.17,Travel,20,18.1,0,0,34166.13
TXN-0000319,ACC-7406,2025-11-14 14:35:29,288.02,Restaurant,19,14.1,0,0,8727.16
TXN-0000320,ACC-1690,2025-11-28 08:06:06,384.57,Electronics,22,27.3,0,0,45696.14
TXN-0000321,ACC-7430,2024-11-19 23:50:46,498.79,ATM,21,18.9,0,0,230.74
TXN-0000322,ACC-7701,2025-08-19 22:08:42,357.55,Travel,10,41.2,0,0,13152.83
TXN-0000323,ACC-4377,2024-03-30 16:44:53,199.52,Travel,6,5.3,1,0,637.51
TXN-0000324,ACC-8139,2025-10-05 01:13:25,172.42,Electronics,17,9.7,0,0,38402.12
TXN-0000325,ACC-9232,2024-06-05 04:34:21,231.01,Grocery,15,25.9,1,0,39938.94
TXN-0000326,ACC-7127,2024-11-25 00:27:28,183.42,Online,20,43.5,0,0,22162.13
TXN-0000327,ACC-8840,2024-11-28 19:25:53,349.68,Restaurant,9,24.7,0,0,38756.33
TXN-0000328,ACC-3277,2025-01-30 03:48:20,491.97,Grocery,12,37.8,0,1,45370.31
TXN-0000329,ACC-3092,2024-01-18 08:37:25,279.25,ATM,11,47.7,1,0,7818.31
TXN-0000330,ACC-4551,2024-07-05 17:43:17,420.04,ATM,13,2.1,0,0,950.61
TXN-0000331,ACC-9511,2024-02-14 10:36:08,442.4,ATM,12,11.2,1,0,43507.62
TXN-0000332,ACC-3737,2024-11-19 11:22:19,102.78,ATM,19,22.3,1,0,24139.35
TXN-0000333,ACC-1350,2024-08-04 19:15:45,372.73,Grocery,19,3.7,1,0,24557.9
TXN-0000334,ACC-3396,2024-06-30 16:39:48,241.33,Grocery,22,20.2,0,0,2247.65
TXN-0000335,ACC-3785,2025-05-13 22:38:10,46.01,ATM,22,31.3,0,0,734.07
TXN-0000336,ACC-3780,2025-08-27 23:04:43,334.89,Electronics,6,16,0,0,16299.89
TXN-0000337,ACC-3532,2024-10-31 08:59:37,386.09,Restaurant,6,36.5,1,0,12323.31
TXN-0000338,ACC-4814,2025-11-23 07:56:02,413.83,Restaurant,15,16.1,1,0,26038.2
TXN-0000339,ACC-2366,2025-08-15 06:59:03,111.34,Electronics,14,4.9,1,0,3682.36
TXN-0000340,ACC-5290,2024-10-06 04:17:59,282.31,Gas,12,10.2,1,0,33025.33
TXN-0000341,ACC-2558,2025-04-27 03:22:45,137.38,Travel,21,42.3,0,0,49383.9
TXN-0000342,ACC-2379,2025-03-31 04:32:36,224.4,Travel,10,47.9,1,0,24543.96
TXN-0000343,ACC-2750,2025-01-23 16:52:11,4023.45,Grocery,2,396,1,0,10919.62
TXN-0000344,ACC-7051,2025-06-30 01:19:28,280.47,Travel,14,32.8,0,0,43942.53
TXN-0000345,ACC-7974,2024-07-29 11:18:30,461.11,Gas,11,37.6,0,0,13756.45
TXN-0000346,ACC-4578,2024-03-17 10:21:59,390.41,Travel,22,1.3,0,0,17087.74
TXN-0000347,ACC-5937,2025-07-07 02:32:28,129.56,Online,11,49.7,0,0,37243.95
TXN-0000348,ACC-1795,2025-12-11 06:26:16,254.72,Restaurant,8,1.6,0,0,3515.71
TXN-0000349,ACC-4199,2024-06-18 20:05:29,351.69,Travel,22,35.4,1,0,12920.32
TXN-0000350,ACC-2779,2024-06-30 18:42:31,106.08,Restaurant,15,9.3,0,0,13650.1
TXN-0000351,ACC-6184,2025-08-05 21:21:51,156.57,Travel,22,9.2,1,0,49646.7
TXN-0000352,ACC-6386,2025-01-09 22:39:48,7.61,Travel,8,10.1,0,0,49762.6
TXN-0000353,ACC-5201,2025-09-28 12:56:41,314.43,ATM,7,25.1,0,0,21912.2
TXN-0000354,ACC-2657,2025-05-03 01:24:14,251.86,Restaurant,7,30.7,0,0,20390.94
TXN-0000355,ACC-6039,2025-02-14 23:22:03,383.79,Online,20,22.3,0,0,12509.31
TXN-0000356,ACC-8840,2024-04-26 02:31:47,137.22,Travel,12,27.1,1,0,33053.06
TXN-0000357,ACC-9905,2024-03-18 01:06:47,79.37,Grocery,15,36.8,1,0,15214.69
TXN-0000358,ACC-5969,2025-06-21 23:32:12,328.73,Online,17,44.9,1,0,32904.08
TXN-0000359,ACC-3012,2024-05-18 23:07:52,205.3,Grocery,8,28.7,0,1,16766.71
TXN-0000360,ACC-7480,2025-05-30 20:57:16,323.47,Online,17,43.5,1,0,37723.9
TXN-0000361,ACC-2039,2025-02-07 21:45:47,14.37,ATM,11,48.1,0,0,21333.02
TXN-0000362,ACC-7426,2024-12-12 07:58:07,5484.95,Restaurant,2,914,1,1,39969.59
TXN-0000363,ACC-4234,2025-09-20 13:42:20,182.48,Grocery,8,34.6,1,0,44224.21
TXN-0000364,ACC-8129,2024-12-14 04:18:29,291.61,ATM,11,42,0,0,44748
TXN-0000365,ACC-7727,2024-05-31 11:22:12,387.96,Online,14,23.5,0,1,7906.63
TXN-0000366,ACC-6846,2024-11-02 06:36:45,8964.56,Restaurant,4,1619,1,0,47990.96
TXN-0000367,ACC-2640,2024-08-19 07:57:13,12.32,Grocery,7,47.5,0,0,24781.56
TXN-0000368,ACC-2220,2024-12-31 18:57:56,6429.39,ATM,2,662,1,0,31855.45
TXN-0000369,ACC-8651,2025-08-20 20:58:49,181.38,Travel,9,12.6,0,0,12268.07
TXN-0000370,ACC-7471,2024-11-23 18:58:55,278.34,Restaurant,12,25.1,1,0,2680.04
TXN-0000371,ACC-2403,2025-06-14 22:13:30,10208.8,Electronics,23,1707,1,1,21660.11
TXN-0000372,ACC-1530,2025-10-17 23:59:07,22.7,Electronics,7,35.1,1,0,18856.3
TXN-0000373,ACC-1382,2025-11-08 21:19:35,435.59,Travel,6,38.6,1,0,37939.59
TXN-0000374,ACC-1809,2025-08-02 00:55:13,5456.02,Grocery,3,405,1,0,49782.45
TXN-0000375,ACC-2228,2025-06-19 07:10:59,146.4,Online,20,44.1,0,0,10118.38
TXN-0000376,ACC-8912,2024-07-11 14:21:20,428.57,Travel,13,4.5,1,0,29231.12
TXN-0000377,ACC-7625,2024-08-13 22:52:18,497.84,Gas,10,8.5,1,0,35617.45
TXN-0000378,ACC-2865,2025-01-13 12:06:51,397.64,Travel,7,8.2,1,0,28826.16
TXN-0000379,ACC-5036,2025-10-30 22:13:08,345.71,ATM,12,43.1,0,0,14511.83
TXN-0000380,ACC-1558,2025-02-27 03:09:21,341.7,Restaurant,12,49.1,0,0,13538.9
TXN-0000381,ACC-3251,2024-08-14 09:02:52,75.5,Electronics,20,4.5,1,0,32377.42
TXN-0000382,ACC-4366,2024-11-23 18:07:29,335.14,Online,15,0.8,0,0,15315.94
TXN-0000383,ACC-9841,2025-02-08 22:03:36,445.98,Gas,13,40.7,1,0,33048.31
TXN-0000384,ACC-5381,2024-01-06 04:24:24,173.19,Grocery,14,23.6,1,0,14560.51
TXN-0000385,ACC-3092,2025-01-15 01:43:48,194.09,Online,11,14.1,0,0,18759.34
TXN-0000386,ACC-2337,2025-01-22 18:00:47,257.27,Online,12,35.9,0,0,22789.09
TXN-0000387,ACC-6724,2025-05-05 23:11:56,2685.89,ATM,4,1776,0,0,32380.3
TXN-0000388,ACC-8776,2024-10-11 13:16:14,60.57,Gas,10,23.1,0,0,25243.84
TXN-0000389,ACC-4112,2025-10-03 17:09:57,411.35,Travel,14,6,0,0,13604.35
TXN-0000390,ACC-1247,2024-03-30 01:25:06,314.83,Grocery,18,6.4,0,1,2430.01
TXN-0000391,ACC-6267,2025-03-05 22:46:21,125.62,Grocery,13,12.4,0,0,25041.23
TXN-0000392,ACC-7344,2024-07-17 17:40:48,10.72,Online,11,1.3,0,0,43301.83
TXN-0000393,ACC-8952,2025-06-20 11:33:36,235.11,Gas,20,28.7,0,0,7483.44
TXN-0000394,ACC-7721,2025-05-04 08:07:25,327.93,Electronics,17,23.9,0,0,8964.81
TXN-0000395,ACC-2345,2024-10-26 07:30:35,169.5,ATM,18,0.2,0,0,34902.37
TXN-0000396,ACC-8152,2025-04-21 06:51:04,147.97,Grocery,12,49.3,0,0,48497.17
TXN-0000397,ACC-3337,2024-12-13 21:24:30,35.49,ATM,15,40.1,0,0,20968.86
TXN-0000398,ACC-2822,2024-07-19 23:24:55,91.45,Restaurant,9,36.9,0,0,39940.96
TXN-0000399,ACC-2576,2025-05-31 12:36:48,237.73,Gas,19,4.6,1,1,47235.58
TXN-0000400,ACC-8426,2025-07-24 17:29:44,10.92,Restaurant,21,6.7,0,0,12460.42
TXN-0000401,ACC-6086,2024-06-30 02:25:57,340.4,Restaurant,22,45.6,1,1,39740.47
TXN-0000402,ACC-7412,2025-10-10 05:25:26,162.68,Restaurant,8,42.2,1,0,12877.55
TXN-0000403,ACC-6925,2024-09-29 20:46:08,361.87,Online,17,6.6,1,0,19215.2
TXN-0000404,ACC-1734,2024-04-17 05:53:29,251.05,Restaurant,21,49.3,1,0,46357.79
TXN-0000405,ACC-2395,2025-06-17 02:51:55,454.58,Restaurant,22,43.1,1,0,6819.42
TXN-0000406,ACC-5777,2025-08-12 14:05:10,347.91,Gas,19,29.4,0,0,4521.92
TXN-0000407,ACC-8661,2024-02-21 02:05:46,189.72,Gas,17,32.1,0,0,37795.46
TXN-0000408,ACC-5366,2025-06-27 12:03:04,295.32,Grocery,16,28.1,0,0,46017.52
TXN-0000409,ACC-2127,2024-10-20 00:03:05,382.78,Travel,14,12.1,1,0,24604.91
TXN-0000410,ACC-1094,2025-09-11 08:23:04,444.13,Travel,13,49.2,0,0,26050.27
TXN-0000411,ACC-9295,2025-08-01 05:20:07,495.37,Travel,22,24,0,0,31304.8
TXN-0000412,ACC-6049,2024-08-24 17:43:02,11.43,Travel,13,38.5,1,0,2639.53
TXN-0000413,ACC-2526,2025-02-26 22:12:08,169.84,Online,10,33.4,1,0,1035
TXN-0000414,ACC-9316,2024-12-31 18:35:02,115.77,Online,16,21.5,0,0,13408.66
TXN-0000415,ACC-6340,2024-02-28 20:05:32,168.91,Travel,8,35,0,1,31063.56
TXN-0000416,ACC-7532,2025-11-10 19:31:15,423.8,ATM,18,29.4,1,0,28057.65
TXN-0000417,ACC-3752,2025-07-21 16:07:56,3128.67,Travel,3,602,1,1,16758.83
TXN-0000418,ACC-1367,2024-11-16 14:03:28,273.72,Electronics,15,28.4,1,0,37554.28
TXN-0000419,ACC-8621,2024-07-20 04:56:47,171.87,Grocery,20,12.7,0,0,22124.56
TXN-0000420,ACC-7976,2024-03-21 12:32:59,337.44,ATM,10,20.7,1,0,10470.52
TXN-0000421,ACC-1111,2025-06-25 16:20:45,54.48,Online,10,7.9,1,0,35246.73
TXN-0000422,ACC-6891,2024-01-25 19:11:40,16.14,Grocery,20,30.9,1,0,49966.06
TXN-0000423,ACC-5683,2025-11-24 17:57:05,114.8,Restaurant,17,34.7,0,0,8026.72
TXN-0000424,ACC-6358,2024-07-22 10:16:45,171.65,Electronics,8,29.3,1,0,47920.46
TXN-0000425,ACC-4144,2025-02-04 20:10:25,425.69,Restaurant,13,17,0,0,4375.02
TXN-0000426,ACC-4237,2024-07-09 05:35:08,484.65,ATM,19,14.2,1,1,48307.09
TXN-0000427,ACC-3604,2024-10-06 01:17:36,317.49,Online,6,39.2,1,0,2547.47
TXN-0000428,ACC-6967,2025-11-09 15:31:49,451.86,ATM,12,45.3,0,0,5110.1
TXN-0000429,ACC-5575,2024-09-01 01:12:51,321.65,Restaurant,12,41.2,1,1,48765.78
TXN-0000430,ACC-2634,2024-03-27 18:27:12,451.16,ATM,20,29,1,0,13029.35
TXN-0000431,ACC-4970,2025-05-14 16:20:39,411.78,Grocery,6,4.6,0,0,10970.87
TXN-0000432,ACC-6318,2024-06-09 03:45:17,43.52,ATM,16,1.1,1,0,6279.47
TXN-0000433,ACC-7867,2024-04-13 07:16:02,66.44,Electronics,22,8.9,0,0,20332.11
TXN-0000434,ACC-7982,2024-03-19 16:47:30,186.47,Restaurant,17,18.5,1,0,11966.13
TXN-0000435,ACC-9688,2025-06-20 00:30:25,195.64,Travel,9,3.1,0,0,39466.46
TXN-0000436,ACC-1735,2025-08-31 17:14:10,21.45,Travel,9,49.7,1,0,41834
TXN-0000437,ACC-2963,2024-12-07 16:45:37,409.04,ATM,18,26.5,0,1,7214.23
TXN-0000438,ACC-1708,2024-08-08 03:27:40,81.02,Restaurant,18,46.7,1,0,3777.85
TXN-0000439,ACC-4568,2024-11-19 05:44:39,253.31,Grocery,15,37.2,0,0,2470.61
TXN-0000440,ACC-5595,2024-07-12 08:31:50,216.57,Online,12,38.6,0,0,18243.88
TXN-0000441,ACC-7704,2024-09-21 12:23:34,449.31,Grocery,15,27.6,0,0,30312.83
TXN-0000442,ACC-6134,2024-01-20 12:33:33,361.4,Restaurant,14,28.8,0,0,708.16
TXN-0000443,ACC-7329,2025-01-31 01:52:46,350.73,Grocery,18,42.4,0,0,36943.63
TXN-0000444,ACC-1495,2024-09-27 02:07:24,246.18,Grocery,16,43.3,0,0,42207.6
TXN-0000445,ACC-2181,2024-01-29 16:42:52,98.02,Electronics,12,24.3,0,0,29336.66
TXN-0000446,ACC-5995,2024-07-12 03:22:58,289.98,Travel,6,19,1,0,40962.42
TXN-0000447,ACC-7723,2025-05-03 21:24:00,486.14,Online,18,43.9,0,0,49175.13
TXN-0000448,ACC-5812,2024-09-14 04:15:14,448.52,Grocery,15,27,1,0,22660.76
TXN-0000449,ACC-4526,2024-11-04 08:56:27,319.03,Travel,20,18.8,1,0,25062.19
TXN-0000450,ACC-4584,2025-12-14 14:49:31,341.12,Online,9,12.3,0,0,18579.35
TXN-0000451,ACC-8363,2025-08-02 20:32:38,385.87,ATM,17,48.4,0,0,6523.94
TXN-0000452,ACC-8434,2024-10-08 23:50:28,113.7,Travel,8,24.6,0,0,17585.01
TXN-0000453,ACC-7197,2024-05-30 19:47:25,4386.6,Grocery,4,1394,0,1,10940.02
TXN-0000454,ACC-4547,2025-09-24 20:01:42,275.4,Grocery,6,42.9,0,0,41457.37
TXN-0000455,ACC-7727,2025-11-22 17:53:47,287.03,Electronics,22,24.9,0,1,1493.69
TXN-0000456,ACC-3405,2024-03-20 02:35:03,477.67,Grocery,21,6.2,0,0,11812.35
TXN-0000457,ACC-6291,2024-12-16 07:18:35,265.7,ATM,21,21,1,0,38855.86
TXN-0000458,ACC-8304,2024-03-28 16:38:42,89.93,Restaurant,10,11.8,0,0,43611.55
TXN-0000459,ACC-3946,2025-04-17 06:51:22,388.73,Electronics,18,12.8,1,0,28115.32
TXN-0000460,ACC-7067,2024-12-23 07:55:13,203.44,Grocery,7,27.5,0,0,24749.29
TXN-0000461,ACC-6472,2024-08-23 04:34:43,367.62,Restaurant,10,33.7,0,0,3353.6
TXN-0000462,ACC-5892,2025-10-11 23:28:11,33.69,Electronics,9,2,1,0,27507.75
TXN-0000463,ACC-1882,2025-07-23 20:04:22,421.94,Gas,9,13,1,0,13832.25
TXN-0000464,ACC-9710,2025-07-04 20:33:53,254.79,Online,22,40.1,0,0,28168.75
TXN-0000465,ACC-8771,2024-02-26 12:19:47,3117.38,ATM,23,1311,0,1,35989.18
TXN-0000466,ACC-4282,2024-03-17 13:16:55,261.76,Gas,6,17.5,0,0,20014.01
TXN-0000467,ACC-2246,2024-01-12 13:02:40,157.62,Gas,17,7.5,1,0,28469.02
TXN-0000468,ACC-7472,2024-03-10 03:28:12,300.86,Restaurant,21,10.1,1,0,11488.6
TXN-0000469,ACC-3886,2024-11-18 11:01:17,31.24,Online,7,35,0,0,42524.03
TXN-0000470,ACC-3554,2024-06-13 06:55:22,121,ATM,18,7.8,0,0,43425.35
TXN-0000471,ACC-2744,2025-09-20 03:43:34,155.92,Travel,14,37.6,0,0,31561.49
TXN-0000472,ACC-8166,2024-11-20 16:56:24,114.64,Restaurant,9,37.3,0,0,29509.52
TXN-0000473,ACC-3840,2025-04-04 23:59:36,371.08,ATM,18,2.8,0,0,15803.32
TXN-0000474,ACC-6712,2024-11-04 23:13:44,452.63,ATM,21,33.2,0,0,43108.67
TXN-0000475,ACC-4661,2024-10-30 08:15:35,375.98,Gas,11,42.2,1,0,1008.28
TXN-0000476,ACC-3895,2024-08-26 21:15:55,81.67,Grocery,22,29.4,0,0,19834.53
TXN-0000477,ACC-5894,2024-01-20 09:16:33,263.76,Restaurant,21,26.6,1,0,1336.48
TXN-0000478,ACC-6057,2024-11-27 05:39:22,328.98,Restaurant,16,1.1,0,0,43742.34
TXN-0000479,ACC-5586,2025-06-19 23:47:09,402.57,Travel,9,29.5,1,0,16866.85
TXN-0000480,ACC-1705,2025-08-01 00:14:07,338.62,Electronics,19,9.5,1,1,43978.53
TXN-0000481,ACC-9392,2024-12-27 00:36:43,402.86,ATM,17,43.4,0,0,565.15
TXN-0000482,ACC-7558,2024-09-30 10:41:12,13.96,ATM,20,7.1,1,0,7341.03
TXN-0000483,ACC-4392,2024-08-15 07:04:26,49.58,Electronics,15,14.4,0,0,15912.05
TXN-0000484,ACC-1215,2024-11-12 00:21:32,396.38,Online,11,46,1,0,25880.34
TXN-0000485,ACC-1144,2025-08-01 03:26:56,235.36,Gas,21,8.4,0,0,39254.16
TXN-0000486,ACC-7778,2025-07-13 08:03:04,206.56,ATM,7,7.8,0,0,11739.68
TXN-0000487,ACC-4658,2025-08-02 01:28:07,334.93,Travel,17,13.8,0,0,49646.55
TXN-0000488,ACC-2261,2024-09-25 03:13:42,134.59,Electronics,7,31.9,1,0,49762.5
TXN-0000489,ACC-7036,2024-09-30 20:32:27,14809.24,ATM,2,1269,0,0,23939.78
TXN-0000490,ACC-1318,2025-10-17 07:05:41,452.06,ATM,16,46.4,0,0,18650.05
TXN-0000491,ACC-6316,2024-04-24 01:21:52,423.16,Gas,20,19.4,0,0,44062.31
TXN-0000492,ACC-3570,2025-11-22 12:18:18,108.3,Grocery,6,23.8,0,0,5560.66
TXN-0000493,ACC-2852,2025-05-13 15:34:21,430.05,Restaurant,18,33.7,0,0,12750.49
TXN-0000494,ACC-4954,2024-07-24 20:50:28,228.31,Restaurant,22,36.4,0,0,4076.82
TXN-0000495,ACC-8221,2025-09-16 13:29:39,122.06,Grocery,13,49.7,0,0,12916.89
TXN-0000496,ACC-4111,2024-04-19 07:33:05,230.96,ATM,20,31.4,0,0,3043.38
TXN-0000497,ACC-5937,2025-02-05 23:54:26,6213.27,Grocery,3,1701,0,0,26322.12
TXN-0000498,ACC-1644,2024-10-12 03:11:03,138.05,Grocery,18,4.4,0,0,38605.94
TXN-0000499,ACC-8903,2025-08-15 12:38:16,401.53,Electronics,8,46.2,1,0,16611.27
TXN-0000500,ACC-3445,2025-09-02 21:34:32,151.06,Gas,21,47.6,0,0,34266.88
TXN-0000501,ACC-2440,2025-07-30 22:31:39,6.99,Electronics,11,23.4,0,0,9767.46
TXN-0000502,ACC-1416,2024-12-24 23:41:44,6923.33,ATM,2,1568,1,0,19189.24
TXN-0000503,ACC-8891,2025-12-15 18:53:19,254.45,Gas,10,22.5,1,0,15887.91
TXN-0000504,ACC-6925,2025-01-08 08:23:23,189.31,Travel,17,41.3,0,0,22914.38
TXN-0000505,ACC-1737,2024-06-09 18:40:40,382.31,Online,16,26.1,1,0,18716.97
TXN-0000506,ACC-6588,2025-12-15 00:14:51,80.37,Travel,12,5.8,1,0,45959.85
TXN-0000507,ACC-4118,2024-10-06 00:23:27,192.11,Restaurant,14,2.2,0,0,4157.36
TXN-0000508,ACC-2661,2025-09-20 04:30:54,105.39,Travel,15,31.2,0,0,1465.21
TXN-0000509,ACC-5173,2024-12-31 22:24:14,395.3,Restaurant,18,32.2,0,0,4352.65
TXN-0000510,ACC-3211,2024-02-13 08:42:16,350.63,Online,9,30.5,1,0,8285.89
TXN-0000511,ACC-7678,2025-06-25 08:24:07,21.48,Online,6,0.6,0,0,12635.35
TXN-0000512,ACC-1571,2024-10-07 16:35:28,232.76,Online,17,41,0,0,17874.12
TXN-0000513,ACC-2718,2025-12-12 15:51:08,200.66,Grocery,9,21.6,1,0,49744.37
TXN-0000514,ACC-8698,2024-06-16 19:42:26,144.87,Travel,12,25.5,0,0,22995.28
TXN-0000515,ACC-9416,2025-07-27 11:39:27,111.98,Gas,22,5.4,0,0,25860.04
TXN-0000516,ACC-7899,2025-11-16 04:25:48,169.3,Restaurant,7,40.5,1,0,25540.33
TXN-0000517,ACC-9697,2024-09-25 06:26:53,318.16,Restaurant,6,32.9,0,0,24137.89
TXN-0000518,ACC-1760,2024-04-05 16:49:36,298.91,Electronics,20,18.1,0,0,47732.4
TXN-0000519,ACC-5176,2024-03-01 16:05:56,425.55,Electronics,16,9.6,0,0,8811.19
TXN-0000520,ACC-2280,2024-11-25 01:11:24,386.41,Restaurant,15,23.9,0,0,32395.8
TXN-0000521,ACC-8464,2025-04-23 08:37:51,199.43,Online,14,33.3,0,0,34433.68
TXN-0000522,ACC-6311,2024-07-28 17:02:08,270.03,ATM,19,27.6,0,0,18475.93
TXN-0000523,ACC-4380,2025-11-10 22:49:08,298.84,Online,14,40.7,1,0,20464.52
TXN-0000524,ACC-7016,2025-11-16 17:12:04,356.53,Travel,22,12.5,0,0,19237.67
TXN-0000525,ACC-4013,2024-12-21 22:36:17,54.26,Travel,14,49.1,0,0,43767.39
TXN-0000526,ACC-8958,2024-06-08 12:40:55,269.18,Gas,10,7.3,1,1,10020.72
TXN-0000527,ACC-9873,2025-11-30 23:48:19,203.9,Online,16,13.3,0,0,26541.24
TXN-0000528,ACC-8655,2025-06-11 11:56:56,265.21,Restaurant,9,32.7,0,0,40144.98
TXN-0000529,ACC-1556,2024-08-16 15:19:10,53.96,Gas,9,43.9,1,0,38779.61
TXN-0000530,ACC-6376,2025-11-26 01:16:19,398.72,Grocery,11,31.2,0,0,38990.95
TXN-0000531,ACC-7516,2025-08-07 17:59:32,46.87,Online,21,17.5,0,0,9870.53
TXN-0000532,ACC-4882,2025-12-08 15:34:15,131.25,Grocery,16,21.9,1,0,12230.19
TXN-0000533,ACC-9260,2024-12-26 21:40:49,499.41,Online,10,4.3,1,0,13629.75
TXN-0000534,ACC-8531,2025-07-09 05:56:47,477.35,Travel,14,10.1,0,0,40523.73
TXN-0000535,ACC-7691,2024-12-17 21:33:26,16.53,Gas,7,22.5,1,0,25212.88
TXN-0000536,ACC-9247,2025-09-28 00:42:54,90.98,Gas,12,8,1,0,32309.85
TXN-0000537,ACC-5054,2025-12-06 11:56:05,468.64,Travel,11,42.2,1,0,35480.24
TXN-0000538,ACC-6647,2025-12-23 10:31:56,99.4,Online,19,13.1,0,0,11180.04
TXN-0000539,ACC-2961,2024-05-10 13:03:45,493.59,ATM,13,41.5,0,0,39426.26
TXN-0000540,ACC-8612,2025-08-15 09:31:10,283.7,ATM,17,24.7,0,0,9822
TXN-0000541,ACC-2614,2024-03-17 17:42:01,130.34,Restaurant,6,18,0,0,3907.39
TXN-0000542,ACC-7511,2024-11-14 23:51:48,224.53,Grocery,12,39.4,0,0,20487.55
