SearchId,ListingId,Bedrooms,Bathrooms,Price,DaysOnMarket,PhotoCount,WalkScore,SchoolRating,VirtualTourAvailable,ClickThroughScore
SRC-4511,LST-000367,2,1.5,987079,8,13,20,9.9,1,0.38
SRC-5276,LST-000368,4,1.4,748425,57,23,53,2.4,0,0.642
SRC-2451,LST-000369,1,2.2,1154973,27,8,83,3.1,0,0.662
SRC-3389,LST-000370,4,2.8,457435,112,18,52,7.4,0,0.418
SRC-2978,LST-000371,2,2.6,279722,152,4,53,5.9,1,0.382
SRC-6589,LST-000372,2,2.4,1152091,118,30,56,9.9,1,0.544
SRC-3729,LST-000373,4,3,1137106,114,11,81,4,0,0.684
SRC-4194,LST-000374,6,3.4,237752,45,17,49,2.4,1,0.406
SRC-9997,LST-000375,5,3.4,615447,156,39,77,5.8,1,0.928
SRC-8910,LST-000376,4,1.4,939936,21,31,49,3.2,0,0.776
SRC-2465,LST-000377,6,3.1,543393,20,30,67,1.8,0,0.828
SRC-6517,LST-000378,3,2.5,751452,14,20,38,10,1,0.602
SRC-2966,LST-000379,4,2.4,529979,44,27,71,7.9,0,0.794
SRC-5677,LST-000380,3,1.4,732334,4,26,58,2.7,1,0.882
SRC-7470,LST-000381,2,1.7,579493,133,25,86,9.4,1,0.614
SRC-1150,LST-000382,3,3.3,451690,63,21,69,3.7,0,0.556
SRC-6530,LST-000383,1,2.7,386318,103,40,46,3.6,0,0.704
SRC-1523,LST-000384,3,1.5,342686,2,15,38,9.3,1,0.632
SRC-3598,LST-000385,4,2.2,1149872,10,23,27,1.4,0,0.718
SRC-3568,LST-000386,4,2.8,303878,111,39,34,1.5,0,0.736
SRC-7622,LST-000387,3,2,657652,113,37,99,4.8,1,0.856
SRC-3746,LST-000388,3,2.3,710824,23,28,67,5.4,0,0.898
SRC-4852,LST-000389,2,1.8,1189467,163,36,100,2.3,0,0.98
SRC-9612,LST-000390,1,2.9,215933,125,4,28,9.3,0,0.302
SRC-6868,LST-000391,5,2.9,1027157,22,26,52,4.9,1,0.758
SRC-9268,LST-000392,6,3.8,927274,146,13,72,3.1,1,0.448
SRC-2450,LST-000393,5,2.4,576717,1,6,63,5.7,0,0.592
SRC-7183,LST-000394,5,1,197637,45,17,33,8.6,0,0.352
SRC-3529,LST-000395,1,2.6,589963,47,34,83,7.1,0,0.822
SRC-4166,LST-000396,2,3.4,979669,7,27,68,4.2,1,0.762
SRC-2728,LST-000397,5,3.6,325943,44,36,62,1.8,1,0.608
SRC-6655,LST-000398,2,3.7,788867,163,17,39,2.9,1,0.406
SRC-9384,LST-000399,1,3.4,1099064,86,38,79,8.8,0,0.776
SRC-6416,LST-000400,3,1.3,784506,50,8,78,3,1,0.612
SRC-6071,LST-000401,1,1.2,712371,82,16,38,8.4,0,0.412
SRC-3677,LST-000402,4,1.3,316176,72,37,78,5.9,0,0.742
SRC-1614,LST-000403,2,2,663765,177,24,100,4.8,0,0.65
SRC-4172,LST-000404,1,3.1,373674,76,20,25,9.6,0,0.49
SRC-9435,LST-000405,6,3.5,237787,114,29,51,3.3,0,0.584
SRC-2290,LST-000406,6,2.3,1086339,95,24,28,6.9,0,0.582
SRC-8727,LST-000407,4,3.9,1003943,113,35,80,8.5,0,0.81
SRC-1572,LST-000408,4,2.6,868386,17,35,67,3.6,1,0.838
SRC-4257,LST-000409,6,2,829491,164,32,36,6.3,1,0.544
SRC-5518,LST-000410,3,3.6,1044396,98,26,40,4,1,0.56
SRC-2243,LST-000411,6,3.5,1166171,137,28,45,2.4,0,0.64
SRC-2045,LST-000412,1,3.2,653180,34,27,51,9.1,1,0.574
SRC-8401,LST-000413,3,3.8,782964,165,39,98,7.8,1,0.982
SRC-4918,LST-000414,5,1.9,744370,174,6,32,5.4,1,0.218
SRC-4829,LST-000415,1,2.5,825431,7,4,57,2.1,0,0.498
SRC-9324,LST-000416,1,2.6,807210,81,12,72,3.2,0,0.598
SRC-8554,LST-000417,4,2.1,761842,37,19,24,8.4,1,0.356
SRC-4868,LST-000418,1,1.7,604993,81,5,64,4.3,0,0.446
SRC-3483,LST-000419,5,1.1,1065186,166,30,71,3.4,1,0.804
SRC-1105,LST-000420,1,3.9,209553,138,10,39,9.9,1,0.256
SRC-6797,LST-000421,5,1.1,315655,21,19,42,5.4,1,0.658
SRC-1491,LST-000422,6,3.4,586817,51,16,47,8.4,0,0.468
SRC-3117,LST-000423,4,2.8,746103,137,20,47,3,0,0.428
SRC-1265,LST-000424,6,2.5,406927,52,29,79,8.6,1,0.746
SRC-6543,LST-000425,1,1,259394,98,16,93,7.7,0,0.632
SRC-8638,LST-000426,3,4,1045589,66,33,93,1.4,0,0.842
SRC-6502,LST-000427,3,1.9,864116,135,35,29,5.9,0,0.706
SRC-4824,LST-000428,5,3.8,609575,127,7,83,7.9,0,0.572
SRC-7221,LST-000429,2,1.2,525388,86,3,89,6.4,1,0.606
SRC-3110,LST-000430,5,1.6,953553,100,33,42,2.8,0,0.568
SRC-9598,LST-000431,5,1.9,471136,156,39,67,4.1,1,0.758
SRC-5606,LST-000432,3,3.7,493165,5,36,43,9,1,0.732
SRC-6308,LST-000433,3,4,181860,13,40,91,7.6,0,1
SRC-3937,LST-000434,6,3.8,200548,178,24,53,5.3,0,0.542
SRC-9374,LST-000435,6,2.7,663010,15,8,94,4.8,1,0.836
SRC-2968,LST-000436,5,3.8,267012,65,39,97,8.4,1,0.798
SRC-4157,LST-000437,2,3.4,901714,159,22,60,5.6,1,0.7
SRC-7679,LST-000438,2,2.6,1050020,76,29,51,6,0,0.734
SRC-2737,LST-000439,3,3.6,271723,133,29,53,9.7,0,0.632
SRC-8753,LST-000440,2,3.5,324832,69,27,77,4.5,0,0.808
SRC-6649,LST-000441,4,1.5,1114613,161,27,99,5.5,0,0.766
SRC-3462,LST-000442,6,3.2,1156969,139,14,55,4.2,0,0.51
SRC-6609,LST-000443,3,1.6,1164833,72,5,45,9,0,0.45
SRC-6389,LST-000444,4,1.8,659551,27,38,32,5.5,0,0.768
SRC-7122,LST-000445,1,1.3,966460,150,11,64,9.4,0,0.516
SRC-2553,LST-000446,6,2.5,1054754,57,4,93,7.6,1,0.462
SRC-8975,LST-000447,2,3.2,415268,92,39,38,6.1,1,0.782
SRC-9635,LST-000448,6,1.5,359255,29,26,31,7.5,0,0.554
SRC-9199,LST-000449,4,1.2,951836,125,27,35,2.4,1,0.59
SRC-4394,LST-000450,3,3.4,1186728,74,28,91,9.5,0,0.774
SRC-7721,LST-000451,1,2.1,444092,148,11,27,1.8,0,0.358
SRC-4452,LST-000452,3,2.4,696698,24,28,89,9.1,1,0.966
SRC-1495,LST-000453,3,3.2,156734,119,6,97,7.2,0,0.578
SRC-2354,LST-000454,3,1.1,183411,82,38,41,3.1,0,0.724
SRC-1952,LST-000455,6,3,1017463,111,22,62,9.2,0,0.618
SRC-8899,LST-000456,1,2.4,476596,116,31,62,6.2,1,0.658
SRC-9765,LST-000457,6,1.5,1039427,23,27,33,7.5,0,0.672
SRC-4233,LST-000458,1,2.9,217343,69,15,87,7.9,0,0.718
SRC-2210,LST-000459,3,2.9,182048,8,8,55,4,0,0.65
SRC-8015,LST-000460,1,2.7,996592,116,20,46,4.5,0,0.574
SRC-6447,LST-000461,4,1.4,321553,165,30,23,9.6,0,0.412
SRC-8903,LST-000462,3,1.8,304221,125,20,22,4.9,0,0.288
SRC-5119,LST-000463,3,3.2,154428,109,24,63,8.3,1,0.562
SRC-3684,LST-000464,3,2.2,616221,151,36,94,2.7,0,0.766
SRC-7502,LST-000465,2,1.8,690712,85,8,23,9.3,1,0.222
SRC-5033,LST-000466,1,1,1106155,175,4,44,1.6,0,0.416
SRC-6845,LST-000467,5,3.7,152476,39,32,100,2.8,1,0.91
SRC-6728,LST-000468,1,2.8,187928,140,15,73,3.1,0,0.492
SRC-3268,LST-000469,4,2.1,171147,52,15,89,6.1,0,0.676
SRC-8510,LST-000470,1,2.2,625699,29,28,54,1.7,0,0.706
SRC-3678,LST-000471,5,2.1,276756,43,36,81,1,0,0.804
SRC-4889,LST-000472,3,1.8,1180590,162,3,60,1.7,0,0.37
SRC-9806,LST-000473,3,3.6,374844,167,32,75,7.5,1,0.63
SRC-6248,LST-000474,1,2.6,388180,156,5,71,4.5,0,0.354
SRC-3595,LST-000475,6,2.6,404183,140,22,55,7.4,1,0.5
SRC-3527,LST-000476,5,3.4,406157,1,13,68,4.5,0,0.612
SRC-3278,LST-000477,5,1.3,624891,34,27,59,5.2,0,0.606
SRC-4574,LST-000478,4,2.7,926893,92,10,50,8.6,1,0.31
SRC-2663,LST-000479,6,3.2,306857,9,36,98,9,0,1
SRC-1401,LST-000480,5,1.3,377940,147,36,74,4.8,0,0.816
SRC-9728,LST-000481,2,2.3,1101204,89,19,74,3.1,1,0.536
SRC-7602,LST-000482,5,2,153687,85,21,72,6.7,1,0.548
SRC-3029,LST-000483,1,1.8,155049,47,28,37,7.6,0,0.528
SRC-6887,LST-000484,4,2,778027,159,20,29,2.5,1,0.556
SRC-9429,LST-000485,2,3.4,673951,29,23,98,4.1,0,0.982
SRC-9156,LST-000486,1,3.6,448434,99,3,51,4.8,1,0.444
SRC-5324,LST-000487,4,3.3,658409,166,31,50,8.5,0,0.57
SRC-2822,LST-000488,5,2.1,483206,81,16,49,2.7,0,0.456
SRC-6307,LST-000489,3,2.2,752566,112,22,25,2.5,1,0.41
SRC-3383,LST-000490,3,1.5,664442,79,25,28,1.3,1,0.412
SRC-1514,LST-000491,1,2.4,559314,17,27,81,6.3,0,0.984
SRC-1246,LST-000492,2,1.9,853638,109,3,55,2.2,1,0.36
SRC-3180,LST-000493,1,2.9,538732,127,5,20,1.4,0,0.14
SRC-8723,LST-000494,3,3.4,466140,82,22,74,8.5,1,0.626
SRC-6405,LST-000495,4,1.5,637430,60,13,68,3.4,1,0.552
SRC-5639,LST-000496,5,1.6,766525,149,8,66,6.2,0,0.514
SRC-9960,LST-000497,2,2.2,550602,134,37,69,1,1,0.696
SRC-6601,LST-000498,3,3.1,972600,179,11,25,5.9,1,0.24
SRC-2194,LST-000499,1,2.9,613905,150,8,88,9.6,1,0.612
SRC-1641,LST-000500,6,2.5,273141,115,18,72,5.3,0,0.638
SRC-4037,LST-000501,1,2.4,1199180,116,14,32,2.3,1,0.368
SRC-3326,LST-000502,1,3.5,1180087,162,10,33,5.1,1,0.442
SRC-8974,LST-000503,2,3.8,671227,120,34,37,2.1,0,0.508
SRC-8627,LST-000504,3,2.5,215029,149,21,50,3.6,1,0.57
SRC-8092,LST-000505,2,2.7,910299,121,34,81,8.5,1,0.734
SRC-4667,LST-000506,1,3.4,1136952,21,31,43,4.2,0,0.722
SRC-4492,LST-000507,6,3.2,673567,56,31,93,2.9,0,0.872
SRC-6907,LST-000508,2,1,248250,105,28,77,3.4,1,0.658
SRC-9138,LST-000509,2,1,1168347,44,21,66,9.3,0,0.564
SRC-6133,LST-000510,5,3.7,1120537,86,15,68,7,1,0.492
