EmployeeId,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsSincePromotion,WorkLifeBalance,JobSatisfaction,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,PerformanceRating,HasLeft
EMP-00267,42,HR,Representative,13411,9.6,2.5,2,1,1,Non-Travel,17,0,0,3,1
EMP-00268,52,HR,Analyst,9741,7.9,0.2,4,2,1,Travel_Rarely,17,8,3,3,1
EMP-00269,59,Operations,Manager,12870,4.5,2.6,3,3,0,Travel_Frequently,9,8,6,3,0
EMP-00270,50,Operations,Technician,12666,6.7,7.1,1,4,0,Travel_Rarely,28,6,3,4,0
EMP-00271,25,IT,Engineer,11797,10,2.7,1,2,0,Travel_Frequently,6,8,3,3,1
EMP-00272,32,IT,Representative,8729,10.7,8.3,3,4,0,Travel_Frequently,9,7,2,4,0
EMP-00273,23,HR,Representative,5550,4.6,1.7,2,3,0,Travel_Frequently,7,2,2,4,0
EMP-00274,55,Research,Technician,10200,4.9,0.2,2,3,0,Travel_Rarely,3,3,5,3,1
EMP-00275,47,IT,Representative,10912,8.9,9.7,2,1,0,Travel_Frequently,14,7,2,3,1
EMP-00276,49,Finance,Manager,13738,2.7,9.7,3,3,0,Travel_Rarely,25,9,2,4,0
EMP-00277,57,IT,Technician,14520,11,4.2,2,3,0,Travel_Rarely,12,3,5,3,0
EMP-00278,53,Sales,Manager,5765,10.2,0.7,2,1,1,Travel_Rarely,29,1,2,3,1
EMP-00279,47,IT,Engineer,6565,11.8,4.7,2,3,1,Non-Travel,7,0,4,3,1
EMP-00280,59,HR,Manager,4720,4.8,3.3,2,2,0,Non-Travel,20,0,5,3,1
EMP-00281,59,Finance,Engineer,5295,12.1,7.5,2,4,0,Non-Travel,21,0,6,4,1
EMP-00282,37,Research,Analyst,5060,8.6,2.5,4,1,0,Travel_Frequently,23,8,2,3,0
EMP-00283,24,HR,Engineer,14798,6.3,9.5,3,1,1,Travel_Rarely,22,6,1,3,0
EMP-00284,25,Finance,Representative,12032,11.2,9.6,4,1,0,Travel_Rarely,1,1,2,2,1
EMP-00285,37,Finance,Director,6951,1.7,6.7,3,4,0,Travel_Frequently,22,6,0,4,1
EMP-00286,34,Research,Director,3821,6.5,7.8,1,1,0,Travel_Rarely,10,2,4,4,0
EMP-00287,35,HR,Representative,7081,2.1,3.7,4,2,0,Travel_Frequently,24,0,5,3,0
EMP-00288,25,HR,Director,5137,13.7,2.8,4,4,0,Travel_Rarely,20,6,1,3,0
EMP-00289,57,Finance,Manager,4438,14.6,2.2,1,2,0,Non-Travel,19,2,6,4,0
EMP-00290,27,Sales,Engineer,5116,6.9,3.9,4,3,0,Travel_Frequently,14,0,6,3,1
EMP-00291,37,Operations,Representative,8790,14.7,4.4,1,4,0,Travel_Rarely,23,4,0,4,0
EMP-00292,57,IT,Engineer,13129,4.5,1.1,2,1,0,Non-Travel,10,8,1,3,0
EMP-00293,27,Finance,Analyst,8753,7,7.2,3,4,0,Travel_Rarely,24,7,2,2,0
EMP-00294,23,Sales,Technician,7808,14,1.2,1,1,1,Non-Travel,5,0,0,3,0
EMP-00295,38,Finance,Director,5458,5.6,2.7,2,3,0,Non-Travel,7,6,6,2,0
EMP-00296,46,Operations,Representative,11501,4.8,2.6,4,4,0,Non-Travel,7,2,5,2,1
EMP-00297,29,Sales,Director,13578,3,4.3,4,3,0,Travel_Frequently,2,7,3,2,0
EMP-00298,46,IT,Engineer,7373,1.5,6.3,1,1,1,Travel_Frequently,14,5,1,4,1
EMP-00299,26,HR,Director,11746,14.2,1.9,2,2,0,Travel_Rarely,3,0,2,4,0
EMP-00300,51,Operations,Representative,12716,5.1,0.7,4,1,0,Travel_Rarely,1,9,3,3,0
EMP-00301,60,IT,Technician,14003,2,3.2,2,2,0,Non-Travel,12,6,3,3,0
EMP-00302,46,Sales,Analyst,7791,1.6,6,1,2,0,Non-Travel,29,3,4,3,1
EMP-00303,59,Operations,Director,4449,9.6,6,3,3,0,Non-Travel,13,0,3,4,0
EMP-00304,26,IT,Director,13756,4.6,4.7,1,2,0,Travel_Rarely,3,5,3,4,0
EMP-00305,47,Sales,Director,6941,1.7,0.5,4,4,0,Travel_Frequently,15,2,6,3,0
EMP-00306,34,HR,Director,9866,3.2,6,4,4,0,Travel_Frequently,10,2,5,2,0
EMP-00307,40,IT,Director,4907,4.8,2.4,1,3,0,Travel_Frequently,8,3,1,4,1
EMP-00308,47,Finance,Analyst,14098,13.7,3.7,1,2,0,Travel_Rarely,3,5,2,4,0
EMP-00309,36,HR,Technician,6910,2.3,7.4,3,1,0,Travel_Frequently,17,1,2,3,1
EMP-00310,43,IT,Manager,8513,0.8,8,4,3,1,Travel_Rarely,5,8,2,4,1
EMP-00311,59,Research,Manager,13687,8.5,9.6,4,1,0,Travel_Frequently,19,8,0,3,0
EMP-00312,51,HR,Technician,7936,1.3,5.7,1,3,1,Travel_Frequently,24,9,1,4,0
EMP-00313,46,HR,Analyst,9370,4.1,9.6,3,1,1,Non-Travel,28,1,6,4,1
EMP-00314,36,Research,Manager,14053,5.2,0.1,2,2,0,Travel_Rarely,14,5,5,4,0
EMP-00315,56,IT,Engineer,9744,4.3,4.7,4,1,0,Travel_Rarely,29,1,4,2,1
EMP-00316,31,HR,Director,14064,14.9,0.5,4,1,0,Non-Travel,9,3,1,2,1
EMP-00317,52,Finance,Director,5118,2.2,2,4,1,0,Travel_Frequently,27,3,1,4,0
EMP-00318,24,Finance,Representative,10518,11.9,4.1,3,2,1,Travel_Rarely,15,6,4,3,0
EMP-00319,58,IT,Analyst,10143,8.4,7.9,3,4,0,Non-Travel,14,7,5,3,0
EMP-00320,56,IT,Engineer,13000,10.8,4.5,4,2,0,Travel_Frequently,29,6,5,3,0
EMP-00321,22,Research,Analyst,9652,3.4,3.9,3,4,0,Non-Travel,26,1,5,3,0
EMP-00322,37,Research,Representative,14098,8.4,8.6,4,1,0,Non-Travel,13,2,1,2,0
EMP-00323,48,Research,Director,10942,11.4,6.3,3,2,0,Travel_Frequently,18,2,2,2,0
EMP-00324,56,HR,Representative,12848,13.9,2.4,3,2,0,Travel_Frequently,24,5,1,4,0
EMP-00325,41,Finance,Representative,3365,0.8,8.1,2,2,0,Travel_Rarely,27,2,4,3,1
EMP-00326,23,HR,Representative,10581,13.6,9.8,2,4,1,Non-Travel,22,8,5,3,0
EMP-00327,48,Sales,Representative,11663,14.9,8.9,2,1,0,Travel_Rarely,16,4,1,3,1
EMP-00328,26,Sales,Manager,5549,6.4,8.9,2,1,0,Travel_Rarely,4,7,5,3,0
EMP-00329,52,IT,Analyst,8363,12.4,5.3,3,1,0,Non-Travel,1,1,5,2,1
EMP-00330,39,HR,Engineer,3894,14.7,6.5,1,2,0,Non-Travel,11,6,6,3,0
EMP-00331,27,Sales,Analyst,13699,6.6,9.6,2,3,1,Travel_Frequently,24,4,5,3,0
EMP-00332,36,Finance,Representative,12304,3.7,4.8,4,4,0,Non-Travel,20,2,6,3,0
EMP-00333,26,Research,Representative,13168,1.9,5.8,2,1,1,Travel_Frequently,22,8,3,3,0
EMP-00334,48,Research,Representative,9888,13.3,7.1,1,3,0,Travel_Frequently,28,4,2,3,0
EMP-00335,51,Research,Representative,7852,3.2,10,1,4,0,Non-Travel,29,3,5,3,0
EMP-00336,32,Finance,Analyst,14209,1.4,2.3,1,3,0,Non-Travel,21,6,1,2,0
EMP-00337,56,Sales,Analyst,7000,6.4,5.2,3,1,1,Non-Travel,10,0,1,4,0
EMP-00338,51,Operations,Director,10094,4.8,6.2,1,3,0,Non-Travel,10,1,1,3,1
EMP-00339,32,Finance,Engineer,8621,6.7,7.7,4,2,1,Travel_Frequently,2,3,6,3,1
EMP-00340,53,IT,Technician,3257,12,8.9,3,3,1,Travel_Rarely,19,0,6,4,1
EMP-00341,53,IT,Director,11465,11.1,5.5,4,4,0,Travel_Frequently,17,0,6,2,0
EMP-00342,33,Finance,Analyst,3141,11.8,0.1,1,1,0,Non-Travel,20,9,5,3,1
EMP-00343,59,HR,Director,12009,5.3,1.6,3,1,0,Travel_Rarely,19,6,6,4,1
EMP-00344,22,Research,Representative,11832,3.9,9.5,4,1,0,Travel_Frequently,21,7,1,3,1
EMP-00345,38,HR,Representative,13583,2.8,2.6,1,3,0,Travel_Rarely,20,4,5,3,0
EMP-00346,47,Research,Manager,13585,13.9,9.8,3,4,0,Non-Travel,24,9,4,4,0
EMP-00347,43,HR,Engineer,10351,5.7,0.4,3,4,0,Travel_Rarely,18,7,4,2,0
EMP-00348,49,HR,Analyst,4082,6.7,2.3,1,4,1,Travel_Rarely,5,0,3,3,0
EMP-00349,58,Sales,Technician,12970,14.8,2.1,2,2,0,Travel_Rarely,2,3,0,3,0
EMP-00350,35,Operations,Manager,13736,2,5.4,2,2,0,Travel_Frequently,30,6,6,3,0
EMP-00351,28,Finance,Director,8910,6.8,9.9,3,3,1,Travel_Rarely,10,4,6,4,0
EMP-00352,52,Sales,Representative,5403,1.7,7.6,2,1,1,Travel_Rarely,20,1,0,3,0
EMP-00353,33,IT,Manager,9754,12.8,3,3,2,1,Travel_Rarely,16,1,5,4,0
EMP-00354,40,Operations,Director,11271,10.9,1.7,2,2,0,Travel_Frequently,28,7,6,3,0
EMP-00355,52,IT,Engineer,9838,10.5,7.6,2,2,0,Non-Travel,4,8,0,2,0
EMP-00356,36,Sales,Manager,13026,10.9,0.1,4,4,0,Travel_Frequently,4,5,5,2,0
EMP-00357,45,Sales,Manager,11616,3.1,6.4,2,3,0,Travel_Frequently,17,1,2,4,1
EMP-00358,42,Research,Manager,10287,8.1,6.6,3,3,0,Travel_Rarely,13,0,5,4,0
EMP-00359,32,HR,Manager,14180,14.6,5.6,2,3,0,Non-Travel,22,6,6,4,0
EMP-00360,58,IT,Manager,8655,8.8,7.3,3,3,1,Non-Travel,13,3,6,3,0
EMP-00361,23,Sales,Technician,11630,3.6,2.4,4,4,0,Travel_Rarely,17,4,3,3,0
EMP-00362,44,IT,Representative,10712,12.7,4.8,1,3,0,Non-Travel,27,2,5,4,0
EMP-00363,40,HR,Director,5061,12.4,0.2,3,4,1,Travel_Rarely,2,9,6,4,0
EMP-00364,52,HR,Director,10795,0.6,4.4,4,4,0,Non-Travel,18,5,0,2,0
EMP-00365,56,Finance,Technician,4992,6.2,1.9,1,2,1,Travel_Frequently,1,6,1,3,0
EMP-00366,31,Finance,Engineer,5726,1.4,0.2,1,3,0,Non-Travel,19,2,2,3,0
EMP-00367,27,Sales,Director,12769,7.1,6.6,1,4,0,Non-Travel,2,1,0,3,0
EMP-00368,34,HR,Engineer,11115,1.5,0.1,3,1,0,Travel_Rarely,7,3,5,3,0
EMP-00369,43,HR,Director,3657,12.7,9.1,4,3,0,Travel_Rarely,4,8,2,3,0
EMP-00370,37,IT,Engineer,8808,9.2,8.5,4,1,0,Non-Travel,29,5,1,3,1
EMP-00371,58,Sales,Director,2700,8.9,5.6,1,1,0,Travel_Frequently,17,8,6,3,0
EMP-00372,43,Operations,Manager,3758,6.7,1.3,2,3,0,Non-Travel,11,6,0,3,0
EMP-00373,44,Sales,Representative,4273,1.8,5.3,3,2,0,Travel_Rarely,7,1,6,3,1
EMP-00374,42,Finance,Technician,4841,4.1,2.4,3,1,0,Travel_Rarely,7,7,6,3,1
EMP-00375,44,Research,Representative,3136,7.6,9.8,2,3,0,Travel_Rarely,1,7,6,3,0
EMP-00376,37,Operations,Representative,14150,0.6,0.1,2,1,0,Travel_Rarely,6,5,3,3,1
EMP-00377,30,Research,Director,10261,10.1,0.7,2,2,0,Travel_Rarely,1,6,4,2,0
EMP-00378,60,IT,Technician,14663,14,7.1,4,1,0,Travel_Rarely,1,0,5,3,1
EMP-00379,56,Operations,Manager,4102,4.9,3.2,3,3,0,Travel_Rarely,13,5,4,4,0
EMP-00380,37,Research,Representative,12166,7.4,9.7,3,3,0,Travel_Rarely,23,4,5,3,0
EMP-00381,47,HR,Representative,13062,10.8,1.3,1,1,0,Non-Travel,6,5,5,3,0
EMP-00382,55,Finance,Representative,12489,3,0.8,3,3,1,Non-Travel,19,8,5,3,1
EMP-00383,35,Finance,Director,13589,6.6,5,1,4,0,Non-Travel,7,8,0,4,0
EMP-00384,51,Research,Technician,11956,11.2,0.1,4,1,1,Travel_Rarely,23,7,2,3,0
EMP-00385,45,IT,Engineer,7561,5.9,7.1,2,1,0,Travel_Rarely,4,9,3,4,1
EMP-00386,26,IT,Representative,4209,8.4,8.2,1,1,0,Travel_Rarely,2,7,2,3,1
EMP-00387,39,HR,Technician,10698,1.7,4.6,3,4,0,Travel_Rarely,29,3,4,4,0
EMP-00388,29,Research,Engineer,3835,9,3.2,2,3,0,Travel_Frequently,18,2,1,3,0
EMP-00389,40,HR,Manager,13653,2.5,2.1,4,4,0,Travel_Frequently,25,3,3,3,0
EMP-00390,55,Research,Representative,8867,15,0.1,2,2,0,Travel_Rarely,2,0,6,3,0
EMP-00391,52,Operations,Director,14119,2.6,3.2,1,2,0,Non-Travel,4,9,6,3,0
EMP-00392,51,Research,Engineer,7316,12.5,9.4,4,4,0,Travel_Rarely,25,7,2,2,0
EMP-00393,50,Finance,Representative,14086,10.8,3.2,2,4,1,Non-Travel,18,2,0,3,1
EMP-00394,40,Operations,Technician,12580,12.8,3,1,2,1,Travel_Frequently,14,9,2,2,1
EMP-00395,24,Research,Representative,13929,7,3.7,1,4,0,Non-Travel,19,0,4,3,0
EMP-00396,32,HR,Representative,2862,14.6,3.5,3,3,0,Travel_Frequently,30,0,0,3,0
EMP-00397,40,HR,Technician,11700,13.4,8.8,1,1,1,Travel_Rarely,26,7,1,4,1
EMP-00398,47,HR,Engineer,12921,7.1,3.9,3,2,0,Non-Travel,20,6,5,4,0
EMP-00399,24,Research,Engineer,5835,11.8,4.3,1,4,1,Non-Travel,17,8,3,3,0
EMP-00400,45,Operations,Manager,7495,5.2,2.1,4,3,0,Non-Travel,29,8,2,3,0
EMP-00401,29,Finance,Representative,13911,9.5,1.3,3,2,0,Travel_Frequently,20,5,0,4,0
EMP-00402,48,IT,Engineer,3339,1.4,8.3,2,4,0,Travel_Rarely,17,1,6,3,0
EMP-00403,56,Research,Manager,12341,4.8,1.2,1,3,0,Travel_Rarely,3,6,0,3,0
EMP-00404,53,Sales,Manager,6531,6.5,4.2,4,4,0,Non-Travel,28,7,4,3,0
EMP-00405,32,HR,Engineer,8416,13.7,5.6,3,3,0,Travel_Rarely,24,1,4,2,0
EMP-00406,42,HR,Engineer,10063,13.2,1.7,1,2,0,Non-Travel,6,6,5,3,0
EMP-00407,52,IT,Technician,12532,11.7,2.5,1,3,0,Travel_Frequently,16,5,2,4,0
EMP-00408,37,Research,Manager,9290,1.8,9.5,4,3,0,Travel_Rarely,1,0,5,4,0
EMP-00409,46,Finance,Technician,7679,3.4,9.1,1,3,0,Travel_Frequently,28,8,0,2,0
EMP-00410,57,HR,Representative,10175,4.3,4.7,1,4,1,Non-Travel,28,1,2,3,0
EMP-00411,27,Finance,Representative,7327,8.6,6.3,4,1,0,Travel_Frequently,18,2,3,4,1
EMP-00412,33,Research,Manager,9120,12.2,2.5,4,2,0,Non-Travel,14,4,5,3,0
EMP-00413,50,HR,Representative,5777,4.4,5,3,4,0,Travel_Rarely,22,4,1,3,0
EMP-00414,36,IT,Representative,12287,2.1,6.5,1,3,0,Non-Travel,19,8,4,3,0
EMP-00415,58,IT,Technician,5148,4.6,3,2,4,0,Travel_Rarely,1,6,4,3,0
EMP-00416,52,Research,Representative,10936,11.3,4.3,2,3,1,Travel_Frequently,12,7,6,4,0
EMP-00417,27,HR,Manager,9832,13.1,8.1,3,4,0,Non-Travel,11,8,0,4,0
EMP-00418,25,Sales,Director,2997,11.3,2.7,2,3,1,Travel_Frequently,5,3,4,3,0
EMP-00419,30,IT,Technician,14000,3.4,3.9,2,3,1,Travel_Frequently,6,8,0,2,0
EMP-00420,38,HR,Representative,3583,0.9,2.5,2,3,1,Non-Travel,16,2,1,3,1
EMP-00421,37,HR,Representative,12209,9.6,3.5,2,4,0,Travel_Frequently,29,4,6,3,0
EMP-00422,41,Research,Technician,4497,6.9,1,1,4,0,Travel_Rarely,2,5,6,2,0
EMP-00423,24,Operations,Engineer,3491,7,7.1,4,3,1,Non-Travel,1,9,3,4,1
EMP-00424,23,Operations,Manager,12506,10.2,5.3,4,2,0,Travel_Frequently,21,8,3,3,0
EMP-00425,41,Finance,Technician,3656,0.8,2.8,4,3,1,Travel_Frequently,30,5,1,2,0
EMP-00426,51,IT,Representative,14821,4.7,2.7,3,4,0,Non-Travel,7,8,1,4,0
EMP-00427,30,Finance,Technician,2628,14.9,1.2,1,4,0,Non-Travel,16,0,2,2,0
EMP-00428,30,IT,Representative,12615,5.9,5.1,1,2,0,Non-Travel,14,1,0,2,1
EMP-00429,39,Research,Representative,12212,3.4,1.6,2,2,0,Non-Travel,30,8,1,4,0
EMP-00430,46,Finance,Engineer,10358,6.3,4.6,3,1,1,Non-Travel,30,6,2,3,1
EMP-00431,57,HR,Director,13741,8.1,4.2,3,3,0,Non-Travel,26,8,2,2,0
EMP-00432,54,Sales,Analyst,14401,8.4,4.8,2,1,0,Travel_Rarely,3,0,6,4,0
EMP-00433,38,Operations,Representative,3953,4.6,5,3,4,0,Travel_Frequently,20,7,4,2,0
EMP-00434,57,Research,Representative,2841,2.9,5.5,3,4,0,Travel_Rarely,18,0,4,3,0
EMP-00435,38,Finance,Technician,11864,5.7,9.5,4,2,0,Travel_Rarely,8,3,5,3,0
EMP-00436,25,Finance,Technician,11680,13,1.9,1,4,0,Travel_Rarely,28,6,0,4,0
EMP-00437,53,Sales,Analyst,4744,1.9,4.1,2,4,1,Non-Travel,24,2,4,2,1
EMP-00438,30,IT,Technician,10417,2.1,7.1,4,2,0,Travel_Frequently,25,4,4,3,1
EMP-00439,27,Operations,Representative,13248,6.3,7.3,2,2,0,Non-Travel,26,3,0,3,0
EMP-00440,30,Research,Director,5932,12,6.2,1,2,1,Non-Travel,25,9,2,3,0
EMP-00441,50,Finance,Analyst,7049,12.6,9.7,1,4,1,Non-Travel,1,4,0,4,1
EMP-00442,54,Operations,Technician,12017,14.3,6.1,2,2,0,Travel_Rarely,13,5,2,2,0
EMP-00443,60,IT,Technician,8814,1,8.9,1,4,0,Non-Travel,24,0,4,3,0
EMP-00444,46,Finance,Analyst,10885,6.2,0.2,1,1,0,Travel_Frequently,8,6,3,2,1
EMP-00445,58,Sales,Director,4005,14.3,9.7,2,2,1,Travel_Frequently,30,7,2,3,1
EMP-00446,36,IT,Analyst,3141,0.7,8.9,1,4,0,Non-Travel,15,7,2,2,0
EMP-00447,52,HR,Representative,11875,0.6,9.4,1,2,0,Travel_Rarely,4,2,0,4,1
EMP-00448,28,Finance,Manager,4787,3.6,1.1,3,4,0,Travel_Rarely,26,1,5,4,0
EMP-00449,38,Operations,Analyst,7045,1.4,8.4,1,2,0,Travel_Frequently,7,7,6,4,0
EMP-00450,38,HR,Manager,6030,12.6,5.9,2,3,0,Travel_Rarely,2,7,6,4,0
EMP-00451,47,Research,Director,7565,6.1,9.5,4,2,0,Travel_Frequently,27,5,0,3,1
EMP-00452,54,Sales,Representative,5884,2.9,8.9,4,4,0,Travel_Frequently,3,6,6,2,0
EMP-00453,52,HR,Analyst,2559,14.5,0.1,2,3,0,Travel_Frequently,5,1,5,3,0
EMP-00454,45,Research,Technician,8620,0.8,5,4,1,0,Non-Travel,11,9,0,2,1
EMP-00455,54,Research,Technician,9684,0.8,3.5,1,3,0,Non-Travel,20,9,2,3,1
EMP-00456,35,Operations,Director,13988,12.8,6.4,2,4,0,Non-Travel,22,1,4,3,0
EMP-00457,25,IT,Manager,14188,2.7,5,3,3,1,Non-Travel,8,3,2,3,0
EMP-00458,59,Research,Technician,6728,12.7,2.1,4,1,0,Travel_Rarely,5,3,1,2,1
EMP-00459,37,Finance,Analyst,12027,13.3,7.9,4,1,0,Non-Travel,7,1,3,3,0
EMP-00460,38,IT,Representative,10159,3.3,7.9,3,2,0,Travel_Frequently,23,0,5,3,1
EMP-00461,35,Sales,Engineer,3934,14.3,7.4,2,2,0,Non-Travel,4,3,4,3,0
EMP-00462,32,Research,Representative,11237,3.1,3.4,3,2,1,Travel_Rarely,9,6,0,3,0
EMP-00463,28,Sales,Engineer,4054,4.1,9.1,2,3,1,Non-Travel,14,9,5,3,0
EMP-00464,42,Operations,Representative,13286,13.8,0.3,3,4,1,Travel_Rarely,6,4,4,3,0
EMP-00465,34,Operations,Analyst,14626,1.6,5.8,2,4,1,Travel_Frequently,18,1,3,3,1
EMP-00466,60,Finance,Manager,3735,10,8.3,2,3,0,Travel_Rarely,18,1,4,3,0
EMP-00467,28,HR,Director,6778,11.6,1.9,3,2,0,Non-Travel,6,7,5,3,1
EMP-00468,33,IT,Representative,12275,14.8,7.9,2,1,0,Non-Travel,27,3,2,4,0
EMP-00469,27,Research,Analyst,14587,14.5,8,3,4,0,Non-Travel,27,1,4,3,0
EMP-00470,55,Research,Engineer,13816,4.5,9,4,2,0,Travel_Frequently,26,4,5,3,0
EMP-00471,38,Finance,Manager,3522,6.8,7.4,1,1,0,Travel_Frequently,6,4,1,3,0
EMP-00472,50,HR,Manager,12278,7.3,9.4,2,3,1,Non-Travel,13,5,3,4,0
EMP-00473,54,Finance,Representative,12567,4.1,8.6,2,2,0,Non-Travel,11,2,6,3,0
EMP-00474,56,Operations,Analyst,12143,9.2,1.5,2,2,1,Travel_Frequently,25,5,1,4,0
EMP-00475,57,IT,Analyst,13608,13.1,3,3,2,0,Travel_Frequently,15,9,3,3,1
EMP-00476,33,Operations,Manager,7615,5.3,0.9,4,1,1,Non-Travel,30,0,0,4,1
EMP-00477,31,Finance,Engineer,14377,3.8,0.9,4,2,1,Non-Travel,8,1,4,4,1
EMP-00478,31,HR,Analyst,10627,3.6,8.5,1,4,0,Travel_Rarely,3,8,1,3,0
EMP-00479,50,IT,Technician,3612,1.2,1.4,4,4,0,Non-Travel,5,9,0,4,1
EMP-00480,44,Operations,Analyst,5373,3.8,4.7,1,3,1,Travel_Frequently,11,8,2,4,0
