EventId,Timestamp,SourcePort,DestPort,Protocol,BytesSent,BytesReceived,DurationSeconds,FailedLogins,PacketCount,IsInternalIP,ServiceType
NET-0000268,2025-01-30 09:16:26,59726,80,TCP,22854,26074,629.72,2,271,1,HTTPS
NET-0000269,2024-07-05 03:48:08,32435,80,UDP,19887,23274,3070.52,0,4256,1,SMTP
NET-0000270,2024-04-11 13:19:05,55085,8080,UDP,14466,28857,2164.19,1,569,0,Other
NET-0000271,2025-02-01 07:25:15,30266,51856,UDP,46163,37884,2695.35,2,4223,0,SMTP
NET-0000272,2025-01-30 07:59:29,10298,80,TCP,777,37756,1795.68,2,1041,1,HTTP
NET-0000273,2024-07-10 08:00:35,16294,8080,TCP,27749,49777,3581.96,1,4686,1,SMTP
NET-0000274,2024-11-28 06:54:32,9090,8080,TCP,2421,25534,3553.73,1,848,1,HTTPS
NET-0000275,2024-02-28 22:07:52,28928,8080,TCP,10951,30955,889.31,2,982,1,DNS
NET-0000276,2024-05-04 08:50:59,15822,37549,ICMP,2997757,847,875.62,29,483186,1,HTTPS
NET-0000277,2024-08-17 17:20:19,7722,22,UDP,38517,36665,852.25,1,3192,0,SSH
NET-0000278,2025-05-20 01:54:16,52632,3389,ICMP,49492,7992,2953.93,2,1604,1,HTTPS
NET-0000279,2025-02-01 19:41:09,9616,80,TCP,37706,32852,654.77,1,1235,0,SSH
NET-0000280,2025-02-19 12:23:39,47492,3389,ICMP,5202,25522,12.95,0,768,1,HTTPS
NET-0000281,2024-05-06 12:39:33,25871,22,ICMP,19036,16567,3150.47,0,1821,1,HTTP
NET-0000282,2024-12-02 14:53:41,60528,3389,UDP,31551,11396,385.69,0,964,1,SMTP
NET-0000283,2024-03-11 21:40:44,30517,22,UDP,20932,44181,1103.27,0,1174,1,Other
NET-0000284,2024-03-28 03:35:15,10911,3389,ICMP,9836,44750,2256.16,2,4045,1,HTTP
NET-0000285,2025-11-03 19:59:41,53304,80,ICMP,29070,641,30.85,2,4066,1,Other
NET-0000286,2025-01-13 06:49:47,13412,36790,TCP,16606,49910,1315.17,1,4157,1,HTTP
NET-0000287,2025-04-04 03:06:35,49673,22,ICMP,24268,46092,2971.49,1,1059,1,HTTPS
NET-0000288,2025-03-04 11:09:01,13879,443,UDP,32741,49378,1963.19,0,4938,1,Other
NET-0000289,2025-09-18 01:54:25,54345,3389,ICMP,19232,22925,104.47,0,2577,1,SMTP
NET-0000290,2024-01-02 01:15:01,2039,8080,TCP,8684,36687,2823.87,2,3354,1,SMTP
NET-0000291,2025-10-01 22:33:20,22913,8080,TCP,5212,19236,2903.64,0,1760,0,HTTPS
NET-0000292,2024-11-27 19:34:39,53212,3389,TCP,21285,2610,2583.01,2,1723,0,FTP
NET-0000293,2025-07-10 23:47:40,18965,443,TCP,32984,3799,3154.75,2,2953,0,HTTPS
NET-0000294,2024-03-07 14:31:15,58812,3389,TCP,49105,20137,1544.26,1,2454,1,SSH
NET-0000295,2025-01-04 18:22:13,13558,22,UDP,10368,28115,589.68,2,4464,1,FTP
NET-0000296,2025-05-15 14:58:58,64823,3389,TCP,15249,45228,2768.09,0,3954,0,DNS
NET-0000297,2025-03-27 08:21:11,65254,22,TCP,34829,25082,2663.25,1,3961,1,SSH
NET-0000298,2025-09-23 14:28:37,54975,443,TCP,16346,31509,2017,2,2985,1,HTTPS
NET-0000299,2024-01-25 11:34:22,47595,8080,ICMP,6329,40022,815.97,0,1230,0,FTP
NET-0000300,2025-03-15 22:32:14,11765,3389,UDP,26450,35993,1875.72,2,3780,1,HTTPS
NET-0000301,2024-12-10 07:08:27,35123,443,UDP,27340,33874,1358.06,1,1595,1,HTTPS
NET-0000302,2025-04-09 12:07:24,16567,22,TCP,497,13538,436.2,0,3685,1,SMTP
NET-0000303,2025-11-23 11:30:44,15717,80,TCP,36802,8948,954.31,0,3205,1,SSH
NET-0000304,2024-08-13 01:08:32,60086,80,ICMP,47312,28156,2564.84,1,1540,1,FTP
NET-0000305,2024-01-25 19:23:05,47850,443,UDP,42402,28403,1109.74,1,3510,1,HTTP
NET-0000306,2024-04-25 09:58:53,38390,443,ICMP,25915,25770,3531.1,0,2281,1,SMTP
NET-0000307,2024-12-30 22:23:55,34304,8513,ICMP,17573,6162,2.21,2,349,0,FTP
NET-0000308,2024-01-30 13:42:10,5485,443,ICMP,3120,4393,1222.51,0,3488,0,SMTP
NET-0000309,2024-01-06 18:33:38,64834,8080,UDP,11863,36553,3128.54,0,1190,1,SMTP
NET-0000310,2025-06-28 23:14:14,3404,8080,TCP,28875,14553,3450.64,1,787,1,SMTP
NET-0000311,2025-09-13 02:08:01,16456,443,ICMP,35100,49538,2011.22,1,968,0,DNS
NET-0000312,2025-07-12 16:01:56,58780,443,ICMP,8816,3128,1072.57,2,1829,0,DNS
NET-0000313,2024-09-15 23:51:41,31096,48933,ICMP,9482,2596,500.78,1,4644,0,Other
NET-0000314,2025-04-09 00:58:50,35023,8080,UDP,9970,38564,2454.8,1,4060,1,DNS
NET-0000315,2024-05-29 18:10:07,42272,22,ICMP,33696,44461,3168.06,2,2896,1,DNS
NET-0000316,2025-02-08 16:55:06,1741,22,UDP,27775,29453,371.72,1,1565,1,HTTP
NET-0000317,2025-07-23 03:52:19,10178,80,UDP,43015,2049,1020.15,2,4459,0,SSH
NET-0000318,2025-11-09 10:44:14,37967,53795,ICMP,40699,5077,270.74,2,1582,1,Other
NET-0000319,2025-10-11 23:09:10,13515,3389,UDP,12413,12991,553.68,0,3363,0,DNS
NET-0000320,2024-10-16 13:00:35,44417,8080,TCP,4813,20608,564.38,0,4810,0,FTP
NET-0000321,2025-09-17 15:34:17,49373,8080,ICMP,9601,49705,1603.16,0,4243,1,SMTP
NET-0000322,2024-10-12 12:55:37,27794,443,ICMP,21946,35847,2985.32,2,426,1,SMTP
NET-0000323,2025-01-23 03:26:20,56635,3389,UDP,8183,40228,247.48,1,3088,1,HTTPS
NET-0000324,2024-08-27 12:27:00,53775,3389,ICMP,45072,20492,3519.12,2,1343,0,DNS
NET-0000325,2024-04-07 21:10:49,60689,443,ICMP,49918,34443,3011.4,1,1970,1,SSH
NET-0000326,2024-08-23 06:39:29,56798,25750,UDP,19288,6760,3459,2,135,1,HTTP
NET-0000327,2025-07-03 11:18:32,19993,443,TCP,2810,48748,490.6,0,1441,1,DNS
NET-0000328,2025-05-11 04:35:11,8765,8080,TCP,29804,21021,1452.49,0,1152,1,SSH
NET-0000329,2025-07-24 00:13:38,23812,8080,ICMP,32982,10254,3392.4,2,3675,0,SSH
NET-0000330,2024-03-25 00:22:54,38805,3389,UDP,31484,33398,2602.69,1,1472,1,HTTP
NET-0000331,2025-03-23 23:10:48,30962,8080,TCP,5749,44045,1380.71,1,3580,1,SSH
NET-0000332,2025-01-29 14:59:08,54354,80,TCP,24611,6916,769.16,2,4129,1,DNS
NET-0000333,2024-11-23 07:09:54,54627,8080,ICMP,47413,42574,1444.56,2,2749,1,SMTP
NET-0000334,2025-01-06 08:48:34,46618,443,UDP,12229,17996,2025.19,0,4107,1,HTTPS
NET-0000335,2024-05-08 03:05:05,34195,22,UDP,3538,27386,789.79,0,680,1,HTTPS
NET-0000336,2024-10-02 05:41:09,5811,80,UDP,45792,44827,184.9,1,4444,0,DNS
NET-0000337,2024-08-06 16:59:56,2668,8080,TCP,9932,32548,2531.76,1,2678,1,DNS
NET-0000338,2024-12-18 02:10:05,64106,443,ICMP,20936,32499,2747.98,0,1690,1,FTP
NET-0000339,2024-09-18 16:02:31,40716,22,TCP,16138,47028,1847.23,2,3441,1,SMTP
NET-0000340,2025-09-21 00:52:43,22065,8080,UDP,40564,34502,1097.62,1,2830,1,HTTP
NET-0000341,2025-09-14 15:10:48,16938,22,UDP,45737,12917,2936.55,2,4282,1,SSH
NET-0000342,2024-05-27 12:16:52,60827,22,UDP,1958466,293,2680.28,13,343549,1,Other
NET-0000343,2025-06-13 10:26:46,57792,443,ICMP,44001,18811,709.66,0,3120,1,Other
NET-0000344,2025-12-26 21:53:53,15499,31971,ICMP,41223,36398,2238.45,2,2870,1,SSH
NET-0000345,2024-07-19 23:33:17,62768,22,UDP,2534,38684,711.63,1,47,1,DNS
NET-0000346,2025-10-29 06:37:54,10926,22,UDP,36285,38233,2491.12,0,2520,1,FTP
NET-0000347,2024-06-10 11:20:07,44659,8080,UDP,28211,10822,2618.06,1,1980,0,HTTP
NET-0000348,2025-01-22 17:25:34,56349,3389,ICMP,48131,48413,2244.82,0,2134,1,HTTPS
NET-0000349,2024-11-29 08:53:55,29198,80,TCP,13220,4256,3070.02,2,4953,1,HTTPS
NET-0000350,2025-07-20 13:01:04,25756,8080,UDP,6186,48079,1540.64,1,2682,1,Other
NET-0000351,2024-07-18 03:27:39,11249,16734,ICMP,23639,11255,3179.61,2,363,1,FTP
NET-0000352,2024-06-23 19:17:20,33042,8080,ICMP,10069,23230,2512.15,2,4302,0,HTTPS
NET-0000353,2024-08-25 03:14:30,19280,3389,TCP,32346,10087,3502.62,0,3559,1,Other
NET-0000354,2025-07-14 03:04:54,55574,8080,UDP,22953,31027,863.01,0,2934,1,SSH
NET-0000355,2024-01-26 23:34:35,32843,44066,ICMP,11449,22617,3158.55,2,709,1,Other
NET-0000356,2025-04-29 15:25:55,42406,80,ICMP,18258,16385,1608.99,2,1894,1,SMTP
NET-0000357,2024-12-19 07:07:39,39499,8080,ICMP,18416,42166,2947.47,2,2308,0,HTTP
NET-0000358,2025-10-04 00:59:06,22068,8080,ICMP,42075,44962,451.16,0,1655,0,HTTPS
NET-0000359,2025-10-03 11:32:50,3976,3389,TCP,48122,3490,2234.6,2,2268,1,FTP
NET-0000360,2024-02-23 20:18:56,6858,3389,TCP,17288,28685,2442.11,1,2727,0,Other
NET-0000361,2024-09-03 18:20:47,3589,8080,UDP,4033,2380,2265.02,2,4495,0,SMTP
NET-0000362,2024-12-08 23:25:20,10307,443,TCP,43230,18478,3447.54,0,2464,1,HTTP
NET-0000363,2024-08-04 18:00:04,38970,8080,TCP,47498,40472,1757.08,0,2693,1,HTTPS
NET-0000364,2025-04-04 11:39:11,55610,80,UDP,16103,13999,883.3,0,1000,1,HTTPS
NET-0000365,2024-05-01 10:51:53,27276,22,TCP,12661,2347,877.94,2,2766,1,Other
NET-0000366,2024-07-12 18:35:46,13398,3389,ICMP,43213,43832,1141.75,1,2644,1,HTTP
NET-0000367,2025-10-16 03:03:19,38980,3389,TCP,2005,39954,2652.1,0,2744,1,FTP
NET-0000368,2025-04-22 01:31:31,19417,8080,ICMP,29404,42154,2969.41,2,1317,1,FTP
NET-0000369,2024-02-06 12:16:13,59815,80,TCP,40746,40165,1758.61,1,767,1,HTTP
NET-0000370,2025-12-15 19:48:23,14471,22,ICMP,3610357,597,249.97,26,340309,1,DNS
NET-0000371,2025-05-17 15:45:58,13626,80,UDP,12211,14851,551.09,2,3169,0,HTTP
NET-0000372,2025-11-26 02:00:18,7065,443,ICMP,7970,13565,147.14,2,3226,1,SSH
NET-0000373,2025-01-13 20:28:49,63895,3389,UDP,18791,24508,1930.02,1,4848,1,FTP
NET-0000374,2025-04-17 23:51:01,34707,8080,TCP,11020,16529,2798.05,2,1318,0,Other
NET-0000375,2024-06-16 01:28:04,50571,80,UDP,43819,9091,3100.88,0,2742,1,FTP
NET-0000376,2025-12-03 10:34:07,55110,3389,TCP,26232,26939,3044.92,0,2101,1,SSH
NET-0000377,2024-08-03 01:34:41,23479,443,ICMP,40313,13542,2051.96,0,2894,1,HTTPS
NET-0000378,2024-11-23 19:52:54,31693,8080,UDP,18909,15335,624.5,1,2181,1,FTP
NET-0000379,2025-04-12 21:42:29,57300,22,UDP,21444,11505,2437.9,0,2234,1,SSH
NET-0000380,2025-11-29 21:00:25,50719,39982,UDP,10744,27082,2539.62,0,3466,1,HTTP
NET-0000381,2024-01-06 12:44:15,28678,61577,ICMP,34457,26422,2422.59,2,1025,1,SMTP
NET-0000382,2024-05-03 12:14:58,42207,22,ICMP,21179,44553,1770.78,2,2566,1,FTP
NET-0000383,2025-03-21 17:18:05,11060,80,ICMP,41877,30724,2185.77,0,3541,1,HTTPS
NET-0000384,2024-03-15 17:23:21,51499,22,TCP,46862,48660,1180.07,1,1481,1,SMTP
NET-0000385,2025-05-01 18:21:46,16215,3389,UDP,19161,24030,1182.84,1,4002,0,HTTPS
NET-0000386,2024-04-30 18:58:57,41877,55368,ICMP,35945,13380,2325.75,0,3853,1,SSH
NET-0000387,2025-06-09 12:10:21,60216,443,UDP,5381,24809,2145.39,1,4361,1,DNS
NET-0000388,2025-05-27 01:18:03,40560,22,TCP,23750,42121,3494.75,0,4638,0,DNS
NET-0000389,2025-09-14 07:43:36,26225,22,UDP,18214,47482,1430.06,1,573,0,Other
NET-0000390,2025-03-02 11:21:07,6174,443,UDP,706,47375,1084.97,2,1532,1,SMTP
NET-0000391,2025-02-10 14:29:27,25776,16062,UDP,25009,27253,2193.13,0,2221,0,HTTP
NET-0000392,2025-03-25 23:16:56,2934,3389,TCP,34133,32749,3222.43,1,3585,1,HTTPS
NET-0000393,2025-12-17 23:26:41,48780,22,TCP,13625,25029,2874.95,1,4521,1,HTTP
NET-0000394,2024-12-25 14:00:27,36976,80,ICMP,25106,47591,2174.68,2,2368,0,DNS
NET-0000395,2025-08-02 21:35:13,20056,443,ICMP,20259,16870,3092.4,2,4429,1,FTP
NET-0000396,2024-03-23 09:39:20,41327,22,UDP,16032,39008,173.41,1,4879,0,Other
NET-0000397,2025-07-07 00:51:37,55777,22,ICMP,35023,43980,3538.5,0,936,0,SSH
NET-0000398,2024-03-22 08:47:48,35908,80,UDP,9147,29372,90.87,1,3454,1,HTTPS
NET-0000399,2024-05-22 12:20:04,62499,443,UDP,34222,42451,1958.95,0,2102,1,SMTP
NET-0000400,2025-06-26 22:57:46,38695,8080,UDP,41566,771,2872.62,0,4163,1,Other
NET-0000401,2025-03-04 02:29:48,7207,34994,ICMP,19012,25165,692.89,0,4759,0,SMTP
NET-0000402,2024-01-03 20:22:00,2246,35070,TCP,20986,31375,1635.06,2,4034,1,HTTP
NET-0000403,2025-09-28 04:35:17,45820,12076,UDP,37400,5071,2248.93,2,3368,1,DNS
NET-0000404,2025-08-24 00:28:35,6109,8080,UDP,33537,34185,46.86,2,1626,1,HTTP
NET-0000405,2024-06-17 18:06:18,11692,62843,ICMP,16352,44604,814.68,2,2943,1,HTTP
NET-0000406,2025-09-11 13:49:05,25615,8080,UDP,1770,22801,956.7,2,4941,1,FTP
NET-0000407,2025-07-17 07:12:10,19307,8080,UDP,29980,24194,3243.26,1,1727,1,SSH
NET-0000408,2024-02-02 03:17:46,39833,22,UDP,48371,32513,962.07,2,3086,0,HTTP
NET-0000409,2025-06-15 16:11:12,31859,443,TCP,2646,35860,2562.26,0,2720,0,HTTPS
NET-0000410,2024-03-23 05:22:09,64667,22,TCP,30058,1498,3027.97,2,4616,1,Other
NET-0000411,2024-07-22 01:09:05,38738,443,TCP,16202,11319,3382.63,1,1686,1,HTTPS
NET-0000412,2025-01-13 17:53:59,61495,443,TCP,43971,10387,2711.42,2,2471,1,HTTPS
NET-0000413,2024-08-23 23:07:25,32509,18302,ICMP,44657,32847,1047.8,1,2017,1,SSH
NET-0000414,2024-08-05 17:19:11,43899,22,UDP,10007,30578,2446.01,1,878,1,SMTP
NET-0000415,2025-03-27 09:00:34,59693,443,UDP,14797,3260,2862.5,0,1482,1,Other
NET-0000416,2025-12-12 18:31:00,22758,22,TCP,36254,2989,1100.83,0,3276,1,Other
NET-0000417,2024-04-09 01:17:05,12466,3389,UDP,1558,29111,2927.56,0,1287,1,SMTP
NET-0000418,2024-03-21 12:28:17,27237,22121,ICMP,43149,10561,1927.52,2,4924,1,DNS
NET-0000419,2024-10-19 20:24:43,28358,28579,ICMP,4948072,573,2764,46,146986,1,SSH
NET-0000420,2024-09-11 23:35:18,1117,22,UDP,26497,16204,2008.02,2,4948,1,SSH
NET-0000421,2025-11-10 08:24:17,2188,22,ICMP,36053,26386,2633.51,1,1989,1,SSH
NET-0000422,2025-02-23 18:25:46,43128,56389,TCP,2003,37948,298.45,1,873,1,SSH
NET-0000423,2025-12-19 05:52:59,31089,8080,TCP,18171,31912,1834.33,2,4195,1,FTP
NET-0000424,2025-01-31 02:52:32,23544,443,UDP,28851,25818,2988.68,0,959,1,DNS
NET-0000425,2024-02-07 15:03:02,5000,8080,ICMP,38001,41489,1801.83,1,821,1,SMTP
NET-0000426,2025-02-21 12:08:35,45405,65090,UDP,27233,40463,1785.53,1,4908,0,SSH
NET-0000427,2025-10-27 16:32:10,65102,22,ICMP,182,32199,3490.51,0,3431,1,SMTP
NET-0000428,2025-08-09 17:41:54,48366,3389,TCP,31241,35581,1642.13,0,1538,1,SSH
NET-0000429,2025-08-31 10:54:36,59673,80,ICMP,34481,20902,1811.48,0,1392,1,HTTP
NET-0000430,2024-07-21 03:50:36,57096,3389,ICMP,1928552,430,3384.88,25,388229,1,FTP
NET-0000431,2025-01-20 19:17:07,43296,22,UDP,27674,17732,3371.05,0,1158,1,HTTP
NET-0000432,2024-06-04 09:04:21,39107,50616,TCP,13984,37156,538.4,2,2122,0,HTTP
NET-0000433,2025-10-16 07:35:32,65140,80,UDP,34593,28890,47.55,1,1929,1,FTP
NET-0000434,2025-10-11 08:33:26,49149,80,UDP,24996,40175,1623.19,0,1291,1,HTTP
NET-0000435,2024-09-08 03:24:14,48382,49910,ICMP,10403,8743,1911.04,0,4595,0,FTP
NET-0000436,2024-12-22 12:17:50,17090,31889,UDP,17156,9619,3434.13,2,2769,1,DNS
NET-0000437,2025-07-12 17:59:59,63961,8080,UDP,22350,26770,2957.07,2,3367,0,SMTP
NET-0000438,2025-08-31 19:16:45,47412,22,ICMP,25699,19257,3094.64,2,3980,1,FTP
NET-0000439,2024-06-27 07:20:54,11652,8080,TCP,34110,39809,3209.61,0,3002,1,SMTP
NET-0000440,2025-01-30 07:50:11,16793,22,ICMP,15651,17368,208.13,0,1508,1,DNS
NET-0000441,2024-09-20 20:42:32,52614,8080,UDP,42070,2933,1942.68,1,326,1,Other
NET-0000442,2025-01-11 22:59:32,30259,8080,ICMP,5363,17516,1020.22,1,4237,0,FTP
NET-0000443,2024-11-22 21:34:22,4915,8080,TCP,43100,27732,1793.02,2,4744,0,Other
NET-0000444,2025-04-10 08:48:19,34771,22,TCP,40800,31686,1358.86,1,1517,0,HTTP
NET-0000445,2025-08-22 13:36:56,4968,3389,UDP,28525,1677,1537.1,0,4874,1,DNS
NET-0000446,2025-05-27 02:54:33,44188,80,TCP,27516,24961,1786.76,1,257,1,FTP
NET-0000447,2025-05-20 23:33:01,17059,8080,ICMP,13886,45786,2009.74,1,4804,0,HTTP
NET-0000448,2024-07-21 14:46:37,20427,3389,UDP,39577,28103,895.95,2,3439,1,HTTP
NET-0000449,2024-07-01 06:59:44,19513,8080,TCP,14067,49824,2478.07,1,3000,0,HTTP
NET-0000450,2024-03-22 14:45:19,58560,22,ICMP,33999,49195,86.96,2,1415,1,SSH
NET-0000451,2025-10-04 11:24:01,30015,56439,ICMP,35905,23702,1102.93,0,4778,0,HTTPS
NET-0000452,2025-07-26 07:32:44,15103,8080,ICMP,13485,2914,1569.29,1,148,0,HTTPS
NET-0000453,2024-11-12 12:49:38,65211,22,ICMP,6776,710,3124.94,2,1775,1,SMTP
NET-0000454,2024-07-11 01:33:03,29136,80,UDP,34770,27734,2773.28,0,3149,0,HTTPS
NET-0000455,2024-11-29 17:53:34,6888,22,ICMP,41454,28051,2553.91,1,3510,1,Other
NET-0000456,2025-09-18 18:59:39,65434,22,TCP,12438,9756,1327.57,0,1555,1,SMTP
NET-0000457,2025-05-08 15:01:47,45224,8080,ICMP,24343,5192,3339.34,0,2608,0,SSH
NET-0000458,2024-04-06 05:41:44,21297,22,ICMP,40537,3254,3570.8,1,2873,1,HTTPS
NET-0000459,2025-02-18 05:51:35,16511,8080,TCP,12762,34826,2579.27,1,355,0,HTTP
NET-0000460,2024-05-07 12:30:24,42511,22,TCP,38184,12779,3596.89,1,3601,0,SSH
NET-0000461,2024-04-12 20:34:01,16843,22446,ICMP,30982,13854,564.44,2,1854,1,HTTP
NET-0000462,2025-03-11 15:01:17,30082,3389,UDP,16422,9840,47.79,2,3277,0,Other
NET-0000463,2024-12-14 11:14:12,63542,8080,ICMP,16177,18320,2722.46,1,3772,1,Other
NET-0000464,2025-07-13 21:16:41,25063,50237,UDP,35349,37765,2944.78,2,1926,1,FTP
NET-0000465,2024-04-01 04:24:32,30821,8080,UDP,4056,48057,1126.04,0,4825,0,SMTP
NET-0000466,2025-10-23 14:21:34,53204,443,UDP,13523,43550,1381.61,2,2121,1,SMTP
NET-0000467,2025-06-12 12:20:16,31233,443,ICMP,21848,20597,3348.51,2,3659,1,HTTPS
NET-0000468,2024-03-20 01:19:39,63794,22,UDP,42912,12564,2242.89,1,1599,1,HTTP
NET-0000469,2025-06-17 01:16:12,3222,80,TCP,24140,15428,1447.37,0,2479,0,HTTP
NET-0000470,2024-04-17 10:54:13,30930,3389,TCP,36741,4921,1911.33,0,1936,0,DNS
NET-0000471,2024-01-06 22:32:30,7251,3389,ICMP,45559,42271,2421.76,2,1183,1,SMTP
NET-0000472,2024-03-19 13:19:53,62789,3389,TCP,8837,10935,2257.75,2,1967,1,HTTP
NET-0000473,2024-06-16 00:56:29,40362,8080,ICMP,32665,9855,1422.54,2,2809,1,SMTP
NET-0000474,2024-02-26 10:27:23,25392,80,UDP,35581,655,627.59,0,1751,1,DNS
NET-0000475,2025-01-19 12:52:40,13286,22,UDP,28941,39272,3092.96,2,4832,1,HTTPS
NET-0000476,2024-03-03 17:13:18,7710,80,TCP,6969,36292,2537,2,1996,1,DNS
NET-0000477,2024-01-02 08:25:49,59300,80,TCP,31619,41723,2239.21,2,3480,1,DNS
NET-0000478,2025-01-17 16:02:32,9258,23991,TCP,33590,29615,2766.77,2,3311,0,DNS
NET-0000479,2024-05-11 13:43:06,27669,8080,TCP,41697,30982,1179.05,0,2671,1,SSH
NET-0000480,2025-01-18 21:04:31,49473,443,ICMP,25132,49288,1564.9,1,3089,1,FTP
NET-0000481,2025-04-13 23:00:12,36380,80,TCP,34980,9744,3504.34,1,4027,1,FTP
NET-0000482,2024-05-21 07:23:43,43381,8080,TCP,1469,4972,2654.98,2,475,1,FTP
NET-0000483,2025-04-03 05:54:49,41682,22,TCP,13479,9517,1239.34,2,4409,1,SSH
NET-0000484,2025-05-19 13:54:52,30119,443,UDP,8157,23971,3242.15,1,2708,1,SSH
NET-0000485,2025-02-23 19:36:40,63459,443,UDP,18033,34231,2935.83,1,4757,1,HTTP
NET-0000486,2024-02-11 18:52:59,46760,22,ICMP,49059,35982,1736.03,1,2659,0,SMTP
NET-0000487,2024-07-28 16:55:50,58933,27837,ICMP,19060,12798,837.09,2,3451,0,SMTP
NET-0000488,2025-03-09 04:38:07,51802,22,ICMP,21688,46996,2375.88,2,3445,1,HTTP
NET-0000489,2025-12-18 12:47:22,19965,80,TCP,38531,40096,46.16,1,2484,1,HTTPS
NET-0000490,2025-12-09 13:21:14,4558,22,UDP,17557,41040,3384.56,2,1926,0,SSH
NET-0000491,2024-07-29 06:36:23,8166,14289,TCP,37911,16980,285.28,2,4935,1,SMTP
NET-0000492,2024-10-27 00:23:00,9829,8080,TCP,13884,4412,1441.81,2,1371,1,SMTP
NET-0000493,2024-01-06 00:09:56,24605,80,ICMP,35989,25021,2974.95,2,4447,1,SMTP
NET-0000494,2025-08-01 08:12:12,33886,22,TCP,17791,4092,1871.84,1,3105,1,DNS
NET-0000495,2024-09-14 10:22:40,20397,3389,UDP,41186,35322,1963.08,2,4378,0,FTP
NET-0000496,2024-06-21 05:13:11,52287,8080,UDP,17666,43512,3124.62,2,307,1,HTTPS
NET-0000497,2025-02-18 05:20:10,19228,443,UDP,13513,34868,2025.76,1,1527,1,SMTP
NET-0000498,2025-11-05 04:46:08,23460,80,UDP,42920,25456,863.93,2,4304,0,SMTP
NET-0000499,2025-12-27 23:04:16,36231,8080,ICMP,17381,25998,1724.05,0,2375,0,HTTPS
NET-0000500,2024-08-20 09:27:02,32953,8080,UDP,4221,18269,1136.09,2,2888,0,HTTP
NET-0000501,2025-12-27 02:43:12,7074,80,ICMP,19557,26174,2565.69,1,115,1,HTTPS
NET-0000502,2024-04-09 22:10:54,44747,22,TCP,36116,20314,783.43,1,741,0,SSH
NET-0000503,2024-12-06 17:53:08,43686,443,TCP,21672,42477,2092.87,1,3892,1,FTP
NET-0000504,2025-01-10 20:34:04,57225,12120,ICMP,14710,21114,2088.08,2,364,1,FTP
NET-0000505,2025-12-11 23:25:08,10960,22,TCP,31669,27133,1812.44,0,2081,1,FTP
NET-0000506,2024-02-09 08:32:15,44912,80,UDP,14614,14405,1274.64,2,3928,1,HTTP
NET-0000507,2025-06-24 17:45:43,44065,443,ICMP,7758,26341,1006.84,2,4099,1,SSH
NET-0000508,2025-08-09 16:15:58,10393,31140,TCP,13977,49725,1902.72,0,3584,1,SSH
NET-0000509,2024-03-25 05:47:10,29699,22,TCP,604010,679,748.39,23,431480,1,Other
NET-0000510,2024-09-04 21:44:15,7230,443,UDP,38178,11006,2068.29,2,2737,0,HTTPS
NET-0000511,2024-04-30 15:47:37,58495,443,UDP,547,4964,2618.19,0,3294,1,SSH
NET-0000512,2025-03-20 21:37:39,62681,80,UDP,31382,33056,1824.95,1,907,1,HTTPS
NET-0000513,2024-09-01 16:18:51,25094,22,UDP,27777,27022,2700.14,1,584,0,HTTPS
NET-0000514,2024-02-03 21:30:37,35000,3389,TCP,41119,47290,3413.36,0,2474,0,SSH
NET-0000515,2025-06-09 05:30:22,34158,22,UDP,47212,18092,2996.5,1,2612,1,FTP
NET-0000516,2024-11-29 11:10:28,7605,80,UDP,16065,13697,3148.09,1,1295,1,SMTP
NET-0000517,2024-01-18 14:14:21,36716,10510,TCP,39892,43599,1957.85,0,2049,1,FTP
NET-0000518,2025-05-03 00:12:50,64830,8080,UDP,40937,6556,580.25,2,2972,1,DNS
NET-0000519,2025-03-04 16:12:57,28568,3389,UDP,32451,11690,239.58,2,2553,1,Other
NET-0000520,2025-04-01 17:31:30,46521,8080,TCP,13003,621,2707.82,1,948,0,HTTP
NET-0000521,2025-09-09 02:39:26,15138,22,UDP,42136,34716,942.22,1,3221,1,Other
NET-0000522,2024-08-12 20:31:21,21253,8080,UDP,1958,6228,1907.55,2,3058,1,SSH
NET-0000523,2025-10-26 08:36:33,54042,443,ICMP,44859,12630,2369.97,1,289,1,HTTP
NET-0000524,2024-06-19 04:38:43,37866,443,UDP,46555,12412,121.48,1,1097,1,FTP
NET-0000525,2024-06-01 15:48:25,32172,22,ICMP,36570,46946,2264.09,1,4225,0,HTTP
NET-0000526,2025-11-16 05:31:20,57457,3389,TCP,19193,24813,2790.59,1,4341,1,Other
NET-0000527,2024-08-17 07:55:49,11378,80,TCP,10188,13909,2593.88,1,81,1,HTTP
NET-0000528,2024-09-14 23:13:26,24133,8080,TCP,18683,9560,1609.24,2,3674,1,SSH
NET-0000529,2025-02-19 01:53:20,22886,443,ICMP,38922,14642,834.04,2,2162,1,HTTP
NET-0000530,2025-02-26 03:41:52,46713,8080,ICMP,37940,48360,3331.62,1,1700,1,SSH
NET-0000531,2025-10-12 17:16:33,56559,443,TCP,34665,47011,2777.29,1,4166,1,SMTP
NET-0000532,2025-10-07 06:21:26,48945,22,ICMP,4329,47564,346.88,1,4018,1,HTTP
NET-0000533,2025-01-05 13:16:08,47192,8080,UDP,42436,42513,904.63,1,2621,1,FTP
NET-0000534,2024-04-13 16:33:45,57309,80,UDP,12857,2773,3482.21,1,3832,1,SSH
NET-0000535,2024-05-09 21:12:46,62935,3389,ICMP,15147,7725,3014.2,2,1096,1,DNS
