QueryId,ProductId,QueryText,ProductTitle,CategoryMatch,Price,ReviewScore,SalesRank,ClickCount30d,CartAdds30d,RelevanceScore
QRY-816,PRD-000261,running shoes men,TrailMax Running Shoes,1,298.62,3.7,9165,3915,713,1
QRY-200,PRD-000262,smart thermostat,EcoTherm Smart Stat,0,31.14,3.6,13310,2254,602,0.9777
QRY-942,PRD-000263,laptop 16gb ram,TechBook 16 Laptop,0,533.35,2.7,6437,4635,711,0.7083
QRY-307,PRD-000264,wireless headphones,Mountain Roast Coffee,0,534.16,3.8,15499,4732,368,0.9838
QRY-366,PRD-000265,laptop 16gb ram,EcoTherm Smart Stat,1,270.14,3.9,1314,2772,215,1
QRY-443,PRD-000266,organic coffee beans,Mountain Roast Coffee,1,151.47,3.4,29505,834,612,1
QRY-828,PRD-000267,running shoes men,TrailMax Running Shoes,0,114.4,4.1,41239,3186,552,0.9302
QRY-615,PRD-000268,laptop 16gb ram,TrailMax Running Shoes,1,910.96,4.5,45164,4744,726,1
QRY-259,PRD-000269,organic coffee beans,Mountain Roast Coffee,1,124.19,4.1,43328,2340,70,1
QRY-461,PRD-000270,smart thermostat,TechBook 16 Laptop,1,130.83,5,19685,2145,542,1
QRY-635,PRD-000271,wireless headphones,TechBook 16 Laptop,1,79.29,4.8,46550,220,681,1
QRY-199,PRD-000272,laptop 16gb ram,Mountain Roast Coffee,1,395.64,3,39957,4383,331,1
QRY-278,PRD-000273,smart thermostat,NovaSound Pro Headphones,1,504.88,4.4,14656,4462,537,1
QRY-781,PRD-000274,wireless headphones,Mountain Roast Coffee,0,779.39,3.9,46970,2268,481,0.9728
QRY-185,PRD-000275,laptop 16gb ram,TechBook 16 Laptop,1,24.95,3.4,38121,4382,283,1
QRY-410,PRD-000276,organic coffee beans,NovaSound Pro Headphones,1,997.16,4.8,30758,4384,751,1
QRY-646,PRD-000277,laptop 16gb ram,NovaSound Pro Headphones,1,432.37,3,36042,4902,758,1
QRY-164,PRD-000278,organic coffee beans,EcoTherm Smart Stat,0,170.53,2.9,12925,2573,242,0.6455
QRY-500,PRD-000279,laptop 16gb ram,TrailMax Running Shoes,0,890.24,3.6,38432,3337,685,0.9262
QRY-805,PRD-000280,smart thermostat,NovaSound Pro Headphones,1,185.16,4.1,39989,4773,523,1
QRY-664,PRD-000281,laptop 16gb ram,NovaSound Pro Headphones,0,274.77,4.6,39556,4434,555,1
QRY-274,PRD-000282,smart thermostat,EcoTherm Smart Stat,0,749.58,2.7,21842,3738,94,0.7736
QRY-644,PRD-000283,running shoes men,EcoTherm Smart Stat,0,366.46,3.1,11060,3079,306,0.7894
QRY-479,PRD-000284,organic coffee beans,TechBook 16 Laptop,1,700.93,4.8,33361,4374,495,1
QRY-158,PRD-000285,running shoes men,TechBook 16 Laptop,0,253.93,4,21734,3493,65,0.9172
QRY-829,PRD-000286,organic coffee beans,NovaSound Pro Headphones,1,865.98,2.7,14841,1591,504,1
QRY-421,PRD-000287,wireless headphones,TechBook 16 Laptop,0,490.8,4.9,42441,1236,456,1
QRY-337,PRD-000288,smart thermostat,TrailMax Running Shoes,1,664.22,2.8,9285,1243,653,1
QRY-666,PRD-000289,laptop 16gb ram,TrailMax Running Shoes,0,108.51,4.2,45435,353,163,1
QRY-683,PRD-000290,wireless headphones,EcoTherm Smart Stat,0,218.54,3.5,29147,3351,122,0.7613
QRY-451,PRD-000291,running shoes men,TrailMax Running Shoes,1,72.92,4.7,4340,2459,622,1
QRY-358,PRD-000292,organic coffee beans,Mountain Roast Coffee,0,727.19,2.9,24523,431,422,0.6768
QRY-502,PRD-000293,smart thermostat,TrailMax Running Shoes,1,838.98,2.5,499,1071,154,1
QRY-176,PRD-000294,running shoes men,EcoTherm Smart Stat,0,534.74,2.7,2291,240,109,0.7441
QRY-903,PRD-000295,running shoes men,TrailMax Running Shoes,0,248.89,2.8,25587,3049,554,0.7642
QRY-882,PRD-000296,running shoes men,TechBook 16 Laptop,1,171.22,4.4,45317,247,339,1
QRY-363,PRD-000297,organic coffee beans,TrailMax Running Shoes,0,203.14,3.9,46019,662,527,0.9161
QRY-844,PRD-000298,smart thermostat,NovaSound Pro Headphones,0,462.04,4.5,6337,2038,16,0.8605
QRY-502,PRD-000299,smart thermostat,TechBook 16 Laptop,1,39.07,4.9,49683,4096,217,1
QRY-901,PRD-000300,wireless headphones,EcoTherm Smart Stat,1,391.85,3.1,2762,4596,242,1
QRY-101,PRD-000301,running shoes men,EcoTherm Smart Stat,0,931.55,4.8,41525,4704,102,1
QRY-865,PRD-000302,smart thermostat,EcoTherm Smart Stat,1,520.77,4.5,17266,3143,674,1
QRY-446,PRD-000303,laptop 16gb ram,TechBook 16 Laptop,1,503.07,3.5,36543,532,52,1
QRY-253,PRD-000304,running shoes men,TechBook 16 Laptop,1,663.04,3.5,35055,3082,94,1
QRY-267,PRD-000305,laptop 16gb ram,EcoTherm Smart Stat,1,339.65,3.9,47987,3933,424,1
QRY-895,PRD-000306,wireless headphones,Mountain Roast Coffee,0,864.64,3.3,10099,2626,30,0.826
QRY-535,PRD-000307,laptop 16gb ram,EcoTherm Smart Stat,0,343.65,3.8,35188,4703,335,1
QRY-553,PRD-000308,smart thermostat,Mountain Roast Coffee,1,714.89,4.5,25444,192,697,1
QRY-673,PRD-000309,smart thermostat,TrailMax Running Shoes,0,334.85,4,26963,3288,542,0.9059
QRY-711,PRD-000310,wireless headphones,Mountain Roast Coffee,0,988.9,2.9,9880,4179,465,0.8261
QRY-457,PRD-000311,smart thermostat,Mountain Roast Coffee,1,549.78,2.5,38630,919,527,1
QRY-565,PRD-000312,running shoes men,NovaSound Pro Headphones,0,747.87,4.6,12196,4719,192,1
QRY-742,PRD-000313,organic coffee beans,NovaSound Pro Headphones,0,170.9,3.5,28706,2243,621,0.9126
QRY-147,PRD-000314,smart thermostat,NovaSound Pro Headphones,1,900.88,2.8,8967,4009,150,1
QRY-211,PRD-000315,wireless headphones,TechBook 16 Laptop,0,767.16,3.1,43901,4099,4,0.8456
QRY-798,PRD-000316,laptop 16gb ram,NovaSound Pro Headphones,1,457.75,2.7,7092,3633,776,1
QRY-128,PRD-000317,wireless headphones,Mountain Roast Coffee,1,202.8,2.8,12436,4492,76,1
QRY-581,PRD-000318,wireless headphones,TrailMax Running Shoes,1,619.83,3.6,8101,3790,16,1
QRY-727,PRD-000319,smart thermostat,NovaSound Pro Headphones,1,579.31,2.6,9675,656,106,1
QRY-472,PRD-000320,wireless headphones,EcoTherm Smart Stat,1,495.31,2.6,41484,3998,709,1
QRY-229,PRD-000321,organic coffee beans,EcoTherm Smart Stat,1,332.87,2.9,44922,4004,13,1
QRY-235,PRD-000322,organic coffee beans,TrailMax Running Shoes,0,711.59,3,11897,1700,480,0.9115
QRY-858,PRD-000323,laptop 16gb ram,EcoTherm Smart Stat,0,838.02,3.5,34609,513,277,0.8905
QRY-954,PRD-000324,running shoes men,TrailMax Running Shoes,0,994.99,3,17303,3217,239,0.6254
QRY-263,PRD-000325,running shoes men,Mountain Roast Coffee,1,544.15,3.4,17323,4758,639,1
QRY-929,PRD-000326,wireless headphones,EcoTherm Smart Stat,1,768.69,4.5,6414,1729,609,1
QRY-390,PRD-000327,running shoes men,NovaSound Pro Headphones,1,805.38,4,2151,2713,600,1
QRY-404,PRD-000328,organic coffee beans,TechBook 16 Laptop,1,306.44,3.8,39294,4537,731,1
QRY-618,PRD-000329,wireless headphones,NovaSound Pro Headphones,1,391.31,4.8,42269,1825,571,1
QRY-335,PRD-000330,organic coffee beans,NovaSound Pro Headphones,1,992.18,3.1,25219,198,144,1
QRY-713,PRD-000331,wireless headphones,TrailMax Running Shoes,0,553.42,3.9,9146,2443,676,0.8944
QRY-620,PRD-000332,smart thermostat,TechBook 16 Laptop,1,808.42,3.8,8456,962,789,1
QRY-313,PRD-000333,laptop 16gb ram,TechBook 16 Laptop,1,300.19,4.8,37627,2579,676,1
QRY-389,PRD-000334,smart thermostat,TrailMax Running Shoes,0,424.93,4,43140,3358,147,1
QRY-261,PRD-000335,wireless headphones,EcoTherm Smart Stat,1,758.87,4.3,3287,3863,753,1
QRY-946,PRD-000336,laptop 16gb ram,TechBook 16 Laptop,0,281.09,3.2,23795,2084,372,0.896
QRY-825,PRD-000337,smart thermostat,TechBook 16 Laptop,1,860.07,3.9,39705,113,487,1
QRY-960,PRD-000338,wireless headphones,TechBook 16 Laptop,0,352.72,3.5,12258,3645,419,0.9831
QRY-881,PRD-000339,laptop 16gb ram,EcoTherm Smart Stat,1,318.53,3.5,48788,3030,569,1
QRY-611,PRD-000340,organic coffee beans,NovaSound Pro Headphones,1,912.18,3.1,13960,2483,298,1
QRY-581,PRD-000341,wireless headphones,TrailMax Running Shoes,1,680.4,3.7,31309,387,156,1
QRY-187,PRD-000342,laptop 16gb ram,TrailMax Running Shoes,1,351.74,2.7,46579,2151,664,1
QRY-233,PRD-000343,laptop 16gb ram,NovaSound Pro Headphones,1,322.23,4.2,1072,3899,479,1
QRY-184,PRD-000344,wireless headphones,Mountain Roast Coffee,1,391.42,4.6,36917,1721,503,1
QRY-590,PRD-000345,running shoes men,Mountain Roast Coffee,1,265.07,3.8,37046,3891,178,1
QRY-760,PRD-000346,smart thermostat,EcoTherm Smart Stat,1,351.34,3.4,17568,3379,788,1
QRY-608,PRD-000347,laptop 16gb ram,NovaSound Pro Headphones,1,136.57,4,49579,2949,620,1
QRY-678,PRD-000348,wireless headphones,NovaSound Pro Headphones,1,161.71,4,14277,4387,401,1
QRY-590,PRD-000349,smart thermostat,TechBook 16 Laptop,1,760.99,4.1,29785,4584,235,1
QRY-286,PRD-000350,running shoes men,TechBook 16 Laptop,0,561.91,3.7,5202,2046,708,0.9806
QRY-450,PRD-000351,running shoes men,NovaSound Pro Headphones,0,587.09,2.8,27565,4504,567,0.6527
QRY-636,PRD-000352,smart thermostat,TechBook 16 Laptop,0,597.36,4.4,19975,3833,162,1
QRY-146,PRD-000353,smart thermostat,Mountain Roast Coffee,0,508.98,3.8,15420,104,633,0.8811
QRY-166,PRD-000354,organic coffee beans,Mountain Roast Coffee,0,363.89,5,9380,3798,523,1
QRY-349,PRD-000355,organic coffee beans,EcoTherm Smart Stat,1,782.76,4.5,3925,3786,418,1
QRY-163,PRD-000356,organic coffee beans,TrailMax Running Shoes,0,964.82,3.9,20235,855,368,0.8116
QRY-697,PRD-000357,smart thermostat,NovaSound Pro Headphones,1,812.09,5,43922,4892,558,1
QRY-842,PRD-000358,laptop 16gb ram,EcoTherm Smart Stat,1,647.77,3.4,24503,758,587,1
QRY-225,PRD-000359,organic coffee beans,EcoTherm Smart Stat,0,370.33,4.2,44571,2646,792,1
QRY-314,PRD-000360,smart thermostat,Mountain Roast Coffee,1,878.29,3.9,36225,3480,659,1
QRY-293,PRD-000361,running shoes men,TrailMax Running Shoes,1,970.1,2.9,43088,2471,650,1
QRY-568,PRD-000362,smart thermostat,TechBook 16 Laptop,0,694.77,4.9,39601,3872,332,1
QRY-646,PRD-000363,organic coffee beans,TechBook 16 Laptop,1,828.99,3,23196,1855,152,1
QRY-475,PRD-000364,organic coffee beans,Mountain Roast Coffee,1,197.6,4.9,6837,628,481,1
QRY-846,PRD-000365,laptop 16gb ram,EcoTherm Smart Stat,1,96.85,4.3,45254,650,15,1
QRY-156,PRD-000366,wireless headphones,TrailMax Running Shoes,0,32.02,3.5,9106,4762,534,0.8989
QRY-312,PRD-000367,running shoes men,NovaSound Pro Headphones,1,45.89,3.6,28474,2752,736,1
QRY-449,PRD-000368,wireless headphones,TechBook 16 Laptop,0,899.6,2.6,18715,3837,107,0.6992
QRY-878,PRD-000369,organic coffee beans,TechBook 16 Laptop,1,504.61,3.2,39164,1747,741,1
QRY-322,PRD-000370,smart thermostat,TrailMax Running Shoes,0,405.63,2.6,11219,4816,143,0.7541
QRY-325,PRD-000371,smart thermostat,TechBook 16 Laptop,0,449.29,4.3,23801,4507,710,1
QRY-505,PRD-000372,wireless headphones,Mountain Roast Coffee,1,516.41,2.5,35025,4578,160,1
QRY-256,PRD-000373,laptop 16gb ram,TechBook 16 Laptop,1,112.84,4,39880,1931,577,1
QRY-985,PRD-000374,organic coffee beans,TechBook 16 Laptop,1,77.51,2.6,26211,3238,586,1
QRY-316,PRD-000375,laptop 16gb ram,TrailMax Running Shoes,0,934.28,4.2,11741,3355,654,1
QRY-198,PRD-000376,organic coffee beans,TrailMax Running Shoes,1,731.97,4.1,40513,2338,456,1
QRY-762,PRD-000377,running shoes men,EcoTherm Smart Stat,1,356.89,4.6,38833,1073,318,1
QRY-759,PRD-000378,running shoes men,EcoTherm Smart Stat,1,67.64,4,41727,1815,410,1
QRY-400,PRD-000379,smart thermostat,TrailMax Running Shoes,0,716.82,3.6,5795,2172,706,0.9169
QRY-962,PRD-000380,wireless headphones,NovaSound Pro Headphones,0,894.01,4.3,17829,2635,490,1
QRY-636,PRD-000381,laptop 16gb ram,TrailMax Running Shoes,0,652.07,3.2,1940,3415,342,0.7067
QRY-280,PRD-000382,smart thermostat,EcoTherm Smart Stat,0,218.61,2.7,42306,2671,103,0.6263
QRY-522,PRD-000383,organic coffee beans,NovaSound Pro Headphones,0,403.36,3.2,19838,4956,13,0.8248
QRY-618,PRD-000384,organic coffee beans,TechBook 16 Laptop,1,28.64,4.9,18941,4192,95,1
QRY-939,PRD-000385,smart thermostat,EcoTherm Smart Stat,1,633.65,4.3,40177,1281,262,1
QRY-843,PRD-000386,laptop 16gb ram,TrailMax Running Shoes,1,245.25,3.7,20205,1259,760,1
QRY-412,PRD-000387,wireless headphones,EcoTherm Smart Stat,0,548.78,4.6,5330,603,530,0.9191
QRY-847,PRD-000388,laptop 16gb ram,TrailMax Running Shoes,0,980.47,3.3,44726,1228,501,0.8095
QRY-597,PRD-000389,organic coffee beans,TrailMax Running Shoes,1,59.27,4.6,6952,4589,193,1
QRY-956,PRD-000390,laptop 16gb ram,NovaSound Pro Headphones,1,336.56,4.7,10337,975,616,1
QRY-261,PRD-000391,smart thermostat,TechBook 16 Laptop,1,256.16,3.6,45170,3594,493,1
QRY-528,PRD-000392,running shoes men,TrailMax Running Shoes,1,462.98,2.8,5738,2995,143,1
QRY-342,PRD-000393,wireless headphones,EcoTherm Smart Stat,1,623.74,4.9,33323,3665,271,1
QRY-770,PRD-000394,organic coffee beans,TrailMax Running Shoes,0,68.7,3.5,36256,2100,428,0.8311
QRY-991,PRD-000395,running shoes men,Mountain Roast Coffee,1,167.77,3.1,6852,1118,333,1
QRY-980,PRD-000396,organic coffee beans,EcoTherm Smart Stat,1,112.1,3.2,10595,3277,574,1
QRY-141,PRD-000397,running shoes men,Mountain Roast Coffee,0,913.13,3.4,16699,890,355,0.8275
QRY-241,PRD-000398,smart thermostat,EcoTherm Smart Stat,0,285.07,2.7,16659,1629,27,0.8056
QRY-843,PRD-000399,wireless headphones,Mountain Roast Coffee,1,458.62,2.8,42302,1636,790,1
QRY-593,PRD-000400,laptop 16gb ram,NovaSound Pro Headphones,1,732.22,4.7,46989,3136,670,1
QRY-625,PRD-000401,wireless headphones,TechBook 16 Laptop,1,13.98,4.9,28025,2511,800,1
QRY-332,PRD-000402,running shoes men,NovaSound Pro Headphones,1,163.78,3,28814,4425,75,1
QRY-642,PRD-000403,laptop 16gb ram,TrailMax Running Shoes,0,516.36,4.2,9455,567,191,0.8677
QRY-609,PRD-000404,wireless headphones,Mountain Roast Coffee,0,35.11,3,36626,3930,375,0.9097
QRY-118,PRD-000405,wireless headphones,TechBook 16 Laptop,1,603.35,3.6,26471,3516,551,1
QRY-801,PRD-000406,laptop 16gb ram,NovaSound Pro Headphones,1,623.24,3.9,30074,1514,267,1
QRY-939,PRD-000407,laptop 16gb ram,TrailMax Running Shoes,0,478.08,3.8,10448,1023,566,0.7905
QRY-417,PRD-000408,wireless headphones,Mountain Roast Coffee,0,728.53,4.2,11826,2661,599,0.8713
QRY-603,PRD-000409,organic coffee beans,EcoTherm Smart Stat,0,492.01,3.6,738,2358,676,0.9186
QRY-987,PRD-000410,wireless headphones,TrailMax Running Shoes,1,206.62,3.6,18200,3005,438,1
QRY-123,PRD-000411,smart thermostat,TechBook 16 Laptop,0,674.09,4.3,3147,117,624,0.9686
QRY-386,PRD-000412,smart thermostat,TechBook 16 Laptop,1,675.15,4.6,914,4852,549,1
QRY-447,PRD-000413,organic coffee beans,TrailMax Running Shoes,1,219.52,4,14746,879,373,1
QRY-404,PRD-000414,laptop 16gb ram,Mountain Roast Coffee,0,806.77,4.8,5083,1159,692,1
QRY-254,PRD-000415,smart thermostat,TechBook 16 Laptop,1,940.85,4,45139,755,587,1
QRY-145,PRD-000416,laptop 16gb ram,NovaSound Pro Headphones,1,343.19,4.3,14946,3871,40,1
QRY-369,PRD-000417,organic coffee beans,Mountain Roast Coffee,1,528.96,2.9,37908,1168,121,1
QRY-530,PRD-000418,smart thermostat,Mountain Roast Coffee,1,938.2,3.7,6693,2459,463,1
QRY-279,PRD-000419,wireless headphones,TechBook 16 Laptop,1,28.17,4,37430,2360,393,1
QRY-790,PRD-000420,wireless headphones,TrailMax Running Shoes,1,101.87,3.3,49702,3239,751,1
QRY-552,PRD-000421,organic coffee beans,NovaSound Pro Headphones,1,278.99,4.4,25651,203,663,1
QRY-711,PRD-000422,smart thermostat,Mountain Roast Coffee,1,190.4,2.8,14422,880,560,1
QRY-757,PRD-000423,laptop 16gb ram,EcoTherm Smart Stat,1,693.25,4,21617,1244,486,1
QRY-450,PRD-000424,laptop 16gb ram,Mountain Roast Coffee,1,767.36,4.7,2958,140,64,1
QRY-456,PRD-000425,organic coffee beans,EcoTherm Smart Stat,0,949.36,3.3,33252,4442,614,0.6774
QRY-825,PRD-000426,wireless headphones,EcoTherm Smart Stat,1,522.21,4.1,42815,76,323,1
QRY-356,PRD-000427,running shoes men,TechBook 16 Laptop,1,850.65,4.4,4142,1233,390,1
QRY-141,PRD-000428,wireless headphones,TechBook 16 Laptop,0,598.89,4.5,12783,4198,15,0.9162
QRY-858,PRD-000429,running shoes men,Mountain Roast Coffee,0,884.39,4,27746,3736,569,0.8686
QRY-443,PRD-000430,organic coffee beans,TrailMax Running Shoes,0,552.48,4.9,35032,440,754,1
QRY-230,PRD-000431,smart thermostat,EcoTherm Smart Stat,0,372.87,2.7,7911,1786,635,0.7876
QRY-265,PRD-000432,laptop 16gb ram,TrailMax Running Shoes,0,974.26,3.1,35968,2437,775,0.9144
QRY-932,PRD-000433,smart thermostat,TrailMax Running Shoes,1,643.42,3.1,8205,1438,317,1
QRY-505,PRD-000434,laptop 16gb ram,NovaSound Pro Headphones,1,188.03,3.5,36738,4018,434,1
QRY-492,PRD-000435,running shoes men,EcoTherm Smart Stat,1,842.71,3.3,48561,2933,361,1
QRY-904,PRD-000436,organic coffee beans,NovaSound Pro Headphones,1,589.69,3,48537,3255,781,1
QRY-716,PRD-000437,wireless headphones,TechBook 16 Laptop,0,34.62,4.1,7371,4717,471,0.8087
QRY-868,PRD-000438,smart thermostat,NovaSound Pro Headphones,1,478.38,3.4,12441,3843,141,1
QRY-641,PRD-000439,wireless headphones,NovaSound Pro Headphones,0,719.88,4.1,6954,3654,250,0.9731
QRY-913,PRD-000440,laptop 16gb ram,TechBook 16 Laptop,0,109.11,3.9,5346,961,632,0.8642
QRY-151,PRD-000441,running shoes men,TechBook 16 Laptop,1,831.77,4.6,28177,3423,741,1
QRY-571,PRD-000442,laptop 16gb ram,NovaSound Pro Headphones,1,984.08,3.8,1668,2072,224,1
QRY-235,PRD-000443,laptop 16gb ram,TrailMax Running Shoes,1,807.15,2.9,19822,1357,178,1
QRY-765,PRD-000444,running shoes men,Mountain Roast Coffee,0,745.06,2.8,48099,4768,697,0.8839
QRY-308,PRD-000445,organic coffee beans,EcoTherm Smart Stat,1,254.48,4.9,18641,3787,627,1
QRY-475,PRD-000446,smart thermostat,EcoTherm Smart Stat,0,393.01,3.7,2928,4218,709,0.8263
QRY-931,PRD-000447,laptop 16gb ram,EcoTherm Smart Stat,1,739.16,4.7,7971,3097,495,1
QRY-248,PRD-000448,wireless headphones,TechBook 16 Laptop,1,301.86,2.9,25030,1660,51,1
QRY-331,PRD-000449,laptop 16gb ram,EcoTherm Smart Stat,1,12.38,3.5,22672,2328,632,1
QRY-472,PRD-000450,organic coffee beans,TrailMax Running Shoes,1,601.29,4.9,31283,1170,688,1
QRY-420,PRD-000451,laptop 16gb ram,EcoTherm Smart Stat,1,971.27,4.7,32719,1518,294,1
QRY-248,PRD-000452,organic coffee beans,EcoTherm Smart Stat,1,908.93,3.7,5439,1263,709,1
QRY-471,PRD-000453,running shoes men,TrailMax Running Shoes,1,966.03,3,19126,491,245,1
QRY-671,PRD-000454,laptop 16gb ram,Mountain Roast Coffee,0,993.87,3.2,36954,4872,177,0.9544
QRY-277,PRD-000455,organic coffee beans,TrailMax Running Shoes,1,395.71,3.4,44143,617,522,1
QRY-533,PRD-000456,wireless headphones,Mountain Roast Coffee,0,657.7,2.9,19809,2520,567,0.6251
QRY-786,PRD-000457,smart thermostat,TechBook 16 Laptop,0,562.24,5,1717,724,186,1
QRY-924,PRD-000458,organic coffee beans,TrailMax Running Shoes,1,424.55,4.4,35560,2331,501,1
QRY-662,PRD-000459,laptop 16gb ram,Mountain Roast Coffee,1,683.1,4.9,20067,1741,255,1
QRY-121,PRD-000460,organic coffee beans,NovaSound Pro Headphones,1,980.93,2.8,45396,284,21,1
QRY-145,PRD-000461,running shoes men,TrailMax Running Shoes,0,692.83,3.3,22980,4987,502,0.7899
QRY-154,PRD-000462,running shoes men,Mountain Roast Coffee,0,130.37,4.7,49420,628,142,0.9649
QRY-336,PRD-000463,running shoes men,EcoTherm Smart Stat,1,759.71,2.8,10773,873,772,0.9871
QRY-848,PRD-000464,organic coffee beans,EcoTherm Smart Stat,0,207.46,4.6,41557,4892,397,1
QRY-450,PRD-000465,organic coffee beans,TechBook 16 Laptop,1,402.21,2.6,32857,3245,400,0.9756
QRY-695,PRD-000466,wireless headphones,Mountain Roast Coffee,0,65.89,4,35829,2040,241,0.9055
QRY-807,PRD-000467,wireless headphones,TechBook 16 Laptop,0,947.96,2.9,1244,2030,136,0.6704
QRY-213,PRD-000468,organic coffee beans,EcoTherm Smart Stat,1,435.83,4.7,41699,2562,398,1
QRY-200,PRD-000469,wireless headphones,Mountain Roast Coffee,1,474.63,3,5631,578,19,1
QRY-448,PRD-000470,wireless headphones,TrailMax Running Shoes,0,118.22,3,22457,112,705,0.6427
QRY-403,PRD-000471,smart thermostat,EcoTherm Smart Stat,1,138.34,3,43518,1488,651,1
QRY-335,PRD-000472,organic coffee beans,TrailMax Running Shoes,1,321.86,4.9,20732,608,478,1
QRY-320,PRD-000473,laptop 16gb ram,NovaSound Pro Headphones,0,753.17,3.5,23113,164,397,0.6559
QRY-731,PRD-000474,running shoes men,EcoTherm Smart Stat,0,930.86,4.5,22803,4773,701,0.9589
QRY-392,PRD-000475,organic coffee beans,TrailMax Running Shoes,1,386.65,4.9,4975,914,278,1
QRY-110,PRD-000476,laptop 16gb ram,NovaSound Pro Headphones,1,141.47,4.3,43765,4791,225,1
QRY-408,PRD-000477,organic coffee beans,Mountain Roast Coffee,1,467.43,4.6,24545,1223,623,1
QRY-868,PRD-000478,organic coffee beans,EcoTherm Smart Stat,1,624.96,3.6,46795,180,175,1
QRY-102,PRD-000479,organic coffee beans,TrailMax Running Shoes,1,175.18,3.6,15569,1406,98,1
QRY-791,PRD-000480,wireless headphones,TechBook 16 Laptop,0,831.18,4.6,48554,55,785,0.9874
QRY-243,PRD-000481,wireless headphones,Mountain Roast Coffee,0,195.77,4.3,5164,1709,567,0.9366
QRY-748,PRD-000482,wireless headphones,NovaSound Pro Headphones,0,537.77,4.6,10626,217,383,0.8769
QRY-240,PRD-000483,wireless headphones,TechBook 16 Laptop,1,862.47,3.8,10932,726,644,1
QRY-357,PRD-000484,laptop 16gb ram,TechBook 16 Laptop,1,260.54,3.3,38375,2778,380,1
QRY-873,PRD-000485,running shoes men,Mountain Roast Coffee,0,958.59,4.1,7311,2229,415,0.8124
QRY-277,PRD-000486,organic coffee beans,NovaSound Pro Headphones,1,862.11,3.5,42208,3746,763,1
QRY-670,PRD-000487,smart thermostat,EcoTherm Smart Stat,1,73.46,3.9,5804,2874,637,1
QRY-841,PRD-000488,organic coffee beans,TrailMax Running Shoes,1,960.65,3.4,16536,3426,348,1
QRY-689,PRD-000489,organic coffee beans,EcoTherm Smart Stat,0,334.18,4.9,10862,4746,223,1
QRY-401,PRD-000490,organic coffee beans,EcoTherm Smart Stat,1,643.98,4.6,34385,337,482,1
QRY-548,PRD-000491,laptop 16gb ram,EcoTherm Smart Stat,1,838.2,4.6,33231,3444,752,1
QRY-897,PRD-000492,smart thermostat,NovaSound Pro Headphones,1,551.44,3.6,2224,4722,674,1
QRY-288,PRD-000493,running shoes men,NovaSound Pro Headphones,0,646.55,3.3,29422,1217,712,0.6793
QRY-841,PRD-000494,laptop 16gb ram,EcoTherm Smart Stat,1,744.28,3.4,25258,1417,576,1
QRY-193,PRD-000495,organic coffee beans,Mountain Roast Coffee,0,293.86,3.2,41820,1484,713,0.8686
QRY-750,PRD-000496,wireless headphones,TechBook 16 Laptop,1,176.65,4.5,35760,1589,217,1
QRY-726,PRD-000497,organic coffee beans,TechBook 16 Laptop,1,127.13,2.8,38397,2153,93,1
QRY-522,PRD-000498,smart thermostat,EcoTherm Smart Stat,0,558.25,3.4,12892,338,13,0.8665
QRY-990,PRD-000499,smart thermostat,TrailMax Running Shoes,1,307.97,3,18948,2585,69,1
QRY-516,PRD-000500,laptop 16gb ram,TrailMax Running Shoes,0,136.29,2.8,3729,3315,763,0.716
QRY-302,PRD-000501,laptop 16gb ram,TrailMax Running Shoes,0,259.48,4.7,48535,1747,182,1
QRY-166,PRD-000502,smart thermostat,TechBook 16 Laptop,0,547.66,4.7,28483,4996,297,0.9399
QRY-131,PRD-000503,laptop 16gb ram,Mountain Roast Coffee,0,663.37,4.9,28312,1520,108,1
QRY-476,PRD-000504,smart thermostat,TechBook 16 Laptop,1,420.76,2.6,41890,517,66,0.9557
QRY-924,PRD-000505,laptop 16gb ram,Mountain Roast Coffee,1,915.72,4.2,13895,4704,97,1
QRY-721,PRD-000506,smart thermostat,TechBook 16 Laptop,0,262.7,4.2,21380,1417,316,1
QRY-756,PRD-000507,organic coffee beans,Mountain Roast Coffee,1,247.73,4.5,43975,144,50,1
QRY-959,PRD-000508,wireless headphones,EcoTherm Smart Stat,1,596.08,3.9,24662,427,301,1
QRY-114,PRD-000509,organic coffee beans,EcoTherm Smart Stat,1,424.71,3.4,38758,2866,196,1
QRY-452,PRD-000510,running shoes men,TechBook 16 Laptop,1,729.14,2.8,47560,2061,696,1
QRY-895,PRD-000511,wireless headphones,NovaSound Pro Headphones,0,563.65,3.6,1171,4554,710,0.8729
QRY-228,PRD-000512,running shoes men,EcoTherm Smart Stat,1,319.23,4.8,36050,337,706,1
QRY-464,PRD-000513,organic coffee beans,TechBook 16 Laptop,0,567.7,4.6,582,1862,319,1
QRY-337,PRD-000514,wireless headphones,Mountain Roast Coffee,0,214.16,4,44915,711,397,1
QRY-842,PRD-000515,laptop 16gb ram,EcoTherm Smart Stat,0,592.18,2.8,35669,702,376,0.8123
QRY-107,PRD-000516,smart thermostat,NovaSound Pro Headphones,1,969.35,3.6,14119,1912,126,1
QRY-792,PRD-000517,laptop 16gb ram,TechBook 16 Laptop,1,727.65,4.3,38614,4996,227,1
QRY-884,PRD-000518,laptop 16gb ram,TechBook 16 Laptop,0,322.79,4.1,32970,4430,443,0.8773
QRY-372,PRD-000519,running shoes men,EcoTherm Smart Stat,1,380.31,3.8,40509,807,182,1
