CustomerId,RecencyDays,Frequency,MonetaryTotal,AvgOrderValue,NumReturns,EmailOpenRate,LoyaltyPoints,PreferredChannel,SegmentLabel
CUST-00353,343,57,5080.47,303.82,4,0.47,18443,Online,LoyalRegular
CUST-00354,308,35,24736.2,346.68,4,0.62,33702,InStore,HighValue
CUST-00355,251,52,6327.89,215.88,2,0.42,33774,Online,LoyalRegular
CUST-00356,217,34,23534.39,90.49,1,0.53,43511,InStore,HighValue
CUST-00357,264,26,4294.52,266.26,5,0.58,40059,MobileApp,LoyalRegular
CUST-00358,192,14,21123.17,191.45,4,0.52,46149,MobileApp,AtRisk
CUST-00359,266,11,11171.21,44.7,2,0.2,14795,MobileApp,AtRisk
CUST-00360,365,9,21812.96,233.8,7,0.26,38912,MobileApp,AtRisk
CUST-00361,265,4,17882.99,330.17,1,0.52,34438,Phone,AtRisk
CUST-00362,322,31,12195.11,75.95,2,0.55,31332,Phone,HighValue
CUST-00363,38,33,1433.35,221.81,8,0.29,40625,Online,LoyalRegular
CUST-00364,137,4,11494.66,399.02,8,0.07,36669,MobileApp,AtRisk
CUST-00365,243,44,20523.2,223.73,8,0.19,38138,Phone,HighValue
CUST-00366,82,27,10704.1,270.78,2,0.01,47576,MobileApp,HighValue
CUST-00367,290,46,8846.45,356.77,4,0.22,14343,MobileApp,LoyalRegular
CUST-00368,80,47,11836.78,452.49,6,0.1,37981,InStore,HighValue
CUST-00369,295,14,21634.12,259.38,2,0.43,39041,MobileApp,AtRisk
CUST-00370,318,31,11789.12,19.91,0,0.12,44684,MobileApp,HighValue
CUST-00371,276,45,13591.89,441.25,2,0.08,8779,Online,HighValue
CUST-00372,2,7,20501.44,296.16,1,0,18669,Phone,AtRisk
CUST-00373,237,33,4394.79,140.29,8,0.15,8695,InStore,LoyalRegular
CUST-00374,348,10,336.93,464.02,5,0.31,33945,InStore,BargainHunter
CUST-00375,30,49,5956.51,39.85,4,0.18,2219,MobileApp,LoyalRegular
CUST-00376,135,29,21997.97,432.77,3,0.55,25984,Phone,HighValue
CUST-00377,4,12,17223.31,96.17,6,0.6,16095,Phone,AtRisk
CUST-00378,163,43,5873.68,236.42,6,0.64,15873,MobileApp,HighValue
CUST-00379,158,6,11404.75,311.05,2,0.29,5019,MobileApp,AtRisk
CUST-00380,298,60,19881.56,366.74,5,0.3,20499,InStore,HighValue
CUST-00381,136,43,3571.54,165.68,0,0.3,6565,InStore,LoyalRegular
CUST-00382,161,8,3520.4,260.45,8,0.5,18760,Online,AtRisk
CUST-00383,131,27,8820.82,47.65,2,0.15,34775,InStore,LoyalRegular
CUST-00384,295,30,22842.9,32.12,0,0.25,6257,MobileApp,HighValue
CUST-00385,128,34,7779.76,137.68,2,0.42,32594,Online,LoyalRegular
CUST-00386,242,36,14785.12,218.31,1,0.51,40528,Online,HighValue
CUST-00387,35,32,9124.46,77.3,7,0.22,36542,Online,LoyalRegular
CUST-00388,78,27,439.82,294.68,5,0.35,8667,Phone,LoyalRegular
CUST-00389,249,48,24725.35,58.05,5,0.08,42165,InStore,HighValue
CUST-00390,65,49,22315.38,423.57,5,0.55,34565,MobileApp,LoyalRegular
CUST-00391,328,23,20896.67,354.87,4,0.3,33918,Phone,HighValue
CUST-00392,39,34,10682.69,453.36,0,0.64,41130,Phone,HighValue
CUST-00393,49,7,978.12,24.12,6,0.44,22812,MobileApp,AtRisk
CUST-00394,275,12,6187.48,269.59,5,0.12,26616,MobileApp,AtRisk
CUST-00395,237,13,10967.7,74.66,5,0.38,34323,Online,AtRisk
CUST-00396,92,19,15388.29,118.76,1,0.54,43216,MobileApp,HighValue
CUST-00397,226,9,13899.12,220.77,5,0.24,23866,Phone,AtRisk
CUST-00398,249,42,5114.7,178.76,1,0.01,43713,Online,LoyalRegular
CUST-00399,31,56,16131.95,78.57,6,0.44,41567,Online,HighValue
CUST-00400,319,13,14867.51,340.07,6,0.33,17269,MobileApp,AtRisk
CUST-00401,148,12,1583.93,441.47,1,0.62,44310,InStore,AtRisk
CUST-00402,49,26,945.98,372.23,2,0.01,27615,MobileApp,LoyalRegular
CUST-00403,335,46,22840.68,411.12,2,0.2,42680,Phone,HighValue
CUST-00404,193,48,15256.6,140.71,6,0.57,46174,InStore,HighValue
CUST-00405,259,10,11083.66,94.08,5,0.07,37285,MobileApp,AtRisk
CUST-00406,343,57,14644.93,421.6,7,0.59,27495,Phone,HighValue
CUST-00407,105,60,6593.46,115.56,8,0.07,832,MobileApp,LoyalRegular
CUST-00408,217,47,12984.13,322.08,7,0.63,11691,InStore,HighValue
CUST-00409,226,57,1660.2,159.93,4,0.06,8144,MobileApp,LoyalRegular
CUST-00410,50,18,7201.47,306.86,3,0.63,41078,MobileApp,AtRisk
CUST-00411,328,44,15803.9,253.28,5,0.4,17203,InStore,HighValue
CUST-00412,335,15,2281.98,179.78,6,0.22,43102,Phone,AtRisk
CUST-00413,161,45,15296.57,491.76,5,0.25,1388,InStore,HighValue
CUST-00414,231,27,18145.94,81.14,2,0.55,35355,InStore,HighValue
CUST-00415,160,15,24248.86,407.45,4,0.59,34840,Phone,AtRisk
CUST-00416,8,31,18199.35,450.84,1,0.04,35028,InStore,HighValue
CUST-00417,96,25,11715.4,60.78,8,0.13,19252,InStore,HighValue
CUST-00418,108,47,20579.63,118.29,3,0.47,31623,MobileApp,HighValue
CUST-00419,361,1,244.09,285.99,6,0.58,49279,InStore,NewCustomer
CUST-00420,253,31,10395.82,129.21,5,0.37,47135,MobileApp,HighValue
CUST-00421,56,42,9251.39,153.67,3,0.51,10732,Phone,LoyalRegular
CUST-00422,199,46,7209.63,438.43,8,0.47,2566,Phone,LoyalRegular
CUST-00423,11,46,17384.06,28.09,0,0.47,26825,InStore,HighValue
CUST-00424,250,22,5088.68,355.37,7,0.4,23056,Online,LoyalRegular
CUST-00425,332,49,24351.92,176.99,5,0.17,41871,Online,HighValue
CUST-00426,184,20,274.25,84.42,7,0,46346,Phone,BargainHunter
CUST-00427,12,42,2649.77,272.66,4,0.04,36923,MobileApp,LoyalRegular
CUST-00428,39,3,10274.36,201.3,3,0.45,37122,Phone,AtRisk
CUST-00429,238,13,20625.24,418.51,0,0.53,32412,Online,AtRisk
CUST-00430,112,21,18093.54,42.37,7,0.46,3076,Online,HighValue
CUST-00431,122,40,16424.86,291.09,1,0.02,37810,Phone,HighValue
CUST-00432,341,15,16991.35,128.68,7,0.11,38825,InStore,AtRisk
CUST-00433,256,31,11554.42,231.8,3,0.43,15381,MobileApp,HighValue
CUST-00434,279,58,16885.36,212.77,3,0.29,35775,Online,HighValue
CUST-00435,73,4,6119.21,453.67,1,0.48,39312,Online,LoyalRegular
CUST-00436,309,12,7727.66,370.56,3,0.37,6508,Phone,AtRisk
CUST-00437,254,50,5464.25,198.66,3,0.21,19686,MobileApp,LoyalRegular
CUST-00438,63,16,6989.92,255.57,1,0.13,16573,Online,AtRisk
CUST-00439,210,27,17698.71,394.01,7,0.27,10283,MobileApp,HighValue
CUST-00440,196,15,16345.67,498.85,7,0.23,22991,Online,AtRisk
CUST-00441,188,9,11207.24,30.92,3,0.1,43677,Online,AtRisk
CUST-00442,292,46,12423.3,121.98,0,0.09,41821,Phone,BargainHunter
CUST-00443,129,47,585.68,147.05,1,0.35,45387,MobileApp,LoyalRegular
CUST-00444,338,52,23872.21,431.77,8,0.36,43635,InStore,HighValue
CUST-00445,41,42,8647.5,377.44,2,0.47,39756,Phone,LoyalRegular
CUST-00446,23,36,14904.98,242.99,8,0.37,23043,Phone,HighValue
CUST-00447,114,22,20392.26,430.63,3,0.04,27226,InStore,HighValue
CUST-00448,88,46,2026.76,331.91,0,0.51,38683,Online,LoyalRegular
CUST-00449,34,59,8091.58,127.12,1,0.02,19780,Online,LoyalRegular
CUST-00450,137,33,16996.29,255.54,1,0.37,6348,Phone,HighValue
CUST-00451,187,3,15330.65,476.93,5,0.59,28682,Online,AtRisk
CUST-00452,238,15,18548.38,314.41,7,0.51,34926,Phone,AtRisk
CUST-00453,168,2,16865.8,296.39,1,0.3,2802,Online,NewCustomer
CUST-00454,90,50,20910.92,488.71,5,0.19,32453,MobileApp,HighValue
CUST-00455,92,43,14765.21,98.32,0,0.18,8548,Phone,HighValue
CUST-00456,193,49,14986.44,170.01,6,0.47,37739,InStore,HighValue
CUST-00457,320,51,12540.12,59.38,7,0.52,18772,Phone,HighValue
CUST-00458,276,11,14302.66,28.31,3,0.58,37284,Online,AtRisk
CUST-00459,271,25,23866.35,384.8,4,0.03,36511,MobileApp,HighValue
CUST-00460,52,57,663.45,88.65,5,0.39,34624,Online,LoyalRegular
CUST-00461,155,16,10101.51,40.59,4,0.53,32000,Phone,HighValue
CUST-00462,307,59,15370.32,381.26,1,0.25,43054,Phone,HighValue
CUST-00463,115,29,22985.46,46.49,7,0.33,19625,Online,HighValue
CUST-00464,161,38,15015.53,216.94,7,0.33,22243,Phone,HighValue
CUST-00465,283,25,16919.67,319.63,3,0.13,2544,InStore,HighValue
CUST-00466,148,15,24398.98,381.33,8,0.11,24755,InStore,AtRisk
CUST-00467,42,39,20466.78,73.96,4,0.33,11248,Phone,HighValue
CUST-00468,261,8,17102.2,40.23,1,0.11,14566,MobileApp,AtRisk
CUST-00469,296,44,10178.88,33.34,2,0.46,27576,InStore,HighValue
CUST-00470,338,16,19309.08,170.34,5,0.35,35230,MobileApp,HighValue
CUST-00471,354,21,20619.85,291.55,8,0.25,20121,MobileApp,HighValue
CUST-00472,212,40,3458.27,152.47,1,0.62,16768,Phone,LoyalRegular
CUST-00473,237,45,10201.36,147.82,2,0.49,24367,Online,HighValue
CUST-00474,9,16,18125.1,470.48,2,0.27,35135,InStore,HighValue
CUST-00475,67,35,16052.73,70.13,0,0.01,13862,Phone,HighValue
CUST-00476,117,42,1521.28,428.91,1,0.4,40862,MobileApp,LoyalRegular
CUST-00477,43,55,8366.76,300.64,7,0.17,17378,InStore,LoyalRegular
CUST-00478,66,35,8861.67,256.42,7,0.33,36557,MobileApp,LoyalRegular
CUST-00479,148,14,1013.34,184.48,4,0.27,42545,Phone,AtRisk
CUST-00480,163,46,12417.86,101.72,3,0.09,27865,Phone,HighValue
CUST-00481,305,4,8569.43,350.77,2,0.32,47110,MobileApp,AtRisk
CUST-00482,360,5,19300.82,387.18,8,0.24,10104,InStore,AtRisk
CUST-00483,14,10,20621.95,330.78,0,0.1,47480,InStore,AtRisk
CUST-00484,276,9,11333.14,214.91,6,0.42,41156,Phone,AtRisk
CUST-00485,8,59,7438.74,39.2,0,0.55,27784,MobileApp,LoyalRegular
CUST-00486,234,27,7482.51,399.53,0,0.23,5015,Phone,BargainHunter
CUST-00487,178,2,15009.02,187.67,1,0.41,10125,Online,NewCustomer
CUST-00488,2,52,10971.86,486.26,7,0.25,23147,Phone,HighValue
CUST-00489,205,48,13033.56,407.58,4,0.3,37387,InStore,HighValue
CUST-00490,183,26,18956.16,144.51,1,0.43,15565,Online,HighValue
CUST-00491,320,32,10703.72,458.33,3,0.17,40508,InStore,HighValue
CUST-00492,343,56,1789.21,117.78,3,0.26,7836,Phone,LoyalRegular
CUST-00493,347,27,23168.74,420.65,3,0.31,33845,InStore,HighValue
CUST-00494,139,18,15528.98,221.19,2,0.35,8051,Phone,HighValue
CUST-00495,153,17,5829.47,392.1,8,0.37,42409,InStore,AtRisk
CUST-00496,284,60,19619.93,52.92,5,0.38,46691,Online,HighValue
CUST-00497,248,3,23823.83,203.56,0,0.4,12629,Phone,AtRisk
CUST-00498,111,28,17005.82,228.78,5,0.46,15234,MobileApp,HighValue
CUST-00499,317,16,19083.66,197.19,2,0.02,27287,MobileApp,HighValue
CUST-00500,185,55,11339.08,172.4,6,0.48,782,InStore,HighValue
CUST-00501,280,35,6514.79,72.17,6,0.53,20968,MobileApp,LoyalRegular
CUST-00502,173,9,8396.52,324.21,3,0.39,21938,InStore,AtRisk
CUST-00503,292,38,15974.16,469.85,7,0.08,7972,InStore,HighValue
CUST-00504,4,4,4893.59,474.06,1,0.64,15443,InStore,AtRisk
CUST-00505,103,59,6684.01,111.85,1,0.39,26451,Online,LoyalRegular
CUST-00506,236,45,16594.67,387.62,3,0.34,30833,Online,HighValue
CUST-00507,218,6,8713.26,149.83,2,0,17056,Online,AtRisk
CUST-00508,227,28,866.09,164.1,5,0.06,30877,InStore,LoyalRegular
CUST-00509,23,50,21570.32,402.41,3,0.44,28784,Online,HighValue
CUST-00510,140,54,4821.36,93.92,3,0.02,41775,Online,LoyalRegular
CUST-00511,76,52,3039.48,87.24,7,0.51,46420,MobileApp,LoyalRegular
CUST-00512,241,13,14044.11,258.82,1,0.54,10777,Phone,AtRisk
CUST-00513,312,22,21188.36,391.6,1,0.61,6686,InStore,HighValue
CUST-00514,210,48,9844.22,358.63,7,0.19,32549,InStore,LoyalRegular
CUST-00515,225,14,11605.02,231.17,6,0.58,35756,MobileApp,NewCustomer
CUST-00516,57,25,20855.26,137.71,3,0.61,19153,Phone,HighValue
CUST-00517,134,52,3894,411.53,5,0.51,18570,InStore,LoyalRegular
CUST-00518,179,9,475.07,140.54,1,0.13,24442,InStore,BargainHunter
CUST-00519,103,41,16097.64,299.03,6,0.57,13401,Online,HighValue
CUST-00520,148,43,13552.29,82.73,3,0.42,14208,Online,HighValue
CUST-00521,189,36,10689.3,52.41,2,0.64,35833,MobileApp,HighValue
CUST-00522,18,22,13233.23,476.22,7,0.41,11434,InStore,HighValue
CUST-00523,270,54,10589.48,466.9,0,0.3,40039,InStore,HighValue
CUST-00524,141,41,23737.36,472.54,7,0.24,45210,Phone,HighValue
CUST-00525,127,29,6941.91,188.58,0,0.22,29789,MobileApp,LoyalRegular
CUST-00526,90,30,6745.86,135.48,6,0.59,13317,Online,LoyalRegular
CUST-00527,122,40,16660.21,83.86,7,0.35,5228,MobileApp,HighValue
CUST-00528,365,14,13108.73,323.75,0,0.2,13082,MobileApp,AtRisk
CUST-00529,300,51,9646.79,480.11,7,0.39,13933,MobileApp,LoyalRegular
CUST-00530,92,13,13528.31,195.32,0,0.15,23578,Online,AtRisk
CUST-00531,252,36,12121.86,491.48,2,0.01,46853,MobileApp,HighValue
CUST-00532,346,2,11895.59,83.69,1,0.08,44152,MobileApp,NewCustomer
CUST-00533,136,18,8871.8,30.97,7,0.64,24906,MobileApp,HighValue
CUST-00534,178,51,4060.16,123.08,1,0.18,47256,InStore,LoyalRegular
CUST-00535,97,15,10644.97,415.66,2,0.54,37509,MobileApp,AtRisk
CUST-00536,12,46,12066.89,252.83,5,0.02,38520,InStore,HighValue
CUST-00537,300,40,8562.12,102.41,8,0.44,43565,Phone,LoyalRegular
CUST-00538,132,48,2972.94,208.5,1,0,16343,MobileApp,LoyalRegular
CUST-00539,83,60,10240.95,290.54,6,0.3,49608,InStore,HighValue
CUST-00540,33,36,19629.81,400.74,0,0.48,17893,Online,HighValue
CUST-00541,185,30,11005.05,112.02,1,0.58,3719,Online,HighValue
CUST-00542,332,22,21651.36,100.31,5,0.26,37429,Online,NewCustomer
CUST-00543,85,24,15588.16,62.42,1,0.6,49192,Phone,HighValue
CUST-00544,216,30,8772.82,499.73,0,0.6,27058,Phone,LoyalRegular
CUST-00545,147,36,8341.63,47.55,8,0.04,12531,Phone,LoyalRegular
CUST-00546,333,21,3811.16,73.19,2,0.35,42729,MobileApp,LoyalRegular
CUST-00547,137,38,5496.63,250.71,6,0.59,12563,MobileApp,LoyalRegular
CUST-00548,290,56,20563.96,355.26,2,0.32,49760,Online,BargainHunter
CUST-00549,204,46,18765.92,225.23,2,0.63,11641,Phone,HighValue
CUST-00550,33,36,13636.65,107.77,2,0.27,3581,Online,HighValue
CUST-00551,256,50,10826.48,314.51,5,0.12,26298,Online,HighValue
CUST-00552,1,57,10013.06,322.54,8,0.17,41785,Online,HighValue
CUST-00553,90,38,9408.35,220.38,5,0.4,36023,MobileApp,LoyalRegular
CUST-00554,169,35,10849.48,382.62,0,0.29,21119,Online,HighValue
CUST-00555,359,41,14199.64,393.96,8,0.62,36497,InStore,HighValue
CUST-00556,255,33,2664.56,245.71,8,0.53,17687,InStore,LoyalRegular
CUST-00557,135,50,627.62,443.07,2,0.14,34184,Phone,LoyalRegular
CUST-00558,34,53,4568.99,78.55,7,0.3,9519,Online,LoyalRegular
CUST-00559,338,17,7801.22,242.32,0,0.52,731,MobileApp,AtRisk
CUST-00560,110,59,16420.62,362.9,4,0.43,46096,Phone,HighValue
CUST-00561,123,6,3918.45,481.43,2,0.43,13880,Online,AtRisk
CUST-00562,19,43,4406.57,182.85,2,0.45,47689,Online,LoyalRegular
CUST-00563,318,18,21547.24,102.7,2,0.2,30806,Online,HighValue
CUST-00564,307,11,15692.65,359.95,8,0.18,20938,MobileApp,AtRisk
CUST-00565,90,7,16364.31,16.55,2,0.38,40517,Online,AtRisk
CUST-00566,104,53,1892.03,291.28,3,0.64,36071,Online,LoyalRegular
CUST-00567,52,46,4807.69,259.85,4,0.34,1795,Phone,LoyalRegular
CUST-00568,274,7,15606.28,52.17,3,0.35,36664,Phone,AtRisk
CUST-00569,61,52,12350.52,30.17,7,0.34,40821,InStore,LoyalRegular
CUST-00570,331,21,8208.65,323.17,0,0.26,34164,MobileApp,LoyalRegular
CUST-00571,112,58,13983.48,134.25,8,0.21,9866,Online,HighValue
CUST-00572,29,53,19230.54,122.35,2,0.59,4094,Online,HighValue
CUST-00573,113,7,6517.14,491.93,1,0.49,19357,InStore,AtRisk
CUST-00574,15,44,15490.38,394.41,0,0.01,31914,MobileApp,HighValue
CUST-00575,60,6,5347.38,101.78,0,0.34,33671,Online,AtRisk
CUST-00576,45,51,15120.35,200.63,6,0.35,14599,InStore,HighValue
CUST-00577,22,54,20270.43,397.19,7,0.4,46188,InStore,HighValue
CUST-00578,6,10,319.53,221.27,4,0.11,1337,MobileApp,BargainHunter
CUST-00579,336,34,10566,300.76,3,0.64,25593,MobileApp,NewCustomer
CUST-00580,187,23,22720.27,116.03,8,0.08,43711,InStore,HighValue
CUST-00581,352,15,2897.09,499.45,2,0.36,47142,Phone,AtRisk
CUST-00582,360,48,17520.74,326.63,8,0.45,32217,MobileApp,HighValue
CUST-00583,335,31,5954.89,355.38,0,0.41,28702,MobileApp,LoyalRegular
CUST-00584,85,5,7257.01,117.58,7,0.57,23480,Phone,AtRisk
CUST-00585,75,1,7696.5,187.54,5,0.31,24339,InStore,NewCustomer
CUST-00586,181,11,12182.54,357.39,6,0.44,2625,Online,AtRisk
CUST-00587,92,34,13350.37,463.74,1,0.17,46724,Phone,HighValue
CUST-00588,208,12,11909.63,233.41,4,0.36,2477,Phone,AtRisk
CUST-00589,251,59,17864.55,392.61,0,0.37,15585,Online,HighValue
CUST-00590,147,56,15391.68,360.73,4,0.15,19694,Phone,HighValue
CUST-00591,271,5,24196.39,234.74,2,0.39,6625,InStore,AtRisk
CUST-00592,240,45,20067.24,155.39,3,0.24,13290,InStore,HighValue
CUST-00593,148,58,22024.96,406.7,2,0.55,32154,InStore,HighValue
CUST-00594,359,2,3033.32,251.06,1,0.09,6752,MobileApp,NewCustomer
CUST-00595,70,4,14764.69,208.16,7,0.1,32532,InStore,AtRisk
CUST-00596,113,13,6513.25,406.75,8,0.01,1978,Online,AtRisk
CUST-00597,307,27,276.5,200.89,1,0.17,33223,Phone,LoyalRegular
CUST-00598,286,40,24996.66,406.98,7,0.04,27298,Online,HighValue
CUST-00599,65,53,17894.31,314.33,8,0.12,12010,MobileApp,HighValue
CUST-00600,320,18,16107.32,251.55,8,0.15,4564,MobileApp,HighValue
CUST-00601,262,23,22920.49,25.84,3,0.62,41538,Phone,HighValue
CUST-00602,49,10,4230.37,187.22,4,0.23,44232,Online,AtRisk
CUST-00603,37,6,15139.11,265.6,3,0.57,27996,Phone,AtRisk
CUST-00604,228,50,22505.37,489.69,7,0.24,15392,InStore,HighValue
CUST-00605,325,57,21908.67,144.26,8,0.18,38836,InStore,HighValue
CUST-00606,38,25,3784.62,153.67,4,0.43,2260,InStore,LoyalRegular
CUST-00607,231,1,16516.2,207.05,0,0.12,13912,InStore,NewCustomer
CUST-00608,100,44,20202.76,292.61,8,0.22,35068,Phone,HighValue
CUST-00609,93,18,20226.12,160.21,0,0.36,15261,Online,HighValue
CUST-00610,251,52,13387.8,136.32,6,0.5,35784,InStore,HighValue
CUST-00611,339,2,70.23,314.03,0,0.22,9193,MobileApp,NewCustomer
CUST-00612,268,1,16244.45,126.48,4,0.49,26207,MobileApp,NewCustomer
CUST-00613,313,12,17464.03,274.69,4,0.03,22014,MobileApp,AtRisk
CUST-00614,159,42,12155.69,149.36,3,0.23,42026,Phone,HighValue
CUST-00615,349,53,15705.63,252.32,0,0.53,41626,MobileApp,HighValue
CUST-00616,334,52,10729.3,465.75,4,0.57,4442,InStore,HighValue
CUST-00617,341,3,2642.55,274.75,4,0,8957,InStore,AtRisk
CUST-00618,255,7,16477.25,145.78,1,0.24,16388,Phone,AtRisk
CUST-00619,245,8,22766.05,87.35,6,0.56,37034,InStore,AtRisk
CUST-00620,234,23,2816.36,82.36,2,0.18,13346,Phone,LoyalRegular
CUST-00621,19,21,20739.19,188.93,0,0.64,43965,Online,HighValue
CUST-00622,274,10,16344.07,421.58,7,0.32,25194,Online,AtRisk
CUST-00623,236,24,4523.09,206.1,8,0.29,36875,Online,LoyalRegular
CUST-00624,52,48,14884.12,272.99,7,0.44,19939,InStore,HighValue
CUST-00625,155,39,7585.92,415.56,7,0.13,21477,MobileApp,LoyalRegular
CUST-00626,120,38,18529.87,38.09,0,0.34,14484,Phone,HighValue
CUST-00627,93,57,16091.8,126.88,2,0.58,9914,Phone,HighValue
CUST-00628,62,6,5383.34,50.13,5,0.33,18950,MobileApp,AtRisk
CUST-00629,113,22,8904.26,188.35,0,0.03,37831,MobileApp,LoyalRegular
CUST-00630,195,27,16813.31,419.62,8,0.21,21522,Phone,HighValue
CUST-00631,296,54,17028.05,179.86,6,0.02,40861,MobileApp,HighValue
CUST-00632,249,30,20010.02,142.77,4,0.07,20718,Online,HighValue
CUST-00633,223,34,23035.01,278.03,1,0,30619,Online,HighValue
CUST-00634,320,39,14163.82,453.44,1,0.56,4400,InStore,HighValue
CUST-00635,47,36,16841.95,323.87,1,0.18,26504,Online,HighValue
CUST-00636,237,37,18558.91,278.11,2,0.59,31582,Online,HighValue
CUST-00637,55,44,8626.54,429.21,6,0.32,10561,InStore,LoyalRegular
CUST-00638,85,13,20576.61,21.85,2,0.24,15598,Phone,AtRisk
CUST-00639,108,5,22812.53,434.71,1,0.47,11091,Phone,AtRisk
CUST-00640,331,13,5191.95,89.96,0,0.14,30787,Phone,AtRisk
CUST-00641,69,17,20639.31,126.27,3,0.19,15011,Phone,HighValue
CUST-00642,155,7,8102.81,62.22,7,0.17,24773,Phone,AtRisk
CUST-00643,194,20,10341.9,211.14,3,0.42,38596,Online,HighValue
CUST-00644,228,60,12658.53,201.67,8,0.1,10985,MobileApp,AtRisk
CUST-00645,170,34,23585.38,383.78,1,0.34,39552,InStore,HighValue
CUST-00646,111,6,4400.18,221.38,2,0.48,9909,InStore,AtRisk
CUST-00647,213,54,7087.17,390.17,8,0.28,4417,InStore,LoyalRegular
CUST-00648,108,60,11499.11,220.23,7,0.06,36932,Online,HighValue
CUST-00649,202,43,2062.24,166.16,5,0.19,17229,Online,LoyalRegular
CUST-00650,163,41,14215.09,363.91,2,0.51,797,Online,HighValue
CUST-00651,197,22,22252.48,462.23,5,0.38,26964,InStore,HighValue
CUST-00652,238,46,17975.73,482.73,6,0.25,3378,MobileApp,HighValue
CUST-00653,129,27,23047.39,473.88,5,0.11,46425,MobileApp,HighValue
CUST-00654,264,2,20549.92,29.55,6,0.18,811,Phone,NewCustomer
CUST-00655,335,54,13236.12,464.69,0,0.08,15414,MobileApp,HighValue
CUST-00656,90,59,24763.8,376.81,6,0.37,44193,Phone,HighValue
CUST-00657,271,51,16354.7,180.85,7,0.13,16414,Phone,HighValue
CUST-00658,161,22,22085.39,148.37,3,0.35,40246,MobileApp,HighValue
CUST-00659,214,37,11270.54,261.81,0,0.62,2477,InStore,HighValue
CUST-00660,326,12,19514.32,92.6,2,0.31,47953,InStore,AtRisk
CUST-00661,297,22,14114.36,240.86,2,0.36,21943,InStore,HighValue
CUST-00662,238,7,58.58,189.75,4,0.47,48524,Online,BargainHunter
CUST-00663,156,29,3507.5,214.97,4,0.52,24223,InStore,LoyalRegular
CUST-00664,315,46,23899.93,231.15,1,0.36,16230,InStore,HighValue
CUST-00665,71,51,1669.73,372.62,6,0.5,40228,Phone,LoyalRegular
CUST-00666,354,31,5243.37,246.92,1,0.04,27686,Online,LoyalRegular
CUST-00667,182,45,12779.37,15.92,3,0.63,47434,MobileApp,HighValue
CUST-00668,310,21,14820.75,347.11,1,0.16,19915,InStore,HighValue
CUST-00669,357,12,12665.77,214.91,6,0.39,5014,Online,AtRisk
CUST-00670,313,50,21872.67,477.56,5,0.1,19950,InStore,HighValue
CUST-00671,222,50,5176.95,302.11,6,0.41,547,InStore,LoyalRegular
CUST-00672,82,31,4728.17,280.18,2,0.21,31487,InStore,LoyalRegular
CUST-00673,330,2,22274.66,185.7,7,0.35,24959,MobileApp,NewCustomer
CUST-00674,247,32,23213.63,390.89,0,0.14,22448,InStore,HighValue
CUST-00675,141,4,17116.72,194.25,7,0.18,44471,MobileApp,AtRisk
CUST-00676,315,20,15188.96,347.73,2,0.43,14503,InStore,HighValue
CUST-00677,139,3,12231.69,349.21,0,0.45,42185,Phone,AtRisk
CUST-00678,361,19,2166.86,66.29,1,0.27,11193,Online,AtRisk
CUST-00679,140,43,8847.62,408.78,4,0.41,7637,Phone,LoyalRegular
CUST-00680,356,46,4896.11,274.67,6,0.49,48283,InStore,LoyalRegular
CUST-00681,197,41,7676.39,302.01,4,0.11,21931,MobileApp,LoyalRegular
CUST-00682,320,25,22649.26,47.8,4,0.14,19935,InStore,NewCustomer
CUST-00683,97,42,21793.65,303.5,0,0.06,25344,InStore,HighValue
CUST-00684,252,2,1832.98,486.5,1,0.27,48426,Phone,NewCustomer
CUST-00685,183,16,1382.16,405.27,3,0.24,47402,MobileApp,AtRisk
CUST-00686,229,21,15964.08,69.08,6,0.51,24294,Phone,HighValue
CUST-00687,49,7,5700.63,177.04,1,0.29,44499,MobileApp,AtRisk
CUST-00688,332,57,4403.35,117.01,3,0.05,20038,Phone,LoyalRegular
CUST-00689,111,57,21436.94,246.15,4,0.05,35647,MobileApp,HighValue
CUST-00690,176,8,11788.78,339.57,2,0.48,25266,MobileApp,HighValue
CUST-00691,216,5,22375.41,461.1,1,0.36,9644,Phone,NewCustomer
CUST-00692,2,19,23234.11,342.5,3,0.58,12024,Phone,HighValue
CUST-00693,122,49,15264.26,250.61,6,0.27,38598,MobileApp,NewCustomer
CUST-00694,336,34,12759.53,19.56,0,0.12,21009,Online,HighValue
CUST-00695,321,29,12728.14,312.14,6,0.57,20140,Online,HighValue
CUST-00696,100,4,132.24,410.55,2,0.54,19570,Phone,BargainHunter
CUST-00697,33,27,23358.64,62.55,0,0.31,46793,InStore,HighValue
CUST-00698,107,33,16273.09,67.22,6,0.05,43911,Online,HighValue
CUST-00699,256,55,23453.03,251.34,4,0.01,47858,Phone,HighValue
CUST-00700,219,48,12625.1,96.36,2,0.24,29996,InStore,HighValue
CUST-00701,68,13,23758.34,323.31,2,0.29,34849,InStore,AtRisk
CUST-00702,197,25,8976.21,155.15,6,0.37,17387,MobileApp,LoyalRegular
CUST-00703,154,20,2330.26,304.4,6,0.21,2672,Phone,AtRisk
CUST-00704,182,48,6923.23,320.88,8,0.36,27876,Phone,LoyalRegular
CUST-00705,240,48,21369.35,76.96,3,0.51,41004,MobileApp,HighValue
CUST-00706,263,13,7380.61,95.44,7,0.08,27126,Online,AtRisk
